,id,median_age,Geographic Area Name,year,total_pop
749,0500000US18105,29.3,"Monroe County, Indiana",2018,145403
750,0500000US18107,40.5,"Montgomery County, Indiana",2018,38276
751,0500000US18109,41.4,"Morgan County, Indiana",2018,69727
752,0500000US18111,42.9,"Newton County, Indiana",2018,14018
753,0500000US18113,38.7,"Noble County, Indiana",2018,47451
754,0500000US18115,47.5,"Ohio County, Indiana",2018,5887
755,0500000US18117,42.1,"Orange County, Indiana",2018,19547
756,0500000US18119,44.9,"Owen County, Indiana",2018,20878
757,0500000US18121,41.8,"Parke County, Indiana",2018,16996
758,0500000US18123,42.2,"Perry County, Indiana",2018,19141
759,0500000US18125,43.7,"Pike County, Indiana",2018,12411
760,0500000US18127,39.5,"Porter County, Indiana",2018,168041
761,0500000US18129,42.3,"Posey County, Indiana",2018,25589
762,0500000US18131,41.2,"Pulaski County, Indiana",2018,12660
763,0500000US18133,37.9,"Putnam County, Indiana",2018,37559
764,0500000US18135,42.4,"Randolph County, Indiana",2018,25076
765,0500000US18137,40.8,"Ripley County, Indiana",2018,28425
766,0500000US18139,41.6,"Rush County, Indiana",2018,16704
767,0500000US18141,36.5,"St. Joseph County, Indiana",2018,269240
768,0500000US18143,40.7,"Scott County, Indiana",2018,23743
769,0500000US18145,41.0,"Shelby County, Indiana",2018,44399
770,0500000US18147,43.6,"Spencer County, Indiana",2018,20526
771,0500000US18149,41.6,"Starke County, Indiana",2018,22941
772,0500000US18151,43.2,"Steuben County, Indiana",2018,34474
773,0500000US18153,41.0,"Sullivan County, Indiana",2018,20792
774,0500000US18155,40.1,"Switzerland County, Indiana",2018,10628
775,0500000US18157,28.0,"Tippecanoe County, Indiana",2018,189294
776,0500000US18159,44.9,"Tipton County, Indiana",2018,15218
777,0500000US18161,43.8,"Union County, Indiana",2018,7153
778,0500000US18163,38.1,"Vanderburgh County, Indiana",2018,181313
779,0500000US18165,43.1,"Vermillion County, Indiana",2018,15560
780,0500000US18167,36.2,"Vigo County, Indiana",2018,107693
781,0500000US18169,42.2,"Wabash County, Indiana",2018,31631
782,0500000US18171,44.5,"Warren County, Indiana",2018,8247
783,0500000US18173,40.9,"Warrick County, Indiana",2018,61928
784,0500000US18175,41.5,"Washington County, Indiana",2018,27827
785,0500000US18177,40.9,"Wayne County, Indiana",2018,66613
786,0500000US18179,39.8,"Wells County, Indiana",2018,27947
787,0500000US18181,41.9,"White County, Indiana",2018,24217
788,0500000US18183,40.8,"Whitley County, Indiana",2018,33649
789,0500000US19001,45.4,"Adair County, Iowa",2018,7124
790,0500000US19003,47.3,"Adams County, Iowa",2018,3726
791,0500000US19005,44.8,"Allamakee County, Iowa",2018,13880
792,0500000US19007,45.4,"Appanoose County, Iowa",2018,12510
793,0500000US19009,49.0,"Audubon County, Iowa",2018,5637
794,0500000US19011,42.6,"Benton County, Iowa",2018,25626
795,0500000US19013,34.9,"Black Hawk County, Iowa",2018,133009
796,0500000US19015,41.8,"Boone County, Iowa",2018,26399
797,0500000US19017,39.7,"Bremer County, Iowa",2018,24782
798,0500000US19019,38.7,"Buchanan County, Iowa",2018,21125
799,0500000US19021,35.2,"Buena Vista County, Iowa",2018,20260
800,0500000US19023,44.1,"Butler County, Iowa",2018,14735
801,0500000US19025,45.1,"Calhoun County, Iowa",2018,9780
802,0500000US19027,41.7,"Carroll County, Iowa",2018,20344
803,0500000US19029,44.9,"Cass County, Iowa",2018,13191
804,0500000US19031,42.0,"Cedar County, Iowa",2018,18445
805,0500000US19033,44.5,"Cerro Gordo County, Iowa",2018,42984
806,0500000US19035,46.8,"Cherokee County, Iowa",2018,11468
807,0500000US19037,44.3,"Chickasaw County, Iowa",2018,12099
808,0500000US19039,39.5,"Clarke County, Iowa",2018,9282
809,0500000US19041,42.7,"Clay County, Iowa",2018,16313
810,0500000US19043,47.1,"Clayton County, Iowa",2018,17672
811,0500000US19045,42.2,"Clinton County, Iowa",2018,47218
812,0500000US19047,37.8,"Crawford County, Iowa",2018,17132
813,0500000US19049,35.3,"Dallas County, Iowa",2018,84002
814,0500000US19051,37.0,"Davis County, Iowa",2018,8885
815,0500000US19053,36.4,"Decatur County, Iowa",2018,8044
816,0500000US19055,43.6,"Delaware County, Iowa",2018,17258
817,0500000US19057,42.6,"Des Moines County, Iowa",2018,39600
818,0500000US19059,48.4,"Dickinson County, Iowa",2018,17056
819,0500000US19061,38.5,"Dubuque County, Iowa",2018,96802
820,0500000US19063,42.4,"Emmet County, Iowa",2018,9551
821,0500000US19065,43.6,"Fayette County, Iowa",2018,19929
822,0500000US19067,43.9,"Floyd County, Iowa",2018,15858
823,0500000US19069,42.4,"Franklin County, Iowa",2018,10245
824,0500000US19071,45.8,"Fremont County, Iowa",2018,6968
825,0500000US19073,44.5,"Greene County, Iowa",2018,9003
826,0500000US19075,42.5,"Grundy County, Iowa",2018,12341
827,0500000US19077,45.6,"Guthrie County, Iowa",2018,10674
828,0500000US19079,42.4,"Hamilton County, Iowa",2018,15110
829,0500000US19081,44.5,"Hancock County, Iowa",2018,10888
830,0500000US19083,44.7,"Hardin County, Iowa",2018,17127
831,0500000US19085,44.1,"Harrison County, Iowa",2018,14143
832,0500000US19087,40.0,"Henry County, Iowa",2018,19926
833,0500000US19089,42.2,"Howard County, Iowa",2018,9264
834,0500000US19091,43.0,"Humboldt County, Iowa",2018,9566
835,0500000US19093,44.5,"Ida County, Iowa",2018,6916
836,0500000US19095,42.1,"Iowa County, Iowa",2018,16207
837,0500000US19097,44.7,"Jackson County, Iowa",2018,19395
838,0500000US19099,42.3,"Jasper County, Iowa",2018,36891
839,0500000US19101,43.0,"Jefferson County, Iowa",2018,18077
840,0500000US19103,30.0,"Johnson County, Iowa",2018,147001
841,0500000US19105,43.4,"Jones County, Iowa",2018,20568
842,0500000US19107,43.9,"Keokuk County, Iowa",2018,10200
843,0500000US19109,45.5,"Kossuth County, Iowa",2018,15075
844,0500000US19111,43.2,"Lee County, Iowa",2018,34541
845,0500000US19113,37.5,"Linn County, Iowa",2018,222121
846,0500000US19115,41.2,"Louisa County, Iowa",2018,11223
847,0500000US19117,44.6,"Lucas County, Iowa",2018,8597
848,0500000US19119,38.1,"Lyon County, Iowa",2018,11769
849,0500000US19121,40.1,"Madison County, Iowa",2018,15890
850,0500000US19123,39.7,"Mahaska County, Iowa",2018,22208
851,0500000US19125,39.2,"Marion County, Iowa",2018,33207
852,0500000US19127,39.1,"Marshall County, Iowa",2018,40271
853,0500000US19129,42.1,"Mills County, Iowa",2018,14957
854,0500000US19131,43.8,"Mitchell County, Iowa",2018,10631
855,0500000US19133,46.5,"Monona County, Iowa",2018,8796
856,0500000US19135,41.8,"Monroe County, Iowa",2018,7863
857,0500000US19137,44.0,"Montgomery County, Iowa",2018,10155
858,0500000US19139,38.1,"Muscatine County, Iowa",2018,42950
859,0500000US19141,42.4,"O'Brien County, Iowa",2018,13911
860,0500000US19143,43.8,"Osceola County, Iowa",2018,6115
861,0500000US19145,44.0,"Page County, Iowa",2018,15363
862,0500000US19147,41.8,"Palo Alto County, Iowa",2018,9055
863,0500000US19149,39.9,"Plymouth County, Iowa",2018,25039
864,0500000US19151,47.9,"Pocahontas County, Iowa",2018,6898
865,0500000US19153,35.3,"Polk County, Iowa",2018,474274
866,0500000US19155,39.5,"Pottawattamie County, Iowa",2018,93503
867,0500000US19157,40.7,"Poweshiek County, Iowa",2018,18605
868,0500000US19159,44.9,"Ringgold County, Iowa",2018,4984
869,0500000US19161,46.2,"Sac County, Iowa",2018,9868
870,0500000US19163,38.3,"Scott County, Iowa",2018,172288
871,0500000US19165,46.1,"Shelby County, Iowa",2018,11694
872,0500000US19167,33.2,"Sioux County, Iowa",2018,34825
873,0500000US19169,26.3,"Story County, Iowa",2018,96922
874,0500000US19171,42.8,"Tama County, Iowa",2018,17136
875,0500000US19173,42.8,"Taylor County, Iowa",2018,6201
876,0500000US19175,39.9,"Union County, Iowa",2018,12453
877,0500000US19177,44.3,"Van Buren County, Iowa",2018,7223
878,0500000US19179,39.3,"Wapello County, Iowa",2018,35315
879,0500000US19181,38.3,"Warren County, Iowa",2018,49361
880,0500000US19183,40.8,"Washington County, Iowa",2018,22143
881,0500000US19185,43.0,"Wayne County, Iowa",2018,6413
882,0500000US19187,39.1,"Webster County, Iowa",2018,36757
883,0500000US19189,42.6,"Winnebago County, Iowa",2018,10571
884,0500000US19191,41.3,"Winneshiek County, Iowa",2018,20401
885,0500000US19193,35.7,"Woodbury County, Iowa",2018,102398
886,0500000US19195,44.0,"Worth County, Iowa",2018,7489
887,0500000US19197,43.4,"Wright County, Iowa",2018,12804
888,0500000US20001,41.8,"Allen County, Kansas",2018,12630
889,0500000US20003,41.5,"Anderson County, Kansas",2018,7852
890,0500000US20005,36.1,"Atchison County, Kansas",2018,16363
891,0500000US20007,43.8,"Barber County, Kansas",2018,4733
892,0500000US20009,40.0,"Barton County, Kansas",2018,26791
893,0500000US20011,39.3,"Bourbon County, Kansas",2018,14702
894,0500000US20013,42.2,"Brown County, Kansas",2018,9664
895,0500000US20015,38.4,"Butler County, Kansas",2018,66468
896,0500000US20017,44.4,"Chase County, Kansas",2018,2645
897,0500000US20019,48.8,"Chautauqua County, Kansas",2018,3367
898,0500000US20021,41.9,"Cherokee County, Kansas",2018,20331
899,0500000US20023,45.7,"Cheyenne County, Kansas",2018,2677
900,0500000US20025,44.3,"Clark County, Kansas",2018,2053
901,0500000US20027,43.0,"Clay County, Kansas",2018,8142
902,0500000US20029,41.0,"Cloud County, Kansas",2018,9060
903,0500000US20031,44.0,"Coffey County, Kansas",2018,8296
904,0500000US20033,47.5,"Comanche County, Kansas",2018,1780
905,0500000US20035,38.8,"Cowley County, Kansas",2018,35591
906,0500000US20037,32.5,"Crawford County, Kansas",2018,39108
907,0500000US20039,49.5,"Decatur County, Kansas",2018,2881
908,0500000US20041,41.5,"Dickinson County, Kansas",2018,19004
909,0500000US20043,41.3,"Doniphan County, Kansas",2018,7736
910,0500000US20045,29.5,"Douglas County, Kansas",2018,119319
911,0500000US20047,44.7,"Edwards County, Kansas",2018,2925
912,0500000US20049,51.7,"Elk County, Kansas",2018,2562
913,0500000US20051,32.6,"Ellis County, Kansas",2018,28878
914,0500000US20053,42.3,"Ellsworth County, Kansas",2018,6293
915,0500000US20055,30.5,"Finney County, Kansas",2018,36957
916,0500000US20057,31.9,"Ford County, Kansas",2018,34484
917,0500000US20059,39.1,"Franklin County, Kansas",2018,25563
918,0500000US20061,26.1,"Geary County, Kansas",2018,34895
919,0500000US20063,48.1,"Gove County, Kansas",2018,2619
920,0500000US20065,51.9,"Graham County, Kansas",2018,2545
921,0500000US20067,32.6,"Grant County, Kansas",2018,7616
922,0500000US20069,36.2,"Gray County, Kansas",2018,6037
923,0500000US20071,36.5,"Greeley County, Kansas",2018,1200
924,0500000US20073,48.7,"Greenwood County, Kansas",2018,6156
925,0500000US20075,32.2,"Hamilton County, Kansas",2018,2616
926,0500000US20077,42.3,"Harper County, Kansas",2018,5673
927,0500000US20079,39.5,"Harvey County, Kansas",2018,34555
928,0500000US20081,36.6,"Haskell County, Kansas",2018,4047
929,0500000US20083,49.1,"Hodgeman County, Kansas",2018,1842
930,0500000US20085,41.6,"Jackson County, Kansas",2018,13318
931,0500000US20087,44.2,"Jefferson County, Kansas",2018,18888
932,0500000US20089,52.6,"Jewell County, Kansas",2018,2916
933,0500000US20091,37.5,"Johnson County, Kansas",2018,585502
934,0500000US20093,34.4,"Kearny County, Kansas",2018,3932
935,0500000US20095,45.5,"Kingman County, Kansas",2018,7470
936,0500000US20097,40.3,"Kiowa County, Kansas",2018,2526
937,0500000US20099,40.6,"Labette County, Kansas",2018,20367
938,0500000US20101,41.2,"Lane County, Kansas",2018,1642
939,0500000US20103,37.6,"Leavenworth County, Kansas",2018,80042
940,0500000US20105,46.4,"Lincoln County, Kansas",2018,3097
941,0500000US20107,43.9,"Linn County, Kansas",2018,9635
942,0500000US20109,40.0,"Logan County, Kansas",2018,2810
943,0500000US20111,33.4,"Lyon County, Kansas",2018,33299
944,0500000US20113,41.1,"McPherson County, Kansas",2018,28630
945,0500000US20115,44.7,"Marion County, Kansas",2018,12032
946,0500000US20117,44.0,"Marshall County, Kansas",2018,9798
947,0500000US20119,37.3,"Meade County, Kansas",2018,4261
948,0500000US20121,41.9,"Miami County, Kansas",2018,33127
949,0500000US20123,43.5,"Mitchell County, Kansas",2018,6222
950,0500000US20125,40.5,"Montgomery County, Kansas",2018,32970
951,0500000US20127,47.7,"Morris County, Kansas",2018,5566
952,0500000US20129,43.1,"Morton County, Kansas",2018,2838
953,0500000US20131,39.9,"Nemaha County, Kansas",2018,10104
954,0500000US20133,40.1,"Neosho County, Kansas",2018,16125
955,0500000US20135,48.7,"Ness County, Kansas",2018,2955
956,0500000US20137,43.2,"Norton County, Kansas",2018,5486
957,0500000US20139,43.6,"Osage County, Kansas",2018,15882
958,0500000US20141,46.7,"Osborne County, Kansas",2018,3603
959,0500000US20143,42.6,"Ottawa County, Kansas",2018,5902
960,0500000US20145,45.7,"Pawnee County, Kansas",2018,6709
961,0500000US20147,44.6,"Phillips County, Kansas",2018,5408
962,0500000US20149,35.1,"Pottawatomie County, Kansas",2018,23545
963,0500000US20151,38.5,"Pratt County, Kansas",2018,9582
964,0500000US20153,49.2,"Rawlins County, Kansas",2018,2509
965,0500000US20155,40.4,"Reno County, Kansas",2018,63101
966,0500000US20157,51.1,"Republic County, Kansas",2018,4686
967,0500000US20159,39.1,"Rice County, Kansas",2018,9762
968,0500000US20161,25.1,"Riley County, Kansas",2018,75296
969,0500000US20163,43.8,"Rooks County, Kansas",2018,5118
970,0500000US20165,47.6,"Rush County, Kansas",2018,3102
971,0500000US20167,49.1,"Russell County, Kansas",2018,6977
972,0500000US20169,38.5,"Saline County, Kansas",2018,54977
973,0500000US20171,39.4,"Scott County, Kansas",2018,4949
974,0500000US20173,35.2,"Sedgwick County, Kansas",2018,512064
975,0500000US20175,29.4,"Seward County, Kansas",2018,22692
976,0500000US20177,38.9,"Shawnee County, Kansas",2018,178284
977,0500000US20179,44.3,"Sheridan County, Kansas",2018,2506
978,0500000US20181,38.8,"Sherman County, Kansas",2018,5966
979,0500000US20183,51.6,"Smith County, Kansas",2018,3663
980,0500000US20185,44.4,"Stafford County, Kansas",2018,4214
981,0500000US20187,39.6,"Stanton County, Kansas",2018,2063
982,0500000US20189,34.7,"Stevens County, Kansas",2018,5686
983,0500000US20191,41.1,"Sumner County, Kansas",2018,23208
984,0500000US20193,36.1,"Thomas County, Kansas",2018,7824
985,0500000US20195,49.2,"Trego County, Kansas",2018,2858
986,0500000US20197,43.8,"Wabaunsee County, Kansas",2018,6888
987,0500000US20199,43.1,"Wallace County, Kansas",2018,1575
988,0500000US20201,46.5,"Washington County, Kansas",2018,5525
989,0500000US20203,45.0,"Wichita County, Kansas",2018,2143
990,0500000US20205,43.9,"Wilson County, Kansas",2018,8780
991,0500000US20207,48.3,"Woodson County, Kansas",2018,3170
992,0500000US20209,33.7,"Wyandotte County, Kansas",2018,164345
993,0500000US21001,41.5,"Adair County, Kentucky",2018,19241
994,0500000US21003,40.0,"Allen County, Kentucky",2018,20794
995,0500000US21005,41.0,"Anderson County, Kentucky",2018,22214
996,0500000US21007,43.3,"Ballard County, Kentucky",2018,8090
997,0500000US21009,40.3,"Barren County, Kentucky",2018,43680
998,0500000US21011,40.4,"Bath County, Kentucky",2018,12268
999,0500000US21013,41.6,"Bell County, Kentucky",2018,27188
1000,0500000US21015,37.3,"Boone County, Kentucky",2018,129095
1001,0500000US21017,42.1,"Bourbon County, Kentucky",2018,20144
1002,0500000US21019,41.9,"Boyd County, Kentucky",2018,48091
1003,0500000US21021,40.3,"Boyle County, Kentucky",2018,29913
1004,0500000US21023,40.7,"Bracken County, Kentucky",2018,8306
1005,0500000US21025,41.6,"Breathitt County, Kentucky",2018,13116
1006,0500000US21027,42.9,"Breckinridge County, Kentucky",2018,20080
1007,0500000US21029,40.1,"Bullitt County, Kentucky",2018,79466
1008,0500000US21031,41.0,"Butler County, Kentucky",2018,12745
1009,0500000US21033,43.5,"Caldwell County, Kentucky",2018,12727
1010,0500000US21035,35.3,"Calloway County, Kentucky",2018,38776
1011,0500000US21037,38.1,"Campbell County, Kentucky",2018,92267
1012,0500000US21039,42.9,"Carlisle County, Kentucky",2018,4841
1013,0500000US21041,38.1,"Carroll County, Kentucky",2018,10711
1014,0500000US21043,41.0,"Carter County, Kentucky",2018,27290
1015,0500000US21045,42.9,"Casey County, Kentucky",2018,15796
1016,0500000US21047,28.4,"Christian County, Kentucky",2018,72263
1017,0500000US21049,42.2,"Clark County, Kentucky",2018,35872
1018,0500000US21051,39.7,"Clay County, Kentucky",2018,20621
1019,0500000US21053,41.7,"Clinton County, Kentucky",2018,10211
1020,0500000US21055,43.6,"Crittenden County, Kentucky",2018,9083
1021,0500000US21057,46.1,"Cumberland County, Kentucky",2018,6713
1022,0500000US21059,38.7,"Daviess County, Kentucky",2018,99937
1023,0500000US21061,43.8,"Edmonson County, Kentucky",2018,12122
1024,0500000US21063,41.9,"Elliott County, Kentucky",2018,7517
1025,0500000US21065,43.7,"Estill County, Kentucky",2018,14313
1026,0500000US21067,34.4,"Fayette County, Kentucky",2018,318734
1027,0500000US21069,40.9,"Fleming County, Kentucky",2018,14479
1028,0500000US21071,41.9,"Floyd County, Kentucky",2018,36926
1029,0500000US21073,40.5,"Franklin County, Kentucky",2018,50296
1030,0500000US21075,43.1,"Fulton County, Kentucky",2018,6210
1031,0500000US21077,38.9,"Gallatin County, Kentucky",2018,8703
1032,0500000US21079,42.7,"Garrard County, Kentucky",2018,17328
1033,0500000US21081,36.0,"Grant County, Kentucky",2018,24915
1034,0500000US21083,40.3,"Graves County, Kentucky",2018,37294
1035,0500000US21085,40.5,"Grayson County, Kentucky",2018,26178
1036,0500000US21087,44.6,"Green County, Kentucky",2018,11023
1037,0500000US21089,43.4,"Greenup County, Kentucky",2018,35765
1038,0500000US21091,39.4,"Hancock County, Kentucky",2018,8719
1039,0500000US21093,36.3,"Hardin County, Kentucky",2018,108095
1040,0500000US21095,41.2,"Harlan County, Kentucky",2018,27134
1041,0500000US21097,42.1,"Harrison County, Kentucky",2018,18668
1042,0500000US21099,40.2,"Hart County, Kentucky",2018,18627
1043,0500000US21101,40.8,"Henderson County, Kentucky",2018,46137
1044,0500000US21103,41.3,"Henry County, Kentucky",2018,15814
1045,0500000US21105,46.6,"Hickman County, Kentucky",2018,4568
1046,0500000US21107,41.9,"Hopkins County, Kentucky",2018,45664
1047,0500000US21109,41.0,"Jackson County, Kentucky",2018,13373
1048,0500000US21111,38.1,"Jefferson County, Kentucky",2018,767154
1049,0500000US21113,37.9,"Jessamine County, Kentucky",2018,52422
1050,0500000US21115,41.8,"Johnson County, Kentucky",2018,22843
1051,0500000US21117,37.0,"Kenton County, Kentucky",2018,164688
1052,0500000US21119,42.6,"Knott County, Kentucky",2018,15513
1053,0500000US21121,40.0,"Knox County, Kentucky",2018,31467
1054,0500000US21123,40.8,"Larue County, Kentucky",2018,14156
1055,0500000US21125,39.6,"Laurel County, Kentucky",2018,60180
1056,0500000US21127,41.1,"Lawrence County, Kentucky",2018,15783
1057,0500000US21129,44.1,"Lee County, Kentucky",2018,6751
1058,0500000US21131,41.8,"Leslie County, Kentucky",2018,10472
1059,0500000US21133,42.2,"Letcher County, Kentucky",2018,22676
1060,0500000US21135,42.9,"Lewis County, Kentucky",2018,13490
1061,0500000US21137,40.5,"Lincoln County, Kentucky",2018,24458
1062,0500000US21139,45.7,"Livingston County, Kentucky",2018,9263
1063,0500000US21141,40.8,"Logan County, Kentucky",2018,26849
1064,0500000US21143,48.9,"Lyon County, Kentucky",2018,8186
1065,0500000US21145,42.1,"McCracken County, Kentucky",2018,65284
1066,0500000US21147,40.0,"McCreary County, Kentucky",2018,17635
1067,0500000US21149,41.3,"McLean County, Kentucky",2018,9331
1068,0500000US21151,34.0,"Madison County, Kentucky",2018,89700
1069,0500000US21153,42.1,"Magoffin County, Kentucky",2018,12666
1070,0500000US21155,39.7,"Marion County, Kentucky",2018,19232
1071,0500000US21157,44.8,"Marshall County, Kentucky",2018,31166
1072,0500000US21159,39.3,"Martin County, Kentucky",2018,11919
1073,0500000US21161,40.7,"Mason County, Kentucky",2018,17153
1074,0500000US21163,38.5,"Meade County, Kentucky",2018,28326
1075,0500000US21165,46.2,"Menifee County, Kentucky",2018,6405
1076,0500000US21167,42.2,"Mercer County, Kentucky",2018,21516
1077,0500000US21169,43.4,"Metcalfe County, Kentucky",2018,10004
1078,0500000US21171,41.6,"Monroe County, Kentucky",2018,10634
1079,0500000US21173,39.1,"Montgomery County, Kentucky",2018,27759
1080,0500000US21175,41.3,"Morgan County, Kentucky",2018,13285
1081,0500000US21177,42.4,"Muhlenberg County, Kentucky",2018,31081
1082,0500000US21179,39.5,"Nelson County, Kentucky",2018,45388
1083,0500000US21181,41.5,"Nicholas County, Kentucky",2018,7100
1084,0500000US21183,40.6,"Ohio County, Kentucky",2018,24071
1085,0500000US21185,39.0,"Oldham County, Kentucky",2018,65374
1086,0500000US21187,41.2,"Owen County, Kentucky",2018,10741
1087,0500000US21189,42.5,"Owsley County, Kentucky",2018,4463
1088,0500000US21191,41.1,"Pendleton County, Kentucky",2018,14520
1089,0500000US21193,41.2,"Perry County, Kentucky",2018,26917
1090,0500000US21195,42.1,"Pike County, Kentucky",2018,60483
1091,0500000US21197,39.2,"Powell County, Kentucky",2018,12321
1092,0500000US21199,41.9,"Pulaski County, Kentucky",2018,64145
1093,0500000US21201,44.1,"Robertson County, Kentucky",2018,2143
1094,0500000US21203,42.5,"Rockcastle County, Kentucky",2018,16827
1095,0500000US21205,30.4,"Rowan County, Kentucky",2018,24499
1096,0500000US21207,43.1,"Russell County, Kentucky",2018,17760
1097,0500000US21209,36.2,"Scott County, Kentucky",2018,53517
1098,0500000US21211,39.1,"Shelby County, Kentucky",2018,46786
1099,0500000US21213,39.5,"Simpson County, Kentucky",2018,18063
1100,0500000US21215,41.6,"Spencer County, Kentucky",2018,18246
1101,0500000US21217,37.9,"Taylor County, Kentucky",2018,25500
1102,0500000US21219,37.6,"Todd County, Kentucky",2018,12350
1103,0500000US21221,45.8,"Trigg County, Kentucky",2018,14344
1104,0500000US21223,43.0,"Trimble County, Kentucky",2018,8637
1105,0500000US21225,37.6,"Union County, Kentucky",2018,14802
1106,0500000US21227,32.8,"Warren County, Kentucky",2018,126427
1107,0500000US21229,40.7,"Washington County, Kentucky",2018,12019
1108,0500000US21231,42.6,"Wayne County, Kentucky",2018,20609
1109,0500000US21233,41.1,"Webster County, Kentucky",2018,13155
1110,0500000US21235,36.8,"Whitley County, Kentucky",2018,36089
1111,0500000US21237,41.6,"Wolfe County, Kentucky",2018,7223
1112,0500000US21239,42.4,"Woodford County, Kentucky",2018,26097
1113,0500000US22001,36.2,"Acadia Parish, Louisiana",2018,62568
1114,0500000US22003,38.3,"Allen Parish, Louisiana",2018,25661
1115,0500000US22005,35.4,"Ascension Parish, Louisiana",2018,121176
1116,0500000US22007,40.5,"Assumption Parish, Louisiana",2018,22714
1117,0500000US22009,37.9,"Avoyelles Parish, Louisiana",2018,40882
1118,0500000US22011,37.6,"Beauregard Parish, Louisiana",2018,36769
1119,0500000US22013,41.6,"Bienville Parish, Louisiana",2018,13668
1120,0500000US22015,35.1,"Bossier Parish, Louisiana",2018,126131
1121,0500000US22017,37.4,"Caddo Parish, Louisiana",2018,248361
1122,0500000US22019,36.0,"Calcasieu Parish, Louisiana",2018,200182
1123,0500000US22021,40.1,"Caldwell Parish, Louisiana",2018,9996
1124,0500000US22023,44.5,"Cameron Parish, Louisiana",2018,6868
1125,0500000US22025,38.1,"Catahoula Parish, Louisiana",2018,9893
1126,0500000US22027,42.2,"Claiborne Parish, Louisiana",2018,16153
1127,0500000US22029,37.8,"Concordia Parish, Louisiana",2018,20021
1128,0500000US22031,39.7,"De Soto Parish, Louisiana",2018,27216
1129,0500000US22033,33.7,"East Baton Rouge Parish, Louisiana",2018,444094
1130,0500000US22035,33.0,"East Carroll Parish, Louisiana",2018,7225
1131,0500000US22037,43.0,"East Feliciana Parish, Louisiana",2018,19499
1132,0500000US22039,35.4,"Evangeline Parish, Louisiana",2018,33636
1133,0500000US22041,38.5,"Franklin Parish, Louisiana",2018,20322
1134,0500000US22043,38.3,"Grant Parish, Louisiana",2018,22348
1135,0500000US22045,36.5,"Iberia Parish, Louisiana",2018,72691
1136,0500000US22047,38.3,"Iberville Parish, Louisiana",2018,32956
1137,0500000US22049,40.3,"Jackson Parish, Louisiana",2018,15926
1138,0500000US22051,39.2,"Jefferson Parish, Louisiana",2018,435300
1139,0500000US22053,37.7,"Jefferson Davis Parish, Louisiana",2018,31467
1140,0500000US22055,34.9,"Lafayette Parish, Louisiana",2018,240091
1141,0500000US22057,37.5,"Lafourche Parish, Louisiana",2018,98214
1142,0500000US22059,38.0,"LaSalle Parish, Louisiana",2018,14949
1143,0500000US22061,27.8,"Lincoln Parish, Louisiana",2018,47356
1144,0500000US22063,36.3,"Livingston Parish, Louisiana",2018,138111
1145,0500000US22065,35.1,"Madison Parish, Louisiana",2018,11472
1146,0500000US22067,39.6,"Morehouse Parish, Louisiana",2018,25992
1147,0500000US22069,33.7,"Natchitoches Parish, Louisiana",2018,38963
1148,0500000US22071,36.3,"Orleans Parish, Louisiana",2018,389648
1149,0500000US22073,35.4,"Ouachita Parish, Louisiana",2018,156075
1150,0500000US22075,36.2,"Plaquemines Parish, Louisiana",2018,23373
1151,0500000US22077,42.9,"Pointe Coupee Parish, Louisiana",2018,22158
1152,0500000US22079,37.3,"Rapides Parish, Louisiana",2018,131546
1153,0500000US22081,38.7,"Red River Parish, Louisiana",2018,8618
1154,0500000US22083,38.5,"Richland Parish, Louisiana",2018,20474
1155,0500000US22085,40.9,"Sabine Parish, Louisiana",2018,24088
1156,0500000US22087,33.7,"St. Bernard Parish, Louisiana",2018,45694
1157,0500000US22089,37.6,"St. Charles Parish, Louisiana",2018,52724
1158,0500000US22091,38.9,"St. Helena Parish, Louisiana",2018,10411
1159,0500000US22093,39.9,"St. James Parish, Louisiana",2018,21357
1160,0500000US22095,36.6,"St. John the Baptist Parish, Louisiana",2018,43446
1161,0500000US22097,36.3,"St. Landry Parish, Louisiana",2018,83449
1162,0500000US22099,37.1,"St. Martin Parish, Louisiana",2018,53752
1163,0500000US22101,39.1,"St. Mary Parish, Louisiana",2018,51734
1164,0500000US22103,40.1,"St. Tammany Parish, Louisiana",2018,252093
1165,0500000US22105,35.1,"Tangipahoa Parish, Louisiana",2018,130504
1166,0500000US22107,43.5,"Tensas Parish, Louisiana",2018,4666
1167,0500000US22109,35.8,"Terrebonne Parish, Louisiana",2018,112587
1168,0500000US22111,41.7,"Union Parish, Louisiana",2018,22475
1169,0500000US22113,37.4,"Vermilion Parish, Louisiana",2018,59867
1170,0500000US22115,30.1,"Vernon Parish, Louisiana",2018,51007
1171,0500000US22117,39.5,"Washington Parish, Louisiana",2018,46457
1172,0500000US22119,40.8,"Webster Parish, Louisiana",2018,39631
1173,0500000US22121,36.2,"West Baton Rouge Parish, Louisiana",2018,25860
1174,0500000US22123,39.8,"West Carroll Parish, Louisiana",2018,11180
1175,0500000US22125,40.6,"West Feliciana Parish, Louisiana",2018,15377
1176,0500000US22127,40.8,"Winn Parish, Louisiana",2018,14494
1177,0500000US23001,40.7,"Androscoggin County, Maine",2018,107444
1178,0500000US23003,47.6,"Aroostook County, Maine",2018,68269
1179,0500000US23005,42.1,"Cumberland County, Maine",2018,290944
1180,0500000US23007,46.0,"Franklin County, Maine",2018,30019
1181,0500000US23009,48.5,"Hancock County, Maine",2018,54541
