,poverty_rate,per_capita_income_2008,fips,year
2,10.7,51622.0,1001.0,2008
3,9.9,51957.0,1003.0,2008
4,24.5,30896.0,1005.0,2008
5,18.5,41076.0,1007.0,2008
6,13.1,46086.0,1009.0,2008
7,33.6,26980.0,1011.0,2008
8,22.3,31449.0,1013.0,2008
9,17.6,39997.0,1015.0,2008
10,18.7,35614.0,1017.0,2008
11,17.7,38028.0,1019.0,2008
12,17.1,40292.0,1021.0,2008
13,22.9,30728.0,1023.0,2008
14,20.6,34101.0,1025.0,2008
15,16.9,33032.0,1027.0,2008
16,14.8,37742.0,1029.0,2008
17,15.2,43145.0,1031.0,2008
18,12.7,39947.0,1033.0,2008
19,24.9,27068.0,1035.0,2008
20,15.7,36050.0,1037.0,2008
21,18.9,33773.0,1039.0,2008
22,18.9,34402.0,1041.0,2008
23,14.8,39276.0,1043.0,2008
24,15.0,42867.0,1045.0,2008
25,29.9,27992.0,1047.0,2008
26,18.7,35377.0,1049.0,2008
27,11.4,53296.0,1051.0,2008
28,24.1,32009.0,1053.0,2008
29,16.7,37264.0,1055.0,2008
30,19.8,34092.0,1057.0,2008
31,19.5,35248.0,1059.0,2008
32,17.8,32027.0,1061.0,2008
33,30.3,26001.0,1063.0,2008
34,26.0,31091.0,1065.0,2008
35,18.6,36453.0,1067.0,2008
36,15.1,42523.0,1069.0,2008
37,16.9,36597.0,1071.0,2008
38,13.8,46269.0,1073.0,2008
39,18.2,32424.0,1075.0,2008
40,17.0,38592.0,1077.0,2008
41,15.0,40655.0,1079.0,2008
42,15.5,41770.0,1081.0,2008
43,12.1,46151.0,1083.0,2008
44,25.4,30225.0,1085.0,2008
45,30.5,27314.0,1087.0,2008
46,11.3,55324.0,1089.0,2008
47,22.6,32381.0,1091.0,2008
48,19.6,31602.0,1093.0,2008
49,18.0,36981.0,1095.0,2008
50,18.6,40951.0,1097.0,2008
51,21.8,34072.0,1099.0,2008
52,17.6,43297.0,1101.0,2008
53,12.5,46284.0,1103.0,2008
54,31.7,26513.0,1105.0,2008
55,25.6,31053.0,1107.0,2008
56,22.5,32284.0,1109.0,2008
57,17.3,34185.0,1111.0,2008
58,23.3,28855.0,1113.0,2008
59,12.6,48804.0,1115.0,2008
60,5.8,71785.0,1117.0,2008
61,32.9,24221.0,1119.0,2008
62,18.7,35487.0,1121.0,2008
63,19.5,35293.0,1123.0,2008
64,17.3,43744.0,1125.0,2008
65,17.4,36221.0,1127.0,2008
66,18.2,37076.0,1129.0,2008
67,30.2,23090.0,1131.0,2008
68,18.3,32018.0,1133.0,2008
70,15.3,52786.0,2013.0,2008
71,9.0,62849.0,2016.0,2008
72,7.2,74396.0,2020.0,2008
73,21.5,41755.0,2050.0,2008
74,7.8,67214.0,2060.0,2008
75,5.4,70720.0,2068.0,2008
76,19.6,50827.0,2070.0,2008
77,7.5,65473.0,2090.0,2008
78,10.4,48299.0,2100.0,2008
79,15.9,44050.0,2105.0,2008
80,6.7,71313.0,2110.0,2008
81,10.3,54206.0,2122.0,2008
82,8.7,58689.0,2130.0,2008
83,8.0,61525.0,2150.0,2008
84,17.2,43687.0,2164.0,2008
