,poverty_rate,per_capita_income_2009,year,fips
74,7.8,64418.0,2009,2060.0
75,4.8,62615.0,2009,2068.0
76,18.5,46580.0,2009,2070.0
77,7.9,64691.0,2009,2090.0
78,9.8,48644.0,2009,2100.0
79,17.2,41824.0,2009,2105.0
80,6.6,73044.0,2009,2110.0
81,8.7,57171.0,2009,2122.0
82,8.3,58492.0,2009,2130.0
83,6.9,62574.0,2009,2150.0
84,16.1,42236.0,2009,2164.0
85,8.7,70442.0,2009,2170.0
86,21.3,48174.0,2009,2180.0
87,7.8,75057.0,2009,2185.0
88,15.0,52272.0,2009,2188.0
89,9.2,51374.0,2009,2195.0
90,15.4,43210.0,2009,2198.0
91,7.6,59536.0,2009,2220.0
92,4.0,63947.0,2009,2230.0
93,12.5,54749.0,2009,2240.0
94,7.9,60780.0,2009,2261.0
95,30.9,30238.0,2009,2270.0
96,10.5,48021.0,2009,2275.0
97,14.1,52102.0,2009,2282.0
98,22.7,32125.0,2009,2290.0
100,35.4,28956.0,2009,4001.0
101,16.2,43786.0,2009,4003.0
102,18.0,49777.0,2009,4005.0
103,20.7,36764.0,2009,4007.0
104,21.5,40609.0,2009,4009.0
105,10.9,56855.0,2009,4011.0
106,25.4,30939.0,2009,4012.0
107,15.1,53284.0,2009,4013.0
108,17.8,39863.0,2009,4015.0
109,27.4,34855.0,2009,4017.0
110,18.9,43243.0,2009,4019.0
111,13.7,49088.0,2009,4021.0
112,25.0,35545.0,2009,4023.0
113,14.2,40837.0,2009,4025.0
114,19.2,38251.0,2009,4027.0
116,17.2,37693.0,2009,5001.0
117,21.7,35773.0,2009,5003.0
118,16.5,33878.0,2009,5005.0
119,13.1,49226.0,2009,5007.0
120,16.3,37007.0,2009,5009.0
121,27.6,29221.0,2009,5011.0
122,17.0,34453.0,2009,5013.0
123,17.3,35006.0,2009,5015.0
124,32.8,25186.0,2009,5017.0
125,22.1,33857.0,2009,5019.0
126,20.3,30568.0,2009,5021.0
127,17.5,37583.0,2009,5023.0
128,16.0,38476.0,2009,5025.0
129,25.7,32620.0,2009,5027.0
130,19.6,36356.0,2009,5029.0
131,17.9,39526.0,2009,5031.0
132,17.6,39618.0,2009,5033.0
133,28.3,34099.0,2009,5035.0
134,18.2,35722.0,2009,5037.0
135,23.3,30454.0,2009,5039.0
136,25.8,28734.0,2009,5041.0
137,23.4,31676.0,2009,5043.0
138,14.3,48390.0,2009,5045.0
139,18.8,31666.0,2009,5047.0
140,23.0,30831.0,2009,5049.0
141,14.7,37427.0,2009,5051.0
142,12.1,48610.0,2009,5053.0
143,14.4,37997.0,2009,5055.0
144,27.3,30735.0,2009,5057.0
145,17.2,36387.0,2009,5059.0
146,19.6,31196.0,2009,5061.0
147,20.8,34487.0,2009,5063.0
148,24.2,30143.0,2009,5065.0
149,28.4,28987.0,2009,5067.0
150,24.7,34389.0,2009,5069.0
151,19.8,32206.0,2009,5071.0
152,25.7,27951.0,2009,5073.0
153,23.5,31045.0,2009,5075.0
154,42.6,23716.0,2009,5077.0
155,31.5,33945.0,2009,5079.0
156,15.1,34776.0,2009,5081.0
157,20.7,32827.0,2009,5083.0
158,13.1,50910.0,2009,5085.0
159,18.7,33117.0,2009,5087.0
160,20.4,33617.0,2009,5089.0
161,19.0,38855.0,2009,5091.0
162,23.4,33660.0,2009,5093.0
163,27.5,26054.0,2009,5095.0
164,20.5,32238.0,2009,5097.0
165,21.5,31360.0,2009,5099.0
166,25.5,29403.0,2009,5101.0
167,21.9,32393.0,2009,5103.0
168,18.6,37451.0,2009,5105.0
169,34.7,24427.0,2009,5107.0
170,18.8,33328.0,2009,5109.0
171,26.3,31478.0,2009,5111.0
172,21.9,29875.0,2009,5113.0
173,18.4,38224.0,2009,5115.0
174,18.8,34936.0,2009,5117.0
175,16.7,42107.0,2009,5119.0
176,20.0,31847.0,2009,5121.0
177,31.8,28880.0,2009,5123.0
178,8.5,52630.0,2009,5125.0
179,24.5,29922.0,2009,5127.0
180,27.0,25397.0,2009,5129.0
181,17.6,39088.0,2009,5131.0
182,22.9,36248.0,2009,5133.0
183,21.9,28950.0,2009,5135.0
184,23.3,27960.0,2009,5137.0
185,23.3,35005.0,2009,5139.0
186,18.7,34287.0,2009,5141.0
187,18.7,41098.0,2009,5143.0
188,16.5,38796.0,2009,5145.0
189,27.4,26754.0,2009,5147.0
190,18.6,33699.0,2009,5149.0
192,10.8,68258.0,2009,6001.0
193,17.3,45391.0,2009,6003.0
194,11.3,54461.0,2009,6005.0
195,18.5,41196.0,2009,6007.0
196,11.3,51564.0,2009,6009.0
197,13.4,47472.0,2009,6011.0
198,9.5,75084.0,2009,6013.0
199,23.1,38252.0,2009,6015.0
200,7.6,68778.0,2009,6017.0
201,21.5,45219.0,2009,6019.0
202,15.8,41904.0,2009,6021.0
203,19.0,35985.0,2009,6023.0
204,22.8,37846.0,2009,6025.0
205,12.5,44090.0,2009,6027.0
206,22.2,46938.0,2009,6029.0
207,19.5,44102.0,2009,6031.0
208,22.1,36895.0,2009,6033.0
209,18.2,46377.0,2009,6035.0
210,16.0,54375.0,2009,6037.0
211,20.6,42769.0,2009,6039.0
212,7.3,86658.0,2009,6041.0
213,13.5,42775.0,2009,6043.0
214,17.5,41488.0,2009,6045.0
215,24.6,39922.0,2009,6047.0
216,19.0,34290.0,2009,6049.0
217,11.7,53973.0,2009,6051.0
218,17.2,57647.0,2009,6053.0
219,8.6,66970.0,2009,6055.0
220,10.1,57250.0,2009,6057.0
221,10.7,71735.0,2009,6059.0
222,7.2,70751.0,2009,6061.0
223,12.3,42684.0,2009,6063.0
224,13.9,55151.0,2009,6065.0
225,15.3,52502.0,2009,6067.0
226,13.9,61281.0,2009,6069.0
227,17.0,52137.0,2009,6071.0
228,12.5,60103.0,2009,6073.0
229,11.7,70247.0,2009,6075.0
230,15.7,52201.0,2009,6077.0
231,13.2,55638.0,2009,6079.0
232,7.6,84678.0,2009,6081.0
233,15.0,58555.0,2009,6083.0
234,9.1,84990.0,2009,6085.0
235,13.9,60816.0,2009,6087.0
236,15.5,42552.0,2009,6089.0
237,13.1,41788.0,2009,6091.0
238,16.1,39218.0,2009,6093.0
239,10.7,65079.0,2009,6095.0
240,9.5,61985.0,2009,6097.0
241,17.0,48550.0,2009,6099.0
242,14.8,48073.0,2009,6101.0
243,18.9,38179.0,2009,6103.0
244,18.2,33546.0,2009,6105.0
245,23.0,39876.0,2009,6107.0
246,14.2,48027.0,2009,6109.0
247,10.5,71246.0,2009,6111.0
248,15.7,56120.0,2009,6113.0
249,19.5,40947.0,2009,6115.0
251,13.3,53779.0,2009,8001.0
252,22.2,35960.0,2009,8003.0
253,12.3,56099.0,2009,8005.0
254,12.9,46013.0,2009,8007.0
255,18.3,32660.0,2009,8009.0
256,37.2,30890.0,2009,8011.0
257,12.9,63757.0,2009,8013.0
258,4.9,77606.0,2009,8014.0
259,12.0,42602.0,2009,8015.0
260,13.4,42026.0,2009,8017.0
261,8.1,64241.0,2009,8019.0
262,24.5,29594.0,2009,8021.0
263,27.4,24758.0,2009,8023.0
264,53.0,29104.0,2009,8025.0
265,13.9,45898.0,2009,8027.0
266,13.9,41528.0,2009,8029.0
267,18.8,46693.0,2009,8031.0
268,12.4,43248.0,2009,8033.0
269,3.3,100447.0,2009,8035.0
270,8.0,74220.0,2009,8037.0
271,5.4,77123.0,2009,8039.0
272,11.5,55621.0,2009,8041.0
273,18.1,39714.0,2009,8043.0
274,8.6,62716.0,2009,8045.0
275,7.3,59632.0,2009,8047.0
276,8.5,58209.0,2009,8049.0
277,13.4,45711.0,2009,8051.0
278,11.2,48372.0,2009,8053.0
279,26.9,30176.0,2009,8055.0
280,15.0,41337.0,2009,8057.0
281,8.1,66059.0,2009,8059.0
282,14.8,36931.0,2009,8061.0
283,15.4,40677.0,2009,8063.0
284,13.8,43935.0,2009,8065.0
285,11.6,56610.0,2009,8067.0
286,14.7,56281.0,2009,8069.0
287,18.5,36575.0,2009,8071.0
288,16.7,37439.0,2009,8073.0
289,17.0,39953.0,2009,8075.0
290,11.8,52290.0,2009,8077.0
291,10.5,43172.0,2009,8079.0
292,10.1,54615.0,2009,8081.0
293,16.9,40859.0,2009,8083.0
294,12.8,48108.0,2009,8085.0
295,14.4,41441.0,2009,8087.0
296,23.6,30373.0,2009,8089.0
297,8.5,59810.0,2009,8091.0
298,9.1,61127.0,2009,8093.0
299,12.4,40178.0,2009,8095.0
300,6.5,69352.0,2009,8097.0
301,23.1,33646.0,2009,8099.0
302,16.9,39016.0,2009,8101.0
303,7.7,59017.0,2009,8103.0
304,17.0,37993.0,2009,8105.0
305,6.4,64892.0,2009,8107.0
306,30.1,28866.0,2009,8109.0
307,13.5,38253.0,2009,8111.0
308,10.7,60115.0,2009,8113.0
309,15.5,35336.0,2009,8115.0
310,8.7,65952.0,2009,8117.0
311,8.2,53928.0,2009,8119.0
312,12.1,40778.0,2009,8121.0
313,14.8,54578.0,2009,8123.0
314,13.3,42813.0,2009,8125.0
316,8.2,78892.0,2009,9001.0
317,10.1,61962.0,2009,9003.0
318,6.5,67688.0,2009,9005.0
319,5.7,74524.0,2009,9007.0
320,11.9,60388.0,2009,9009.0
321,7.9,63450.0,2009,9011.0
322,6.7,78471.0,2009,9013.0
323,9.8,56342.0,2009,9015.0
325,13.6,50884.0,2009,10001.0
326,10.1,62051.0,2009,10003.0
327,12.2,50024.0,2009,10005.0
329,17.6,58906.0,2009,11001.0
331,23.0,38597.0,2009,12001.0
332,17.2,46513.0,2009,12003.0
333,14.4,43930.0,2009,12005.0
334,22.5,38360.0,2009,12007.0
335,11.6,45683.0,2009,12009.0
336,13.0,48772.0,2009,12011.0
337,20.8,32920.0,2009,12013.0
338,12.2,40874.0,2009,12015.0
339,15.8,37861.0,2009,12017.0
340,9.2,57858.0,2009,12019.0
341,12.6,53934.0,2009,12021.0
342,19.1,36923.0,2009,12023.0
343,25.6,33791.0,2009,12027.0
344,23.7,30268.0,2009,12029.0
345,15.3,47002.0,2009,12031.0
346,18.9,40794.0,2009,12033.0
347,11.3,50249.0,2009,12035.0
348,23.1,33956.0,2009,12037.0
349,26.0,34570.0,2009,12039.0
350,18.0,37139.0,2009,12041.0
351,21.5,34920.0,2009,12043.0
352,23.0,35656.0,2009,12045.0
353,28.5,31038.0,2009,12047.0
354,28.4,33728.0,2009,12049.0
355,22.6,35858.0,2009,12051.0
356,13.1,40352.0,2009,12053.0
357,19.9,33401.0,2009,12055.0
358,15.2,47129.0,2009,12057.0
359,24.0,31861.0,2009,12059.0
360,13.8,43685.0,2009,12061.0
361,22.0,35968.0,2009,12063.0
362,19.1,38193.0,2009,12065.0
363,24.6,35689.0,2009,12067.0
364,12.6,42479.0,2009,12069.0
365,12.8,45624.0,2009,12071.0
366,22.3,40725.0,2009,12073.0
367,21.8,32528.0,2009,12075.0
368,23.1,36809.0,2009,12077.0
369,26.2,31174.0,2009,12079.0
370,14.4,45565.0,2009,12081.0
371,15.9,38988.0,2009,12083.0
372,13.5,50351.0,2009,12085.0
373,17.7,41367.0,2009,12086.0
374,12.6,49740.0,2009,12087.0
375,11.5,55180.0,2009,12089.0
376,12.5,49215.0,2009,12091.0
377,22.3,35349.0,2009,12093.0
378,14.3,46826.0,2009,12095.0
379,15.8,42626.0,2009,12097.0
380,14.4,49660.0,2009,12099.0
381,13.2,40289.0,2009,12101.0
382,13.3,43200.0,2009,12103.0
383,16.8,41913.0,2009,12105.0
384,25.6,31492.0,2009,12107.0
385,8.7,62180.0,2009,12109.0
386,15.6,44545.0,2009,12111.0
387,11.4,53419.0,2009,12113.0
388,12.7,45953.0,2009,12115.0
389,10.4,56201.0,2009,12117.0
390,15.6,46586.0,2009,12119.0
391,19.7,34372.0,2009,12121.0
392,23.8,34240.0,2009,12123.0
393,26.5,38077.0,2009,12125.0
394,15.2,41390.0,2009,12127.0
395,14.1,48022.0,2009,12129.0
396,15.8,42854.0,2009,12131.0
397,21.0,36519.0,2009,12133.0
399,22.8,32752.0,2009,13001.0
400,26.1,28917.0,2009,13003.0
401,22.3,30148.0,2009,13005.0
402,29.2,31837.0,2009,13007.0
403,21.2,37029.0,2009,13009.0
404,16.2,43026.0,2009,13011.0
405,12.2,47864.0,2009,13013.0
406,14.9,46981.0,2009,13015.0
407,26.0,28711.0,2009,13017.0
408,23.0,33142.0,2009,13019.0
409,21.8,37367.0,2009,13021.0
410,20.2,38610.0,2009,13023.0
411,19.9,34631.0,2009,13025.0
412,22.3,31769.0,2009,13027.0
413,12.1,58092.0,2009,13029.0
414,26.1,33858.0,2009,13031.0
415,26.9,31031.0,2009,13033.0
416,16.1,42931.0,2009,13035.0
417,33.5,28902.0,2009,13037.0
418,15.2,49581.0,2009,13039.0
419,25.2,31020.0,2009,13043.0
420,17.4,45158.0,2009,13045.0
421,13.1,43814.0,2009,13047.0
422,25.8,34824.0,2009,13049.0
423,16.3,42431.0,2009,13051.0
424,26.5,40725.0,2009,13053.0
425,19.9,33342.0,2009,13055.0
426,8.3,66972.0,2009,13057.0
427,36.3,32727.0,2009,13059.0
428,31.5,25915.0,2009,13061.0
429,16.4,42975.0,2009,13063.0
430,25.0,29779.0,2009,13065.0
431,11.4,62893.0,2009,13067.0
432,25.9,31761.0,2009,13069.0
433,22.0,30793.0,2009,13071.0
434,6.8,68986.0,2009,13073.0
435,22.0,31220.0,2009,13075.0
436,10.1,59848.0,2009,13077.0
437,20.2,41560.0,2009,13079.0
438,31.8,28473.0,2009,13081.0
439,18.3,38797.0,2009,13083.0
440,11.9,53215.0,2009,13085.0
441,25.2,30144.0,2009,13087.0
442,17.0,50092.0,2009,13089.0
443,23.4,32743.0,2009,13091.0
444,30.1,31229.0,2009,13093.0
445,28.0,32953.0,2009,13095.0
446,12.3,50798.0,2009,13097.0
447,35.9,27076.0,2009,13099.0
448,27.2,28491.0,2009,13101.0
449,10.9,54678.0,2009,13103.0
450,20.8,32865.0,2009,13105.0
451,26.5,27038.0,2009,13107.0
452,27.9,30513.0,2009,13109.0
453,18.8,33698.0,2009,13111.0
454,5.5,77491.0,2009,13113.0
455,19.8,39682.0,2009,13115.0
456,6.6,84567.0,2009,13117.0
457,20.0,35021.0,2009,13119.0
458,17.6,56313.0,2009,13121.0
459,20.5,38275.0,2009,13123.0
460,18.5,34129.0,2009,13125.0
461,16.8,46386.0,2009,13127.0
462,17.7,40652.0,2009,13129.0
463,23.8,32041.0,2009,13131.0
464,19.9,38613.0,2009,13133.0
465,13.7,58732.0,2009,13135.0
466,17.7,37168.0,2009,13137.0
467,15.1,49334.0,2009,13139.0
468,31.6,25102.0,2009,13141.0
469,19.2,37156.0,2009,13143.0
470,8.8,63351.0,2009,13145.0
471,19.7,35343.0,2009,13147.0
472,20.4,36846.0,2009,13149.0
473,7.6,63892.0,2009,13151.0
474,13.7,50733.0,2009,13153.0
475,23.3,35649.0,2009,13155.0
476,14.3,50591.0,2009,13157.0
477,15.5,44958.0,2009,13159.0
478,23.8,31455.0,2009,13161.0
479,26.5,29835.0,2009,13163.0
480,28.7,26340.0,2009,13165.0
481,31.0,27279.0,2009,13167.0
482,13.3,49618.0,2009,13169.0
483,18.8,40302.0,2009,13171.0
484,21.3,37166.0,2009,13173.0
485,22.4,36476.0,2009,13175.0
486,10.0,57044.0,2009,13177.0
487,17.3,41275.0,2009,13179.0
488,20.9,36179.0,2009,13181.0
489,23.0,37358.0,2009,13183.0
490,23.6,38143.0,2009,13185.0
491,16.5,45211.0,2009,13187.0
492,20.2,33748.0,2009,13189.0
493,21.2,34659.0,2009,13191.0
494,28.1,27831.0,2009,13193.0
495,18.3,40871.0,2009,13195.0
496,24.7,33075.0,2009,13197.0
497,20.0,34861.0,2009,13199.0
498,23.6,32124.0,2009,13201.0
499,26.1,34733.0,2009,13205.0
500,13.0,53805.0,2009,13207.0
501,25.3,33803.0,2009,13209.0
502,15.5,44296.0,2009,13211.0
503,20.6,38573.0,2009,13213.0
504,17.5,39060.0,2009,13215.0
505,12.8,50137.0,2009,13217.0
506,8.4,74630.0,2009,13219.0
507,15.8,41836.0,2009,13221.0
508,7.2,63663.0,2009,13223.0
509,22.5,39195.0,2009,13225.0
510,12.0,50790.0,2009,13227.0
511,20.2,35475.0,2009,13229.0
512,12.1,55674.0,2009,13231.0
513,22.5,37989.0,2009,13233.0
514,23.2,35180.0,2009,13235.0
515,16.9,41604.0,2009,13237.0
516,26.0,28772.0,2009,13239.0
517,17.2,36887.0,2009,13241.0
518,24.8,26370.0,2009,13243.0
519,22.6,34552.0,2009,13245.0
520,13.2,51265.0,2009,13247.0
521,18.2,38245.0,2009,13249.0
522,23.6,33711.0,2009,13251.0
523,27.2,29025.0,2009,13253.0
524,20.4,40231.0,2009,13255.0
525,21.0,32426.0,2009,13257.0
526,26.4,28677.0,2009,13259.0
527,29.8,32952.0,2009,13261.0
528,24.9,30105.0,2009,13263.0
529,31.6,25293.0,2009,13265.0
530,27.6,31894.0,2009,13267.0
531,26.9,29133.0,2009,13269.0
532,33.7,27816.0,2009,13271.0
533,30.2,30163.0,2009,13273.0
534,24.2,33387.0,2009,13275.0
535,27.3,35023.0,2009,13277.0
536,28.8,30331.0,2009,13279.0
537,16.6,35791.0,2009,13281.0
538,31.3,29002.0,2009,13283.0
539,21.2,40329.0,2009,13285.0
540,27.7,29069.0,2009,13287.0
541,23.1,34000.0,2009,13289.0
542,17.7,37631.0,2009,13291.0
543,19.8,33560.0,2009,13293.0
544,17.4,38497.0,2009,13295.0
545,12.5,50321.0,2009,13297.0
546,25.0,31004.0,2009,13299.0
547,27.4,30056.0,2009,13301.0
548,24.6,32698.0,2009,13303.0
549,23.5,36239.0,2009,13305.0
550,19.0,31931.0,2009,13307.0
551,40.8,28182.0,2009,13309.0
552,17.7,40827.0,2009,13311.0
553,23.1,40050.0,2009,13313.0
554,30.2,30792.0,2009,13315.0
555,23.2,29587.0,2009,13317.0
556,20.9,34660.0,2009,13319.0
557,20.5,36005.0,2009,13321.0
559,14.5,50739.0,2009,15001.0
560,9.7,67019.0,2009,15003.0
561,,,2009,15005.0
562,10.4,55723.0,2009,15007.0
563,10.2,58167.0,2009,15009.0
565,11.8,53828.0,2009,16001.0
566,14.9,35932.0,2009,16003.0
567,14.5,44451.0,2009,16005.0
568,13.0,42199.0,2009,16007.0
569,16.3,36635.0,2009,16009.0
570,15.9,43262.0,2009,16011.0
571,8.0,62717.0,2009,16013.0
572,12.8,49056.0,2009,16015.0
573,15.8,41270.0,2009,16017.0
574,11.9,49446.0,2009,16019.0
575,15.9,38618.0,2009,16021.0
576,14.4,40650.0,2009,16023.0
577,10.3,47758.0,2009,16025.0
578,18.2,39457.0,2009,16027.0
579,10.9,51060.0,2009,16029.0
580,16.3,40389.0,2009,16031.0
581,16.1,41580.0,2009,16033.0
582,16.5,39800.0,2009,16035.0
583,13.4,41773.0,2009,16037.0
584,13.8,41922.0,2009,16039.0
585,10.6,45404.0,2009,16041.0
586,14.9,41316.0,2009,16043.0
587,14.8,42396.0,2009,16045.0
588,16.5,36298.0,2009,16047.0
589,21.0,34778.0,2009,16049.0
590,11.1,50649.0,2009,16051.0
591,15.4,39636.0,2009,16053.0
592,13.8,47196.0,2009,16055.0
593,18.4,38817.0,2009,16057.0
594,18.5,34890.0,2009,16059.0
595,15.2,38737.0,2009,16061.0
596,12.2,46100.0,2009,16063.0
597,28.9,35400.0,2009,16065.0
598,14.9,42051.0,2009,16067.0
599,13.7,42989.0,2009,16069.0
600,12.8,43057.0,2009,16071.0
601,17.4,33753.0,2009,16073.0
602,15.5,45974.0,2009,16075.0
603,16.6,38509.0,2009,16077.0
604,14.8,35168.0,2009,16079.0
605,10.3,57999.0,2009,16081.0
606,12.5,41194.0,2009,16083.0
607,10.4,47457.0,2009,16085.0
608,16.6,36152.0,2009,16087.0
610,15.7,41582.0,2009,17001.0
611,29.4,28370.0,2009,17003.0
612,13.7,45520.0,2009,17005.0
613,8.9,60425.0,2009,17007.0
614,15.9,42134.0,2009,17009.0
615,12.8,47015.0,2009,17011.0
616,11.3,44930.0,2009,17013.0
617,13.2,41578.0,2009,17015.0
618,12.5,41828.0,2009,17017.0
619,19.9,42101.0,2009,17019.0
620,14.7,43182.0,2009,17021.0
621,13.4,43003.0,2009,17023.0
622,14.7,37055.0,2009,17025.0
623,8.4,53873.0,2009,17027.0
624,19.1,37790.0,2009,17029.0
625,16.0,52516.0,2009,17031.0
626,15.2,40572.0,2009,17033.0
627,11.4,41962.0,2009,17035.0
628,17.0,51087.0,2009,17037.0
629,11.1,47820.0,2009,17039.0
630,8.7,49916.0,2009,17041.0
631,6.7,73554.0,2009,17043.0
632,16.0,40560.0,2009,17045.0
633,11.3,40030.0,2009,17047.0
634,10.2,47485.0,2009,17049.0
635,20.2,39611.0,2009,17051.0
636,9.9,45821.0,2009,17053.0
637,18.8,32417.0,2009,17055.0
638,13.9,40694.0,2009,17057.0
639,19.3,34319.0,2009,17059.0
640,14.3,39226.0,2009,17061.0
641,6.8,63349.0,2009,17063.0
642,14.2,39337.0,2009,17065.0
643,11.6,43774.0,2009,17067.0
644,21.4,33367.0,2009,17069.0
645,12.2,43041.0,2009,17071.0
646,9.8,50193.0,2009,17073.0
647,12.2,46419.0,2009,17075.0
648,28.5,30899.0,2009,17077.0
649,11.3,47087.0,2009,17079.0
650,18.9,38326.0,2009,17081.0
651,10.0,48573.0,2009,17083.0
652,10.5,47103.0,2009,17085.0
653,16.9,40497.0,2009,17087.0
654,9.4,66604.0,2009,17089.0
655,15.1,49375.0,2009,17091.0
656,4.2,82835.0,2009,17093.0
657,13.2,40056.0,2009,17095.0
658,7.6,76336.0,2009,17097.0
659,12.5,52208.0,2009,17099.0
660,18.1,36587.0,2009,17101.0
661,10.5,46901.0,2009,17103.0
662,11.2,50173.0,2009,17105.0
663,13.8,45722.0,2009,17107.0
664,22.6,36381.0,2009,17109.0
665,6.6,74669.0,2009,17111.0
666,14.4,56471.0,2009,17113.0
667,15.1,44407.0,2009,17115.0
668,12.1,44673.0,2009,17117.0
669,13.1,50628.0,2009,17119.0
670,19.4,37277.0,2009,17121.0
671,10.4,46526.0,2009,17123.0
672,12.5,43947.0,2009,17125.0
673,16.4,38302.0,2009,17127.0
674,9.3,55260.0,2009,17129.0
675,9.4,54533.0,2009,17131.0
676,5.0,71342.0,2009,17133.0
677,14.9,37458.0,2009,17135.0
678,14.1,42672.0,2009,17137.0
679,10.8,45758.0,2009,17139.0
680,10.9,52197.0,2009,17141.0
681,16.8,47330.0,2009,17143.0
682,17.8,40276.0,2009,17145.0
683,6.7,58519.0,2009,17147.0
684,17.1,38191.0,2009,17149.0
685,18.0,37177.0,2009,17151.0
686,25.1,32671.0,2009,17153.0
687,8.5,56372.0,2009,17155.0
688,13.3,43160.0,2009,17157.0
689,15.1,40037.0,2009,17159.0
690,11.2,48668.0,2009,17161.0
691,17.1,46368.0,2009,17163.0
692,16.6,35723.0,2009,17165.0
693,13.1,52581.0,2009,17167.0
694,13.3,44814.0,2009,17169.0
695,10.4,49450.0,2009,17171.0
696,10.9,44956.0,2009,17173.0
697,11.5,46211.0,2009,17175.0
698,13.0,44307.0,2009,17177.0
699,8.3,53904.0,2009,17179.0
700,20.0,38080.0,2009,17181.0
701,21.7,37167.0,2009,17183.0
702,12.7,42564.0,2009,17185.0
703,13.6,43296.0,2009,17187.0
704,9.6,50299.0,2009,17189.0
705,14.6,40497.0,2009,17191.0
706,15.5,38905.0,2009,17193.0
707,11.8,45359.0,2009,17195.0
708,7.0,72478.0,2009,17197.0
709,18.3,39386.0,2009,17199.0
710,17.7,44390.0,2009,17201.0
711,6.8,64748.0,2009,17203.0
713,15.8,42994.0,2009,18001.0
714,14.6,47284.0,2009,18003.0
715,9.6,49888.0,2009,18005.0
716,10.0,42994.0,2009,18007.0
717,14.1,38371.0,2009,18009.0
718,7.9,66166.0,2009,18011.0
719,12.5,48388.0,2009,18013.0
720,9.9,48054.0,2009,18015.0
721,13.8,43079.0,2009,18017.0
722,11.9,48284.0,2009,18019.0
723,14.0,42667.0,2009,18021.0
724,12.5,46315.0,2009,18023.0
725,19.0,36811.0,2009,18025.0
726,15.6,41675.0,2009,18027.0
727,8.9,55168.0,2009,18029.0
728,12.0,45042.0,2009,18031.0
729,9.6,44702.0,2009,18033.0
730,20.7,35935.0,2009,18035.0
731,7.2,54687.0,2009,18037.0
732,14.4,43531.0,2009,18039.0
733,17.8,35343.0,2009,18041.0
734,12.3,51812.0,2009,18043.0
735,13.0,43678.0,2009,18045.0
736,10.9,49117.0,2009,18047.0
737,11.9,39535.0,2009,18049.0
738,11.4,47446.0,2009,18051.0
739,18.1,38629.0,2009,18053.0
740,16.6,41394.0,2009,18055.0
741,5.6,76878.0,2009,18057.0
742,6.5,59652.0,2009,18059.0
743,9.8,48028.0,2009,18061.0
744,5.1,67011.0,2009,18063.0
745,15.0,39989.0,2009,18065.0
746,15.1,47108.0,2009,18067.0
747,10.5,44820.0,2009,18069.0
748,13.3,41861.0,2009,18071.0
749,9.6,53325.0,2009,18073.0
