,year,total_pop,pct_female,pct_white,pct_black,pct_native_american,pct_asian,pct_native_hawaiian_pacific_islander,pct_two_or_more_races,pct_hispanic,fips
0,2015,55221,51.6,77.4,18.7,0.4,1.0,0.0,1.6,2.6,01001
1,2015,195121,51.2,86.4,9.6,0.6,0.7,0.0,1.7,4.5,01003
2,2015,26932,46.2,47.4,46.8,0.2,0.9,0.0,1.3,4.6,01005
3,2015,22604,46.6,76.7,21.4,0.4,0.1,0.0,1.4,2.2,01007
4,2015,57710,50.6,95.1,1.5,0.6,0.1,0.0,1.7,8.6,01009
5,2015,10678,47.0,26.6,70.7,1.2,0.2,0.0,1.3,4.4,01011
6,2015,20354,53.3,54.2,44.0,0.1,0.4,0.0,1.1,1.2,01013
7,2015,116648,51.8,75.1,20.5,0.2,0.9,0.0,2.4,3.5,01015
8,2015,34079,52.3,57.7,40.3,0.2,0.8,0.0,1.0,0.4,01017
9,2015,26008,50.1,92.9,4.9,0.6,0.3,0.0,1.2,1.5,01019
10,2015,43819,50.7,84.0,10.3,0.4,0.3,0.0,0.9,7.6,01021
11,2015,13395,52.4,55.9,43.3,0.0,0.0,0.0,0.8,0.4,01023
12,2015,25070,52.8,53.6,45.3,0.0,0.4,0.4,0.3,0.3,01025
13,2015,13537,50.7,81.7,14.5,0.8,0.0,0.0,1.6,3.2,01027
14,2015,15002,51.1,94.0,2.9,0.2,0.4,0.0,1.9,2.3,01029
15,2015,50884,50.5,76.8,17.4,0.9,1.2,0.0,2.9,6.4,01031
16,2015,54444,51.7,79.6,15.6,0.6,0.3,0.1,2.7,2.4,01033
17,2015,12865,52.0,52.2,44.7,0.3,0.0,0.0,2.8,1.6,01035
18,2015,11027,49.4,67.4,30.7,0.1,0.0,0.0,1.9,2.1,01037
19,2015,37886,51.6,84.3,13.0,0.5,0.3,0.1,1.4,1.5,01039
20,2015,13938,50.8,71.5,23.5,0.8,1.8,0.0,1.3,1.7,01041
21,2015,80965,50.5,95.7,1.2,0.4,0.6,0.0,1.4,4.3,01043
22,2015,49866,50.5,74.7,19.6,0.5,1.2,0.0,2.8,6.0,01045
23,2015,42154,53.9,28.7,69.2,0.2,0.3,0.0,1.4,0.3,01047
24,2015,71068,50.1,86.4,1.8,1.2,0.3,1.0,2.2,14.0,01049
25,2015,80763,51.3,75.5,21.2,0.3,0.5,0.0,1.8,2.8,01051
26,2015,37935,48.5,61.4,33.4,3.2,0.1,0.0,1.5,1.2,01053
27,2015,103766,51.6,81.3,15.4,0.3,0.7,0.1,1.5,3.6,01055
28,2015,16896,49.8,85.5,12.4,0.0,0.4,0.0,1.7,0.7,01057
29,2015,31634,51.6,88.3,4.9,1.2,0.1,0.1,1.2,15.7,01059
30,2015,26815,50.9,86.5,8.9,0.3,1.2,0.0,1.9,3.6,01061
31,2015,8697,52.9,17.8,80.7,0.1,0.2,0.0,1.3,0.7,01063
32,2015,15256,52.9,40.0,58.2,0.3,0.3,0.1,0.3,1.1,01065
33,2015,17252,52.1,70.4,28.4,0.0,0.0,0.0,0.9,2.5,01067
34,2015,103534,52.1,69.7,26.4,0.4,0.8,0.0,1.9,3.2,01069
35,2015,52860,50.7,91.0,3.1,1.1,0.4,0.1,3.0,2.7,01071
36,2015,659026,52.7,52.8,42.3,0.2,1.6,0.0,1.1,3.8,01073
37,2015,14133,51.7,87.4,11.1,0.3,0.0,0.0,0.6,1.4,01075
38,2015,92737,52.1,86.9,10.0,0.4,0.7,0.0,1.7,2.4,01077
39,2015,33586,51.1,77.3,11.5,5.4,0.1,0.0,5.6,2.1,01079
40,2015,150982,50.8,69.9,23.2,0.2,3.3,0.0,1.7,3.7,01081
41,2015,88805,49.7,81.1,12.9,0.5,1.2,0.0,2.2,5.8,01083
42,2015,10742,52.3,25.5,74.1,0.0,0.0,0.0,0.4,0.3,01085
43,2015,20018,54.2,16.8,81.3,0.3,0.2,0.0,0.8,1.6,01087
44,2015,346438,51.1,68.9,24.1,0.6,2.5,0.1,3.0,4.7,01089
45,2015,20306,53.5,46.7,51.4,0.1,0.1,0.0,0.4,2.3,01091
46,2015,30387,50.6,93.6,3.9,0.2,0.3,0.0,2.0,2.4,01093
47,2015,94318,50.8,92.0,1.9,0.5,0.5,0.0,2.0,12.7,01095
48,2015,414251,52.2,60.0,35.0,0.6,2.0,0.0,1.7,2.6,01097
49,2015,22217,52.1,55.4,42.2,1.3,0.3,0.0,0.7,1.1,01099
50,2015,228138,52.5,38.9,56.1,0.2,2.3,0.0,1.5,3.4,01101
51,2015,119786,50.9,82.7,12.3,0.6,0.6,0.1,2.2,7.8,01103
52,2015,10038,53.7,30.6,68.0,0.0,0.4,0.0,0.7,0.9,01105
53,2015,19856,51.4,56.2,42.4,0.0,0.1,0.0,0.8,1.6,01107
54,2015,33155,52.3,57.9,38.2,0.8,2.1,0.0,1.0,0.9,01109
55,2015,22648,51.0,77.2,20.0,0.3,0.2,0.2,1.7,2.9,01111
56,2015,58302,51.4,53.2,41.9,0.3,0.8,0.2,2.9,4.8,01113
57,2015,85864,49.8,87.4,9.5,0.4,0.8,0.0,0.9,2.2,01115
58,2015,203530,51.3,81.3,11.8,0.3,2.0,0.0,1.3,5.8,01117
59,2015,13341,55.7,25.0,72.4,0.4,1.7,0.0,0.3,0.4,01119
60,2015,81437,51.5,64.7,32.0,0.3,0.5,0.0,1.8,2.2,01121
61,2015,41153,52.4,70.3,27.7,0.4,0.0,0.0,0.8,2.5,01123
62,2015,200458,51.7,66.1,30.6,0.2,1.5,0.0,1.0,3.2,01125
63,2015,65923,51.4,91.1,5.8,0.1,0.4,0.0,2.1,2.3,01127
64,2015,16997,50.1,65.6,24.9,8.1,0.4,0.0,0.4,1.3,01129
65,2015,11235,52.1,27.4,72.0,0.0,0.0,0.0,0.0,0.6,01131
66,2015,24130,50.8,96.2,0.5,0.8,0.2,0.1,2.2,2.8,01133
67,2015,3304,33.5,21.5,9.2,29.6,30.5,1.1,4.2,12.0,02013
68,2015,5684,40.3,31.6,4.7,13.0,37.2,2.5,5.8,11.0,02016
69,2015,299107,48.8,64.9,5.9,6.6,8.8,2.2,9.9,8.6,02020
70,2015,17776,47.4,12.0,0.8,81.1,1.2,0.4,4.2,1.8,02050
71,2015,970,43.0,56.4,0.5,29.3,0.7,0.2,10.9,7.1,02060
72,2015,2060,45.3,87.3,0.6,3.5,2.9,0.0,5.6,2.6,02068
73,2015,4979,48.0,18.7,0.3,72.7,1.4,0.0,6.3,2.9,02070
74,2015,99705,46.4,76.6,4.4,6.3,2.6,0.6,8.5,7.4,02090
75,2015,2560,45.8,80.5,0.0,6.4,3.0,0.0,9.5,1.5,02100
76,2015,2128,46.9,50.2,2.2,33.3,2.6,0.0,11.0,2.2,02105
77,2015,32531,48.8,69.0,1.3,12.3,6.8,1.1,8.3,6.1,02110
78,2015,57221,47.6,84.1,0.6,7.6,1.3,0.1,5.8,3.7,02122
79,2015,13699,48.6,67.7,0.4,14.3,7.3,0.1,9.5,4.8,02130
80,2015,13973,46.6,54.0,0.5,14.0,21.3,1.1,6.3,8.5,02150
81,2015,7914,46.9,4.7,0.4,88.0,0.4,0.1,6.4,1.0,02158
82,2015,1474,50.4,22.0,0.5,68.7,3.2,0.7,4.7,2.2,02164
83,2015,96178,47.8,84.0,1.0,5.3,1.4,0.3,7.3,4.5,02170
84,2015,9854,46.5,17.5,0.7,70.2,1.2,0.2,10.1,2.0,02180
85,2015,9667,36.2,33.0,0.7,48.1,5.3,5.6,5.6,3.6,02185
86,2015,7732,46.1,12.3,0.3,82.0,0.8,0.0,4.0,1.8,02188
87,2015,3221,47.0,72.2,3.0,6.0,2.3,0.4,10.8,9.4,02195
88,2015,6376,45.6,46.7,0.2,41.9,0.8,0.3,10.0,3.2,02198
89,2015,8943,48.7,64.9,1.1,14.7,5.9,0.3,12.1,6.0,02220
90,2015,999,47.2,78.3,0.0,6.1,10.6,0.0,4.5,4.5,02230
91,2015,7029,44.4,79.7,1.1,10.6,1.4,0.5,5.5,4.8,02240
92,2015,9617,46.6,73.2,0.0,15.6,3.2,0.4,6.3,4.4,02261
93,2015,2387,48.6,69.8,0.2,17.3,2.5,0.0,10.1,1.4,02275
94,2015,643,42.9,39.7,1.4,33.1,6.7,1.2,17.6,2.6,02282
95,2015,5644,46.2,23.2,0.3,70.0,0.5,0.0,5.8,1.9,02290
96,2015,72124,50.6,23.2,0.6,72.3,0.4,0.1,2.2,6.3,04001
97,2015,129647,49.0,80.0,3.9,1.2,1.7,0.2,5.8,33.9,04003
98,2015,136701,50.6,62.8,1.6,26.9,1.7,0.1,3.3,13.8,04005
99,2015,53165,50.3,79.1,0.7,15.1,0.6,0.0,2.5,18.6,04007
100,2015,37407,46.4,77.0,2.1,13.5,0.6,0.2,2.6,31.8,04009
101,2015,9023,47.4,89.4,1.5,3.5,0.4,0.0,1.7,47.0,04011
102,2015,20335,49.0,73.9,0.2,13.8,0.8,0.3,2.0,25.5,04012
103,2015,4018143,50.6,79.6,5.2,1.9,3.8,0.2,3.1,30.1,04013
104,2015,203362,49.7,89.0,1.1,2.1,1.2,0.2,3.4,15.6,04015
105,2015,107656,49.9,48.4,0.7,43.9,0.6,0.1,3.0,11.1,04017
106,2015,998537,50.8,77.9,3.6,3.3,2.8,0.1,3.8,35.7,04019
