,total_pop,pct_female,pct_white,pct_black,pct_native_american,pct_asian,pct_native_hawaiian_pacific_islander,pct_two_or_more_races,pct_hispanic,fips
84,9317,37.3,32.3,0.5,52.9,4.4,1.3,7.4,2.8,02185
85,7601,46.3,11.4,0.4,80.9,0.7,0.1,6.5,0.9,02188
86,3822,47.5,72.1,1.3,12.3,2.2,0.0,9.8,4.1,02195
87,5603,45.1,49.8,0.2,41.2,0.8,0.4,7.1,2.4,02198
88,8909,49.9,65.9,0.8,17.3,5.3,0.0,9.4,5.0,02220
89,1050,47.7,76.1,0.3,1.6,16.9,0.0,5.1,1.0,02230
90,7039,45.5,80.9,1.5,10.4,0.9,0.4,5.2,3.6,02240
91,9614,45.7,73.7,0.3,15.1,3.6,0.3,5.6,3.7,02261
92,7556,47.5,3.1,0.1,90.6,0.1,0.3,5.8,0.4,02270
93,2368,52.4,73.6,0.5,14.1,1.5,0.4,9.6,0.9,02275
94,644,42.5,38.5,1.2,43.9,0.6,0.8,14.1,2.2,02282
95,5637,45.8,21.9,0.1,69.0,0.4,0.4,7.9,1.2,02290
96,71618,50.2,24.0,0.3,72.8,0.4,0.1,1.5,6.0,04001
97,131118,49.0,80.3,3.9,1.1,1.7,0.3,5.3,32.5,04003
98,134011,50.4,62.6,1.3,27.2,1.5,0.1,3.0,13.5,04005
99,53436,49.9,79.1,0.4,14.7,0.3,0.0,2.3,18.0,04007
100,37115,46.3,75.4,2.1,13.6,0.5,0.3,2.5,30.6,04009
101,8592,47.6,86.2,1.0,2.1,0.6,0.0,2.8,47.5,04011
102,20460,49.5,71.6,0.9,12.8,0.7,0.1,1.1,23.8,04012
103,3841819,50.5,81.1,5.0,1.9,3.5,0.2,2.7,29.6,04013
104,201216,49.8,89.1,1.0,1.5,1.0,0.1,4.1,14.9,04015
105,107415,50.0,48.7,0.9,42.4,0.5,0.1,3.5,10.8,04017
106,981048,50.8,79.3,3.7,3.2,2.7,0.1,2.9,34.6,04019
107,368374,47.4,77.3,4.5,5.4,1.7,0.5,2.9,28.8,04021
108,47057,52.5,73.2,0.6,0.3,0.6,0.1,2.2,82.7,04023
109,211280,51.0,91.7,0.6,2.0,0.8,0.0,2.5,13.6,04025
110,196420,49.6,76.3,2.1,1.4,1.1,0.2,2.3,59.6,04027
111,19029,51.8,72.5,24.5,0.1,0.6,0.1,1.1,2.7,05001
112,21811,51.6,69.4,25.7,0.2,0.1,0.0,1.4,4.9,05003
113,41387,51.9,97.1,0.3,0.6,0.5,0.0,1.2,1.7,05005
114,222028,50.6,86.3,1.2,1.5,2.9,0.3,2.8,15.5,05007
115,37032,51.0,96.6,0.3,0.6,0.5,0.0,1.7,1.9,05009
116,11510,51.6,60.9,27.7,1.0,0.0,0.0,0.8,13.3,05011
117,5373,48.1,73.9,24.3,0.0,0.0,0.0,1.7,0.8,05013
118,27321,51.0,91.7,0.2,0.8,0.4,0.0,2.4,13.0,05015
119,11759,51.1,41.5,54.5,0.1,0.2,0.0,0.8,4.7,05017
120,23050,52.3,73.7,23.8,0.4,0.6,0.0,1.2,4.0,05019
121,15981,51.0,97.8,0.2,0.3,0.0,0.0,1.2,1.4,05021
122,25849,50.8,97.5,0.4,0.3,0.1,0.1,1.6,2.1,05023
123,8685,50.5,86.0,12.0,0.0,0.0,0.0,1.5,1.7,05025
124,24644,52.2,60.3,36.8,0.2,0.8,0.0,1.7,2.2,05027
125,21203,50.7,85.4,11.7,0.7,0.2,0.0,1.5,3.6,05029
126,96709,51.3,83.5,13.2,0.3,1.3,0.0,1.4,4.4,05031
127,61670,50.6,91.2,1.4,1.3,1.5,0.0,3.3,6.1,05033
128,50618,52.4,46.0,51.0,0.1,0.2,0.1,1.4,2.1,05035
129,17891,52.2,74.6,23.0,0.3,0.6,0.0,1.4,0.6,05037
130,8122,49.2,55.5,43.0,0.1,0.5,0.0,0.0,2.4,05039
131,12922,52.8,48.0,48.0,0.3,0.0,0.0,0.9,4.5,05041
132,18615,51.9,69.5,28.3,0.1,0.6,0.0,1.0,2.5,05043
133,113730,50.8,85.3,10.4,0.4,1.4,0.0,1.8,3.9,05045
134,18110,51.1,95.3,0.9,0.7,0.3,0.0,2.7,2.2,05047
135,12301,51.0,97.1,0.3,0.3,0.9,0.0,1.4,0.9,05049
136,96249,51.6,85.3,8.4,0.6,0.9,0.0,1.6,4.8,05051
137,17852,50.6,95.6,2.0,0.2,0.5,0.0,1.1,2.3,05053
138,42224,50.6,97.0,0.7,0.4,0.1,0.0,1.4,2.2,05055
139,22548,51.5,64.9,30.2,0.2,0.0,0.0,1.9,11.9,05057
140,33011,49.0,86.6,10.9,0.4,0.1,0.0,1.8,2.8,05059
141,13790,52.2,69.7,21.3,1.1,0.3,0.0,0.4,9.7,05061
142,36572,50.7,94.8,2.7,0.6,0.1,0.0,1.2,5.7,05063
143,13614,48.3,95.9,1.2,0.2,0.2,0.4,2.1,1.5,05065
144,17885,50.5,80.3,16.5,0.4,0.2,0.0,2.0,2.5,05067
145,76836,50.8,42.1,55.1,0.1,0.8,0.1,1.2,1.6,05069
146,25554,51.4,94.4,1.6,0.7,0.3,0.3,2.0,12.2,05071
147,7618,51.5,61.5,37.4,0.1,0.0,0.1,0.9,1.7,05073
148,17314,51.0,97.6,0.7,0.2,0.0,0.0,1.5,0.9,05075
149,10430,44.6,42.3,56.5,0.3,0.0,0.0,0.1,1.8,05077
150,14167,39.1,66.4,29.5,0.2,0.0,0.0,1.8,3.2,05079
151,13068,51.4,74.4,21.9,0.5,0.0,0.0,2.3,1.0,05081
152,22352,50.1,93.8,1.4,1.0,1.8,0.0,1.4,2.4,05083
153,68274,50.8,89.8,6.2,0.7,0.7,0.0,1.7,3.3,05085
154,15674,50.0,95.5,0.2,0.5,0.5,0.0,2.3,4.9,05087
155,16712,50.5,96.8,0.2,0.4,0.3,0.0,1.7,1.8,05089
156,43449,50.8,72.7,24.4,0.4,0.6,0.0,1.6,2.5,05091
157,46388,51.8,63.5,34.2,0.2,0.4,0.0,1.5,3.7,05093
158,8145,52.5,56.6,42.0,0.4,0.0,0.0,0.3,1.8,05095
159,9453,51.1,95.2,0.5,1.4,0.0,0.0,1.8,3.8,05097
160,9003,50.5,67.0,31.7,0.4,0.0,0.0,0.9,2.6,05099
161,8286,49.2,94.9,0.5,0.8,0.0,0.0,3.5,0.6,05101
162,25894,52.8,57.3,40.3,0.2,0.1,0.0,2.0,1.6,05103
163,10413,50.2,95.0,2.3,0.6,0.0,0.0,1.7,2.3,05105
164,21646,53.2,35.9,62.8,0.1,0.1,0.0,1.0,1.4,05107
165,11261,49.9,89.9,3.5,0.9,0.1,0.0,1.0,6.5,05109
166,24506,51.5,90.9,7.3,0.2,0.1,0.0,1.3,2.3,05111
167,20535,51.1,93.1,0.1,1.8,0.1,0.0,2.6,5.8,05113
168,61853,50.2,90.4,3.4,0.8,0.7,0.0,2.1,6.7,05115
169,8659,50.8,86.1,12.9,0.0,0.1,0.0,0.7,0.9,05117
170,383185,52.0,59.4,35.0,0.3,2.1,0.0,1.8,5.7,05119
171,17992,51.4,97.1,0.3,0.2,0.4,0.0,1.7,1.6,05121
172,28089,45.7,45.0,51.9,0.2,0.2,0.0,1.4,4.2,05123
173,107498,50.6,91.5,4.7,0.6,0.9,0.0,1.3,3.7,05125
174,11170,48.7,89.9,0.2,1.4,4.0,0.0,2.6,7.0,05127
175,8146,50.6,96.5,0.3,0.8,0.2,0.0,2.1,1.6,05129
176,125795,50.9,83.1,5.8,0.9,4.1,0.1,4.7,12.2,05131
177,16978,50.9,68.7,4.4,1.9,0.5,0.0,1.8,30.7,05133
178,17278,51.1,96.3,0.3,0.7,0.3,0.2,2.2,1.6,05135
179,12480,50.4,97.1,0.1,0.1,0.9,0.0,1.6,1.3,05137
180,41594,51.6,64.5,32.9,0.3,0.5,0.0,1.4,3.4,05139
181,17223,50.5,96.1,1.0,0.9,0.1,0.0,1.2,2.7,05141
182,204057,50.1,80.3,3.4,1.1,2.3,2.1,2.4,15.4,05143
183,77007,51.1,91.7,4.2,0.2,0.3,0.0,2.2,3.7,05145
184,7262,52.0,69.3,28.7,0.2,0.0,0.1,1.5,0.4,05147
185,22033,50.0,84.2,1.2,0.2,1.4,0.0,1.5,18.9,05149
186,1515136,51.0,45.9,12.3,0.6,26.4,0.8,5.6,22.4,06001
187,1197,44.1,71.2,0.0,19.7,2.7,1.8,1.3,6.5,06003
188,37764,45.6,88.2,2.6,2.1,1.3,0.1,2.4,12.4,06005
189,220101,50.5,83.9,1.5,1.0,4.2,0.2,6.0,14.2,06007
190,45507,49.7,90.8,1.0,1.0,1.4,0.0,3.3,10.4,06009
191,21329,48.3,72.4,0.8,1.2,1.0,0.2,5.6,55.0,06011
192,1052047,51.2,63.7,9.1,0.4,14.5,0.5,5.1,24.3,06013
193,28496,45.0,74.6,3.8,5.4,3.0,0.5,6.1,18.0,06015
194,180441,49.9,87.2,0.8,1.0,3.4,0.1,3.7,12.0,06017
195,930517,50.0,58.8,5.1,1.0,9.5,0.1,4.0,50.3,06019
196,28078,49.4,81.4,0.8,2.6,2.4,0.0,3.3,37.5,06021
197,134317,49.9,82.9,1.2,5.8,2.4,0.3,4.9,9.8,06023
198,173487,48.5,69.5,3.3,1.6,1.5,0.1,3.3,80.3,06025
199,18474,49.1,80.1,0.9,10.5,1.5,0.5,1.7,19.4,06027
200,839153,48.5,71.5,5.6,1.2,4.1,0.1,3.7,49.2,06029
201,151982,43.7,73.0,6.9,1.3,3.8,0.2,4.0,50.9,06031
202,64360,49.5,83.6,2.3,3.1,1.1,0.2,3.5,17.2,06033
203,34628,34.5,70.4,8.5,3.4,1.3,0.6,3.8,17.6,06035
204,9840024,50.7,53.1,8.5,0.5,13.8,0.3,3.6,47.7,06037
205,150615,51.8,80.9,3.5,1.8,2.0,0.3,3.6,53.7,06039
206,252759,50.8,79.6,2.9,0.3,5.7,0.2,3.5,15.3,06041
207,18193,49.8,88.7,0.8,3.7,1.5,0.2,3.3,9.4,06043
208,87577,49.8,83.2,0.9,4.8,1.8,0.2,3.7,22.2,06045
209,256398,49.6,67.7,3.8,1.0,7.5,0.2,3.2,55.0,06047
210,9545,49.4,88.2,1.4,3.0,0.4,0.0,3.6,14.0,06049
211,14181,47.0,83.6,0.6,3.4,0.8,0.2,3.5,26.4,06051
212,416199,48.6,74.4,3.0,0.9,6.3,0.5,3.7,55.3,06053
213,136644,50.1,80.1,2.0,0.7,6.9,0.4,3.1,32.1,06055
214,98521,50.3,93.0,0.4,0.9,1.4,0.2,2.7,8.5,06057
215,3021840,50.5,62.4,1.6,0.4,18.1,0.3,3.2,33.6,06059
216,350074,51.2,84.5,1.2,0.7,6.2,0.2,3.8,12.8,06061
217,19926,49.7,91.0,1.3,2.1,1.2,0.9,2.4,8.0,06063
218,2192982,50.2,66.4,6.3,1.0,6.0,0.3,3.9,45.5,06065
219,1422348,51.0,60.0,10.1,0.9,14.5,1.0,6.1,21.5,06067
220,55467,50.1,83.0,1.5,1.0,2.3,0.0,3.4,56.4,06069
221,2041029,50.2,62.4,8.7,1.0,6.4,0.3,4.4,49.3,06071
222,3100500,49.8,71.5,5.1,0.7,11.1,0.5,4.5,32.0,06073
223,807755,49.3,50.7,6.0,0.5,33.5,0.4,4.1,15.1,06075
224,687036,50.2,59.7,7.3,1.0,14.3,0.5,6.3,38.8,06077
225,270121,48.8,84.1,2.2,1.0,3.4,0.1,3.3,20.8,06079
226,721183,50.8,59.0,2.8,0.4,25.0,1.5,4.5,25.1,06081
227,423594,49.8,76.7,2.0,1.1,4.9,0.2,3.8,42.6,06083
228,1788393,49.8,50.4,2.6,0.6,32.3,0.4,4.3,26.7,06085
229,262340,50.1,82.3,1.0,0.5,4.2,0.2,4.0,31.9,06087
230,177693,50.8,87.6,0.9,2.3,2.7,0.2,4.3,8.4,06089
231,3163,50.9,93.2,1.1,0.3,0.1,0.6,0.4,8.9,06091
232,44673,50.2,86.9,1.2,2.8,1.3,0.4,6.3,10.4,06093
233,414209,50.1,52.7,14.2,0.5,14.8,0.9,7.2,24.0,06095
234,483456,50.8,81.1,1.6,1.2,4.1,0.3,3.5,24.8,06097
235,515115,50.5,77.3,2.8,1.0,5.2,0.7,4.3,41.9,06099
236,94615,50.2,66.7,1.8,1.4,14.0,0.3,6.0,28.7,06101
237,63200,50.3,86.4,0.6,2.4,1.1,0.1,4.2,22.0,06103
238,13693,48.8,88.6,0.9,1.4,1.2,0.3,6.7,7.0,06105
239,441877,49.9,79.6,1.6,1.3,3.3,0.1,3.5,60.6,06107
240,55205,47.5,87.3,2.0,1.7,1.1,0.1,3.9,10.8,06109
241,822794,50.3,73.0,1.8,1.1,7.0,0.2,4.1,40.3,06111
242,200873,51.2,66.8,2.5,1.2,12.9,0.6,5.7,30.3,06113
243,72244,49.4,70.5,2.8,1.5,7.1,0.4,7.4,25.2,06115
244,442996,49.7,79.3,3.2,1.1,3.6,0.1,3.7,37.8,08001
245,15750,49.5,80.3,0.7,1.2,1.0,0.1,7.8,45.6,08003
246,574357,50.9,75.4,10.0,0.8,4.9,0.2,4.1,18.3,08005
247,12109,48.1,89.4,0.5,0.7,1.0,0.1,4.5,17.8,08007
248,3783,50.5,94.6,0.4,0.9,0.8,0.1,2.1,9.2,08009
249,6192,35.4,80.5,8.5,2.7,1.4,0.0,2.3,30.8,08011
250,297218,49.8,87.7,0.9,0.4,4.0,0.0,2.7,13.3,08013
251,55913,50.2,87.6,0.8,0.3,5.2,0.0,4.3,11.4,08014
252,17879,46.8,94.0,2.8,0.8,0.3,0.0,0.7,9.6,08015
253,2095,52.0,98.1,0.2,0.2,0.5,0.0,0.7,14.7,08017
254,9059,47.0,94.6,0.4,0.6,0.5,0.0,2.2,5.0,08019
255,8241,50.3,83.2,0.1,0.9,0.2,0.0,10.1,55.6,08021
256,3556,48.3,82.2,0.3,0.6,0.6,0.0,11.6,65.6,08023
257,5747,29.9,83.1,7.7,1.6,0.8,0.2,2.0,29.1,08025
258,4208,46.1,97.6,0.9,0.2,0.3,0.0,0.5,3.6,08027
259,30710,49.6,94.4,1.0,0.6,0.6,0.0,1.3,14.0,08029
260,604356,50.0,73.6,10.1,1.2,3.4,0.1,3.2,31.8,08031
261,1806,47.4,96.6,0.0,1.1,0.2,0.1,2.0,3.8,08033
262,286883,50.5,91.2,1.1,0.3,3.9,0.0,2.5,7.6,08035
263,51850,46.6,90.1,0.3,0.4,1.1,0.0,1.8,29.9,08037
264,23058,50.0,95.1,0.3,0.7,0.7,0.0,2.5,5.6,08039
265,622816,50.1,81.6,6.1,0.8,2.6,0.3,5.2,15.1,08041
266,47006,41.3,85.0,5.9,1.9,1.1,0.1,1.8,12.4,08043
267,56330,48.3,90.1,1.1,0.5,0.6,0.2,1.7,27.9,08045
268,5358,47.4,93.0,0.8,0.3,0.4,0.0,3.2,6.0,08047
269,14608,46.6,93.9,0.6,0.5,0.9,0.1,1.0,7.5,08049
270,15385,45.8,95.3,0.8,0.4,0.7,0.0,1.3,8.3,08051
271,790,54.8,99.1,0.0,0.0,0.0,0.0,0.9,2.4,08053
272,6730,49.7,69.8,2.0,6.3,0.7,0.0,13.8,35.5,08055
273,1397,46.4,96.7,0.3,0.7,0.4,0.0,0.8,9.0,08057
274,536095,50.4,90.3,1.1,0.8,2.6,0.0,2.5,14.4,08059
275,1393,51.7,98.1,0.1,0.1,0.8,0.0,0.9,4.7,08061
276,8210,42.9,93.4,3.2,0.8,0.3,0.1,1.0,18.7,08063
277,7372,49.0,78.7,1.0,2.4,0.7,0.1,2.4,34.2,08065
278,51443,49.2,87.4,0.5,6.3,0.7,0.1,2.0,11.9,08067
279,300870,50.3,91.3,0.8,0.6,1.8,0.1,2.9,10.6,08069
280,15385,48.6,85.8,1.1,2.1,0.5,0.2,3.4,42.0,08071
281,5443,41.3,85.6,9.2,2.2,0.2,0.3,1.4,12.5,08073
282,22541,45.3,93.9,1.5,0.3,0.6,0.0,2.0,15.7,08075
283,146562,50.2,90.2,0.7,1.1,0.7,0.1,2.7,13.3,08077
284,702,53.4,96.9,1.3,0.7,0.1,0.0,0.1,2.1,08079
285,13547,48.2,92.6,0.3,2.1,0.8,0.1,1.5,14.2,08081
286,25424,50.9,84.2,0.1,11.2,0.6,0.0,2.7,11.3,08083
287,40994,50.9,91.0,0.6,0.8,0.6,0.1,3.1,19.6,08085
288,28200,50.1,90.3,2.6,0.6,0.2,0.1,2.0,33.9,08087
289,18791,50.4,89.6,0.4,3.2,0.4,0.0,2.0,40.4,08089
290,4445,49.2,97.7,0.0,0.3,0.6,0.0,1.4,2.0,08091
291,16168,48.0,96.3,0.0,0.6,0.8,0.1,2.1,4.8,08093
292,4380,50.1,95.4,0.4,0.4,0.4,0.0,1.5,25.2,08095
293,17000,47.1,95.4,0.6,0.8,1.2,0.0,1.0,9.0,08097
294,12539,50.5,93.4,0.3,0.6,0.4,0.0,2.3,35.3,08099
295,159072,50.8,82.1,2.0,1.9,0.7,0.1,4.1,41.4,08101
296,6728,48.3,95.2,0.7,1.5,0.3,0.0,1.5,10.3,08103
297,11925,50.7,80.0,0.6,2.5,0.3,0.0,3.1,42.8,08105
298,23385,47.2,96.2,0.4,0.3,1.2,0.0,1.2,6.6,08107
299,6189,49.0,81.0,0.5,1.5,0.2,0.1,6.4,41.3,08109
300,747,39.0,94.9,0.0,0.5,0.9,0.0,1.6,14.5,08111
301,7432,47.1,96.6,0.2,0.4,1.6,0.0,1.0,8.9,08113
302,2389,50.5,95.9,0.3,0.1,0.5,0.2,1.8,18.7,08115
303,27753,45.4,90.9,0.6,0.8,1.0,0.3,1.0,13.8,08117
304,23163,48.4,94.7,0.8,0.8,0.9,0.1,1.5,5.4,08119
305,4796,48.0,96.8,0.4,1.0,0.2,0.0,0.9,9.0,08121
306,253552,49.9,88.9,0.9,0.9,1.3,0.0,2.7,28.3,08123
307,10032,51.1,95.0,0.1,0.2,0.1,0.0,2.5,20.7,08125
308,918892,51.4,76.2,10.9,0.2,4.7,0.0,2.0,16.9,09001
309,893504,51.7,73.3,13.1,0.3,4.3,0.0,2.7,15.4,09003
310,189277,50.8,94.3,1.2,0.3,1.6,0.0,1.6,4.5,09005
311,165639,51.2,89.3,4.6,0.1,2.7,0.0,2.1,4.8,09007
312,860995,51.8,75.5,12.5,0.3,3.6,0.0,2.5,15.1,09009
313,273723,50.1,82.7,5.4,0.5,4.3,0.1,3.9,8.5,09011
314,152137,49.5,90.0,2.9,0.1,3.4,0.0,2.5,4.4,09013
315,118046,50.4,91.5,1.9,0.3,1.2,0.0,2.6,9.6,09015
316,162785,51.8,69.1,24.0,0.6,2.1,0.1,3.1,5.8,10001
317,539665,51.6,67.4,23.8,0.2,4.4,0.0,2.1,8.7,10003
318,197681,51.2,79.9,12.8,0.4,1.0,0.0,2.2,8.6,10005
319,605759,52.7,39.5,51.1,0.4,3.5,0.1,2.1,9.3,11001
320,247973,51.6,70.4,20.1,0.2,5.4,0.1,2.7,8.4,12001
321,27010,47.9,84.0,14.0,0.1,0.5,0.0,1.1,2.1,12003
322,168957,50.5,82.5,10.5,0.5,2.0,0.1,4.0,4.8,12005
323,28404,43.2,77.0,20.6,0.3,0.3,0.0,1.7,3.6,12007
324,544019,51.0,83.7,10.0,0.3,2.0,0.1,2.6,8.2,12009
325,1761993,51.5,63.8,26.7,0.2,3.3,0.1,2.5,25.3,12011
326,14639,46.6,80.6,15.3,1.4,0.2,0.0,1.2,5.2,12013
327,160380,51.4,90.8,5.6,0.2,1.2,0.0,1.6,5.9,12015
328,140805,51.6,93.4,2.9,0.3,1.4,0.0,1.4,4.7,12017
329,190891,51.0,82.9,10.0,0.4,2.9,0.0,2.8,7.8,12019
330,323548,50.6,87.3,6.6,0.2,1.2,0.0,1.3,25.8,12021
331,67546,48.3,77.7,17.6,0.5,0.6,0.0,2.5,4.9,12023
332,34628,43.5,80.7,13.0,0.1,0.5,0.1,1.4,29.9,12027
333,16301,47.8,87.4,9.4,0.2,0.3,0.0,2.5,2.1,12029
334,866431,51.5,61.8,29.4,0.3,4.2,0.1,2.8,7.6,12031
335,298864,50.5,69.4,22.3,0.6,2.9,0.2,3.8,4.8,12033
336,95987,52.0,80.8,11.5,0.2,2.1,0.1,2.3,8.8,12035
337,11545,42.1,82.5,14.9,0.1,1.3,0.0,0.6,4.5,12037
338,46823,50.6,37.0,55.5,0.3,0.4,0.0,1.7,9.7,12039
339,16880,47.5,91.9,5.5,0.2,0.5,0.0,1.4,4.8,12041
340,12952,44.1,78.6,11.7,3.9,1.9,0.0,0.1,20.9,12043
341,15796,42.9,77.8,18.5,0.6,0.9,0.0,1.3,4.3,12045
342,14728,40.6,61.1,34.7,0.3,0.4,0.0,1.9,8.8,12047
343,27347,45.3,82.4,8.2,0.8,1.1,0.0,1.2,42.6,12049
344,38669,46.2,66.5,13.4,1.7,0.7,0.0,1.1,49.0,12051
345,172784,52.2,90.2,5.3,0.3,1.1,0.0,1.5,10.4,12053
