,total_pop,pct_female,pct_white,pct_black,pct_native_american,pct_asian,pct_native_hawaiian_pacific_islander,pct_two_or_more_races,pct_hispanic,fips
0,55036,51.1,76.6,19.1,0.3,0.9,0.1,1.7,2.7,01001
1,203360,51.1,86.5,9.5,0.8,0.7,0.0,1.6,4.4,01003
2,26201,46.7,46.6,48.0,0.2,0.6,0.0,0.8,4.2,01005
3,22580,45.7,76.7,22.1,0.4,0.0,0.0,0.8,2.4,01007
4,57667,50.6,95.5,1.6,0.4,0.1,0.0,1.7,9.0,01009
5,10478,46.4,21.9,75.6,1.0,0.7,0.0,0.7,0.3,01011
6,20126,53.2,52.4,44.9,0.1,1.1,0.0,1.5,0.3,01013
7,115527,51.9,74.6,20.5,0.4,1.0,0.0,2.3,3.6,01015
8,33895,51.9,57.7,39.3,0.3,1.0,0.0,1.0,2.2,01017
9,25855,50.3,93.1,5.0,0.5,0.2,0.0,1.0,1.6,01019
10,43805,50.8,83.3,9.6,0.6,0.4,0.0,1.7,7.7,01021
11,13188,52.4,56.5,42.3,0.0,0.1,0.0,1.0,0.5,01023
12,24625,52.7,53.2,45.7,0.1,0.5,0.1,0.4,0.2,01025
13,13407,51.7,83.2,14.8,0.9,0.0,0.0,1.0,3.1,01027
14,14939,50.7,94.6,2.8,0.3,0.5,0.0,1.4,2.4,01029
15,51073,50.6,76.3,17.3,1.1,1.3,0.0,3.2,6.7,01031
16,54435,52.0,79.6,16.0,0.7,0.5,0.0,2.0,2.4,01033
17,12649,52.2,51.3,46.5,0.2,0.0,0.0,2.0,1.8,01035
18,10955,50.0,65.4,33.2,0.1,0.0,0.0,1.3,0.1,01037
19,37519,51.7,84.6,13.2,0.3,0.4,0.0,1.2,1.6,01039
20,13866,51.1,71.5,23.6,0.8,1.4,0.0,1.7,1.8,01041
21,81703,50.8,95.5,1.2,0.4,0.6,0.0,1.3,4.2,01043
22,49393,50.3,73.3,19.4,0.5,1.0,0.0,3.9,6.1,01045
23,40755,53.8,28.2,70.4,0.0,0.4,0.1,0.7,1.0,01047
24,71194,50.4,86.3,1.5,1.4,0.3,0.9,2.4,14.3,01049
25,80989,51.4,75.2,21.4,0.3,0.6,0.0,1.6,2.9,01051
26,37621,48.6,61.4,32.2,3.6,0.4,0.1,1.3,2.2,01053
27,103132,51.8,80.9,15.6,0.7,0.7,0.1,1.5,3.7,01055
28,16657,50.8,85.5,12.1,0.0,0.5,0.0,1.9,1.7,01057
29,31507,49.8,85.9,4.8,0.9,0.4,0.1,0.8,16.3,01059
30,26572,51.0,86.6,9.2,0.7,0.4,0.0,2.1,3.8,01061
31,8533,52.4,17.1,80.3,0.6,0.0,0.0,2.0,1.2,01063
32,14995,53.0,39.5,58.7,0.2,0.2,0.0,0.3,1.3,01065
33,17110,52.0,71.0,27.8,0.0,0.0,0.0,0.9,2.5,01067
34,104108,52.1,69.4,26.7,0.4,0.9,0.0,2.0,3.2,01069
35,52326,50.9,91.0,3.2,1.1,0.5,0.1,2.9,2.9,01071
36,659460,52.6,52.1,42.6,0.2,1.5,0.0,1.6,3.7,01073
37,14021,51.0,87.5,10.8,0.3,0.0,0.0,0.6,1.5,01075
38,92590,52.2,86.9,10.1,0.4,0.7,0.0,1.7,2.5,01077
39,33288,51.4,78.0,11.4,5.2,0.1,0.0,5.3,2.1,01079
40,156597,50.7,69.9,23.1,0.1,3.8,0.0,1.8,3.7,01081
41,91695,50.0,81.6,13.1,0.8,1.3,0.1,2.1,5.8,01083
42,10362,52.8,24.7,74.5,0.1,0.0,0.0,0.7,0.7,01085
43,19358,53.9,15.8,82.2,0.3,0.2,0.0,0.8,1.6,01087
44,353213,51.1,68.5,24.2,0.6,2.6,0.1,3.0,4.7,01089
45,19743,53.2,45.4,54.1,0.1,0.0,0.0,0.2,0.4,01091
46,30058,50.5,93.3,3.3,0.4,0.3,0.0,1.9,2.5,01093
47,94738,50.6,92.6,2.2,0.7,0.6,0.1,1.9,13.3,01095
48,414328,52.2,59.3,35.3,0.6,2.0,0.0,1.9,2.8,01097
49,21745,52.4,55.1,41.5,1.3,0.5,0.0,1.6,1.3,01099
50,227120,52.7,37.0,57.3,0.2,2.5,0.0,1.8,3.4,01101
51,119157,50.7,81.2,12.4,0.6,0.7,0.0,2.2,8.0,01103
52,9680,52.2,29.7,69.6,0.1,0.2,0.0,0.0,0.7,01105
53,20170,52.4,56.0,40.6,0.1,0.1,0.0,1.5,4.1,01107
54,33287,52.2,57.1,38.0,0.6,2.2,0.0,2.0,0.8,01109
55,22530,51.2,77.0,20.0,0.2,0.2,0.2,1.9,3.0,01111
56,58480,51.4,50.6,42.7,0.4,0.7,0.2,4.0,5.2,01113
57,86937,50.0,87.4,9.3,0.3,0.8,0.0,1.3,2.3,01115
58,208721,51.4,80.7,11.8,0.2,1.9,0.0,1.8,5.8,01117
59,13084,53.9,24.7,70.8,0.5,3.0,0.0,0.5,0.3,01119
60,80888,51.6,64.3,32.1,0.4,0.6,0.0,1.7,2.2,01121
61,40756,51.9,69.8,27.5,0.4,0.4,0.0,0.8,2.4,01123
62,204424,51.7,64.7,31.3,0.2,1.5,0.0,1.2,3.5,01125
63,64927,51.2,91.2,6.1,0.2,0.5,0.0,1.8,2.4,01127
64,16746,50.2,65.5,24.6,7.6,0.9,0.0,1.3,0.5,01129
65,10919,53.3,26.9,72.1,0.1,0.0,0.0,0.5,0.5,01131
66,23968,50.6,96.5,0.5,0.3,0.3,0.1,1.8,3.0,01133
67,3338,38.6,17.2,5.2,38.1,26.2,1.4,6.2,9.7,02013
68,5784,38.8,29.8,5.1,11.8,38.3,2.6,7.3,13.5,02016
69,298225,48.9,63.7,5.5,7.3,9.3,2.4,9.7,8.9,02020
70,17957,47.5,11.0,0.7,82.7,0.9,0.0,4.2,2.2,02050
71,917,42.0,52.0,0.4,34.6,1.4,0.3,8.9,4.5,02060
72,2303,49.3,83.0,0.2,2.2,4.7,0.0,9.7,0.7,02068
73,4974,48.0,17.5,0.4,72.9,1.5,0.0,6.9,3.1,02070
74,100031,46.0,76.2,4.2,6.8,3.1,0.5,8.1,7.7,02090
75,2537,47.9,80.1,0.0,7.6,3.9,0.2,6.6,2.8,02100
76,2146,47.7,45.8,2.9,39.1,2.7,0.1,8.3,5.5,02105
77,32434,48.6,68.9,1.1,11.1,7.3,1.0,9.3,6.4,02110
78,57961,47.8,83.6,0.5,7.3,1.5,0.3,6.0,4.0,02122
79,13745,48.6,67.2,0.5,14.1,8.0,0.0,9.4,4.8,02130
80,13773,46.5,53.7,0.2,13.3,22.1,1.1,7.2,8.9,02150
81,8129,46.6,4.0,0.8,90.5,0.5,0.0,4.2,1.6,02158
82,1301,49.2,22.4,0.7,67.6,2.2,0.2,6.8,1.5,02164
83,101135,47.8,83.2,1.1,5.1,1.3,0.2,8.5,4.6,02170
84,9869,46.8,16.4,0.8,73.5,1.4,0.3,7.5,2.4,02180
