year,fips,covid_cases
2020,13281,718
2021,13281,1614
2022,13281,2124
2020,13283,390
2021,13283,901
2022,13283,1161
2020,13285,3981
2021,13285,9575
2022,13285,12509
2020,13287,457
2021,13287,837
2022,13287,1122
2020,13289,349
2021,13289,795
2022,13289,1074
2020,13291,1364
2021,13291,3341
2022,13291,4520
2020,13293,1169
2021,13293,2942
2022,13293,4309
2020,13295,3743
2021,13295,10337
2022,13295,14175
2020,13297,4469
2021,13297,12291
2022,13297,16483
2020,13299,2155
2021,13299,4613
2022,13299,6044
2020,13301,222
2021,13301,536
2022,13301,666
2020,13303,1157
2021,13303,2421
2022,13303,3291
2020,13305,1775
2021,13305,4465
2022,13305,5812
2020,13307,63
2021,13307,183
2022,13307,256
2020,13309,388
2021,13309,626
2022,13309,967
2020,13311,1971
2021,13311,4712
2022,13311,6494
2020,13313,10690
2021,13313,20220
2022,13313,27671
2020,13315,375
2021,13315,651
2022,13315,834
2020,13317,453
2021,13317,924
2022,13317,1134
2020,13319,523
2021,13319,1144
2022,13319,1691
2020,13321,862
2021,13321,1798
2022,13321,2394
2020,15001,1691
2021,15001,12861
2022,15001,34144
2020,15003,16059
2021,15003,77570
2022,15003,214416
2020,15005,0
2021,15005,0
2022,15005,0
2020,15007,125
2021,15007,3842
2022,15007,15662
2020,15009,790
2021,15009,12077
2022,15009,37024
2020,16001,37860
2021,16001,89225
2022,16001,141711
2020,16003,251
2021,16003,568
2022,16003,726
2020,16005,6375
2021,16005,14698
2022,16005,21564
2020,16007,273
2021,16007,754
2022,16007,966
2020,16009,433
2021,16009,1766
2022,16009,2460
2020,16011,3618
2021,16011,7417
2022,16011,10059
2020,16013,1557
2021,16013,3540
2022,16013,6355
2020,16015,240
2021,16015,839
2022,16015,1136
2020,16017,1942
2021,16017,6745
2022,16017,9244
2020,16019,10291
2021,16019,22500
2022,16019,31616
2020,16021,559
2021,16021,1743
2022,16021,2172
2020,16023,159
2021,16023,389
2022,16023,486
2020,16025,56
2021,16025,109
2022,16025,162
2020,16027,20450
2021,16027,45084
2022,16027,63189
2020,16029,529
2021,16029,1091
2022,16029,1516
2020,16031,2531
2021,16031,4066
2022,16031,5077
2020,16033,53
2021,16033,93
2022,16033,111
2020,16035,823
2021,16035,1760
2022,16035,2375
2020,16037,202
2021,16037,415
2022,16037,586
2020,16039,1339
2021,16039,4508
2022,16039,7663
2020,16041,911
2021,16041,1833
2022,16041,2413
2020,16043,868
2021,16043,1749
2022,16043,2211
2020,16045,1405
2021,16045,2971
2022,16045,3769
2020,16047,1144
2021,16047,2431
2022,16047,3381
2020,16049,1017
2021,16049,2380
2022,16049,3104
2020,16051,2054
2021,16051,4610
2022,16051,6154
2020,16053,2210
2021,16053,4494
2022,16053,6239
2020,16055,12448
2021,16055,32238
2022,16055,43252
2020,16057,2147
2021,16057,4882
2022,16057,7061
2020,16059,460
2021,16059,1017
2022,16059,1348
2020,16061,340
2021,16061,857
2022,16061,1174
2020,16063,433
2021,16063,780
2022,16063,1125
2020,16065,5212
2021,16065,9362
2022,16065,12963
2020,16067,2050
2021,16067,3313
2022,16067,4304
2020,16069,3006
2021,16069,6610
2022,16069,9247
2020,16071,247
2021,16071,608
2022,16071,828
2020,16073,885
2021,16073,1752
2022,16073,2328
2020,16075,2039
2021,16075,4346
2022,16075,5722
2020,16077,542
2021,16077,1129
2022,16077,1489
2020,16079,834
2021,16079,2212
2022,16079,2796
2020,16081,709
2021,16081,1867
2022,16081,2787
2020,16083,7904
2021,16083,17042
2022,16083,24874
2020,16085,471
2021,16085,1640
2022,16085,2782
2020,16087,986
2021,16087,1949
2022,16087,2453
2020,17001,6372
2021,17001,16257
2022,17001,22753
2020,17003,339
2021,17003,890
2022,17003,1309
2020,17005,1541
2021,17005,3049
2022,17005,4472
2020,17007,5027
2021,17007,10014
2022,17007,14559
2020,17009,450
2021,17009,1216
2022,17009,2451
2020,17011,2789
2021,17011,5716
2022,17011,8561
2020,17013,378
2021,17013,985
2022,17013,1556
2020,17015,1326
2021,17015,3001
2022,17015,4370
2020,17017,1566
2021,17017,3127
2022,17017,4693
2020,17019,13706
2021,17019,37529
2022,17019,69199
2020,17021,2567
2021,17021,6771
2022,17021,10458
2020,17023,1201
2021,17023,3287
2022,17023,4940
2020,17025,1191
2021,17025,3403
2022,17025,4793
2020,17027,4420
2021,17027,8266
2022,17027,12232
2020,17029,4272
2021,17029,9733
2022,17029,15669
2020,17031,390927
2021,17031,821472
2022,17031,1239476
2020,17033,1562
2021,17033,3875
2022,17033,6311
2020,17035,924
2021,17035,2349
2022,17035,3397
2020,17037,6577
2021,17037,15900
2022,17037,25481
2020,17039,900
2021,17039,2937
2022,17039,4523
2020,17041,1836
2021,17041,4150
2022,17041,6667
2020,17043,61271
2021,17043,142738
2022,17043,233636
2020,17045,1337
2021,17045,3475
2022,17045,5309
2020,17047,382
2021,17047,1259
2022,17047,1765
2020,17049,3824
2021,17049,7946
2022,17049,10771
2020,17051,2645
2021,17051,5161
2022,17051,7220
2020,17053,1221
2021,17053,3105
2022,17053,4593
2020,17055,3307
2021,17055,8545
2022,17055,12407
2020,17057,2322
2021,17057,6713
2022,17057,10498
2020,17059,321
2021,17059,917
2022,17059,1440
2020,17061,1109
2021,17061,2577
2022,17061,3702
2020,17063,3821
2021,17063,9736
2022,17063,13327
2020,17065,589
2021,17065,1540
2022,17065,2189
2020,17067,1303
2021,17067,3376
2022,17067,4487
2020,17069,211
2021,17069,758
2022,17069,1065
2020,17071,394
2021,17071,886
2022,17071,0
2020,17073,3674
2021,17073,8612
2022,17073,13112
2020,17075,2293
2021,17075,5420
2022,17075,7423
2020,17077,3610
2021,17077,9483
2022,17077,16227
2020,17079,887
2021,17079,1948
2022,17079,2704
2020,17081,2899
2021,17081,7536
2022,17081,11235
2020,17083,1965
2021,17083,4306
2022,17083,6415
2020,17085,1382
2021,17085,2891
2022,17085,4206
2020,17087,968
2021,17087,2720
2022,17087,4579
2020,17089,41232
2021,17089,86289
2022,17089,135775
2020,17091,10623
2021,17091,22538
2022,17091,29979
2020,17093,8376
2021,17093,21753
2022,17093,33836
2020,17095,4014
2021,17095,8838
2022,17095,13131
2020,17097,47939
2021,17097,101282
2022,17097,166184
2020,17099,8292
2021,17099,19108
2022,17099,30531
2020,17101,1935
2021,17101,3886
2022,17101,5520
2020,17103,2694
2021,17103,5935
2022,17103,9318
2020,17105,3118
2021,17105,7317
2022,17105,11153
2020,17107,2679
2021,17107,6221
2022,17107,10294
2020,17109,1971
2021,17109,4742
2022,17109,7398
2020,17111,18949
2021,17111,46910
2022,17111,81544
2020,17113,11500
2021,17113,30224
2022,17113,54061
2020,17115,7912
2021,17115,19699
2022,17115,31778
2020,17117,3236
2021,17117,8541
2022,17117,13186
2020,17119,20827
2021,17119,48340
2022,17119,73192
2020,17121,3525
2021,17121,8394
2022,17121,12024
2020,17123,571
2021,17123,1927
2022,17123,2851
2020,17125,1010
2021,17125,2704
2022,17125,4094
2020,17127,884
2021,17127,2631
2022,17127,3935
2020,17129,721
2021,17129,2268
2022,17129,3675
2020,17131,1057
2021,17131,2776
2022,17131,4207
2020,17133,3094
2021,17133,6365
2022,17133,9773
2020,17135,2115
2021,17135,6169
2022,17135,9970
2020,17137,2994
2021,17137,6034
2022,17137,9881
2020,17139,1250
2021,17139,2946
2022,17139,4136
2020,17141,4061
2021,17141,10004
2022,17141,14568
2020,17143,12999
2021,17143,34457
2022,17143,49770
2020,17145,2121
2021,17145,4871
2022,17145,7574
2020,17147,1030
2021,17147,2956
2022,17147,4679
2020,17149,1362
2021,17149,3630
2022,17149,5087
2020,17151,188
2021,17151,694
2022,17151,971
2020,17153,550
2021,17153,1197
2022,17153,1738
2020,17155,319
2021,17155,787
2022,17155,1184
2020,17157,3291
2021,17157,6333
2022,17157,10668
2020,17159,1289
2021,17159,3483
2022,17159,5199
2020,17161,10938
2021,17161,24040
2022,17161,34541
2020,17163,18859
2021,17163,43669
2022,17163,66565
2020,17165,1748
2021,17165,5024
2022,17165,8031
2020,17167,13160
2021,17167,33475
2022,17167,59093
2020,17169,542
2021,17169,1310
2022,17169,2013
2020,17171,325
2021,17171,911
2022,17171,1292
2020,17173,1781
2021,17173,4420
2022,17173,6321
2020,17175,441
2021,17175,1018
2022,17175,1566
2020,17177,3215
2021,17177,8279
2022,17177,12050
2020,17179,10269
2021,17179,26836
2022,17179,38860
2020,17181,1663
2021,17181,3614
2022,17181,5501
2020,17183,6352
2021,17183,18999
2022,17183,28712
2020,17185,1037
2021,17185,2437
2022,17185,3770
2020,17187,1480
2021,17187,2978
2022,17187,4177
2020,17189,1203
2021,17189,2453
2022,17189,3484
2020,17191,1319
2021,17191,3582
2022,17191,5352
2020,17193,1108
2021,17193,3133
2022,17193,4429
2020,17195,4790
2021,17195,10441
2022,17195,16132
2020,17197,51794
2021,17197,119193
2022,17197,175211
2020,17199,5234
2021,17199,14352
2022,17199,23188
2020,17201,23840
2021,17201,53922
2022,17201,81704
2020,17203,2759
2021,17203,7452
2022,17203,10832
2020,18001,2872
2021,18001,6258
2022,18001,7602
2020,18003,27822
2021,18003,75061
2022,18003,103712
2020,18005,5413
2021,18005,14569
2022,18005,21330
2020,18007,737
2021,18007,1871
2022,18007,2475
2020,18009,885
2021,18009,2444
2022,18009,3122
2020,18011,4391
2021,18011,11056
2022,18011,15189
2020,18013,728
2021,18013,1976
2022,18013,2586
2020,18015,1310
2021,18015,3279
2022,18015,4222
2020,18017,4175
2021,18017,8894
2022,18017,11654
2020,18019,8262
2021,18019,21919
2022,18019,31060
2020,18021,1852
2021,18021,5082
2022,18021,6826
2020,18023,3162
2021,18023,6965
2022,18023,9188
2020,18025,584
2021,18025,1842
2022,18025,2548
2020,18027,2257
2021,18027,5495
2022,18027,7469
2020,18029,3780
2021,18029,9855
2022,18029,13431
2020,18031,2123
2021,18031,5216
2022,18031,7061
2020,18033,2946
2021,18033,8840
2022,18033,11342
2020,18035,7549
2021,18035,18594
2022,18035,24805
2020,18037,4525
2021,18037,9402
2022,18037,12857
2020,18039,22617
2021,18039,43635
2022,18039,54150
2020,18041,2302
2021,18041,5296
2022,18041,6871
2020,18043,5037
2021,18043,13116
2022,18043,18913
2020,18045,1499
2021,18045,4206
2022,18045,5404
2020,18047,1215
2021,18047,3309
2022,18047,4400
2020,18049,1380
2021,18049,3943
2022,18049,4914
2020,18051,2975
2021,18051,7779
2022,18051,11631
2020,18053,5306
2021,18053,13709
2022,18053,17684
2020,18055,1915
2021,18055,5212
2022,18055,7205
2020,18057,23585
2021,18057,57908
2022,18057,81765
2020,18059,5071
2021,18059,15058
2022,18059,20657
2020,18061,2600
2021,18061,7655
2022,18061,10806
2020,18063,11281
2021,18063,29233
2022,18063,40758
2020,18065,4179
2021,18065,10047
2022,18065,12979
2020,18067,6559
2021,18067,18477
2022,18067,25399
2020,18069,2410
2021,18069,8591
2022,18069,11493
2020,18071,3712
2021,18071,8684
2022,18071,12513
2020,18073,2444
2021,18073,7014
2022,18073,9015
2020,18075,1502
2021,18075,3702
2022,18075,4851
2020,18077,2125
2021,18077,6754
2022,18077,9349
2020,18079,1683
2021,18079,5039
2022,18079,6946
2020,18081,11970
2021,18081,30873
2022,18081,42309
2020,18083,2862
2021,18083,7708
2022,18083,10741
2020,18085,6799
2021,18085,15858
2022,18085,19737
2020,18087,2023
2021,18087,4705
2022,18087,5849
2020,18089,39534
2021,18089,84637
2022,18089,106154
2020,18091,7423
2021,18091,19369
2022,18091,25421
2020,18093,3240
2021,18093,8852
2022,18093,11840
2020,18095,8872
2021,18095,23854
2022,18095,32665
2020,18097,69987
2021,18097,163539
2022,18097,224957
2020,18099,4452
2021,18099,10086
2022,18099,12328
2020,18101,574
2021,18101,1624
2022,18101,2164
2020,18103,2688
2021,18103,7196
2022,18103,9261
2020,18105,7943
2021,18105,18212
2022,18105,27629
2020,18107,2797
2021,18107,7940
2022,18107,10665
2020,18109,4224
2021,18109,11617
2022,18109,16468
2020,18111,822
2021,18111,2036
2022,18111,2561
2020,18113,3982
2021,18113,10208
2022,18113,13064
2020,18115,390
2021,18115,1000
2022,18115,1444
2020,18117,1204
2021,18117,3660
2022,18117,5035
2020,18119,1295
2021,18119,3967
2022,18119,5835
2020,18121,1172
2021,18121,2713
2022,18121,3605
2020,18123,1179
2021,18123,3226
2022,18123,4665
2020,18125,912
2021,18125,2776
2022,18125,3728
2020,18127,12711
2021,18127,29159
2022,18127,37589
2020,18129,1859
2021,18129,4463
2022,18129,6528
2020,18131,834
2021,18131,2363
2022,18131,3070
2020,18133,2411
2021,18133,7059
2022,18133,9323
2020,18135,1856
2021,18135,4497
2022,18135,5935
2020,18137,2437
2021,18137,6276
2022,18137,8283
2020,18139,1231
2021,18139,3536
2022,18139,4906
2020,18141,24068
2021,18141,55466
2022,18141,70553
2020,18143,1894
2021,18143,5514
2022,18143,7864
2020,18145,4130
2021,18145,10620
2022,18145,14677
2020,18147,1471
2021,18147,3944
2022,18147,5221
2020,18149,1553
2021,18149,4000
2022,18149,4746
2020,18151,2599
2021,18151,7452
2022,18151,9623
2020,18153,1636
2021,18153,3776
2022,18153,5276
2020,18155,494
2021,18155,1654
2022,18155,2310
2020,18157,14796
2021,18157,34574
2022,18157,49917
2020,18159,1050
2021,18159,2731
2022,18159,3528
2020,18161,514
2021,18161,1441
2022,18161,2046
2020,18163,15241
2021,18163,37846
2022,18163,57248
2020,18165,1213
2021,18165,3101
2022,18165,4069
2020,18167,9198
2021,18167,20959
2022,18167,28832
2020,18169,2600
2021,18169,6870
2022,18169,8718
2020,18171,522
2021,18171,1538
2022,18171,2089
2020,18173,5171
2021,18173,13390
2022,18173,20248
2020,18175,1419
2021,18175,4254
2022,18175,5990
2020,18177,5556
2021,18177,13727
2022,18177,19198
2020,18179,1932
2021,18179,5329
2022,18179,6523
2020,18181,2294
2021,18181,5313
2022,18181,6853
2020,18183,2452
2021,18183,7343
2022,18183,9649
2020,19001,592
2021,19001,1327
2022,19001,1612
2020,19003,256
2021,19003,639
2022,19003,833
2020,19005,1171
2021,19005,2317
2022,19005,2946
2020,19007,958
2021,19007,2284
2022,19007,2983
2020,19009,368
2021,19009,846
2022,19009,1141
2020,19011,1972
2021,19011,4621
2022,19011,6315
2020,19013,12679
2021,19013,24320
2022,19013,34289
2020,19015,1874
2021,19015,4318
2022,19015,5753
2020,19017,2247
2021,19017,4369
2022,19017,5752
2020,19019,1436
2021,19019,3515
2022,19019,4801
2020,19021,3665
2021,19021,5164
2022,19021,6456
2020,19023,1258
2021,19023,2572
2022,19023,3360
2020,19025,1172
2021,19025,2099
2022,19025,2698
2020,19027,2356
2021,19027,3904
2022,19027,5084
2020,19029,1021
2021,19029,2483
2022,19029,3003
2020,19031,1370
2021,19031,2990
2022,19031,4372
2020,19033,4308
2021,19033,8837
2022,19033,11475
2020,19035,1224
2021,19035,2320
2022,19035,3055
2020,19037,1028
2021,19037,2074
2022,19037,2791
2020,19039,675
2021,19039,1781
2022,19039,2333
2020,19041,1531
2021,19041,3120
2022,19041,4216
2020,19043,1366
2021,19043,2777
2022,19043,3604
2020,19045,4102
2021,19045,9000
2022,19045,11962
2020,19047,2106
2021,19047,3727
2022,19047,4529
2020,19049,7833
2021,19049,16903
2022,19049,24240
2020,19051,636
2021,19051,1359
2022,19051,1662
2020,19053,422
2021,19053,1153
2022,19053,1567
2020,19055,1627
2021,19055,3301
2022,19055,4182
2020,19057,3463
2021,19057,7459
2022,19057,9546
2020,19059,1678
2021,19059,3378
2022,19059,4230
2020,19061,10555
2021,19061,20629
2022,19061,27401
2020,19063,994
2021,19063,1940
2022,19063,2407
2020,19065,1382
2021,19065,3150
2022,19065,4253
2020,19067,1271
2021,19067,2784
2022,19067,3726
2020,19069,890
2021,19069,2001
2022,19069,2592
2020,19071,461
2021,19071,1063
2022,19071,1422
2020,19073,644
2021,19073,1354
2022,19073,1790
2020,19075,1073
2021,19075,2005
2022,19075,2644
2020,19077,942
2021,19077,1829
2022,19077,2440
2020,19079,1465
2021,19079,2771
2022,19079,3565
2020,19081,1165
2021,19081,2386
2022,19081,2959
2020,19083,1444
2021,19083,3157
2022,19083,4298
2020,19085,1412
2021,19085,2671
2022,19085,3497
2020,19087,2456
2021,19087,4471
2022,19087,5737
2020,19089,709
2021,19089,1659
2022,19089,2110
2020,19091,973
2021,19091,2107
2022,19091,2707
2020,19093,688
2021,19093,1434
2022,19093,1851
2020,19095,1131
2021,19095,2586
2022,19095,3841
2020,19097,1763
2021,19097,3697
2022,19097,4828
2020,19099,2841
2021,19099,6842
2022,19099,9068
2020,19101,1004
2021,19101,2549
2022,19101,3651
2020,19103,11019
2021,19103,22283
2022,19103,38350
2020,19105,2571
2021,19105,4442
2022,19105,5709
2020,19107,785
2021,19107,1635
2022,19107,2129
2020,19109,1538
2021,19109,3225
2022,19109,3876
2020,19111,2831
2021,19111,6381
2022,19111,8057
2020,19113,16485
2021,19113,37058
2022,19113,55661
2020,19115,1056
2021,19115,1986
2022,19115,2589
2020,19117,563
2021,19117,1367
2022,19117,1830
2020,19119,1241
2021,19119,2229
2022,19119,2808
2020,19121,952
2021,19121,2550
2022,19121,3247
2020,19123,1713
2021,19123,4022
2022,19123,5082
2020,19125,2675
2021,19125,6089
2022,19125,7849
2020,19127,3993
2021,19127,7135
2022,19127,9852
2020,19129,1260
2021,19129,2494
2022,19129,3481
2020,19131,1023
2021,19131,1978
2022,19131,2573
2020,19133,541
2021,19133,1335
2022,19133,1767
2020,19135,639
2021,19135,1541
2022,19135,1941
2020,19137,739
2021,19137,1713
2022,19137,2264
2020,19139,3528
2021,19139,7269
2022,19139,10041
2020,19141,1582
2021,19141,2687
2022,19141,3518
2020,19143,609
2021,19143,1124
2022,19143,1412
2020,19145,1346
2021,19145,2887
2022,19145,3402
2020,19147,804
2021,19147,1633
2022,19147,2102
2020,19149,3328
2021,19149,5193
2022,19149,6433
2020,19151,711
2021,19151,1293
2022,19151,1672
2020,19153,40949
2021,19153,88873
2022,19153,131765
2020,19155,8142
2021,19155,17651
2022,19155,24981
2020,19157,1191
2021,19157,2693
2022,19157,3926
2020,19159,356
2021,19159,867
2022,19159,1153
2020,19161,1031
2021,19161,1866
2022,19161,2471
2020,19163,13989
2021,19163,30754
2022,19163,43229
2020,19165,935
2021,19165,2173
2022,19165,2792
2020,19167,4310
2021,19167,6515
2022,19167,8127
2020,19169,7942
2021,19169,14761
2022,19169,20741
2020,19171,1748
2021,19171,3064
2022,19171,4054
2020,19173,535
2021,19173,1072
2022,19173,1338
2020,19175,1012
2021,19175,2203
2022,19175,2796
2020,19177,451
2021,19177,1074
2022,19177,1428
2020,19179,3102
2021,19179,7103
2022,19179,9285
2020,19181,3728
2021,19181,9366
2022,19181,13037
2020,19183,1863
2021,19183,4297
2022,19183,5856
2020,19185,369
2021,19185,973
2022,19185,1312
2020,19187,4416
2021,19187,8075
2022,19187,10710
2020,19189,1098
2021,19189,2429
2022,19189,3073
2020,19191,1368
2021,19191,3014
2022,19191,4055
2020,19193,12181
2021,19193,21804
2022,19193,29326
2020,19195,515
2021,19195,1324
2022,19195,1818
2020,19197,1521
2021,19197,2920
2022,19197,3695
2020,20001,653
2021,20001,2691
2022,20001,4115
2020,20003,564
2021,20003,1414
2022,20003,2200
2020,20005,1251
2021,20005,2978
2022,20005,4461
2020,20007,283
2021,20007,691
2022,20007,1053
2020,20009,2201
2021,20009,4732
2022,20009,6610
2020,20011,927
2021,20011,2947
2022,20011,4483
2020,20013,1023
2021,20013,2030
2022,20013,2779
2020,20015,5314
2021,20015,12935
2022,20015,19533
2020,20017,208
2021,20017,468
2022,20017,681
2020,20019,181
2021,20019,643
2022,20019,857
2020,20021,1709
2021,20021,4076
2022,20021,6337
2020,20023,275
2021,20023,513
2022,20023,661
2020,20025,191
2021,20025,380
2022,20025,508
2020,20027,647
2021,20027,1435
2022,20027,2028
2020,20029,853
2021,20029,1822
2022,20029,2240
2020,20031,508
2021,20031,1649
2022,20031,2466
2020,20033,150
2021,20033,360
2022,20033,444
2020,20035,2544
2021,20035,6985
2022,20035,10361
2020,20037,3379
2021,20037,7876
2022,20037,12365
2020,20039,231
2021,20039,526
2022,20039,634
2020,20041,1239
2021,20041,3527
2022,20041,4921
2020,20043,723
2021,20043,1775
2022,20043,2498
2020,20045,6428
2021,20045,14599
2022,20045,28422
2020,20047,221
2021,20047,480
2022,20047,563
2020,20049,106
2021,20049,388
2022,20049,579
2020,20051,3210
2021,20051,5210
2022,20051,7295
2020,20053,1048
2021,20053,1602
2022,20053,2031
2020,20055,5457
2021,20055,8414
2022,20055,11461
2020,20057,5138
2021,20057,7851
2022,20057,10776
2020,20059,1757
2021,20059,4773
2022,20059,7177
2020,20061,1759
2021,20061,5435
2022,20061,9488
2020,20063,332
2021,20063,625
2022,20063,817
2020,20065,204
2021,20065,390
2022,20065,586
2020,20067,912
2021,20067,1602
2022,20067,2236
2020,20069,523
2021,20069,972
2022,20069,1240
2020,20071,93
2021,20071,235
2022,20071,333
2020,20073,452
2021,20073,1195
2022,20073,1835
2020,20075,187
2021,20075,353
2022,20075,465
2020,20077,427
2021,20077,1281
2022,20077,1681
2020,20079,2623
2021,20079,6383
2022,20079,9877
2020,20081,361
2021,20081,715
2022,20081,973
2020,20083,161
2021,20083,296
2022,20083,419
2020,20085,1018
2021,20085,2672
2022,20085,3997
2020,20087,1173
2021,20087,3238
2022,20087,4938
2020,20089,150
2021,20089,627
2022,20089,797
2020,20091,38865
2021,20091,92698
2022,20091,155247
2020,20093,503
2021,20093,994
2022,20093,1255
2020,20095,557
2021,20095,1449
2022,20095,2011
2020,20097,175
2021,20097,467
2022,20097,689
2020,20099,1922
2021,20099,4390
2022,20099,6742
2020,20101,109
2021,20101,224
2022,20101,300
2020,20103,5044
2021,20103,12255
2022,20103,20269
2020,20105,208
2021,20105,448
2022,20105,629
2020,20107,518
2021,20107,1938
2022,20107,2900
2020,20109,273
2021,20109,614
2022,20109,865
2020,20111,3366
2021,20111,6591
2022,20111,10396
2020,20113,2348
2021,20113,5464
2022,20113,8025
2020,20115,687
2021,20115,2226
2022,20115,3414
2020,20117,855
2021,20117,1972
2022,20117,2589
2020,20119,400
2021,20119,829
2022,20119,1236
2020,20121,1818
2021,20121,5360
2022,20121,8159
2020,20123,401
2021,20123,931
2022,20123,1450
2020,20125,2244
2021,20125,6135
2022,20125,9578
2020,20127,404
2021,20127,979
2022,20127,1537
2020,20129,201
2021,20129,487
2022,20129,629
2020,20131,1345
2021,20131,2462
2022,20131,3304
2020,20133,1192
2021,20133,3384
2022,20133,5275
2020,20135,323
2021,20135,590
2022,20135,790
2020,20137,1193
2021,20137,1679
2022,20137,2159
2020,20139,816
2021,20139,2630
2022,20139,4053
2020,20141,181
2021,20141,580
2022,20141,814
2020,20143,417
2021,20143,901
2022,20143,1223
2020,20145,982
2021,20145,1659
2022,20145,2208
2020,20147,578
2021,20147,1079
2022,20147,1370
2020,20149,1109
2021,20149,3644
2022,20149,5954
2020,20151,683
2021,20151,1475
2022,20151,1976
2020,20153,306
2021,20153,591
2022,20153,694
2020,20155,6938
2021,20155,13839
2022,20155,18993
2020,20157,578
2021,20157,1014
2022,20157,1362
2020,20159,783
2021,20159,1813
2022,20159,2655
2020,20161,4917
2021,20161,8763
2022,20161,14038
2020,20163,461
2021,20163,1015
2022,20163,1399
2020,20165,343
2021,20165,608
2022,20165,818
2020,20167,727
2021,20167,1476
2022,20167,1899
2020,20169,4436
2021,20169,9999
2022,20169,14409
2020,20171,507
2021,20171,955
2022,20171,1298
2020,20173,39423
2021,20173,96411
2022,20173,148421
2020,20175,3552
2021,20175,5444
2022,20175,6984
2020,20177,11608
2021,20177,31041
2022,20177,50303
2020,20179,383
2021,20179,619
2022,20179,800
2020,20181,544
2021,20181,1187
2022,20181,1535
2020,20183,208
2021,20183,505
2022,20183,648
2020,20185,280
2021,20185,852
2022,20185,1170
2020,20187,161
2021,20187,342
2022,20187,433
2020,20189,482
2021,20189,1070
2022,20189,1528
2020,20191,1338
2021,20191,4041
2022,20191,5820
2020,20193,934
2021,20193,1840
2022,20193,2500
2020,20195,292
2021,20195,560
2022,20195,792
2020,20197,442
2021,20197,1228
2022,20197,1675
2020,20199,159
2021,20199,346
2022,20199,440
2020,20201,436
2021,20201,1016
2022,20201,1430
2020,20203,179
2021,20203,350
2022,20203,504
2020,20205,656
2021,20205,1900
2022,20205,2871
2020,20207,114
2021,20207,571
2022,20207,818
2020,20209,15576
2021,20209,31825
2022,20209,48442
2020,21001,1202
2021,21001,3973
2022,21001,6165
2020,21003,1153
2021,21003,4326
2022,21003,6827
2020,21005,971
2021,21005,4135
2022,21005,6930
2020,21007,233
2021,21007,832
2022,21007,1514
2020,21009,2536
2021,21009,9219
2022,21009,13478
2020,21011,505
2021,21011,2014
2022,21011,3367
2020,21013,1787
2021,21013,6204
2022,21013,9031
2020,21015,7521
2021,21015,24378
2022,21015,39230
2020,21017,926
2021,21017,3828
2022,21017,6314
2020,21019,3003
2021,21019,10092
2022,21019,17321
2020,21021,2162
2021,21021,5934
2022,21021,9260
2020,21023,275
2021,21023,1451
2022,21023,2306
2020,21025,597
2021,21025,2279
2022,21025,4020
2020,21027,658
2021,21027,3465
2022,21027,5331
2020,21029,4134
2021,21029,13909
2022,21029,23263
2020,21031,789
2021,21031,2636
2022,21031,3983
2020,21033,869
2021,21033,2701
2022,21033,4307
2020,21035,2344
2021,21035,5625
2022,21035,9352
2020,21037,4513
2021,21037,14812
2022,21037,24654
2020,21039,328
2021,21039,749
2022,21039,1137
2020,21041,527
2021,21041,2348
2022,21041,3588
2020,21043,1363
2021,21043,5484
2022,21043,9135
2020,21045,826
2021,21045,2981
2022,21045,4311
2020,21047,4258
2021,21047,11261
2022,21047,16981
2020,21049,1452
2021,21049,6300
2022,21049,11406
2020,21051,1623
2021,21051,5362
2022,21051,7981
2020,21053,839
2021,21053,2496
2022,21053,3824
2020,21055,336
2021,21055,1450
2022,21055,2402
2020,21057,394
2021,21057,1515
2022,21057,2279
2020,21059,5737
2021,21059,20109
2022,21059,32066
2020,21061,537
2021,21061,1748
2022,21061,2659
2020,21063,784
2021,21063,1486
2022,21063,2764
2020,21065,670
2021,21065,2653
2022,21065,4207
2020,21067,23078
2021,21067,58442
2022,21067,102102
2020,21069,711
2021,21069,2584
2022,21069,4148
2020,21071,1805
2021,21071,8078
2022,21071,12928
2020,21073,2132
2021,21073,8397
2022,21073,14721
2020,21075,363
2021,21075,873
2022,21075,1257
2020,21077,426
2021,21077,1492
2022,21077,2271
2020,21079,940
2021,21079,3189
2022,21079,4976
2020,21081,1238
2021,21081,5067
2022,21081,7640
2020,21083,2632
2021,21083,7978
2022,21083,11790
2020,21085,1295
2021,21085,5379
2022,21085,8286
2020,21087,750
2021,21087,2668
2022,21087,3873
2020,21089,2275
2021,21089,7618
2022,21089,12761
2020,21091,447
2021,21091,1682
2022,21091,2587
2020,21093,5949
2021,21093,20816
2022,21093,34594
2020,21095,1538
2021,21095,6281
2022,21095,9464
2020,21097,729
2021,21097,3985
2022,21097,6917
2020,21099,1229
2021,21099,4016
2022,21099,5603
2020,21101,2939
2021,21101,8966
2022,21101,14390
2020,21103,814
2021,21103,3139
2022,21103,5239
2020,21105,223
2021,21105,608
2022,21105,919
2020,21107,2623
2021,21107,9506
2022,21107,15443
2020,21109,846
2021,21109,3084
2022,21109,4373
2020,21111,50804
2021,21111,138406
2022,21111,241844
2020,21113,2598
2021,21113,9428
2022,21113,15957
2020,21115,1120
2021,21115,4158
2022,21115,6725
2020,21117,8747
2021,21117,28334
2022,21117,44763
2020,21119,738
2021,21119,2679
2022,21119,4416
2020,21121,1763
2021,21121,8002
2022,21121,11890
2020,21123,816
2021,21123,2625
