year,fips,covid_cases
2022,29195,6269
2020,29197,235
2021,29197,552
2022,29197,735
2020,29199,254
2021,29199,514
2022,29199,681
2020,29201,3991
2021,29201,8036
2022,29201,11109
2020,29203,479
2021,29203,1197
2022,29203,1607
2020,29205,483
2021,29205,1136
2022,29205,1555
2020,29207,2140
2021,29207,4812
2022,29207,6103
2020,29209,1918
2021,29209,4423
2022,29209,5784
2020,29211,736
2021,29211,1346
2022,29211,1706
2020,29213,4187
2021,29213,10027
2022,29213,13307
2020,29215,1532
2021,29215,3533
2022,29215,4719
2020,29217,1430
2021,29217,3587
2022,29217,5051
2020,29219,2177
2021,29219,6037
2022,29219,8133
2020,29221,2285
2021,29221,4489
2022,29221,5983
2020,29223,812
2021,29223,1837
2022,29223,2400
2020,29225,2834
2021,29225,6544
2022,29225,9025
2020,29227,140
2021,29227,318
2022,29227,401
2020,29229,1242
2021,29229,2904
2022,29229,3834
2020,29510,16997
2021,29510,38978
2022,29510,56254
2020,30001,768
2021,30001,1611
2022,30001,2214
2020,30003,2071
2021,30003,3460
2022,30003,5036
2020,30005,603
2021,30005,1444
2022,30005,2151
2020,30007,290
2021,30007,1014
2022,30007,1330
2020,30009,676
2021,30009,1613
2022,30009,2135
2020,30011,137
2021,30011,208
2022,30011,259
2020,30013,6642
2021,30013,17154
2022,30013,25921
2020,30015,367
2021,30015,799
2022,30015,1019
2020,30017,968
2021,30017,2434
2022,30017,3113
2020,30019,138
2021,30019,313
2022,30019,394
2020,30021,941
2021,30021,1880
2022,30021,2398
2020,30023,843
2021,30023,1698
2022,30023,2666
2020,30025,266
2021,30025,562
2022,30025,691
2020,30027,854
2021,30027,1904
2022,30027,2568
2020,30029,8831
2021,30029,21480
2022,30029,30244
2020,30031,9278
2021,30031,23514
2022,30031,36614
2020,30033,72
2021,30033,167
2022,30033,240
2020,30035,1321
2021,30035,2505
2022,30035,4121
2020,30037,43
2021,30037,122
2022,30037,152
2020,30039,162
2021,30039,409
2022,30039,561
2020,30041,1624
2021,30041,3437
2022,30041,4673
2020,30043,773
2021,30043,1954
2022,30043,2704
2020,30045,77
2021,30045,165
2022,30045,233
2020,30047,1455
2021,30047,4830
2022,30047,6968
2020,30049,4805
2021,30049,12700
2022,30049,18691
2020,30051,100
2021,30051,268
2022,30051,425
2020,30053,1077
2021,30053,3659
2022,30053,4929
2020,30055,143
2021,30055,317
2022,30055,389
2020,30057,508
2021,30057,1444
2022,30057,1905
2020,30059,111
2021,30059,281
2022,30059,457
2020,30061,171
2021,30061,764
2022,30061,1151
2020,30063,6345
2021,30063,18124
2022,30063,28939
2020,30065,264
2021,30065,767
2022,30065,936
2020,30067,865
2021,30067,2822
2022,30067,4528
2020,30069,10
2021,30069,27
2022,30069,35
2020,30071,423
2021,30071,881
2022,30071,1070
2020,30073,386
2021,30073,849
2022,30073,1230
2020,30075,102
2021,30075,287
2022,30075,365
2020,30077,786
2021,30077,1473
2022,30077,1909
2020,30079,124
2021,30079,196
2022,30079,269
2020,30081,2143
2021,30081,5518
2022,30081,7312
2020,30083,871
2021,30083,2038
2022,30083,2704
2020,30085,1387
2021,30085,2358
2022,30085,3327
2020,30087,1033
2021,30087,1781
2022,30087,2678
2020,30089,421
2021,30089,1633
2022,30089,2209
2020,30091,355
2021,30091,563
2022,30091,736
2020,30093,3055
2021,30093,6375
2022,30093,8791
2020,30095,543
2021,30095,1248
2022,30095,1572
2020,30097,313
2021,30097,610
2022,30097,799
2020,30099,312
2021,30099,943
2022,30099,1324
2020,30101,674
2021,30101,1015
2022,30101,1278
2020,30103,43
2021,30103,115
2022,30103,136
2020,30105,644
2021,30105,1402
2022,30105,1765
2020,30107,139
2021,30107,277
2022,30107,389
2020,30109,113
2021,30109,179
2022,30109,208
2020,30111,13832
2021,30111,32133
2022,30111,44156
2020,31001,2271
2021,31001,4835
2022,31001,6499
2020,31003,427
2021,31003,851
2022,31003,1075
2020,31005,18
2021,31005,29
2022,31005,32
2020,31007,26
2021,31007,71
2022,31007,89
2020,31009,15
2021,31009,54
2022,31009,67
2020,31011,416
2021,31011,847
2022,31011,1091
2020,31013,779
2021,31013,1723
2022,31013,2336
2020,31015,162
2021,31015,308
2022,31015,404
2020,31017,207
2021,31017,413
2022,31017,506
2020,31019,4296
2021,31019,9069
2022,31019,12000
2020,31021,518
2021,31021,964
2022,31021,1343
2020,31023,714
2021,31023,1385
2022,31023,1903
2020,31025,1713
2021,31025,4321
2022,31025,6124
2020,31027,544
2021,31027,1136
2022,31027,1506
2020,31029,362
2021,31029,653
2022,31029,744
2020,31031,249
2021,31031,465
2022,31031,537
2020,31033,736
2021,31033,1525
2022,31033,2025
2020,31035,548
2021,31035,1150
2022,31035,1515
2020,31037,1433
2021,31037,2063
2022,31037,2737
2020,31039,811
2021,31039,1444
2022,31039,1806
2020,31041,632
2021,31041,1645
2022,31041,2030
2020,31043,3485
2021,31043,5137
2022,31043,6900
2020,31045,543
2021,31045,1152
2022,31045,1361
2020,31047,2452
2021,31047,4311
2022,31047,5261
2020,31049,69
2021,31049,257
2022,31049,322
2020,31051,486
2021,31051,886
2022,31051,1182
2020,31053,3728
2021,31053,7381
2022,31053,10107
2020,31055,52686
2021,31055,103128
2022,31055,149432
2020,31057,101
2021,31057,278
2022,31057,349
2020,31059,408
2021,31059,813
2022,31059,1127
2020,31061,209
2021,31061,357
2022,31061,421
2020,31063,150
2021,31063,449
2022,31063,543
2020,31065,359
2021,31065,838
2022,31065,1122
2020,31067,1822
2021,31067,2844
2022,31067,3588
2020,31069,91
2021,31069,266
2022,31069,368
2020,31071,127
2021,31071,312
2022,31071,399
2020,31073,157
2021,31073,294
2022,31073,372
2020,31075,23
2021,31075,90
2022,31075,106
2020,31077,177
2021,31077,319
2022,31077,410
2020,31079,5783
2021,31079,11453
2022,31079,16513
2020,31081,704
2021,31081,1592
2022,31081,2254
2020,31083,178
2021,31083,338
2022,31083,378
2020,31085,53
2021,31085,93
2022,31085,106
2020,31087,175
2021,31087,438
2022,31087,530
2020,31089,668
2021,31089,1603
2022,31089,2147
2020,31091,47
2021,31091,98
2022,31091,112
2020,31093,469
2021,31093,866
2022,31093,1189
2020,31095,546
2021,31095,1007
2022,31095,1211
2020,31097,536
2021,31097,767
2022,31097,868
2020,31099,570
2021,31099,965
2022,31099,1182
2020,31101,575
2021,31101,1166
2022,31101,1539
2020,31103,38
2021,31103,100
2022,31103,118
2020,31105,333
2021,31105,617
2022,31105,769
2020,31107,669
2021,31107,1318
2022,31107,1677
2020,31109,22530
2021,31109,49900
2022,31109,78065
2020,31111,2989
2021,31111,6476
2022,31111,8708
2020,31113,68
2021,31113,120
2022,31113,148
2020,31115,34
2021,31115,71
2022,31115,87
2020,31117,21
2021,31117,57
2022,31117,74
2020,31119,3735
2021,31119,7068
2022,31119,9685
2020,31121,576
2021,31121,1289
2022,31121,1703
2020,31123,404
2021,31123,946
2022,31123,1243
2020,31125,348
2021,31125,615
2022,31125,802
2020,31127,477
2021,31127,1143
2022,31127,1485
2020,31129,298
2021,31129,736
2022,31129,977
2020,31131,997
2021,31131,2474
2022,31131,3344
2020,31133,157
2021,31133,323
2022,31133,412
2020,31135,230
2021,31135,421
2022,31135,530
2020,31137,739
2021,31137,1759
2022,31137,2326
2020,31139,529
2021,31139,992
2022,31139,1272
2020,31141,3495
2021,31141,6434
2022,31141,8648
2020,31143,342
2021,31143,900
2022,31143,1219
2020,31145,944
2021,31145,1939
2022,31145,2329
2020,31147,516
2021,31147,1290
2022,31147,1807
2020,31149,99
2021,31149,161
2022,31149,172
2020,31151,1735
2021,31151,2805
2022,31151,3796
2020,31153,15637
2021,31153,34180
2022,31153,49702
2020,31155,1751
2021,31155,3785
2022,31155,5023
2020,31157,3031
2021,31157,6694
2022,31157,9439
2020,31159,1139
2021,31159,2606
2022,31159,3371
2020,31161,379
2021,31161,861
2022,31161,1000
2020,31163,151
2021,31163,460
2022,31163,586
2020,31165,26
2021,31165,61
2022,31165,65
2020,31167,307
2021,31167,567
2022,31167,744
2020,31169,377
2021,31169,818
2022,31169,1109
2020,31171,46
2021,31171,84
2022,31171,96
2020,31173,700
2021,31173,1166
2022,31173,1782
2020,31175,249
2021,31175,588
2022,31175,752
2020,31177,1607
2021,31177,3375
2022,31177,4552
2020,31179,872
2021,31179,1417
2022,31179,1823
2020,31181,273
2021,31181,568
2022,31181,712
2020,31183,28
2021,31183,94
2022,31183,127
2020,31185,1236
2021,31185,2718
2022,31185,3920
2020,32001,1361
2021,32001,4463
2022,32001,6813
2020,32003,166285
2021,32003,378138
2022,32003,581916
2020,32005,1907
2021,32005,5322
2022,32005,7896
2020,32007,3794
2021,32007,9820
2022,32007,11953
2020,32009,32
2021,32009,63
2022,32009,110
2020,32011,29
2021,32011,252
2022,32011,170
2020,32013,754
2021,32013,3260
2022,32013,2596
2020,32015,383
2021,32015,882
2022,32015,1198
2020,32017,271
2021,32017,736
2022,32017,550
2020,32019,2107
2021,32019,7550
2022,32019,10778
2020,32021,191
2021,32021,648
2022,32021,1337
2020,32023,1957
2021,32023,5338
2022,32023,7963
2020,32027,826
2021,32027,1209
2022,32027,2209
2020,32029,65
2021,32029,240
2022,32029,155
2020,32031,35038
2021,32031,72020
2022,32031,113673
2020,32033,351
2021,32033,1480
2022,32033,1707
2020,32510,726
2021,32510,9760
2022,32510,15680
2020,33001,1903
2021,33001,9284
2022,33001,15007
2020,33003,884
2021,33003,6235
2022,33003,10541
2020,33005,1254
2021,33005,9338
2022,33005,16640
2020,33007,640
2021,33007,4694
2022,33007,7525
2020,33009,1120
2021,33009,9454
2022,33009,20568
2020,33011,17320
2021,33011,65181
2022,33011,106816
2020,33013,4686
2021,33013,20874
2022,33013,35018
2020,33015,10761
2021,33015,44420
2022,33015,74478
2020,33017,3391
2021,33017,19217
2022,33017,32731
2020,33019,420
2021,33019,6197
2022,33019,10227
2020,34001,14717
2021,34001,47884
2022,34001,75354
2020,34003,50991
2021,34003,153956
2022,34003,260536
2020,34005,22826
2021,34005,69842
2022,34005,115585
2020,34007,30726
2021,34007,84513
2022,34007,139372
2020,34009,4449
2021,34009,16307
2022,34009,24665
2020,34011,8997
2021,34011,25660
2022,34011,42607
2020,34013,50367
2021,34013,147588
2022,34013,238414
2020,34015,15661
2021,34015,48637
2022,34015,76723
2020,34017,46545
2021,34017,119010
2022,34017,193644
2020,34019,4047
2021,34019,16074
2022,34019,28190
2020,34021,19454
2021,34021,50027
2022,34021,88565
2020,34023,47084
2021,34023,133240
2022,34023,222318
2020,34025,33942
2021,34025,118371
2022,34025,185269
2020,34027,23041
2021,34027,78029
2022,34027,136665
2020,34029,35204
2021,34029,118821
2022,34029,178759
2020,34031,42521
2021,34031,101906
2022,34031,159268
2020,34033,2981
2021,34033,10185
2022,34033,15429
2020,34035,15001
2021,34035,45926
2022,34035,79083
2020,34037,4883
2021,34037,23661
2022,34037,37675
2020,34039,40903
2021,34039,101935
2022,34039,161179
2020,34041,4233
2021,34041,16475
2022,34041,26402
2020,35001,40373
2021,35001,98677
2022,35001,163694
2020,35003,55
2021,35003,289
2022,35003,437
2020,35005,6896
2021,35005,15403
2022,35005,21768
2020,35006,2223
2021,35006,4447
2022,35006,7822
2020,35007,503
2021,35007,1731
2022,35007,2506
2020,35009,4001
2021,35009,8996
2022,35009,13330
2020,35011,92
2021,35011,400
2022,35011,617
2020,35013,17358
2021,35013,40795
2022,35013,66591
2020,35015,4500
2021,35015,12606
2022,35015,17386
2020,35017,879
2021,35017,4366
2022,35017,7637
2020,35019,268
2021,35019,706
2022,35019,1159
2020,35021,8
2021,35021,58
2022,35021,90
2020,35023,234
2021,35023,707
2022,35023,1152
2020,35025,6573
2021,35025,14860
2022,35025,19518
2020,35027,1020
2021,35027,3714
2022,35027,5552
2020,35028,273
2021,35028,1033
2022,35028,3643
2020,35029,2337
2021,35029,4906
2022,35029,7059
2020,35031,9713
2021,35031,17533
2022,35031,27493
2020,35033,115
2021,35033,472
2022,35033,850
2020,35035,2125
2021,35035,9142
2022,35035,14064
2020,35037,331
2021,35037,1577
2022,35037,2096
2020,35039,2232
2021,35039,6329
2022,35039,11014
2020,35041,1500
2021,35041,3509
2022,35041,5174
2020,35043,8040
2021,35043,21183
2022,35043,37358
2020,35045,9959
2021,35045,28401
2022,35045,43329
2020,35047,834
2021,35047,3429
2022,35047,6475
2020,35049,7283
2021,35049,16918
2022,35049,33091
2020,35051,524
2021,35051,1493
2022,35051,2233
2020,35053,949
2021,35053,2562
2022,35053,4049
2020,35055,1139
2021,35055,3288
2022,35055,6040
2020,35057,476
2021,35057,1902
2022,35057,2867
2020,35059,191
2021,35059,534
2022,35059,814
2020,35061,4821
2021,35061,12690
2022,35061,20043
2020,36001,11333
2021,36001,40432
2022,36001,67546
2020,36003,1782
2021,36003,6957
2022,36003,9625
2020,36005,81882
2021,36005,258403
2022,36005,424831
2020,36007,8004
2021,36007,33130
2022,36007,51000
2020,36009,2437
2021,36009,11449
2022,36009,16868
2020,36011,2742
2021,36011,11314
2022,36011,17827
2020,36013,3404
2021,36013,17545
2022,36013,25858
2020,36015,4448
2021,36015,14945
2022,36015,23422
2020,36017,1179
2021,36017,6637
2022,36017,10264
2020,36019,1050
2021,36019,9744
2022,36019,19144
2020,36021,1579
2021,36021,6898
2022,36021,11557
2020,36023,2017
2021,36023,7164
2022,36023,11673
2020,36025,691
2021,36025,5454
2022,36025,8759
2020,36027,11869
2021,36027,44904
2022,36027,71184
2020,36029,40585
2021,36029,146707
2022,36029,237539
2020,36031,554
2021,36031,3624
2022,36031,6520
2020,36033,734
2021,36033,6382
2022,36033,10489
2020,36035,1258
2021,36035,8990
2022,36035,14094
2020,36037,2584
2021,36037,10090
2022,36037,14890
2020,36039,1260
2021,36039,6031
2022,36039,9519
2020,36041,100
2021,36041,605
2022,36041,953
2020,36043,2049
2021,36043,10031
2022,36043,15349
2020,36045,1729
2021,36045,13131
2022,36045,22504
2020,36047,120208
2021,36047,454716
2022,36047,766004
2020,36049,857
2021,36049,4740
2022,36049,6593
2020,36051,1811
2021,36051,8462
2022,36051,12790
2020,36053,2240
2021,36053,8976
2022,36053,14761
2020,36055,33059
2021,36055,112311
2022,36055,170229
2020,36057,1282
2021,36057,8306
2022,36057,13060
2020,36059,86296
2021,36059,287304
2022,36059,455648
2020,36061,61794
2021,36061,265597
2022,36061,482390
2020,36063,8241
2021,36063,33937
2022,36063,53257
2020,36065,11803
2021,36065,38828
2022,36065,60515
2020,36067,20658
2021,36067,69885
2022,36067,125417
2020,36069,3162
2021,36069,13970
2022,36069,22546
2020,36071,23019
2021,36071,74497
2022,36071,117044
2020,36073,1324
2021,36073,6421
2022,36073,9430
2020,36075,3343
2021,36075,17021
2022,36075,29665
2020,36077,1181
2021,36077,6585
2022,36077,11363
2020,36079,4750
2021,36079,16221
2022,36079,26501
2020,36081,121781
2021,36081,408415
2022,36081,712749
2020,36083,4133
2021,36083,20809
2022,36083,36029
2020,36085,34402
2021,36085,114692
2022,36085,179704
2020,36087,27193
2021,36087,65029
2022,36087,101030
2020,36089,2011
2021,36089,15053
2022,36089,23187
2020,36091,5413
2021,36091,30360
2022,36091,53025
2020,36093,5732
2021,36093,22221
2022,36093,37695
2020,36095,542
2021,36095,3388
2022,36095,5597
2020,36097,515
2021,36097,2391
2022,36097,3880
2020,36099,761
2021,36099,3917
2022,36099,6597
2020,36101,3323
2021,36101,14558
2022,36101,22160
2020,36103,94041
2021,36103,313688
2022,36103,472499
2020,36105,3073
2021,36105,12011
2022,36105,20388
2020,36107,1655
2021,36107,7585
2022,36107,12184
2020,36109,2033
2021,36109,11325
2022,36109,22647
2020,36111,5572
2021,36111,22112
2022,36111,35925
2020,36113,1141
2021,36113,8986
2022,36113,15792
2020,36115,805
2021,36115,8248
2022,36115,13597
2020,36117,2477
2021,36117,12231
2022,36117,19111
2020,36119,68702
2021,36119,179080
2022,36119,282593
2020,36121,1321
2021,36121,6198
2022,36121,9006
2020,36123,488
2021,36123,2368
2022,36123,3848
2020,37001,10274
2021,37001,30060
2022,37001,50790
2020,37003,2642
2021,37003,7257
2022,37003,10684
2020,37005,633
2021,37005,2077
2022,37005,3068
2020,37007,1402
2021,37007,4249
2022,37007,6897
2020,37009,1211
2021,37009,4079
2022,37009,6504
2020,37011,1330
2021,37011,3130
2022,37011,4779
2020,37013,2475
2021,37013,7915
2022,37013,13333
2020,37015,1187
2021,37015,2673
2022,37015,4497
2020,37017,1814
2021,37017,5915
2022,37017,9893
2020,37019,4364
2021,37019,18381
2022,37019,33068
2020,37021,9073
2021,37021,32796
2022,37021,58741
2020,37023,6182
2021,37023,17033
2022,37023,26314
2020,37025,11061
2021,37025,37565
2022,37025,59988
2020,37027,5783
2021,37027,14896
2022,37027,23342
2020,37029,282
2021,37029,1313
2022,37029,1879
2020,37031,2700
2021,37031,9180
2022,37031,15249
2020,37033,1148
2021,37033,3540
2022,37033,5698
2020,37035,11020
2021,37035,31521
2022,37035,50090
2020,37037,2872
2021,37037,7764
2022,37037,14410
2020,37039,1251
2021,37039,4952
2022,37039,7379
2020,37041,813
2021,37041,2513
2022,37041,4368
2020,37043,365
2021,37043,1763
2022,37043,2755
2020,37045,6578
2021,37045,20105
2022,37045,30861
2020,37047,3607
2021,37047,10711
2022,37047,16426
2020,37049,5087
2021,37049,15427
2022,37049,26401
2020,37051,13789
2021,37051,51976
2022,37051,93844
2020,37053,637
2021,37053,3278
2022,37053,5359
2020,37055,996
2021,37055,4660
2022,37055,8305
2020,37057,8567
2021,37057,29126
2022,37057,45793
2020,37059,2079
2021,37059,7550
2022,37059,12095
2020,37061,4208
2021,37061,10721
2022,37061,17296
2020,37063,14650
2021,37063,39360
2022,37063,83524
2020,37065,3181
2021,37065,8661
2022,37065,14307
2020,37067,20374
2021,37067,59258
2022,37067,100997
2020,37069,3072
2021,37069,11280
2022,37069,22268
2020,37071,15308
2021,37071,45128
2022,37071,68935
2020,37073,350
2021,37073,1223
2022,37073,2027
2020,37075,387
2021,37075,1463
2022,37075,2340
2020,37077,3540
2021,37077,9012
2022,37077,15651
2020,37079,1520
2021,37079,3640
2022,37079,6093
2020,37081,24206
2021,37081,76722
2022,37081,130562
2020,37083,2835
2021,37083,8523
2022,37083,14851
2020,37085,5850
2021,37085,20392
2022,37085,35589
2020,37087,2091
2021,37087,8495
2022,37087,14013
2020,37089,5302
2021,37089,17554
2022,37089,26607
2020,37091,1324
2021,37091,3020
2022,37091,5032
2020,37093,2728
2021,37093,8079
2022,37093,16061
2020,37095,313
2021,37095,888
2022,37095,1457
2020,37097,9276
2021,37097,33220
2022,37097,51509
2020,37099,2236
2021,37099,6296
2022,37099,10266
2020,37101,11385
2021,37101,36576
2022,37101,63792
2020,37103,397
2021,37103,1438
2022,37103,2366
2020,37105,3475
2021,37105,10242
2022,37105,16935
2020,37107,3191
2021,37107,10239
2022,37107,16416
2020,37109,5338
2021,37109,17086
2022,37109,25611
2020,37111,1296
2021,37111,9335
2022,37111,14463
2020,37113,1497
2021,37113,5388
2022,37113,8261
2020,37115,838
2021,37115,3172
2022,37115,5504
2020,37117,793
2021,37117,3886
2022,37117,6442
2020,37119,61990
2021,37119,179247
2022,37119,304717
2020,37121,871
2021,37121,2365
2022,37121,3794
2020,37123,1899
2021,37123,4900
2022,37123,7545
2020,37125,4808
2021,37125,15090
2022,37125,26013
2020,37127,6012
2021,37127,16764
2022,37127,27619
2020,37129,9531
2021,37129,31348
2022,37129,54397
2020,37131,1037
2021,37131,2759
2022,37131,4666
2020,37133,8646
2021,37133,31864
2022,37133,55302
2020,37135,4989
2021,37135,13679
2022,37135,31608
2020,37137,527
2021,37137,1823
2022,37137,2812
2020,37139,1777
2021,37139,5830
2022,37139,8989
2020,37141,2722
2021,37141,9820
2022,37141,16070
2020,37143,524
2021,37143,1814
2022,37143,2929
2020,37145,1619
2021,37145,5889
2022,37145,10100
2020,37147,11215
2021,37147,32335
2022,37147,55950
2020,37149,716
2021,37149,2546
2022,37149,4060
2020,37151,7988
2021,37151,24478
2022,37151,37356
2020,37153,2606
2021,37153,7862
2022,37153,13574
2020,37155,9686
2021,37155,26872
2022,37155,43115
2020,37157,4371
2021,37157,14256
2022,37157,23267
2020,37159,8881
2021,37159,28922
2022,37159,43346
2020,37161,4260
2021,37161,12219
2022,37161,18251
2020,37163,4863
2021,37163,12137
2022,37163,19524
2020,37165,2515
2021,37165,6207
2022,37165,10751
2020,37167,4287
2021,37167,13057
2022,37167,20224
2020,37169,1970
2021,37169,7550
2022,37169,11939
2020,37171,4388
2021,37171,14566
2022,37171,22261
2020,37173,678
2021,37173,2289
2022,37173,3920
2020,37175,910
2021,37175,4463
2022,37175,6562
2020,37177,169
2021,37177,618
2022,37177,1026
2020,37179,12333
2021,37179,41365
2022,37179,66271
2020,37181,2651
2021,37181,7804
2022,37181,12669
2020,37183,42951
2021,37183,152847
2022,37183,332285
2020,37185,1080
2021,37185,2690
2022,37185,4664
2020,37187,436
2021,37187,1729
2022,37187,3186
2020,37189,2590
2021,37189,7532
2022,37189,12707
2020,37191,7362
2021,37191,18581
2022,37191,33035
2020,37193,3832
2021,37193,12038
2022,37193,18509
2020,37195,5454
2021,37195,14224
2022,37195,22881
2020,37197,2356
2021,37197,7299
2022,37197,11763
2020,37199,1020
2021,37199,3472
2022,37199,5576
2020,38001,190
2021,38001,469
2022,38001,619
2020,38003,1227
2021,38003,2214
2022,38003,3077
2020,38005,974
2021,38005,1476
2022,38005,2007
2020,38007,48
2021,38007,119
2022,38007,146
2020,38009,607
2021,38009,1183
2022,38009,1658
2020,38011,301
2021,38011,679
2022,38011,857
2020,38013,199
2021,38013,360
2022,38013,444
2020,38015,13584
2021,38015,25455
2022,38015,35935
2020,38017,19715
2021,38017,39497
2022,38017,61949
2020,38019,406
2021,38019,596
2022,38019,842
2020,38021,668
2021,38021,1186
2022,38021,1508
2020,38023,137
2021,38023,338
2022,38023,481
2020,38025,353
2021,38025,872
2022,38025,1073
2020,38027,413
2021,38027,601
2022,38027,776
2020,38029,369
2021,38029,610
2022,38029,738
2020,38031,524
2021,38031,727
2022,38031,1021
2020,38033,195
2021,38033,387
2022,38033,481
2020,38035,9199
2021,38035,15012
2022,38035,23149
2020,38037,172
2021,38037,377
2022,38037,458
2020,38039,298
2021,38039,459
2022,38039,590
2020,38041,268
2021,38041,562
2022,38041,832
2020,38043,247
2021,38043,404
2022,38043,529
2020,38045,462
2021,38045,775
2022,38045,1025
2020,38047,211
2021,38047,352
2022,38047,440
2020,38049,533
2021,38049,1065
2022,38049,1381
2020,38051,312
2021,38051,541
2022,38051,697
2020,38053,1023
2021,38053,2675
2022,38053,3327
2020,38055,1123
2021,38055,2202
2022,38055,2793
2020,38057,1004
2021,38057,1983
2022,38057,2648
2020,38059,4606
2021,38059,8536
2022,38059,11542
2020,38061,1176
2021,38061,2269
2022,38061,3343
2020,38063,405
2021,38063,618
2022,38063,781
2020,38065,149
2021,38065,257
2022,38065,333
2020,38067,698
2021,38067,1501
2022,38067,2080
2020,38069,492
2021,38069,852
2022,38069,1082
2020,38071,1448
2021,38071,2617
2022,38071,3699
2020,38073,536
2021,38073,1090
2022,38073,1549
2020,38075,275
2021,38075,454
2022,38075,572
2020,38077,1521
2021,38077,3012
2022,38077,4195
2020,38079,1856
2021,38079,3571
2022,38079,6429
2020,38081,403
2021,38081,781
2022,38081,1065
2020,38083,96
2021,38083,237
2022,38083,300
2020,38085,604
2021,38085,987
2022,38085,1380
2020,38087,27
2021,38087,55
2022,38087,66
2020,38089,4024
2021,38089,9093
2022,38089,11932
2020,38091,165
2021,38091,301
2022,38091,389
2020,38093,3099
2021,38093,5152
2022,38093,7245
2020,38095,270
2021,38095,476
2022,38095,663
2020,38097,906
2021,38097,1662
2022,38097,2230
2020,38099,1601
2021,38099,2588
2022,38099,3447
2020,38101,8385
2021,38101,15183
2022,38101,21431
2020,38103,399
2021,38103,812
2022,38103,1036
2020,38105,3925
2021,38105,8099
2022,38105,10691
2020,39001,1336
2021,39001,4991
2022,39001,7260
2020,39003,8186
2021,39003,20826
2022,39003,28440
2020,39005,2679
2021,39005,9140
2022,39005,12490
2020,39007,3795
2021,39007,15359
2022,39007,21489
2020,39009,3072
2021,39009,9042
2022,39009,15847
2020,39011,3586
2021,39011,8678
2022,39011,11893
2020,39013,3079
2021,39013,11422
2022,39013,16452
2020,39015,2318
2021,39015,8025
2022,39015,11629
2020,39017,25416
2021,39017,63801
2022,39017,97881
2020,39019,1089
2021,39019,4220
2022,39019,5446
2020,39021,1871
2021,39021,6536
2022,39021,9090
2020,39023,8868
2021,39023,25021
2022,39023,36508
2020,39025,11856
2021,39025,35464
2022,39025,54535
2020,39027,2314
2021,39027,7302
2022,39027,10746
2020,39029,6074
2021,39029,18964
2022,39029,25530
2020,39031,1682
2021,39031,6104
2022,39031,8326
2020,39033,2573
2021,39033,8393
2022,39033,11692
2020,39035,69251
2021,39035,224620
2022,39035,290752
2020,39037,4096
2021,39037,9306
2022,39037,12757
2020,39039,2682
2021,39039,7993
2022,39039,10545
2020,39041,11216
2021,39041,31075
2022,39041,48300
2020,39043,4833
2021,39043,14866
2022,39043,20693
2020,39045,9884
2021,39045,27793
2022,39045,40576
2020,39047,1769
2021,39047,5576
2022,39047,8102
2020,39049,83105
2021,39049,206135
2022,39049,312278
2020,39051,2711
2021,39051,7982
2022,39051,10796
2020,39053,1639
2021,39053,5134
2022,39053,8081
2020,39055,3964
2021,39055,13265
2022,39055,17129
2020,39057,9576
2021,39057,26672
2022,39057,39980
2020,39059,1990
2021,39059,7770
2022,39059,11019
2020,39061,51124
2021,39061,130284
2022,39061,200840
2020,39063,4523
2021,39063,12809
2022,39063,17792
2020,39065,1734
2021,39065,5429
2022,39065,7345
2020,39067,675
2021,39067,2420
2022,39067,3390
2020,39069,1761
2021,39069,4776
2022,39069,6693
2020,39071,2069
2021,39071,7562
2022,39071,11050
2020,39073,1358
2021,39073,4694
2022,39073,6974
2020,39075,1952
2021,39075,4312
2022,39075,5222
2020,39077,3311
2021,39077,11219
2022,39077,15095
2020,39079,2111
2021,39079,6336
2022,39079,9425
2020,39081,3330
2021,39081,10736
2022,39081,15604
2020,39083,2720
2021,39083,9841
2022,39083,13918
2020,39085,12569
2021,39085,40619
2022,39085,52065
2020,39087,3446
2021,39087,11691
2022,39087,18958
2020,39089,10347
2021,39089,30747
2022,39089,44094
2020,39091,2338
2021,39091,7783
2022,39091,10674
2020,39093,14549
2021,39093,52840
2022,39093,72202
2020,39095,25505
2021,39095,71097
2022,39095,108181
2020,39097,2891
2021,39097,7159
2022,39097,10073
2020,39099,14631
2021,39099,40993
2022,39099,56594
2020,39101,6684
2021,39101,14919
2022,39101,20786
2020,39103,9195
2021,39103,31493
2022,39103,42880
2020,39105,830
2021,39105,3291
2022,39105,4906
2020,39107,3893
2021,39107,7439
2022,39107,9860
2020,39109,7511
2021,39109,19244
2022,39109,26794
2020,39111,714
2021,39111,2606
2022,39111,3614
2020,39113,35213
2021,39113,89072
2022,39113,133647
2020,39115,636
2021,39115,2397
2022,39115,3459
2020,39117,1801
2021,39117,5843
2022,39117,8108
2020,39119,5319
2021,39119,18285
2022,39119,26469
2020,39121,1000
2021,39121,2414
2022,39121,3344
2020,39123,2306
2021,39123,6462
2022,39123,9036
2020,39125,1147
2021,39125,3587
2022,39125,4779
2020,39127,1805
2021,39127,6222
2022,39127,8656
2020,39129,6078
2021,39129,13338
2022,39129,18204
2020,39131,1387
2021,39131,5057
2022,39131,7842
2020,39133,7188
2021,39133,26511
2022,39133,36722
2020,39135,2678
2021,39135,7016
2022,39135,9804
2020,39137,3230
2021,39137,6696
2022,39137,8670
2020,39139,7414
2021,39139,23985
2022,39139,32870
2020,39141,4351
2021,39141,13093
