,fips,year,employed_persons,unemployment_rate,total_pop,poverty_rate,per_capita_income_2007,per_capita_income_2006,per_capita_income_2005,per_capita_income_2008,per_capita_income_2003,per_capita_income_2004,per_capita_income_2009,per_capita_income_2002
18264,40019,2005,22623.0,4.3,46169.0,17.0,,,33778.0,,,,,
18265,40021,2005,19936.0,4.3,44805.0,21.2,,,29761.0,,,,,
18266,40023,2005,6131.0,5.5,15244.0,27.6,,,25796.0,,,,,
18267,40025,2005,1280.0,3.4,2610.0,17.1,,,29781.0,,,,,
18268,40027,2005,114347.0,3.7,229743.0,11.6,,,45645.0,,,,,
18269,40029,2005,2072.0,6.8,5743.0,24.2,,,25281.0,,,,,
18270,40031,2005,43442.0,4.4,115085.0,17.6,,,38720.0,,,,,
18271,40033,2005,3193.0,3.6,6390.0,18.0,,,30846.0,,,,,
18272,40035,2005,6371.0,4.4,14896.0,16.1,,,36233.0,,,,,
18273,40037,2005,30395.0,5.5,67715.0,13.0,,,36563.0,,,,,
18274,40039,2005,13093.0,3.1,25876.0,20.2,,,32349.0,,,,,
18275,40041,2005,16470.0,4.6,39277.0,19.1,,,31796.0,,,,,
18276,40043,2005,2298.0,3.3,4611.0,14.1,,,34243.0,,,,,
18277,40045,2005,2077.0,2.9,3983.0,12.9,,,32579.0,,,,,
18278,40047,2005,27424.0,3.5,57358.0,14.0,,,36266.0,,,,,
18279,40049,2005,12698.0,4.0,27089.0,16.6,,,32413.0,,,,,
18280,40051,2005,22493.0,4.4,49256.0,16.6,,,38488.0,,,,,
18281,40053,2005,2344.0,3.6,4771.0,14.6,,,33236.0,,,,,
18282,40055,2005,1973.0,5.5,6082.0,24.8,,,28504.0,,,,,
18283,40057,2005,1313.0,3.7,2953.0,28.2,,,24639.0,,,,,
18284,40059,2005,1770.0,2.9,3458.0,10.6,,,37683.0,,,,,
18285,40061,2005,5040.0,4.4,12175.0,21.8,,,27328.0,,,,,
18286,40063,2005,4785.0,7.0,13595.0,27.2,,,24973.0,,,,,
18287,40065,2005,11806.0,3.8,26862.0,19.8,,,35996.0,,,,,
18288,40067,2005,2139.0,5.1,6483.0,22.0,,,26103.0,,,,,
18289,40069,2005,4647.0,4.5,10431.0,20.4,,,28405.0,,,,,
18290,40071,2005,19840.0,5.5,46469.0,18.1,,,32984.0,,,,,
18291,40073,2005,7431.0,3.1,14390.0,10.4,,,42725.0,,,,,
18292,40075,2005,3884.0,4.5,9955.0,20.7,,,27284.0,,,,,
18293,40077,2005,3814.0,5.5,10796.0,20.2,,,29100.0,,,,,
18294,40079,2005,20330.0,5.0,48869.0,22.8,,,30524.0,,,,,
18295,40081,2005,14132.0,4.7,33011.0,14.6,,,34711.0,,,,,
18296,40083,2005,17524.0,3.8,36501.0,13.0,,,41091.0,,,,,
18297,40085,2005,4570.0,4.2,9159.0,14.6,,,35462.0,,,,,
18298,40087,2005,14188.0,4.1,30322.0,11.5,,,43352.0,,,,,
18299,40089,2005,13094.0,6.4,33235.0,24.2,,,27950.0,,,,,
18300,40091,2005,7946.0,5.7,19595.0,20.6,,,27916.0,,,,,
18301,40093,2005,3556.0,3.2,7379.0,12.8,,,34006.0,,,,,
18302,40095,2005,5842.0,4.7,14686.0,16.9,,,30053.0,,,,,
18303,40097,2005,15832.0,4.8,39670.0,15.6,,,33849.0,,,,,
18304,40099,2005,6766.0,3.7,12803.0,14.8,,,33507.0,,,,,
18305,40101,2005,27616.0,5.8,69806.0,19.9,,,31525.0,,,,,
18306,40103,2005,5216.0,3.8,11477.0,14.5,,,37846.0,,,,,
18307,40105,2005,4630.0,5.0,10666.0,15.5,,,33349.0,,,,,
18308,40107,2005,4183.0,6.9,11867.0,24.3,,,27110.0,,,,,
18309,40109,2005,319359.0,4.5,683299.0,17.6,,,37484.0,,,,,
18310,40111,2005,15827.0,6.1,39569.0,24.4,,,29978.0,,,,,
18311,40113,2005,19870.0,4.7,46335.0,15.5,,,37971.0,,,,,
18312,40115,2005,15251.0,4.9,32655.0,18.9,,,29563.0,,,,,
18313,40117,2005,7446.0,4.8,16565.0,16.1,,,33840.0,,,,,
18314,40119,2005,33820.0,3.8,72578.0,25.9,,,31057.0,,,,,
18315,40121,2005,19295.0,4.8,44412.0,18.1,,,32835.0,,,,,
18316,40123,2005,17939.0,4.2,35267.0,18.3,,,30916.0,,,,,
18317,40125,2005,29353.0,5.1,67264.0,18.6,,,34578.0,,,,,
18318,40127,2005,5058.0,4.9,11361.0,24.1,,,25542.0,,,,,
18319,40129,2005,1787.0,2.7,3385.0,12.0,,,38655.0,,,,,
18320,40131,2005,38442.0,3.9,80313.0,8.0,,,49926.0,,,,,
18321,40133,2005,9411.0,6.8,24878.0,24.2,,,27378.0,,,,,
18322,40135,2005,17147.0,5.3,40634.0,20.6,,,30529.0,,,,,
18323,40137,2005,19306.0,3.9,43318.0,15.9,,,35897.0,,,,,
18324,40139,2005,9055.0,3.5,19408.0,13.3,,,37272.0,,,,,
18325,40141,2005,3329.0,4.7,8464.0,23.5,,,27228.0,,,,,
18326,40143,2005,282768.0,4.0,568199.0,14.2,,,40956.0,,,,,
18327,40145,2005,30841.0,4.0,64165.0,10.7,,,45462.0,,,,,
18328,40147,2005,23963.0,4.0,48885.0,13.2,,,39972.0,,,,,
18329,40149,2005,5617.0,3.3,11228.0,15.7,,,34341.0,,,,,
18330,40151,2005,4113.0,6.7,8679.0,16.3,,,31955.0,,,,,
18331,40153,2005,9898.0,3.3,19122.0,12.5,,,40146.0,,,,,
18332,41001,2005,6596.0,7.4,16086.0,18.9,,,32500.0,,,,,
18333,41003,2005,39936.0,4.9,80943.0,15.9,,,45406.0,,,,,
18334,41005,2005,180005.0,5.5,359308.0,8.9,,,54743.0,,,,,
18335,41007,2005,18053.0,5.8,36282.0,13.9,,,38752.0,,,,,
18336,41009,2005,21541.0,7.3,46955.0,10.5,,,50489.0,,,,,
18337,41011,2005,26419.0,7.6,63843.0,19.6,,,33150.0,,,,,
18338,41013,2005,8670.0,7.0,21019.0,13.7,,,39583.0,,,,,
18339,41015,2005,8932.0,6.9,22750.0,13.1,,,34516.0,,,,,
18340,41017,2005,70365.0,5.7,140567.0,8.7,,,48626.0,,,,,
18341,41019,2005,43019.0,8.2,105285.0,13.6,,,36678.0,,,,,
18342,41021,2005,935.0,5.7,1863.0,10.9,,,41049.0,,,,,
18343,41023,2005,3278.0,9.7,7389.0,15.3,,,34441.0,,,,,
18344,41025,2005,3105.0,8.8,7211.0,14.5,,,33795.0,,,,,
18345,41027,2005,11497.0,6.3,21022.0,15.3,,,42963.0,,,,,
18346,41029,2005,92767.0,6.2,194701.0,13.6,,,40997.0,,,,,
18347,41031,2005,8534.0,6.0,20622.0,15.8,,,39123.0,,,,,
18348,41033,2005,31864.0,7.3,80660.0,15.9,,,34331.0,,,,,
18349,41035,2005,27792.0,7.7,65553.0,20.3,,,35664.0,,,,,
18350,41037,2005,3252.0,8.5,7558.0,18.1,,,28974.0,,,,,
18351,41039,2005,163206.0,6.1,335831.0,16.2,,,37595.0,,,,,
18352,41041,2005,20444.0,6.9,45347.0,19.1,,,33372.0,,,,,
18353,41043,2005,48126.0,7.5,108132.0,15.1,,,40007.0,,,,,
18354,41045,2005,11496.0,8.7,31273.0,21.3,,,32036.0,,,,,
18355,41047,2005,138461.0,6.5,299461.0,15.4,,,43156.0,,,,,
18356,41049,2005,5049.0,7.6,11162.0,16.1,,,43776.0,,,,,
18357,41051,2005,339048.0,6.1,674862.0,17.3,,,43055.0,,,,,
18358,41053,2005,33612.0,5.6,68585.0,15.4,,,45521.0,,,,,
18359,41055,2005,824.0,6.8,1678.0,16.3,,,38806.0,,,,,
18360,41057,2005,11523.0,6.2,24974.0,13.5,,,37926.0,,,,,
18361,41059,2005,33402.0,7.9,73765.0,15.5,,,39003.0,,,,,
18362,41061,2005,10954.0,6.8,24675.0,14.7,,,37325.0,,,,,
18363,41063,2005,3269.0,7.5,6877.0,13.7,,,36058.0,,,,,
18364,41065,2005,11783.0,7.1,23929.0,14.7,,,38092.0,,,,,
18365,41067,2005,254903.0,5.2,490773.0,9.7,,,53835.0,,,,,
18366,41069,2005,623.0,6.3,1414.0,17.5,,,31525.0,,,,,
18367,41071,2005,41431.0,6.1,90847.0,13.0,,,46978.0,,,,,
18368,42001,2005,52546.0,3.6,98606.0,7.6,,,47016.0,,,,,
18369,42003,2005,597220.0,5.0,1234787.0,12.3,,,41602.0,,,,,
18370,42005,2005,30923.0,6.1,70602.0,13.6,,,35501.0,,,,,
18371,42007,2005,84400.0,5.6,174820.0,10.7,,,41224.0,,,,,
18372,42009,2005,21725.0,7.2,49691.0,13.7,,,36895.0,,,,,
18373,42011,2005,189121.0,4.9,395933.0,11.1,,,50570.0,,,,,
18374,42013,2005,61470.0,5.2,126730.0,14.0,,,34545.0,,,,,
18375,42015,2005,30584.0,5.0,62501.0,14.0,,,37048.0,,,,,
18376,42017,2005,327346.0,4.2,616302.0,5.6,,,64573.0,,,,,
18377,42019,2005,90334.0,4.8,179522.0,8.4,,,48354.0,,,,,
18378,42021,2005,63042.0,6.2,146975.0,13.5,,,34258.0,,,,,
18379,42023,2005,2435.0,7.0,5431.0,11.9,,,33572.0,,,,,
18380,42025,2005,28436.0,6.0,62358.0,9.8,,,44265.0,,,,,
18381,42027,2005,69530.0,4.0,145543.0,20.1,,,39036.0,,,,,
18382,42029,2005,247099.0,3.7,470506.0,5.8,,,72753.0,,,,,
18383,42031,2005,19816.0,4.9,40458.0,15.5,,,34772.0,,,,,
18384,42033,2005,38380.0,5.9,81816.0,15.5,,,32951.0,,,,,
18385,42035,2005,17824.0,6.1,38418.0,13.4,,,36454.0,,,,,
18386,42037,2005,32063.0,5.9,65535.0,12.6,,,36232.0,,,,,
18387,42039,2005,40416.0,5.8,89452.0,13.7,,,35888.0,,,,,
18388,42041,2005,115396.0,3.8,223361.0,7.3,,,54951.0,,,,,
18389,42043,2005,128305.0,4.3,257673.0,10.4,,,48385.0,,,,,
18390,42045,2005,266596.0,4.6,552153.0,9.6,,,55372.0,,,,,
18391,42047,2005,16720.0,5.0,33385.0,8.6,,,40884.0,,,,,
18392,42049,2005,133117.0,5.4,277211.0,14.2,,,40069.0,,,,,
18393,42051,2005,60716.0,7.0,142447.0,17.5,,,31153.0,,,,,
18394,42053,2005,2074.0,9.0,6964.0,16.9,,,30554.0,,,,,
18395,42055,2005,74337.0,3.5,138927.0,8.6,,,45323.0,,,,,
18396,42057,2005,7850.0,4.3,14540.0,9.8,,,40861.0,,,,,
18397,42059,2005,16177.0,6.3,39806.0,17.9,,,32541.0,,,,,
18398,42061,2005,20799.0,6.1,45771.0,12.8,,,36848.0,,,,,
18399,42063,2005,42786.0,5.4,88760.0,16.7,,,32898.0,,,,,
18400,42065,2005,21371.0,5.4,45353.0,13.7,,,34282.0,,,,,
18401,42067,2005,12629.0,4.3,23986.0,9.8,,,40525.0,,,,,
18402,42069,2005,99831.0,5.3,212305.0,13.3,,,37317.0,,,,,
18403,42071,2005,257946.0,3.7,494722.0,9.0,,,49412.0,,,,,
18404,42073,2005,41358.0,5.9,92741.0,12.9,,,39112.0,,,,,
18405,42075,2005,67636.0,3.6,126197.0,7.3,,,46984.0,,,,,
18406,42077,2005,162454.0,4.9,331327.0,10.7,,,48725.0,,,,,
18407,42079,2005,148415.0,5.8,316187.0,12.7,,,37295.0,,,,,
18408,42081,2005,56113.0,5.5,117530.0,12.6,,,38243.0,,,,,
18409,42083,2005,20597.0,5.5,44187.0,14.1,,,36476.0,,,,,
18410,42085,2005,52210.0,6.3,118594.0,12.1,,,38543.0,,,,,
18411,42087,2005,21726.0,5.9,46377.0,15.7,,,32501.0,,,,,
18412,42089,2005,73719.0,5.6,162045.0,9.4,,,51936.0,,,,,
18413,42091,2005,406399.0,3.9,779401.0,5.0,,,68167.0,,,,,
18414,42093,2005,8572.0,4.4,18183.0,10.4,,,46396.0,,,,,
18415,42095,2005,140474.0,5.0,285198.0,7.3,,,53147.0,,,,,
18416,42097,2005,44569.0,5.6,93543.0,12.3,,,35876.0,,,,,
18417,42099,2005,23098.0,4.2,44741.0,8.3,,,46741.0,,,,,
18418,42101,2005,576068.0,6.7,1490861.0,24.2,,,32671.0,,,,,
18419,42103,2005,24335.0,5.9,54000.0,8.5,,,49967.0,,,,,
18420,42105,2005,8088.0,6.4,17914.0,13.4,,,33988.0,,,,,
18421,42107,2005,66474.0,5.9,146976.0,12.1,,,35777.0,,,,,
18422,42109,2005,19406.0,4.4,38448.0,10.8,,,41911.0,,,,,
18423,42111,2005,37129.0,6.0,79015.0,13.3,,,33665.0,,,,,
18424,42113,2005,2932.0,5.9,6513.0,12.0,,,33834.0,,,,,
18425,42115,2005,20500.0,5.0,43219.0,16.1,,,35734.0,,,,,
18426,42117,2005,19766.0,5.9,41579.0,14.0,,,35714.0,,,,,
18427,42119,2005,16976.0,5.4,43690.0,9.7,,,42589.0,,,,,
18428,42121,2005,25208.0,5.5,56016.0,14.9,,,35444.0,,,,,
18429,42123,2005,20116.0,5.0,42218.0,11.5,,,37970.0,,,,,
18430,42125,2005,96720.0,5.5,205359.0,10.1,,,44317.0,,,,,
18431,42127,2005,23616.0,4.8,50409.0,11.4,,,38432.0,,,,,
18432,42129,2005,174520.0,5.3,366946.0,8.8,,,43056.0,,,,,
18433,42131,2005,13535.0,5.2,28160.0,11.1,,,39809.0,,,,,
18434,42133,2005,209801.0,4.2,409066.0,7.8,,,49021.0,,,,,
18435,44001,2005,26906.0,4.4,51667.0,6.5,,,60329.0,,,,,
18436,44003,2005,91382.0,4.9,169815.0,6.8,,,56234.0,,,,,
18437,44005,2005,42367.0,4.7,83962.0,7.1,,,56937.0,,,,,
18438,44007,2005,304150.0,5.5,635060.0,15.4,,,44230.0,,,,,
18439,44009,2005,69732.0,4.2,127412.0,6.6,,,61723.0,,,,,
18440,45001,2005,11081.0,8.4,25995.0,19.2,,,32486.0,,,,,
18441,45003,2005,69559.0,6.4,150152.0,15.4,,,41875.0,,,,,
18442,45005,2005,2926.0,11.5,11021.0,38.3,,,22491.0,,,,,
18443,45007,2005,77374.0,8.0,175467.0,15.6,,,38725.0,,,,,
18444,45009,2005,5967.0,9.3,16360.0,27.2,,,26299.0,,,,,
18445,45011,2005,8497.0,9.8,22965.0,23.3,,,30155.0,,,,,
18446,45013,2005,58283.0,5.3,141498.0,11.5,,,49638.0,,,,,
18447,45015,2005,67485.0,5.8,153489.0,13.4,,,44733.0,,,,,
18448,45017,2005,6540.0,7.9,15212.0,15.0,,,35698.0,,,,,
18449,45019,2005,157443.0,5.9,331589.0,15.5,,,42465.0,,,,,
18450,45021,2005,22825.0,8.5,53772.0,16.2,,,35555.0,,,,,
18451,45023,2005,14365.0,9.9,33373.0,19.2,,,33316.0,,,,,
18452,45025,2005,16298.0,10.2,44766.0,22.0,,,31527.0,,,,,
18453,45027,2005,11450.0,10.5,33847.0,23.1,,,27944.0,,,,,
18454,45029,2005,15149.0,7.8,38728.0,22.3,,,31059.0,,,,,
18455,45031,2005,27792.0,9.4,68185.0,21.2,,,33739.0,,,,,
18456,45033,2005,12206.0,10.2,31239.0,24.7,,,28395.0,,,,,
18457,45035,2005,53472.0,5.7,113235.0,11.2,,,49636.0,,,,,
18458,45037,2005,10315.0,7.8,26196.0,17.8,,,39347.0,,,,,
18459,45039,2005,10381.0,8.5,24132.0,19.7,,,32748.0,,,,,
18460,45041,2005,56029.0,9.6,130982.0,17.4,,,37251.0,,,,,
18461,45043,2005,26151.0,9.3,59521.0,17.0,,,35050.0,,,,,
18462,45045,2005,197311.0,6.0,405608.0,12.9,,,42714.0,,,,,
18463,45047,2005,29438.0,9.8,67630.0,16.1,,,36629.0,,,,,
18464,45049,2005,7091.0,9.0,21109.0,23.9,,,31309.0,,,,,
18465,45051,2005,113804.0,6.3,229899.0,15.2,,,38727.0,,,,,
18466,45053,2005,9538.0,5.6,21845.0,24.8,,,32892.0,,,,,
18467,45055,2005,26963.0,7.1,56506.0,13.6,,,40915.0,,,,,
18468,45057,2005,27106.0,9.1,65875.0,14.5,,,36064.0,,,,,
18469,45059,2005,30828.0,7.3,67629.0,16.7,,,35080.0,,,,,
18470,45061,2005,7480.0,10.2,20079.0,28.0,,,27227.0,,,,,
18471,45063,2005,120771.0,5.3,235176.0,11.7,,,46504.0,,,,,
18472,45065,2005,3139.0,12.0,10049.0,19.9,,,32330.0,,,,,
18473,45067,2005,11845.0,14.7,34334.0,24.6,,,27283.0,,,,,
18474,45069,2005,11068.0,12.3,27918.0,24.4,,,26306.0,,,,,
18475,45071,2005,16357.0,7.6,36399.0,16.8,,,35245.0,,,,,
18476,45073,2005,28889.0,9.4,70581.0,11.2,,,39724.0,,,,,
18477,45075,2005,36476.0,10.4,92197.0,23.7,,,31151.0,,,,,
18478,45077,2005,53243.0,7.1,114344.0,13.7,,,40744.0,,,,,
18479,45079,2005,160083.0,6.5,349003.0,14.3,,,43250.0,,,,,
18480,45081,2005,8612.0,7.2,19131.0,18.1,,,37245.0,,,,,
18481,45083,2005,121258.0,8.1,264481.0,15.3,,,38197.0,,,,,
18482,45085,2005,42292.0,9.2,106082.0,18.0,,,34246.0,,,,,
18483,45087,2005,11246.0,11.7,29241.0,16.3,,,33243.0,,,,,
18484,45089,2005,13774.0,12.1,35193.0,29.7,,,25690.0,,,,,
18485,45091,2005,89446.0,7.2,188117.0,12.0,,,47245.0,,,,,
18486,46003,2005,1319.0,3.8,2789.0,11.3,,,35953.0,,,,,
18487,46005,2005,8498.0,4.1,16304.0,12.1,,,35286.0,,,,,
18488,46007,2005,1347.0,5.7,3547.0,34.2,,,30823.0,,,,,
18489,46009,2005,3222.0,3.6,6985.0,14.1,,,34058.0,,,,,
18490,46011,2005,17717.0,2.9,29485.0,15.8,,,37731.0,,,,,
18491,46013,2005,20156.0,3.1,35441.0,11.6,,,39385.0,,,,,
18492,46015,2005,2766.0,3.1,5010.0,12.4,,,35412.0,,,,,
18493,46017,2005,485.0,14.5,1959.0,39.3,,,16868.0,,,,,
18494,46019,2005,4966.0,3.3,9422.0,13.4,,,34163.0,,,,,
18495,46021,2005,857.0,3.6,1591.0,12.1,,,31652.0,,,,,
18496,46023,2005,3987.0,4.1,9134.0,30.2,,,29778.0,,,,,
18497,46025,2005,1777.0,4.6,3827.0,13.6,,,34365.0,,,,,
18498,46027,2005,7084.0,3.2,13517.0,21.6,,,29174.0,,,,,
18499,46029,2005,15304.0,3.4,26364.0,10.3,,,39360.0,,,,,
18500,46031,2005,1327.0,6.7,4213.0,41.9,,,23436.0,,,,,
18501,46033,2005,4613.0,3.6,7810.0,10.3,,,40376.0,,,,,
18502,46035,2005,10674.0,3.0,19126.0,11.5,,,39604.0,,,,,
18503,46037,2005,2832.0,5.7,5872.0,14.0,,,32911.0,,,,,
18504,46039,2005,2550.0,4.0,4389.0,9.2,,,40171.0,,,,,
18505,46041,2005,2403.0,9.2,5667.0,28.3,,,29716.0,,,,,
18506,46043,2005,1725.0,3.1,3242.0,13.4,,,32014.0,,,,,
18507,46045,2005,2026.0,3.1,4128.0,11.2,,,38001.0,,,,,
18508,46047,2005,3719.0,3.8,7181.0,14.7,,,32735.0,,,,,
18509,46049,2005,1131.0,3.5,2411.0,12.3,,,34347.0,,,,,
18510,46051,2005,3945.0,4.2,7454.0,10.3,,,38407.0,,,,,
18511,46053,2005,2391.0,3.6,4378.0,17.3,,,27194.0,,,,,
18512,46055,2005,1155.0,3.1,2030.0,11.2,,,35183.0,,,,,
18513,46057,2005,2812.0,3.8,5625.0,10.6,,,38658.0,,,,,
18514,46059,2005,1855.0,3.0,3396.0,9.7,,,37125.0,,,,,
18515,46061,2005,1950.0,3.2,3511.0,9.5,,,42348.0,,,,,
18516,46063,2005,782.0,3.2,1257.0,14.4,,,31327.0,,,,,
18517,46065,2005,9851.0,2.9,16682.0,8.9,,,47296.0,,,,,
18518,46067,2005,3670.0,3.8,7594.0,12.6,,,36893.0,,,,,
18519,46069,2005,743.0,4.0,1601.0,12.4,,,35214.0,,,,,
18520,46071,2005,1209.0,6.0,2982.0,32.8,,,25445.0,,,,,
18521,46073,2005,1276.0,3.3,2105.0,13.9,,,33152.0,,,,,
18522,46075,2005,709.0,2.7,1033.0,14.7,,,32022.0,,,,,
18523,46077,2005,2972.0,3.7,5318.0,10.5,,,35604.0,,,,,
18524,46079,2005,6435.0,3.5,10624.0,9.8,,,39403.0,,,,,
18525,46081,2005,12403.0,3.3,22889.0,13.8,,,37816.0,,,,,
18526,46083,2005,18727.0,2.8,34598.0,4.7,,,59583.0,,,,,
18527,46085,2005,1903.0,4.9,3756.0,20.6,,,30750.0,,,,,
18528,46087,2005,2859.0,3.2,5793.0,9.1,,,40584.0,,,,,
18529,46089,2005,1171.0,4.0,2627.0,16.5,,,26986.0,,,,,
18530,46091,2005,2018.0,4.5,4625.0,12.3,,,34807.0,,,,,
18531,46093,2005,12255.0,3.5,25089.0,9.8,,,43014.0,,,,,
18532,46095,2005,855.0,5.4,2027.0,33.4,,,28439.0,,,,,
18533,46097,2005,1153.0,4.6,2508.0,11.8,,,33628.0,,,,,
18534,46099,2005,90518.0,3.2,157778.0,10.0,,,45700.0,,,,,
18535,46101,2005,3712.0,4.6,6542.0,8.8,,,40101.0,,,,,
18536,46102,2005,3529.0,10.2,,,,,,,,,,
18537,46103,2005,50672.0,3.4,93099.0,13.7,,,41912.0,,,,,
18538,46105,2005,1665.0,3.8,2984.0,14.9,,,32789.0,,,,,
18539,46107,2005,1315.0,3.5,2444.0,10.7,,,35177.0,,,,,
18540,46109,2005,4560.0,4.8,9939.0,19.8,,,32008.0,,,,,
18541,46111,2005,1539.0,3.3,2457.0,14.3,,,35269.0,,,,,
18542,46115,2005,3355.0,3.7,6814.0,13.2,,,37010.0,,,,,
18543,46117,2005,1885.0,2.5,2822.0,8.5,,,46152.0,,,,,
18544,46119,2005,988.0,2.8,1407.0,9.1,,,39735.0,,,,,
18545,46121,2005,3269.0,5.5,9484.0,46.7,,,22341.0,,,,,
18546,46123,2005,2992.0,3.4,6061.0,18.3,,,32334.0,,,,,
18547,46125,2005,4344.0,3.5,8436.0,9.1,,,39360.0,,,,,
18548,46127,2005,7239.0,3.8,13119.0,6.3,,,51424.0,,,,,
18549,46129,2005,2579.0,4.7,5507.0,16.9,,,31907.0,,,,,
18550,46135,2005,11515.0,3.3,21871.0,10.8,,,40371.0,,,,,
18551,46137,2005,835.0,7.5,2663.0,51.0,,,21213.0,,,,,
18552,47001,2005,32651.0,5.1,72040.0,14.9,,,37842.0,,,,,
18553,47003,2005,20218.0,5.4,41616.0,13.9,,,38327.0,,,,,
18554,47005,2005,6164.0,8.2,16515.0,20.3,,,30670.0,,,,,
18555,47007,2005,4235.0,7.8,12685.0,22.3,,,31800.0,,,,,
18556,47009,2005,56136.0,4.7,115336.0,12.8,,,42567.0,,,,,
18557,47011,2005,43731.0,5.2,93024.0,14.4,,,39628.0,,,,,
18558,47013,2005,15651.0,5.9,40397.0,24.5,,,27735.0,,,,,
18559,47015,2005,6031.0,5.2,13153.0,15.2,,,36270.0,,,,,
18560,47017,2005,12495.0,7.6,28707.0,20.3,,,32079.0,,,,,
18561,47019,2005,27035.0,5.7,57693.0,19.1,,,32707.0,,,,,
18562,47021,2005,19307.0,4.4,37668.0,11.0,,,49287.0,,,,,
18563,47023,2005,7069.0,5.9,16355.0,17.8,,,36635.0,,,,,
18564,47025,2005,12167.0,5.6,31206.0,23.0,,,29611.0,,,,,
18565,47027,2005,3134.0,11.5,7954.0,22.4,,,25865.0,,,,,
18566,47029,2005,14505.0,7.7,34644.0,21.1,,,28599.0,,,,,
18567,47031,2005,23771.0,5.5,50834.0,17.1,,,36677.0,,,,,
18568,47033,2005,5879.0,7.8,14437.0,18.3,,,33704.0,,,,,
18569,47035,2005,20709.0,6.6,51758.0,16.8,,,34675.0,,,,,
18570,47037,2005,287714.0,4.5,589787.0,14.7,,,40804.0,,,,,
18571,47039,2005,4965.0,7.8,11597.0,21.8,,,31582.0,,,,,
18572,47041,2005,9118.0,5.8,18150.0,19.0,,,33429.0,,,,,
18573,47043,2005,21503.0,4.9,46361.0,13.3,,,42021.0,,,,,
18574,47045,2005,16141.0,6.1,37882.0,19.5,,,36161.0,,,,,
18575,47047,2005,14846.0,6.7,33831.0,14.0,,,45812.0,,,,,
18576,47049,2005,6519.0,7.0,17167.0,27.9,,,25662.0,,,,,
18577,47051,2005,18694.0,5.5,40531.0,14.0,,,39826.0,,,,,
18578,47053,2005,18851.0,8.5,47924.0,14.3,,,34320.0,,,,,
18579,47055,2005,12279.0,7.3,29454.0,15.2,,,36681.0,,,,,
18580,47057,2005,9425.0,5.9,21871.0,18.7,,,32519.0,,,,,
18581,47059,2005,29180.0,8.5,66369.0,19.2,,,33378.0,,,,,
18582,47061,2005,5313.0,7.5,14139.0,25.9,,,25657.0,,,,,
18583,47063,2005,27635.0,5.8,59918.0,15.4,,,36838.0,,,,,
18584,47065,2005,148943.0,4.7,317901.0,13.3,,,41142.0,,,,,
18585,47067,2005,2177.0,9.0,6805.0,39.5,,,21026.0,,,,,
18586,47069,2005,10070.0,8.5,27824.0,22.1,,,30592.0,,,,,
18587,47071,2005,10341.0,7.3,25710.0,23.7,,,30432.0,,,,,
18588,47073,2005,23731.0,6.2,55539.0,18.8,,,32456.0,,,,,
18589,47075,2005,8342.0,8.3,19392.0,19.8,,,30988.0,,,,,
18590,47077,2005,11657.0,7.4,26581.0,16.0,,,36139.0,,,,,
18591,47079,2005,12950.0,7.5,31538.0,17.8,,,33035.0,,,,,
18592,47081,2005,9477.0,6.2,23940.0,19.4,,,31965.0,,,,,
18593,47083,2005,3438.0,8.4,8060.0,18.4,,,32590.0,,,,,
18594,47085,2005,8131.0,7.6,18017.0,14.5,,,37440.0,,,,,
18595,47087,2005,4705.0,8.6,11385.0,21.0,,,29966.0,,,,,
18596,47089,2005,22073.0,5.9,47785.0,15.6,,,36389.0,,,,,
18597,47091,2005,6361.0,8.2,18153.0,24.5,,,25791.0,,,,,
18598,47093,2005,204363.0,4.2,404234.0,15.7,,,42089.0,,,,,
18599,47095,2005,2352.0,8.2,7847.0,37.9,,,24273.0,,,,,
18600,47097,2005,8744.0,8.7,27402.0,23.1,,,29388.0,,,,,
18601,47099,2005,15510.0,10.0,40794.0,14.7,,,35773.0,,,,,
18602,47101,2005,4620.0,9.4,11654.0,18.6,,,32175.0,,,,,
18603,47103,2005,15592.0,4.7,32014.0,14.5,,,38566.0,,,,,
18604,47105,2005,20603.0,4.6,43923.0,12.0,,,45687.0,,,,,
18605,47107,2005,22279.0,6.1,50999.0,17.9,,,34343.0,,,,,
18606,47109,2005,11443.0,6.0,25134.0,19.1,,,32499.0,,,,,
18607,47111,2005,9837.0,5.7,21254.0,17.7,,,31845.0,,,,,
18608,47113,2005,43729.0,5.6,95400.0,16.4,,,39780.0,,,,,
18609,47115,2005,11913.0,6.1,27751.0,16.6,,,34857.0,,,,,
18610,47117,2005,11559.0,6.4,28181.0,15.3,,,36273.0,,,,,
18611,47119,2005,33446.0,6.0,73962.0,13.4,,,42919.0,,,,,
18612,47121,2005,4396.0,7.3,11241.0,19.3,,,33206.0,,,,,
18613,47123,2005,17309.0,6.0,42163.0,16.2,,,34234.0,,,,,
18614,47125,2005,61824.0,4.9,151122.0,11.8,,,45334.0,,,,,
18615,47127,2005,2939.0,4.6,6088.0,11.0,,,43083.0,,,,,
18616,47129,2005,7495.0,7.5,20959.0,24.1,,,29958.0,,,,,
18617,47131,2005,14407.0,6.0,32179.0,14.8,,,30967.0,,,,,
18618,47133,2005,9123.0,5.8,20983.0,17.8,,,30425.0,,,,,
18619,47135,2005,3015.0,7.2,7594.0,18.1,,,30801.0,,,,,
