,fips,year,employed_persons,unemployment_rate,total_pop,poverty_rate,per_capita_income_2007,per_capita_income_2006,per_capita_income_2005,per_capita_income_2008,per_capita_income_2003,per_capita_income_2004,per_capita_income_2009,per_capita_income_2002
4120,20009,2001,13709.0,3.2,27771.0,,,,,,,,,
4121,20011,2001,8473.0,3.9,15368.0,,,,,,,,,
4122,20013,2001,4918.0,5.5,10555.0,,,,,,,,,
4123,20015,2001,29412.0,4.0,59894.0,,,,,,,,,
4124,20017,2001,1501.0,3.7,2966.0,,,,,,,,,
4125,20019,2001,1799.0,5.0,4240.0,,,,,,,,,
4126,20021,2001,9986.0,5.7,22338.0,,,,,,,,,
4127,20023,2001,1458.0,3.1,3083.0,,,,,,,,,
4128,20025,2001,1141.0,2.6,2393.0,,,,,,,,,
4129,20027,2001,4292.0,4.1,8730.0,,,,,,,,,
4130,20029,2001,5018.0,3.7,10090.0,,,,,,,,,
4131,20031,2001,4385.0,5.2,8828.0,,,,,,,,,
4132,20033,2001,982.0,2.7,1984.0,,,,,,,,,
4133,20035,2001,17117.0,4.3,36103.0,,,,,,,,,
4134,20037,2001,17909.0,5.1,38434.0,,,,,,,,,
4135,20039,2001,1756.0,2.8,3450.0,,,,,,,,,
4136,20041,2001,9524.0,4.0,19138.0,,,,,,,,,
4137,20043,2001,3932.0,7.7,8219.0,,,,,,,,,
4138,20045,2001,56960.0,3.3,101269.0,,,,,,,,,
4139,20047,2001,1627.0,2.9,3376.0,,,,,,,,,
4140,20049,2001,1394.0,5.3,3147.0,,,,,,,,,
4141,20051,2001,15031.0,2.9,27591.0,,,,,,,,,
4142,20053,2001,3011.0,3.5,6477.0,,,,,,,,,
4143,20055,2001,17304.0,7.2,39730.0,,,,,,,,,
4144,20057,2001,15079.0,3.1,32182.0,,,,,,,,,
4145,20059,2001,12549.0,4.9,25000.0,,,,,,,,,
4146,20061,2001,10443.0,5.6,27821.0,,,,,,,,,
4147,20063,2001,1475.0,2.6,3044.0,,,,,,,,,
4148,20065,2001,1328.0,3.3,2896.0,,,,,,,,,
4149,20067,2001,3601.0,2.9,7789.0,,,,,,,,,
4150,20069,2001,2943.0,2.6,5921.0,,,,,,,,,
4151,20071,2001,764.0,3.4,1524.0,,,,,,,,,
4152,20073,2001,3373.0,5.1,7653.0,,,,,,,,,
4153,20075,2001,1224.0,2.9,2675.0,,,,,,,,,
4154,20077,2001,2980.0,3.7,6436.0,,,,,,,,,
4155,20079,2001,16961.0,3.5,32961.0,,,,,,,,,
4156,20081,2001,1989.0,2.8,4246.0,,,,,,,,,
4157,20083,2001,908.0,3.3,2118.0,,,,,,,,,
4158,20085,2001,6380.0,4.4,12672.0,,,,,,,,,
4159,20087,2001,9425.0,4.1,18640.0,,,,,,,,,
4160,20089,2001,1773.0,2.9,3603.0,,,,,,,,,
4161,20091,2001,253986.0,3.8,463554.0,,,,,,,,,
4162,20093,2001,1860.0,3.3,4489.0,,,,,,,,,
4163,20095,2001,4018.0,3.6,8597.0,,,,,,,,,
4164,20097,2001,1449.0,3.2,3160.0,,,,,,,,,
4165,20099,2001,10188.0,5.5,22436.0,,,,,,,,,
4166,20101,2001,1077.0,3.6,2104.0,,,,,,,,,
4167,20103,2001,29688.0,5.2,69906.0,,,,,,,,,
4168,20105,2001,1730.0,3.6,3560.0,,,,,,,,,
4169,20107,2001,4441.0,6.1,9734.0,,,,,,,,,
4170,20109,2001,1497.0,3.1,2992.0,,,,,,,,,
4171,20111,2001,17889.0,4.1,36049.0,,,,,,,,,
4172,20113,2001,14563.0,3.6,29489.0,,,,,,,,,
4173,20115,2001,6360.0,3.5,13377.0,,,,,,,,,
4174,20117,2001,5303.0,3.8,10791.0,,,,,,,,,
4175,20119,2001,2055.0,2.9,4669.0,,,,,,,,,
4176,20121,2001,14571.0,4.2,28770.0,,,,,,,,,
4177,20123,2001,3162.0,3.6,6772.0,,,,,,,,,
4178,20125,2001,15229.0,6.5,35935.0,,,,,,,,,
4179,20127,2001,2807.0,4.2,6061.0,,,,,,,,,
4180,20129,2001,1626.0,2.8,3393.0,,,,,,,,,
4181,20131,2001,4775.0,3.6,10494.0,,,,,,,,,
4182,20133,2001,7874.0,5.4,16884.0,,,,,,,,,
4183,20135,2001,1677.0,2.8,3391.0,,,,,,,,,
4184,20137,2001,2455.0,3.6,5863.0,,,,,,,,,
4185,20139,2001,8401.0,4.8,16657.0,,,,,,,,,
4186,20141,2001,2196.0,3.6,4342.0,,,,,,,,,
4187,20143,2001,3182.0,3.7,6142.0,,,,,,,,,
4188,20145,2001,3354.0,3.0,7068.0,,,,,,,,,
4189,20147,2001,2940.0,3.0,5903.0,,,,,,,,,
4190,20149,2001,8972.0,3.9,18412.0,,,,,,,,,
4191,20151,2001,4871.0,2.9,9579.0,,,,,,,,,
4192,20153,2001,1311.0,3.4,2917.0,,,,,,,,,
4193,20155,2001,30556.0,4.5,64584.0,,,,,,,,,
4194,20157,2001,2790.0,3.4,5685.0,,,,,,,,,
4195,20159,2001,4968.0,3.8,10609.0,,,,,,,,,
4196,20161,2001,29316.0,3.3,62962.0,,,,,,,,,
4197,20163,2001,2592.0,3.5,5560.0,,,,,,,,,
4198,20165,2001,1615.0,3.6,3511.0,,,,,,,,,
4199,20167,2001,3097.0,5.1,7179.0,,,,,,,,,
4200,20169,2001,28545.0,3.7,53952.0,,,,,,,,,
4201,20171,2001,2858.0,2.5,5110.0,,,,,,,,,
4202,20173,2001,228946.0,4.1,456887.0,,,,,,,,,
4203,20175,2001,9822.0,3.7,22544.0,,,,,,,,,
4204,20177,2001,87825.0,4.2,170320.0,,,,,,,,,
4205,20179,2001,1413.0,2.6,2728.0,,,,,,,,,
4206,20181,2001,3631.0,3.1,6606.0,,,,,,,,,
4207,20183,2001,2069.0,3.4,4416.0,,,,,,,,,
4208,20185,2001,2148.0,3.3,4723.0,,,,,,,,,
4209,20187,2001,1193.0,2.5,2410.0,,,,,,,,,
4210,20189,2001,2214.0,3.6,5428.0,,,,,,,,,
4211,20191,2001,12116.0,4.2,25704.0,,,,,,,,,
4212,20193,2001,4136.0,2.9,8164.0,,,,,,,,,
4213,20195,2001,1585.0,3.0,3225.0,,,,,,,,,
4214,20197,2001,3576.0,3.6,6801.0,,,,,,,,,
4215,20199,2001,887.0,2.8,1695.0,,,,,,,,,
4216,20201,2001,3198.0,3.7,6281.0,,,,,,,,,
4217,20203,2001,1164.0,3.2,2511.0,,,,,,,,,
4218,20205,2001,4502.0,5.9,10216.0,,,,,,,,,
4219,20207,2001,1589.0,6.3,3742.0,,,,,,,,,
4220,20209,2001,68270.0,7.5,158372.0,,,,,,,,,
4221,21001,2001,8293.0,4.8,17584.0,,,,,,,,,
4222,21003,2001,8180.0,6.0,17947.0,,,,,,,,,
4223,21005,2001,9790.0,5.0,19382.0,,,,,,,,,
4224,21007,2001,3891.0,6.7,8225.0,,,,,,,,,
4225,21009,2001,18359.0,5.0,38517.0,,,,,,,,,
4226,21011,2001,4662.0,7.4,11280.0,,,,,,,,,
4227,21013,2001,8987.0,8.3,29561.0,,,,,,,,,
4228,21015,2001,48214.0,3.9,90277.0,,,,,,,,,
4229,21017,2001,9468.0,4.6,19443.0,,,,,,,,,
4230,21019,2001,20083.0,6.5,49595.0,,,,,,,,,
4231,21021,2001,12798.0,5.5,27472.0,,,,,,,,,
4232,21023,2001,3979.0,4.8,8334.0,,,,,,,,,
4233,21025,2001,4975.0,7.6,15664.0,,,,,,,,,
4234,21027,2001,8203.0,6.3,18837.0,,,,,,,,,
4235,21029,2001,31772.0,4.2,62596.0,,,,,,,,,
4236,21031,2001,6347.0,5.5,13015.0,,,,,,,,,
4237,21033,2001,5940.0,5.1,12843.0,,,,,,,,,
4238,21035,2001,16377.0,5.2,34439.0,,,,,,,,,
4239,21037,2001,43941.0,4.4,88843.0,,,,,,,,,
4240,21039,2001,2266.0,6.5,5305.0,,,,,,,,,
4241,21041,2001,4933.0,5.8,10193.0,,,,,,,,,
4242,21043,2001,11196.0,10.3,26991.0,,,,,,,,,
4243,21045,2001,6710.0,6.8,15563.0,,,,,,,,,
4244,21047,2001,24653.0,6.7,73397.0,,,,,,,,,
4245,21049,2001,16045.0,5.3,33390.0,,,,,,,,,
4246,21051,2001,6759.0,7.5,24203.0,,,,,,,,,
4247,21053,2001,4388.0,6.2,9696.0,,,,,,,,,
4248,21055,2001,4063.0,7.6,9310.0,,,,,,,,,
4249,21057,2001,3064.0,5.7,7157.0,,,,,,,,,
4250,21059,2001,43910.0,5.1,91707.0,,,,,,,,,
4251,21061,2001,4710.0,6.1,11728.0,,,,,,,,,
4252,21063,2001,2326.0,8.8,6694.0,,,,,,,,,
4253,21065,2001,5691.0,6.3,15293.0,,,,,,,,,
4254,21067,2001,141948.0,3.7,263990.0,,,,,,,,,
4255,21069,2001,6340.0,5.0,14016.0,,,,,,,,,
4256,21071,2001,12975.0,6.7,41844.0,,,,,,,,,
4257,21073,2001,24160.0,3.7,48185.0,,,,,,,,,
4258,21075,2001,2996.0,6.4,7753.0,,,,,,,,,
4259,21077,2001,3700.0,4.7,8004.0,,,,,,,,,
4260,21079,2001,7188.0,4.8,15090.0,,,,,,,,,
4261,21081,2001,11138.0,5.1,22972.0,,,,,,,,,
4262,21083,2001,15954.0,6.6,36869.0,,,,,,,,,
4263,21085,2001,10651.0,7.5,24170.0,,,,,,,,,
4264,21087,2001,5252.0,5.4,11566.0,,,,,,,,,
4265,21089,2001,14866.0,6.3,36804.0,,,,,,,,,
4266,21091,2001,3891.0,5.9,8431.0,,,,,,,,,
4267,21093,2001,40872.0,5.1,93715.0,,,,,,,,,
4268,21095,2001,9192.0,7.7,32184.0,,,,,,,,,
4269,21097,2001,8770.0,5.2,18007.0,,,,,,,,,
4270,21099,2001,7322.0,5.4,17291.0,,,,,,,,,
4271,21101,2001,21960.0,4.7,44865.0,,,,,,,,,
4272,21103,2001,7333.0,4.4,15113.0,,,,,,,,,
4273,21105,2001,2271.0,5.8,5234.0,,,,,,,,,
4274,21107,2001,19828.0,5.8,46148.0,,,,,,,,,
4275,21109,2001,4486.0,8.2,13611.0,,,,,,,,,
4276,21111,2001,337879.0,4.7,697159.0,,,,,,,,,
4277,21113,2001,19822.0,3.8,39819.0,,,,,,,,,
4278,21115,2001,8683.0,6.1,23230.0,,,,,,,,,
4279,21117,2001,78504.0,4.3,151974.0,,,,,,,,,
4280,21119,2001,5261.0,6.8,17411.0,,,,,,,,,
4281,21121,2001,10473.0,6.4,31431.0,,,,,,,,,
4282,21123,2001,6039.0,4.9,13436.0,,,,,,,,,
4283,21125,2001,23750.0,5.0,53604.0,,,,,,,,,
4284,21127,2001,5080.0,8.3,15566.0,,,,,,,,,
4285,21129,2001,2337.0,7.2,7922.0,,,,,,,,,
4286,21131,2001,3634.0,6.1,12183.0,,,,,,,,,
4287,21133,2001,8274.0,6.3,24862.0,,,,,,,,,
4288,21135,2001,5125.0,8.0,13990.0,,,,,,,,,
4289,21137,2001,10428.0,6.1,23704.0,,,,,,,,,
4290,21139,2001,4631.0,6.4,9795.0,,,,,,,,,
4291,21141,2001,12323.0,6.7,26609.0,,,,,,,,,
4292,21143,2001,3090.0,6.1,8149.0,,,,,,,,,
4293,21145,2001,29794.0,5.2,64825.0,,,,,,,,,
4294,21147,2001,5749.0,9.6,17144.0,,,,,,,,,
4295,21149,2001,4378.0,5.9,9853.0,,,,,,,,,
4296,21151,2001,35754.0,4.7,72571.0,,,,,,,,,
4297,21153,2001,4032.0,10.0,13195.0,,,,,,,,,
4298,21155,2001,8253.0,5.8,18404.0,,,,,,,,,
4299,21157,2001,13866.0,6.4,30145.0,,,,,,,,,
4300,21159,2001,3457.0,6.6,12589.0,,,,,,,,,
4301,21161,2001,8072.0,4.7,16808.0,,,,,,,,,
4302,21163,2001,11028.0,5.2,28506.0,,,,,,,,,
4303,21165,2001,2435.0,7.8,6631.0,,,,,,,,,
4304,21167,2001,10164.0,5.1,20755.0,,,,,,,,,
4305,21169,2001,4349.0,5.2,10075.0,,,,,,,,,
4306,21171,2001,4727.0,8.9,11684.0,,,,,,,,,
4307,21173,2001,10741.0,6.2,22851.0,,,,,,,,,
4308,21175,2001,4787.0,8.3,14046.0,,,,,,,,,
4309,21177,2001,11924.0,8.3,31768.0,,,,,,,,,
4310,21179,2001,18504.0,5.2,38128.0,,,,,,,,,
4311,21181,2001,3021.0,6.1,6878.0,,,,,,,,,
4312,21183,2001,9988.0,6.1,23040.0,,,,,,,,,
4313,21185,2001,23041.0,3.5,47933.0,,,,,,,,,
4314,21187,2001,4818.0,4.3,10591.0,,,,,,,,,
4315,21189,2001,1469.0,6.8,4809.0,,,,,,,,,
4316,21191,2001,6820.0,4.6,14593.0,,,,,,,,,
4317,21193,2001,9622.0,6.7,29112.0,,,,,,,,,
4318,21195,2001,23686.0,5.7,67607.0,,,,,,,,,
4319,21197,2001,5471.0,7.1,13213.0,,,,,,,,,
4320,21199,2001,24786.0,6.7,56911.0,,,,,,,,,
4321,21201,2001,1041.0,4.8,2256.0,,,,,,,,,
4322,21203,2001,6645.0,6.4,16572.0,,,,,,,,,
4323,21205,2001,10423.0,6.0,22323.0,,,,,,,,,
4324,21207,2001,7257.0,6.3,16367.0,,,,,,,,,
4325,21209,2001,17838.0,4.0,34547.0,,,,,,,,,
4326,21211,2001,17513.0,4.3,34047.0,,,,,,,,,
4327,21213,2001,8083.0,5.5,16599.0,,,,,,,,,
4328,21215,2001,6543.0,4.1,12559.0,,,,,,,,,
4329,21217,2001,11141.0,5.1,22918.0,,,,,,,,,
4330,21219,2001,5511.0,6.5,12021.0,,,,,,,,,
4331,21221,2001,5598.0,5.7,12803.0,,,,,,,,,
4332,21223,2001,3925.0,5.4,8449.0,,,,,,,,,
4333,21225,2001,6976.0,5.6,15330.0,,,,,,,,,
4334,21227,2001,47531.0,4.8,94211.0,,,,,,,,,
4335,21229,2001,5057.0,5.9,10997.0,,,,,,,,,
4336,21231,2001,7783.0,7.3,19949.0,,,,,,,,,
4337,21233,2001,6382.0,4.6,13945.0,,,,,,,,,
4338,21235,2001,13668.0,6.0,36091.0,,,,,,,,,
4339,21237,2001,2244.0,8.8,6965.0,,,,,,,,,
4340,21239,2001,12754.0,3.9,23331.0,,,,,,,,,
4341,22001,2001,22310.0,5.9,58844.0,,,,,,,,,
4342,22003,2001,7988.0,7.3,25399.0,,,,,,,,,
4343,22005,2001,36626.0,5.4,79210.0,,,,,,,,,
4344,22007,2001,9770.0,5.9,23194.0,,,,,,,,,
4345,22009,2001,14632.0,7.2,41274.0,,,,,,,,,
4346,22011,2001,13107.0,6.2,33001.0,,,,,,,,,
4347,22013,2001,5426.0,8.1,15400.0,,,,,,,,,
4348,22015,2001,44776.0,5.2,100986.0,,,,,,,,,
4349,22017,2001,107409.0,5.9,249815.0,,,,,,,,,
4350,22019,2001,81084.0,5.6,183296.0,,,,,,,,,
4351,22021,2001,4005.0,7.6,10429.0,,,,,,,,,
4352,22023,2001,4228.0,5.1,9875.0,,,,,,,,,
4353,22025,2001,3705.0,9.2,10767.0,,,,,,,,,
4354,22027,2001,6283.0,6.8,16810.0,,,,,,,,,
4355,22029,2001,6836.0,9.5,20134.0,,,,,,,,,
4356,22031,2001,10019.0,6.8,25449.0,,,,,,,,,
4357,22033,2001,192462.0,5.1,411666.0,,,,,,,,,
4358,22035,2001,2742.0,11.7,9136.0,,,,,,,,,
4359,22037,2001,7590.0,6.3,20978.0,,,,,,,,,
4360,22039,2001,11158.0,6.6,35155.0,,,,,,,,,
4361,22041,2001,7416.0,8.5,21070.0,,,,,,,,,
4362,22043,2001,7373.0,6.6,18896.0,,,,,,,,,
4363,22045,2001,29142.0,5.5,72993.0,,,,,,,,,
4364,22047,2001,11475.0,7.3,33327.0,,,,,,,,,
4365,22049,2001,6217.0,6.6,15517.0,,,,,,,,,
4366,22051,2001,217126.0,4.7,453154.0,,,,,,,,,
4367,22053,2001,12089.0,5.8,31232.0,,,,,,,,,
4368,22055,2001,95432.0,4.1,191725.0,,,,,,,,,
4369,22057,2001,40293.0,4.4,90105.0,,,,,,,,,
4370,22059,2001,5572.0,6.4,14207.0,,,,,,,,,
4371,22061,2001,17553.0,6.0,42625.0,,,,,,,,,
4372,22063,2001,42713.0,5.5,95597.0,,,,,,,,,
4373,22065,2001,4602.0,9.4,13493.0,,,,,,,,,
4374,22067,2001,11573.0,8.3,30605.0,,,,,,,,,
4375,22069,2001,15767.0,6.6,38844.0,,,,,,,,,
4376,22071,2001,194410.0,5.7,487363.0,,,,,,,,,
4377,22073,2001,67122.0,5.3,146789.0,,,,,,,,,
4378,22075,2001,10393.0,5.5,27029.0,,,,,,,,,
4379,22077,2001,8889.0,6.7,22574.0,,,,,,,,,
4380,22079,2001,52359.0,5.8,126206.0,,,,,,,,,
4381,22081,2001,3307.0,7.9,9494.0,,,,,,,,,
4382,22083,2001,7946.0,7.4,20880.0,,,,,,,,,
4383,22085,2001,8711.0,6.2,23379.0,,,,,,,,,
4384,22087,2001,29857.0,5.6,68028.0,,,,,,,,,
4385,22089,2001,22451.0,5.3,48461.0,,,,,,,,,
4386,22091,2001,3716.0,6.3,10524.0,,,,,,,,,
4387,22093,2001,7974.0,9.0,21291.0,,,,,,,,,
4388,22095,2001,18674.0,6.7,43580.0,,,,,,,,,
4389,22097,2001,30639.0,6.7,86416.0,,,,,,,,,
4390,22099,2001,20740.0,6.3,48971.0,,,,,,,,,
4391,22101,2001,21050.0,6.9,53044.0,,,,,,,,,
4392,22103,2001,92908.0,4.6,195622.0,,,,,,,,,
4393,22105,2001,42737.0,6.7,101657.0,,,,,,,,,
4394,22107,2001,2059.0,8.5,6334.0,,,,,,,,,
4395,22109,2001,44981.0,4.6,105255.0,,,,,,,,,
4396,22111,2001,9798.0,5.9,22783.0,,,,,,,,,
4397,22113,2001,22280.0,5.5,54217.0,,,,,,,,,
4398,22115,2001,17298.0,6.4,52958.0,,,,,,,,,
4399,22117,2001,15851.0,7.0,43992.0,,,,,,,,,
4400,22119,2001,17064.0,7.0,41372.0,,,,,,,,,
4401,22121,2001,9463.0,5.5,21703.0,,,,,,,,,
4402,22123,2001,4341.0,10.8,12095.0,,,,,,,,,
4403,22125,2001,4396.0,7.3,15152.0,,,,,,,,,
4404,22127,2001,5646.0,7.3,16498.0,,,,,,,,,
4405,23001,2001,52999.0,3.9,104260.0,,,,,,,,,
4406,23003,2001,32560.0,4.5,72962.0,,,,,,,,,
4407,23005,2001,145461.0,2.8,268391.0,,,,,,,,,
4408,23007,2001,13383.0,5.2,29631.0,,,,,,,,,
4409,23009,2001,27566.0,4.1,52109.0,,,,,,,,,
4410,23011,2001,58519.0,3.7,118024.0,,,,,,,,,
4411,23013,2001,20342.0,3.0,39884.0,,,,,,,,,
4412,23015,2001,17083.0,3.3,33968.0,,,,,,,,,
4413,23017,2001,26288.0,4.6,55157.0,,,,,,,,,
4414,23019,2001,72767.0,4.0,146110.0,,,,,,,,,
4415,23021,2001,7453.0,5.6,17203.0,,,,,,,,,
4416,23023,2001,17903.0,3.1,35323.0,,,,,,,,,
4417,23025,2001,23181.0,5.9,50871.0,,,,,,,,,
4418,23027,2001,18618.0,4.2,37039.0,,,,,,,,,
4419,23029,2001,14386.0,6.6,33499.0,,,,,,,,,
4420,23031,2001,101128.0,3.3,191261.0,,,,,,,,,
4421,24001,2001,30951.0,6.6,74525.0,,,,,,,,,
4422,24003,2001,261010.0,3.6,498559.0,,,,,,,,,
4423,24005,2001,394321.0,4.3,762925.0,,,,,,,,,
4424,24009,2001,39753.0,3.3,77218.0,,,,,,,,,
4425,24011,2001,14762.0,4.8,29814.0,,,,,,,,,
4426,24013,2001,82674.0,3.3,154037.0,,,,,,,,,
4427,24015,2001,44384.0,4.1,88228.0,,,,,,,,,
4428,24017,2001,64003.0,3.3,124745.0,,,,,,,,,
4429,24019,2001,14988.0,6.5,30647.0,,,,,,,,,
4430,24021,2001,108130.0,3.3,202315.0,,,,,,,,,
4431,24023,2001,14101.0,5.5,29812.0,,,,,,,,,
4432,24025,2001,117040.0,3.8,222753.0,,,,,,,,,
4433,24027,2001,143489.0,3.1,255211.0,,,,,,,,,
4434,24029,2001,9944.0,4.2,19330.0,,,,,,,,,
4435,24031,2001,475953.0,3.2,891764.0,,,,,,,,,
4436,24033,2001,413286.0,4.4,817360.0,,,,,,,,,
4437,24035,2001,22259.0,3.5,41253.0,,,,,,,,,
4438,24037,2001,43957.0,3.5,87455.0,,,,,,,,,
4439,24039,2001,10111.0,6.9,25157.0,,,,,,,,,
4440,24041,2001,17428.0,3.7,34231.0,,,,,,,,,
4441,24043,2001,63905.0,4.6,133093.0,,,,,,,,,
4442,24045,2001,45074.0,4.9,85637.0,,,,,,,,,
4443,24047,2001,25159.0,6.8,47889.0,,,,,,,,,
4444,24510,2001,260764.0,6.8,640733.0,,,,,,,,,
4445,25001,2001,110279.0,4.0,224087.0,,,,,,,,,
4446,25003,2001,68235.0,3.6,133928.0,,,,,,,,,
4447,25005,2001,264993.0,4.8,538282.0,,,,,,,,,
4448,25007,2001,9804.0,3.0,15261.0,,,,,,,,,
4449,25009,2001,361798.0,4.1,730206.0,,,,,,,,,
4450,25011,2001,37809.0,3.2,71557.0,,,,,,,,,
4451,25013,2001,211344.0,4.3,456557.0,,,,,,,,,
4452,25015,2001,83713.0,2.8,152518.0,,,,,,,,,
4453,25017,2001,799133.0,3.4,1473021.0,,,,,,,,,
4454,25019,2001,6966.0,1.7,9415.0,,,,,,,,,
4455,25021,2001,346504.0,3.2,653137.0,,,,,,,,,
4456,25023,2001,244251.0,3.6,478222.0,,,,,,,,,
4457,25025,2001,337646.0,4.2,700232.0,,,,,,,,,
4458,25027,2001,375880.0,3.9,761211.0,,,,,,,,,
4459,26001,2001,3897.0,10.4,11665.0,,,,,,,,,
4460,26003,2001,4164.0,6.4,9815.0,,,,,,,,,
4461,26005,2001,55314.0,4.4,107367.0,,,,,,,,,
4462,26007,2001,14517.0,8.0,31179.0,,,,,,,,,
4463,26009,2001,10942.0,6.6,23485.0,,,,,,,,,
4464,26011,2001,7109.0,7.9,17206.0,,,,,,,,,
4465,26013,2001,3668.0,9.2,8899.0,,,,,,,,,
4466,26015,2001,29285.0,4.6,57572.0,,,,,,,,,
4467,26017,2001,53547.0,5.5,109836.0,,,,,,,,,
4468,26019,2001,7947.0,6.1,16490.0,,,,,,,,,
4469,26021,2001,77254.0,5.6,161153.0,,,,,,,,,
4470,26023,2001,22239.0,5.5,46099.0,,,,,,,,,
4471,26025,2001,67216.0,5.4,138158.0,,,,,,,,,
4472,26027,2001,25816.0,4.8,51395.0,,,,,,,,,
4473,26029,2001,13057.0,6.1,26437.0,,,,,,,,,
4474,26031,2001,11796.0,9.8,26881.0,,,,,,,,,
4475,26033,2001,16205.0,7.7,38518.0,,,,,,,,,
4476,26035,2001,12023.0,7.4,31405.0,,,,,,,,,
4477,26037,2001,34877.0,3.4,66098.0,,,,,,,,,
4478,26039,2001,6395.0,5.7,14392.0,,,,,,,,,
4479,26041,2001,18780.0,6.6,38356.0,,,,,,,,,
4480,26043,2001,13529.0,5.1,27136.0,,,,,,,,,
4481,26045,2001,56341.0,3.7,104848.0,,,,,,,,,
4482,26047,2001,17180.0,6.3,31998.0,,,,,,,,,
4483,26049,2001,203496.0,6.2,438584.0,,,,,,,,,
4484,26051,2001,10305.0,7.1,26453.0,,,,,,,,,
4485,26053,2001,7434.0,7.3,17612.0,,,,,,,,,
4486,26055,2001,43690.0,4.9,79915.0,,,,,,,,,
4487,26057,2001,18491.0,5.7,42521.0,,,,,,,,,
4488,26059,2001,22643.0,6.1,46736.0,,,,,,,,,
4489,26061,2001,16072.0,6.2,35701.0,,,,,,,,,
4490,26063,2001,16161.0,7.5,35760.0,,,,,,,,,
4491,26065,2001,149177.0,4.0,281105.0,,,,,,,,,
4492,26067,2001,28653.0,5.2,62079.0,,,,,,,,,
4493,26069,2001,10088.0,9.5,27204.0,,,,,,,,,
4494,26071,2001,5388.0,6.7,12879.0,,,,,,,,,
4495,26073,2001,34020.0,4.0,64231.0,,,,,,,,,
4496,26075,2001,75811.0,5.4,159772.0,,,,,,,,,
4497,26077,2001,126849.0,4.3,240080.0,,,,,,,,,
4498,26079,2001,7998.0,7.5,16873.0,,,,,,,,,
4499,26081,2001,307417.0,4.8,581224.0,,,,,,,,,
4500,26083,2001,977.0,8.2,2264.0,,,,,,,,,
4501,26085,2001,4148.0,7.8,11444.0,,,,,,,,,
4502,26087,2001,42853.0,6.2,89102.0,,,,,,,,,
4503,26089,2001,10756.0,3.8,21490.0,,,,,,,,,
4504,26091,2001,49554.0,5.5,99626.0,,,,,,,,,
4505,26093,2001,86860.0,3.5,163146.0,,,,,,,,,
4506,26095,2001,2673.0,6.8,7089.0,,,,,,,,,
4507,26097,2001,6289.0,9.0,11803.0,,,,,,,,,
4508,26099,2001,407202.0,5.0,800571.0,,,,,,,,,
4509,26101,2001,11307.0,6.6,24725.0,,,,,,,,,
4510,26103,2001,32697.0,5.6,64738.0,,,,,,,,,
4511,26105,2001,14052.0,9.5,28475.0,,,,,,,,,
4512,26107,2001,18122.0,5.6,41003.0,,,,,,,,,
4513,26109,2001,12675.0,5.7,25170.0,,,,,,,,,
4514,26111,2001,41093.0,4.4,83576.0,,,,,,,,,
4515,26113,2001,6311.0,7.0,14590.0,,,,,,,,,
4516,26115,2001,74189.0,4.6,147605.0,,,,,,,,,
4517,26117,2001,28507.0,6.3,62083.0,,,,,,,,,
4518,26119,2001,3749.0,10.4,10389.0,,,,,,,,,
4519,26121,2001,80760.0,6.2,171055.0,,,,,,,,,
4520,26123,2001,21978.0,6.4,48564.0,,,,,,,,,
4521,26125,2001,634603.0,4.1,1200425.0,,,,,,,,,
4522,26127,2001,12544.0,7.3,26934.0,,,,,,,,,
4523,26129,2001,9008.0,7.6,21787.0,,,,,,,,,
4524,26131,2001,3300.0,7.7,7758.0,,,,,,,,,
4525,26133,2001,10432.0,6.9,23434.0,,,,,,,,,
4526,26135,2001,3547.0,9.0,9433.0,,,,,,,,,
4527,26137,2001,11661.0,6.1,23829.0,,,,,,,,,
4528,26139,2001,129683.0,4.2,243673.0,,,,,,,,,
4529,26141,2001,6013.0,9.7,14273.0,,,,,,,,,
4530,26143,2001,9795.0,6.8,25655.0,,,,,,,,,
4531,26145,2001,94272.0,5.9,209460.0,,,,,,,,,
4532,26147,2001,80881.0,6.1,165444.0,,,,,,,,,
4533,26149,2001,30270.0,6.2,62404.0,,,,,,,,,
4534,26151,2001,20604.0,6.9,44713.0,,,,,,,,,
4535,26153,2001,3566.0,9.2,8863.0,,,,,,,,,
4536,26155,2001,34730.0,5.6,72016.0,,,,,,,,,
4537,26157,2001,27283.0,6.8,58220.0,,,,,,,,,
4538,26159,2001,37631.0,5.5,76432.0,,,,,,,,,
4539,26161,2001,186247.0,3.0,328749.0,,,,,,,,,
4540,26163,2001,888695.0,5.8,2043167.0,,,,,,,,,
4541,26165,2001,13819.0,8.6,30826.0,,,,,,,,,
4542,27001,2001,6871.0,6.3,15334.0,,,,,,,,,
4543,27003,2001,175765.0,3.5,304823.0,,,,,,,,,
4544,27005,2001,15429.0,5.2,30392.0,,,,,,,,,
4545,27007,2001,19930.0,4.6,40406.0,,,,,,,,,
4546,27009,2001,20370.0,4.3,35346.0,,,,,,,,,
4547,27011,2001,2727.0,4.3,5678.0,,,,,,,,,
4548,27013,2001,33438.0,3.0,56808.0,,,,,,,,,
4549,27015,2001,14945.0,4.0,26932.0,,,,,,,,,
4550,27017,2001,15042.0,5.7,32110.0,,,,,,,,,
4551,27019,2001,40982.0,3.2,72945.0,,,,,,,,,
4552,27021,2001,12961.0,5.7,27587.0,,,,,,,,,
4553,27023,2001,7077.0,4.9,12815.0,,,,,,,,,
