,fips,year,employed_persons,unemployment_rate
62331,1133,2019,9922.0,3.5
65542,1001,2020,24985.0,5.4
65543,1003,2020,92751.0,6.2
65544,1005,2020,8004.0,7.8
65545,1007,2020,8073.0,7.3
65546,1009,2020,23973.0,4.6
65547,1011,2020,4582.0,6.0
65548,1013,2020,8345.0,9.6
65549,1015,2020,43367.0,7.8
65550,1017,2020,14884.0,7.5
65551,1019,2020,11073.0,5.1
65552,1021,2020,18839.0,5.5
65553,1023,2020,4351.0,7.4
65554,1025,2020,7116.0,9.9
65555,1027,2020,5865.0,4.5
65556,1029,2020,5556.0,5.1
65557,1031,2020,20938.0,4.9
65558,1033,2020,22152.0,7.3
65559,1035,2020,4214.0,8.0
65560,1037,2020,4156.0,6.1
65561,1039,2020,14500.0,5.5
65562,1041,2020,5971.0,6.3
65563,1043,2020,36992.0,4.8
65564,1045,2020,19793.0,5.4
65565,1047,2020,13091.0,11.8
65566,1049,2020,29721.0,5.0
65567,1051,2020,35657.0,5.3
65568,1053,2020,13611.0,6.8
65569,1055,2020,37912.0,8.5
65570,1057,2020,6294.0,5.6
65571,1059,2020,13844.0,5.0
65572,1061,2020,10520.0,4.6
65573,1063,2020,2728.0,11.8
65574,1065,2020,5529.0,10.3
65575,1067,2020,6535.0,5.4
65576,1069,2020,44396.0,6.0
65577,1071,2020,21727.0,5.9
65578,1073,2020,298447.0,6.9
65579,1075,2020,5474.0,5.4
65580,1077,2020,40026.0,6.2
65581,1079,2020,13736.0,5.5
65582,1081,2020,72090.0,5.8
65583,1083,2020,43726.0,4.7
65584,1085,2020,3182.0,14.5
65585,1087,2020,7327.0,10.5
65586,1089,2020,179871.0,5.1
65587,1091,2020,7319.0,6.9
65588,1093,2020,12545.0,5.6
65589,1095,2020,42700.0,4.7
65590,1097,2020,178158.0,8.7
65591,1099,2020,6943.0,9.0
65592,1101,2020,99047.0,8.6
65593,1103,2020,56771.0,5.0
65594,1105,2020,3038.0,12.0
65595,1107,2020,7128.0,7.3
65596,1109,2020,14976.0,5.5
65597,1111,2020,9063.0,5.3
65598,1113,2020,22447.0,5.8
65599,1115,2020,39149.0,5.4
65600,1117,2020,112894.0,4.2
65601,1119,2020,4410.0,7.7
65602,1121,2020,33605.0,7.8
65603,1123,2020,16822.0,7.6
65604,1125,2020,96225.0,7.3
65605,1127,2020,23583.0,6.5
65606,1129,2020,6219.0,8.9
65607,1131,2020,2449.0,16.2
65608,1133,2020,9734.0,5.2
68819,1001,2021,25599.0,2.8
68820,1003,2021,96481.0,3.0
68821,1005,2021,7728.0,5.7
68822,1007,2021,8262.0,3.5
68823,1009,2021,24529.0,2.4
68824,1011,2021,4422.0,4.0
68825,1013,2021,8328.0,5.3
68826,1015,2021,44212.0,4.1
68827,1017,2021,15173.0,3.7
68828,1019,2021,11512.0,2.5
68829,1021,2021,19246.0,2.9
68830,1023,2021,4391.0,4.4
68831,1025,2021,7264.0,6.0
68832,1027,2021,5930.0,2.7
68833,1029,2021,5739.0,2.6
68834,1031,2021,21243.0,2.8
68835,1033,2021,22524.0,4.0
68836,1035,2021,4164.0,4.8
68837,1037,2021,4209.0,3.1
68838,1039,2021,14756.0,3.0
68839,1041,2021,5931.0,3.3
68840,1043,2021,37943.0,2.4
68841,1045,2021,20257.0,3.1
68842,1047,2021,12924.0,7.4
68843,1049,2021,30308.0,2.5
68844,1051,2021,36560.0,2.7
68845,1053,2021,13425.0,4.1
68846,1055,2021,37658.0,4.1
68847,1057,2021,6449.0,3.1
68848,1059,2021,13941.0,2.5
68849,1061,2021,10684.0,2.8
68850,1063,2021,2698.0,6.9
68851,1065,2021,5553.0,5.7
68852,1067,2021,6662.0,3.2
68853,1069,2021,45286.0,3.4
68854,1071,2021,22316.0,2.9
68855,1073,2021,305782.0,3.6
68856,1075,2021,5521.0,3.0
68857,1077,2021,40745.0,3.2
68858,1079,2021,13956.0,2.9
68859,1081,2021,74478.0,2.8
68860,1083,2021,45430.0,2.5
68861,1085,2021,3248.0,9.2
68862,1087,2021,7471.0,6.0
68863,1089,2021,187100.0,2.7
68864,1091,2021,7384.0,4.2
68865,1093,2021,12941.0,2.8
68866,1095,2021,43644.0,2.4
68867,1097,2021,182672.0,4.7
68868,1099,2021,6942.0,5.6
68869,1101,2021,101486.0,4.9
68870,1103,2021,57716.0,2.6
68871,1105,2021,2948.0,8.3
68872,1107,2021,7194.0,4.1
68873,1109,2021,15504.0,3.2
68874,1111,2021,9150.0,2.7
68875,1113,2021,22566.0,3.1
68876,1115,2021,40108.0,2.6
68877,1117,2021,115683.0,2.1
68878,1119,2021,4317.0,4.5
68879,1121,2021,34215.0,4.1
68880,1123,2021,17186.0,4.0
68881,1125,2021,97442.0,3.6
68882,1127,2021,24174.0,3.6
68883,1129,2021,6233.0,4.7
68884,1131,2021,2353.0,11.0
68885,1133,2021,9830.0,2.8
