,poverty_rate,per_capita_income_2005,fips,year
813,10.6,43627,19019.0,2005
814,11.5,37363,19021.0,2005
815,9.4,40738,19023.0,2005
816,11.2,37575,19025.0,2005
817,8,42631,19027.0,2005
818,12.8,37900,19029.0,2005
819,6.6,46932,19031.0,2005
820,10.4,39414,19033.0,2005
821,8.3,41435,19035.0,2005
822,9,44023,19037.0,2005
823,10.8,39742,19039.0,2005
824,9.3,41087,19041.0,2005
825,10.1,40222,19043.0,2005
826,12.1,41243,19045.0,2005
827,11.5,39573,19047.0,2005
828,5.1,61782,19049.0,2005
829,13.7,36823,19051.0,2005
830,20.5,29964,19053.0,2005
831,9,43658,19055.0,2005
832,13.2,40337,19057.0,2005
833,8,44910,19059.0,2005
834,8.8,44247,19061.0,2005
835,10.1,38237,19063.0,2005
836,12,35152,19065.0,2005
837,11.4,39841,19067.0,2005
838,9.6,41728,19069.0,2005
839,10.6,40812,19071.0,2005
840,10.4,39374,19073.0,2005
