,year,fips,cases_chlamydia,cases_gonorrhea,total_pop
18870,2005,51800,497.0,255.0,
18871,2005,25025,4125.0,877.0,
18872,2005,36103,2225.0,539.0,
18873,2005,18153,13.0,3.0,
18874,2005,29211,6.0,0.0,
18875,2005,33019,51.0,8.0,
18876,2005,36105,187.0,25.0,
18877,2005,42113,7.0,0.0,
18878,2005,47163,378.0,144.0,
18879,2005,46119,0.0,0.0,
18880,2005,54089,10.0,2.0,
18881,2005,8117,35.0,4.0,
18882,2005,39153,1438.0,822.0,
18883,2005,49043,62.0,3.0,
18884,2005,20191,36.0,3.0,
18885,2005,47165,234.0,36.0,
18886,2005,1119,98.0,38.0,
18887,2005,12119,111.0,83.0,
18888,2005,13261,256.0,147.0,
18889,2005,45085,781.0,254.0,
18890,2005,28133,317.0,78.0,
18891,2005,37171,75.0,21.0,
18892,2005,51181,29.0,1.0,
18893,2005,42115,15.0,2.0,
18894,2005,10005,597.0,166.0,
18895,2005,34037,71.0,5.0,
18896,2005,51183,37.0,10.0,
18897,2005,6101,198.0,81.0,
18898,2005,48435,7.0,0.0,
18899,2005,12121,73.0,36.0,
18900,2005,37173,35.0,8.0,
18901,2005,30097,1.0,0.0,
18902,2005,56037,115.0,0.0,
18903,2005,27151,10.0,3.0,
18904,2005,48437,29.0,5.0,
18905,2005,18155,5.0,3.0,
18906,2005,13263,26.0,7.0,
18907,2005,24041,102.0,31.0,
18908,2005,13265,15.0,5.0,
18909,2005,1121,289.0,120.0,
18910,2005,28135,207.0,55.0,
18911,2005,1123,81.0,46.0,
18912,2005,19171,35.0,3.0,
18913,2005,29213,75.0,20.0,
18914,2005,22105,524.0,204.0,
18915,2005,35055,161.0,23.0,
18916,2005,48439,5232.0,2533.0,
18917,2005,28137,162.0,23.0,
18918,2005,13267,62.0,24.0,
18919,2005,12123,57.0,38.0,
18920,2005,13269,28.0,6.0,
18921,2005,19173,1.0,0.0,
18922,2005,21217,40.0,14.0,
18923,2005,48441,631.0,221.0,
18924,2005,55119,15.0,0.0,
18925,2005,54091,14.0,3.0,
18926,2005,17179,221.0,44.0,
18927,2005,51185,30.0,4.0,
18928,2005,6103,140.0,19.0,
18929,2005,13271,67.0,18.0,
18930,2005,8119,20.0,4.0,
18931,2005,22107,33.0,5.0,
18932,2005,22109,321.0,109.0,
18933,2005,13273,54.0,20.0,
18934,2005,48443,1.0,0.0,
18935,2005,48445,52.0,18.0,
18936,2005,16081,3.0,0.0,
18937,2005,30099,3.0,0.0,
18938,2005,56039,27.0,0.0,
18939,2005,29215,25.0,5.0,
18940,2005,40139,61.0,8.0,
18941,2005,31169,1.0,0.0,
18942,2005,13275,324.0,245.0,
18943,2005,20193,7.0,0.0,
18944,2005,31171,0.0,0.0,
18945,2005,48447,0.0,0.0,
18946,2005,31173,45.0,1.0,
18947,2005,53067,527.0,57.0,
18948,2005,13277,215.0,92.0,
18949,2005,41057,25.0,2.0,
18950,2005,40141,46.0,3.0,
18951,2005,36107,68.0,6.0,
18952,2005,42117,35.0,2.0,
18953,2005,28139,78.0,25.0,
18954,2005,18157,428.0,116.0,
18955,2005,18159,7.0,1.0,
18956,2005,47167,238.0,57.0,
18957,2005,28141,33.0,2.0,
18958,2005,48449,79.0,18.0,
18959,2005,72135,0.0,0.0,
18960,2005,72137,0.0,0.0,
18961,2005,21219,19.0,0.0,
18962,2005,27153,11.0,0.0,
18963,2005,46121,202.0,26.0,
18964,2005,9013,182.0,18.0,
18965,2005,48451,493.0,116.0,
18966,2005,36109,167.0,23.0,
18967,2005,49045,75.0,6.0,
18968,2005,30101,2.0,2.0,
18969,2005,13279,156.0,54.0,
18970,2005,35057,43.0,3.0,
18971,2005,38095,1.0,0.0,
18972,2005,13281,4.0,3.0,
18973,2005,38097,3.0,0.0,
18974,2005,37175,68.0,23.0,
18975,2005,27155,1.0,0.0,
18976,2005,48453,3672.0,1364.0,
18977,2005,30103,1.0,0.0,
18978,2005,20195,5.0,0.0,
18979,2005,55121,64.0,0.0,
18980,2005,13283,22.0,3.0,
18981,2005,21221,14.0,0.0,
18982,2005,21223,3.0,0.0,
18983,2005,6105,14.0,0.0,
18984,2005,48455,13.0,14.0,
18985,2005,46123,7.0,1.0,
18986,2005,13285,376.0,194.0,
18987,2005,47169,23.0,4.0,
18988,2005,72139,0.0,0.0,
18989,2005,39155,758.0,293.0,
18990,2005,54093,1.0,0.0,
18991,2005,6107,1897.0,420.0,
18992,2005,40143,2750.0,1169.0,
18993,2005,28143,125.0,36.0,
18994,2005,6109,85.0,10.0,
18995,2005,13287,28.0,9.0,
18996,2005,46125,3.0,1.0,
18997,2005,1125,781.0,414.0,
18998,2005,39157,140.0,20.0,
18999,2005,26157,63.0,10.0,
19000,2005,13289,46.0,15.0,
19001,2005,16083,125.0,2.0,
19002,2005,48457,23.0,11.0,
19003,2005,54095,5.0,0.0,
19004,2005,37177,15.0,7.0,
19005,2005,56041,26.0,3.0,
19006,2005,49047,36.0,4.0,
19007,2005,36111,409.0,73.0,
19008,2005,41059,196.0,4.0,
19009,2005,47171,14.0,2.0,
19010,2005,5139,137.0,60.0,
19011,2005,12125,33.0,12.0,
19012,2005,13291,13.0,2.0,
19013,2005,19175,18.0,1.0,
19014,2005,17181,41.0,10.0,
19015,2005,18161,8.0,0.0,
19016,2005,21225,92.0,21.0,
19017,2005,28145,109.0,25.0,
19018,2005,37179,353.0,197.0,
19019,2005,34039,1337.0,273.0,
19020,2005,35059,2.0,0.0,
19021,2005,39159,45.0,6.0,
19022,2005,41061,45.0,2.0,
19023,2005,42119,52.0,5.0,
19024,2005,45087,150.0,56.0,
19025,2005,46127,9.0,0.0,
19026,2005,47173,27.0,5.0,
19027,2005,22111,58.0,46.0,
19028,2005,48459,55.0,26.0,
19029,2005,54097,40.0,4.0,
19030,2005,13293,115.0,44.0,
19031,2005,48461,13.0,2.0,
19032,2005,49049,410.0,55.0,
19033,2005,72141,0.0,0.0,
19034,2005,48463,118.0,9.0,
19035,2005,48465,150.0,17.0,
19036,2005,2261,33.0,5.0,
19037,2005,35061,224.0,22.0,
19038,2005,16085,17.0,0.0,
19039,2005,31175,5.0,0.0,
19040,2005,5141,8.0,3.0,
19041,2005,19177,8.0,0.0,
19042,2005,26159,187.0,40.0,
19043,2005,47175,8.0,0.0,
19044,2005,39161,26.0,4.0,
19045,2005,48467,74.0,20.0,
19046,2005,37181,180.0,92.0,
19047,2005,18163,781.0,355.0,
19048,2005,72143,0.0,0.0,
19049,2005,72145,0.0,0.0,
19050,2005,42121,109.0,10.0,
19051,2005,6111,1555.0,215.0,
19052,2005,17183,368.0,114.0,
19053,2005,22113,83.0,50.0,
19054,2005,18165,10.0,2.0,
19055,2005,29217,32.0,4.0,
19056,2005,55123,37.0,1.0,
19057,2005,22115,210.0,66.0,
19058,2005,48469,346.0,130.0,
19059,2005,72147,0.0,0.0,
19060,2005,18167,262.0,25.0,
19061,2005,55125,50.0,1.0,
19062,2005,72149,0.0,0.0,
19063,2005,39163,24.0,8.0,
19064,2005,51810,1596.0,476.0,
19065,2005,12127,642.0,535.0,
19066,2005,17185,9.0,1.0,
19067,2005,18169,48.0,7.0,
19068,2005,27157,25.0,1.0,
19069,2005,20197,5.0,2.0,
19070,2005,27159,9.0,0.0,
19071,2005,40145,98.0,42.0,
19072,2005,53069,5.0,0.0,
19073,2005,37183,1915.0,725.0,
19074,2005,12129,46.0,20.0,
19075,2005,23027,36.0,3.0,
19076,2005,1127,150.0,81.0,
19077,2005,13295,77.0,17.0,
19078,2005,48471,63.0,17.0,
19079,2005,53071,160.0,1.0,
19080,2005,20199,2.0,0.0,
19081,2005,48473,132.0,30.0,
19082,2005,41063,9.0,0.0,
19083,2005,38099,8.0,1.0,
19084,2005,28147,103.0,21.0,
19085,2005,12131,82.0,39.0,
19086,2005,13297,139.0,69.0,
19087,2005,46129,14.0,3.0,
19088,2005,55127,170.0,16.0,
19089,2005,19179,118.0,7.0,
19090,2005,38101,249.0,35.0,
19091,2005,48475,20.0,1.0,
19092,2005,13299,209.0,120.0,
19093,2005,13301,44.0,24.0,
19094,2005,19181,58.0,3.0,
19095,2005,17187,38.0,9.0,
19096,2005,18171,5.0,0.0,
19097,2005,21227,227.0,103.0,
19098,2005,29219,65.0,25.0,
19099,2005,28149,463.0,174.0,
19100,2005,37185,80.0,34.0,
19101,2005,34041,91.0,25.0,
19102,2005,36113,112.0,9.0,
19103,2005,39165,206.0,48.0,
19104,2005,42123,44.0,2.0,
19105,2005,47177,118.0,7.0,
19106,2005,51187,76.0,10.0,
19107,2005,18173,60.0,9.0,
19108,2005,49051,12.0,3.0,
19109,2005,41065,39.0,2.0,
19110,2005,27161,21.0,2.0,
19111,2005,56043,9.0,0.0,
19112,2005,55129,19.0,4.0,
19113,2005,1129,65.0,22.0,
19114,2005,5143,718.0,259.0,
19115,2005,8121,0.0,2.0,
19116,2005,12133,26.0,11.0,
19117,2005,13303,82.0,56.0,
19118,2005,19183,36.0,1.0,
19119,2005,16087,24.0,0.0,
19120,2005,17189,26.0,2.0,
19121,2005,18175,20.0,4.0,
19122,2005,20201,2.0,0.0,
19123,2005,21229,16.0,2.0,
19124,2005,24043,431.0,108.0,
19125,2005,23029,57.0,3.0,
19126,2005,27163,287.0,67.0,
19127,2005,29221,42.0,7.0,
19128,2005,28151,706.0,270.0,
19129,2005,37187,51.0,39.0,
19130,2005,31177,20.0,4.0,
19131,2005,36115,84.0,9.0,
19132,2005,39167,50.0,7.0,
19133,2005,40147,85.0,19.0,
19134,2005,41067,998.0,169.0,
19135,2005,42125,255.0,82.0,
19136,2005,44009,186.0,15.0,
19137,2005,47179,184.0,69.0,
19138,2005,48477,83.0,24.0,
19139,2005,49053,141.0,25.0,
19140,2005,51191,39.0,7.0,
19141,2005,50023,72.0,2.0,
19142,2005,55131,104.0,21.0,
19143,2005,22117,119.0,89.0,
19144,2005,40149,17.0,0.0,
19145,2005,32031,1186.0,315.0,
19146,2005,26161,997.0,304.0,
19147,2005,37189,39.0,5.0,
19148,2005,27165,19.0,4.0,
19149,2005,55133,409.0,51.0,
19150,2005,55135,65.0,3.0,
19151,2005,55137,22.0,0.0,
19152,2005,13305,43.0,28.0,
19153,2005,19185,8.0,0.0,
19154,2005,17191,15.0,4.0,
19155,2005,18177,179.0,53.0,
19156,2005,21231,20.0,2.0,
19157,2005,26163,15844.0,9225.0,
19158,2005,29223,7.0,0.0,
19159,2005,28153,131.0,46.0,
19160,2005,37191,524.0,228.0,
19161,2005,31179,12.0,1.0,
19162,2005,36117,189.0,20.0,
19163,2005,39169,100.0,44.0,
19164,2005,42127,23.0,0.0,
19165,2005,47181,8.0,0.0,
19166,2005,49055,2.0,1.0,
19167,2005,54099,19.0,4.0,
19168,2005,51820,59.0,10.0,
19169,2005,47183,94.0,14.0,
19170,2005,48479,509.0,31.0,
19171,2005,49057,500.0,85.0,
19172,2005,13307,10.0,5.0,
19173,2005,19187,145.0,21.0,
19174,2005,21233,29.0,4.0,
19175,2005,29225,45.0,8.0,
19176,2005,28155,46.0,12.0,
19177,2005,31181,3.0,0.0,
19178,2005,54101,7.0,0.0,
19179,2005,22119,153.0,73.0,
19180,2005,8123,585.0,105.0,
19181,2005,18179,22.0,2.0,
19182,2005,38103,0.0,0.0,
19183,2005,22121,65.0,34.0,
19184,2005,22123,26.0,5.0,
19185,2005,22125,14.0,10.0,
19186,2005,36119,1679.0,394.0,
19187,2005,42129,428.0,96.0,
19188,2005,51193,58.0,14.0,
19189,2005,56045,7.0,0.0,
19190,2005,54103,11.0,2.0,
19191,2005,26165,40.0,3.0,
19192,2005,48481,82.0,13.0,
19193,2005,53073,480.0,117.0,
19194,2005,30107,0.0,0.0,
19195,2005,13309,19.0,5.0,
19196,2005,31183,0.0,0.0,
19197,2005,41069,1.0,0.0,
19198,2005,48483,1.0,1.0,
19199,2005,5145,0.0,0.0,
19200,2005,13311,24.0,9.0,
19201,2005,17193,12.0,0.0,
19202,2005,18181,23.0,2.0,
19203,2005,47185,53.0,3.0,
19204,2005,32033,10.0,3.0,
19205,2005,17195,153.0,8.0,
19206,2005,13313,243.0,67.0,
19207,2005,18183,44.0,6.0,
19208,2005,21235,41.0,9.0,
19209,2005,53075,152.0,2.0,
19210,2005,30109,0.0,0.0,
19211,2005,20203,0.0,0.0,
19212,2005,48485,495.0,302.0,
19213,2005,24045,424.0,255.0,
19214,2005,48487,17.0,16.0,
19215,2005,1131,113.0,44.0,
19216,2005,13315,25.0,14.0,
19217,2005,13317,47.0,23.0,
19218,2005,37193,59.0,18.0,
19219,2005,27167,4.0,0.0,
19220,2005,13319,48.0,26.0,
19221,2005,28157,92.0,28.0,
19222,2005,17197,1192.0,439.0,
19223,2005,48489,69.0,3.0,
19224,2005,38105,73.0,1.0,
19225,2005,39171,33.0,6.0,
19226,2005,51830,39.0,14.0,
19227,2005,45089,161.0,97.0,
19228,2005,17199,96.0,31.0,
19229,2005,47187,153.0,42.0,
19230,2005,48491,531.0,174.0,
19231,2005,20205,8.0,0.0,
19232,2005,37195,447.0,372.0,
19233,2005,47189,211.0,62.0,
19234,2005,48493,54.0,10.0,
19235,2005,51840,168.0,30.0,
19236,2005,9015,210.0,12.0,
19237,2005,50025,42.0,3.0,
19238,2005,50027,61.0,5.0,
19239,2005,48495,12.0,2.0,
19240,2005,22127,34.0,24.0,
19241,2005,19189,15.0,2.0,
19242,2005,17201,1522.0,838.0,
19243,2005,55139,393.0,62.0,
19244,2005,19191,26.0,1.0,
19245,2005,27169,90.0,13.0,
19246,2005,1133,18.0,1.0,
19247,2005,28159,171.0,56.0,
19248,2005,54105,2.0,0.0,
19249,2005,48497,53.0,6.0,
19250,2005,51195,78.0,4.0,
19251,2005,21237,7.0,1.0,
19252,2005,39173,128.0,48.0,
19253,2005,48499,39.0,19.0,
19254,2005,55141,158.0,10.0,
19255,2005,54107,123.0,10.0,
19256,2005,19193,375.0,102.0,
19257,2005,17203,33.0,14.0,
19258,2005,21239,15.0,2.0,
19259,2005,5147,15.0,7.0,
19260,2005,40151,26.0,2.0,
19261,2005,20207,3.0,0.0,
19262,2005,40153,37.0,3.0,
19263,2005,25027,1231.0,141.0,
19264,2005,24047,155.0,47.0,
19265,2005,13321,55.0,15.0,
19266,2005,19195,7.0,0.0,
19267,2005,29227,3.0,0.0,
19268,2005,2280,18.0,0.0,
19269,2005,19197,18.0,1.0,
19270,2005,27171,99.0,18.0,
19271,2005,29229,16.0,0.0,
19272,2005,39175,23.0,7.0,
19273,2005,20209,932.0,621.0,
19274,2005,36121,36.0,6.0,
19275,2005,42131,31.0,5.0,
19276,2005,54109,20.0,4.0,
19277,2005,51197,41.0,10.0,
19278,2005,72151,0.0,0.0,
19279,2005,37197,38.0,19.0,
19280,2005,53077,973.0,139.0,
19281,2005,2282,1.0,0.0,
19282,2005,28161,112.0,34.0,
19283,2005,41071,153.0,20.0,
19284,2005,37199,8.0,3.0,
19285,2005,46135,25.0,1.0,
19286,2005,36123,14.0,1.0,
19287,2005,72153,0.0,0.0,
19288,2005,4025,266.0,14.0,
19289,2005,28163,312.0,58.0,
19290,2005,5149,0.0,0.0,
19291,2005,27173,12.0,3.0,
19292,2005,30111,377.0,39.0,
19293,2005,48501,23.0,1.0,
19294,2005,6113,532.0,65.0,
19295,2005,23031,293.0,8.0,
19296,2005,31185,8.0,4.0,
19297,2005,42133,1006.0,385.0,
19298,2005,45091,546.0,224.0,
19299,2005,51199,94.0,28.0,
19300,2005,48503,18.0,1.0,
19301,2005,6115,221.0,82.0,
19302,2005,2290,52.0,3.0,
19303,2005,4027,435.0,96.0,
19304,2005,8125,3.0,0.0,
19305,2005,48505,41.0,1.0,
19306,2005,48507,38.0,2.0,
19307,2005,46137,14.0,2.0,
19308,2006,45001,88.0,30.0,
19309,2006,22001,247.0,180.0,
19310,2006,51001,163.0,31.0,
19311,2006,16001,1090.0,97.0,
19312,2006,19001,6.0,1.0,
19313,2006,21001,15.0,6.0,
19314,2006,29001,59.0,8.0,
19315,2006,40001,67.0,9.0,
19316,2006,8001,1254.0,233.0,
19317,2006,19003,10.0,0.0,
19318,2006,16003,6.0,0.0,
19319,2006,17001,162.0,73.0,
19320,2006,18001,23.0,4.0,
19321,2006,28001,243.0,92.0,
19322,2006,38001,1.0,0.0,
19323,2006,31001,69.0,15.0,
19324,2006,39001,24.0,4.0,
19325,2006,42001,107.0,11.0,
19326,2006,53001,70.0,3.0,
19327,2006,55001,23.0,0.0,
19328,2006,50001,44.0,1.0,
19329,2006,72001,15.0,0.0,
19330,2006,72003,25.0,4.0,
19331,2006,72005,73.0,2.0,
19332,2006,72007,50.0,0.0,
19333,2006,72009,12.0,0.0,
19334,2006,45003,711.0,298.0,
19335,2006,27001,12.0,2.0,
19336,2006,12001,1383.0,711.0,
19337,2006,37001,409.0,237.0,
19338,2006,6001,5922.0,2269.0,
19339,2006,8003,60.0,8.0,
19340,2006,36001,982.0,331.0,
19341,2006,56001,132.0,5.0,
19342,2006,51003,186.0,34.0,
19343,2006,26001,4.0,2.0,
19344,2006,28003,69.0,20.0,
19345,2006,2013,7.0,1.0,
19346,2006,2016,19.0,2.0,
19347,2006,17003,67.0,25.0,
19348,2006,37003,44.0,22.0,
19349,2006,51510,341.0,70.0,
19350,2006,40003,8.0,0.0,
19351,2006,26003,8.0,0.0,
19352,2006,19005,15.0,0.0,
19353,2006,26005,226.0,25.0,
19354,2006,24001,197.0,25.0,
19355,2006,36003,65.0,6.0,
19356,2006,37005,0.0,0.0,
19357,2006,51005,14.0,7.0,
19358,2006,42003,4193.0,1619.0,
19359,2006,18003,1705.0,718.0,
19360,2006,20001,19.0,5.0,
19361,2006,21003,33.0,5.0,
19362,2006,39003,129.0,169.0,
19363,2006,22003,78.0,42.0,
19364,2006,45005,114.0,68.0,
19365,2006,26007,20.0,2.0,
19366,2006,6003,2.0,0.0,
19367,2006,6005,62.0,5.0,
19368,2006,51007,38.0,8.0,
19369,2006,51009,80.0,12.0,
19370,2006,28005,65.0,22.0,
19371,2006,2020,2195.0,426.0,
19372,2006,20003,11.0,3.0,
19373,2006,21005,17.0,1.0,
19374,2006,45007,456.0,314.0,
19375,2006,47001,189.0,107.0,
19376,2006,48001,155.0,93.0,
19377,2006,29003,26.0,3.0,
19378,2006,48003,31.0,3.0,
19379,2006,23001,318.0,15.0,
19380,2006,48005,232.0,105.0,
19381,2006,24003,1399.0,386.0,
19382,2006,27003,615.0,82.0,
19383,2006,37007,107.0,81.0,
19384,2006,31003,3.0,0.0,
19385,2006,26009,22.0,2.0,
19386,2006,4001,512.0,48.0,
19387,2006,19007,27.0,0.0,
19388,2006,13001,40.0,15.0,
19389,2006,51011,50.0,7.0,
19390,2006,48007,70.0,13.0,
19391,2006,8005,1599.0,498.0,
19392,2006,48009,15.0,23.0,
19393,2006,8007,6.0,0.0,
19394,2006,72013,117.0,5.0,
19395,2006,26011,15.0,3.0,
19396,2006,5001,91.0,35.0,
19397,2006,51013,412.0,90.0,
19398,2006,42005,96.0,7.0,
19399,2006,48011,1.0,1.0,
19400,2006,23003,64.0,2.0,
19401,2006,72015,30.0,1.0,
19402,2006,31005,0.0,0.0,
19403,2006,22005,217.0,109.0,
19404,2006,37009,18.0,0.0,
19405,2006,39005,53.0,3.0,
19406,2006,55003,15.0,0.0,
19407,2006,5003,101.0,30.0,
19408,2006,39007,150.0,52.0,
19409,2006,53003,40.0,1.0,
19410,2006,22007,82.0,42.0,
19411,2006,48013,86.0,20.0,
19412,2006,20005,45.0,16.0,
19413,2006,29005,2.0,0.0,
19414,2006,39009,245.0,23.0,
19415,2006,13003,34.0,18.0,
19416,2006,34001,881.0,236.0,
19417,2006,40005,22.0,6.0,
19418,2006,28007,182.0,60.0,
19419,2006,29007,121.0,31.0,
19420,2006,19009,7.0,2.0,
19421,2006,39011,28.0,4.0,
19422,2006,51015,135.0,20.0,
19423,2006,46003,2.0,0.0,
19424,2006,48015,24.0,8.0,
19425,2006,1001,183.0,81.0,
19426,2006,37011,4.0,0.0,
19427,2006,22009,152.0,86.0,
19428,2006,72011,31.0,2.0,
19429,2006,8009,0.0,0.0,
19430,2006,13005,37.0,18.0,
19431,2006,48017,24.0,1.0,
19432,2006,12003,74.0,24.0,
19433,2006,13007,10.0,0.0,
19434,2006,41001,16.0,0.0,
19435,2006,1003,410.0,154.0,
19436,2006,13009,231.0,116.0,
19437,2006,21007,11.0,1.0,
19438,2006,24510,6307.0,3332.0,
19439,2006,24005,2664.0,686.0,
19440,2006,45009,221.0,74.0,
19441,2006,48019,14.0,1.0,
19442,2006,13011,21.0,5.0,
19443,2006,31007,0.0,0.0,
19444,2006,16005,200.0,4.0,
19445,2006,26013,12.0,1.0,
19446,2006,20007,3.0,0.0,
19447,2006,1005,186.0,87.0,
19448,2006,54001,15.0,4.0,
19449,2006,72017,32.0,1.0,
19450,2006,38003,18.0,2.0,
19451,2006,25001,295.0,60.0,
19452,2006,45011,126.0,29.0,
19453,2006,72019,34.0,0.0,
19454,2006,21009,57.0,24.0,
19455,2006,55005,54.0,3.0,
19456,2006,13013,133.0,55.0,
19457,2006,26015,85.0,8.0,
19458,2006,29009,35.0,9.0,
19459,2006,18005,156.0,21.0,
19460,2006,20009,39.0,6.0,
19461,2006,29011,10.0,0.0,
19462,2006,13015,138.0,35.0,
19463,2006,48021,150.0,58.0,
19464,2006,29013,21.0,1.0,
19465,2006,21011,23.0,0.0,
19466,2006,51017,7.0,0.0,
19467,2006,5005,38.0,7.0,
19468,2006,12005,331.0,138.0,
19469,2006,26017,211.0,23.0,
19470,2006,72021,216.0,19.0,
19471,2006,55007,7.0,0.0,
19472,2006,48023,3.0,3.0,
19473,2006,46005,29.0,2.0,
19474,2006,16007,2.0,1.0,
19475,2006,37013,188.0,80.0,
19476,2006,45013,646.0,202.0,
19477,2006,22011,36.0,21.0,
19478,2006,40007,5.0,0.0,
19479,2006,42007,388.0,161.0,
19480,2006,49001,3.0,0.0,
19481,2006,30001,22.0,1.0,
19482,2006,27005,23.0,5.0,
19483,2006,40009,76.0,13.0,
19484,2006,42009,16.0,8.0,
19485,2006,47003,169.0,38.0,
19486,2006,51019,81.0,22.0,
19487,2006,48025,81.0,5.0,
19488,2006,33001,70.0,4.0,
19489,2006,21013,82.0,7.0,
19490,2006,48027,2420.0,1008.0,
19491,2006,39013,96.0,9.0,
19492,2006,27007,141.0,13.0,
19493,2006,13017,80.0,75.0,
19494,2006,16009,26.0,0.0,
19495,2006,46007,16.0,4.0,
19496,2006,50003,113.0,7.0,
19497,2006,38005,48.0,2.0,
19498,2006,8011,11.0,3.0,
19499,2006,5007,219.0,25.0,
19500,2006,19011,27.0,3.0,
19501,2006,18007,10.0,1.0,
19502,2006,27009,38.0,8.0,
19503,2006,29015,40.0,5.0,
19504,2006,28009,305.0,61.0,
19505,2006,41003,130.0,14.0,
19506,2006,47005,31.0,4.0,
19507,2006,53005,375.0,43.0,
19508,2006,26019,17.0,0.0,
19509,2006,34003,783.0,164.0,
19510,2006,45015,416.0,190.0,
19511,2006,54003,179.0,40.0,
19512,2006,42011,1041.0,139.0,
19513,2006,25003,358.0,24.0,
19514,2006,35001,4195.0,833.0,
19515,2006,13019,26.0,8.0,
19516,2006,26021,757.0,431.0,
19517,2006,37015,141.0,76.0,
19518,2006,2050,452.0,41.0,
19519,2006,48029,7634.0,2572.0,
19520,2006,1007,77.0,30.0,
19521,2006,13021,1412.0,803.0,
19522,2006,22013,86.0,29.0,
19523,2006,30003,144.0,11.0,
19524,2006,56003,14.0,2.0,
19525,2006,27011,8.0,0.0,
19526,2006,38007,0.0,0.0,
19527,2006,16011,70.0,0.0,
19528,2006,19013,675.0,224.0,
19529,2006,18009,10.0,3.0,
19530,2006,37017,156.0,58.0,
19531,2006,16013,35.0,1.0,
19532,2006,30005,24.0,0.0,
19533,2006,31009,0.0,0.0,
19534,2006,40011,23.0,2.0,
19535,2006,42013,135.0,29.0,
19536,2006,48031,6.0,0.0,
19537,2006,51021,3.0,1.0,
19538,2006,13023,58.0,29.0,
19539,2006,47007,30.0,0.0,
19540,2006,1009,64.0,12.0,
19541,2006,47009,192.0,56.0,
19542,2006,27013,185.0,28.0,
19543,2006,16015,6.0,0.0,
19544,2006,28011,302.0,96.0,
19545,2006,29017,11.0,3.0,
19546,2006,46009,4.0,0.0,
19547,2006,17005,29.0,6.0,
19548,2006,16017,56.0,0.0,
19549,2006,16019,125.0,2.0,
19550,2006,5009,41.0,5.0,
19551,2006,19015,36.0,12.0,
19552,2006,17007,84.0,13.0,
19553,2006,18011,57.0,16.0,
19554,2006,21015,145.0,32.0,
19555,2006,29019,798.0,372.0,
19556,2006,31011,1.0,0.0,
19557,2006,54005,41.0,4.0,
19558,2006,48033,0.0,0.0,
19559,2006,48035,27.0,3.0,
19560,2006,22015,531.0,270.0,
19561,2006,51023,17.0,11.0,
19562,2006,38009,2.0,0.0,
19563,2006,8013,555.0,57.0,
19564,2006,16021,15.0,0.0,
19565,2006,20011,38.0,4.0,
19566,2006,21017,21.0,7.0,
19567,2006,48037,370.0,229.0,
19568,2006,38011,1.0,0.0,
19569,2006,31013,9.0,1.0,
19570,2006,49003,53.0,15.0,
19571,2006,21019,103.0,19.0,
19572,2006,31015,1.0,0.0,
19573,2006,21021,65.0,14.0,
19574,2006,21023,12.0,1.0,
19575,2006,12007,84.0,42.0,
19576,2006,42015,117.0,10.0,
19577,2006,5011,42.0,16.0,
19578,2006,47011,218.0,74.0,
19579,2006,26023,69.0,4.0,
19580,2006,13025,17.0,4.0,
19581,2006,54007,21.0,0.0,
19582,2006,48039,455.0,150.0,
19583,2006,48041,751.0,312.0,
19584,2006,21025,9.0,2.0,
19585,2006,21027,22.0,2.0,
19586,2006,19017,29.0,4.0,
19587,2006,12009,1217.0,616.0,
19588,2006,48043,23.0,4.0,
19589,2006,48045,1.0,0.0,
19590,2006,2060,0.0,0.0,
19591,2006,51520,55.0,18.0,
19592,2006,25005,1059.0,190.0,
19593,2006,44001,61.0,7.0,
19594,2006,30007,6.0,0.0,
19595,2006,36005,10494.0,2135.0,
19596,2006,54009,19.0,1.0,
19597,2006,46011,76.0,7.0,
19598,2006,13027,62.0,30.0,
19599,2006,48047,23.0,7.0,
19600,2006,36007,484.0,120.0,
19601,2006,8014,108.0,29.0,
19602,2006,12011,4870.0,2387.0,
19603,2006,17009,9.0,6.0,
19604,2006,18013,2.0,1.0,
19605,2006,20013,11.0,3.0,
19606,2006,27015,20.0,1.0,
19607,2006,31017,3.0,0.0,
19608,2006,39015,44.0,16.0,
19609,2006,46013,122.0,7.0,
19610,2006,48049,76.0,42.0,
19611,2006,55009,777.0,230.0,
19612,2006,46015,4.0,0.0,
19613,2006,37019,194.0,143.0,
19614,2006,51025,63.0,21.0,
19615,2006,13029,51.0,29.0,
19616,2006,40013,141.0,30.0,
19617,2006,19019,20.0,3.0,
19618,2006,29021,348.0,108.0,
19619,2006,51027,6.0,1.0,
19620,2006,51029,23.0,6.0,
19621,2006,42017,660.0,151.0,
19622,2006,51530,9.0,0.0,
19623,2006,19021,22.0,1.0,
19624,2006,31019,124.0,4.0,
19625,2006,46017,15.0,3.0,
19626,2006,55011,14.0,0.0,
19627,2006,21029,75.0,12.0,
19628,2006,13031,443.0,191.0,
19629,2006,1011,80.0,33.0,
19630,2006,37021,533.0,321.0,
19631,2006,17011,51.0,15.0,
19632,2006,13033,125.0,70.0,
19633,2006,37023,141.0,95.0,
19634,2006,38013,1.0,1.0,
19635,2006,38015,228.0,10.0,
19636,2006,48051,53.0,26.0,
19637,2006,34005,971.0,190.0,
19638,2006,48053,76.0,19.0,
19639,2006,55013,14.0,1.0,
19640,2006,31021,9.0,1.0,
19641,2006,1013,155.0,91.0,
19642,2006,19023,18.0,1.0,
