,poverty_rate,fips,year,per_capita_income_2022
13218,11.7,30111,2009,64580.43000000001
13219,9.9,31001,2002,62114.25
13220,10.0,31001,2003,61729.01
13221,10.1,31001,2004,60421.920000000006
13222,12.2,31001,2005,59643.28
13223,12.1,31001,2006,59113.939999999995
13224,11.6,31001,2007,58934.259999999995
13225,10.3,31001,2008,63593.100000000006
13226,13.2,31001,2009,61984.280000000006
13227,12.9,31003,2002,51183.0
13228,11.8,31003,2003,53548.600000000006
13229,11.3,31003,2004,54495.48
13230,12.7,31003,2005,51376.0
13231,12.7,31003,2006,49482.32
13232,14.1,31003,2007,52200.619999999995
13233,13.8,31003,2008,50364.450000000004
13234,15.0,31003,2009,50981.810000000005
13235,9.9,31005,2002,42504.0
13236,10.0,31005,2003,49665.280000000006
13237,9.4,31005,2004,52752.96
13238,12,31005,2005,51210.32
13239,13.8,31005,2006,48159.56
13240,11.3,31005,2007,48622.22
13241,10.4,31005,2008,47530.8
13242,13.6,31005,2009,55430.200000000004
13243,11.9,31007,2002,52210.95
13244,8.0,31007,2003,54261.83
13245,9.6,31007,2004,55334.76
13246,12.5,31007,2005,54794.48
13247,12.5,31007,2006,53349.86
13248,13.5,31007,2007,53599.32
13249,13.8,31007,2008,54191.700000000004
13250,16.1,31007,2009,53231.350000000006
13251,16.9,31009,2002,38517.6
13252,15.2,31009,2003,44774.100000000006
13253,13.6,31009,2004,50324.04
13254,17.7,31009,2005,47930.16
13255,17.5,31009,2006,43094.82
13256,17.6,31009,2007,43518.74
13257,19.2,31009,2008,41971.5
13258,22.1,31009,2009,49421.380000000005
13259,11.4,31011,2002,53626.649999999994
13260,10.0,31011,2003,54828.55
13261,9.7,31011,2004,55621.8
13262,11.3,31011,2005,54859.840000000004
13263,11.5,31011,2006,54529.54
13264,9.5,31011,2007,53201.719999999994
13265,9.9,31011,2008,63131.4
13266,10.5,31011,2009,58056.490000000005
13267,11.1,31013,2002,67105.5
13268,11.4,31013,2003,66201.59000000001
13269,11.4,31013,2004,65488.8
13270,12.4,31013,2005,59857.6
13271,11.7,31013,2006,63038.42
13272,12.9,31013,2007,67535.2
13273,10.7,31013,2008,65881.35
13274,11.6,31013,2009,67567.03
13275,14.5,31015,2002,41756.549999999996
13276,11.7,31015,2003,44812.740000000005
13277,11.2,31015,2004,42118.44
13278,13.4,31015,2005,40825.68
13279,16.2,31015,2006,41538.46
13280,13.8,31015,2007,41688.36
13281,13.5,31015,2008,43121.700000000004
13282,16.6,31015,2009,44671.590000000004
13283,13.7,31017,2002,48777.299999999996
13284,11.4,31017,2003,50312.5
13285,10.9,31017,2004,50893.44
13286,13,31017,2005,49082.32
13287,14.3,31017,2006,47607.68
13288,12.7,31017,2007,48758.54
13289,13.0,31017,2008,46192.950000000004
13290,15.5,31017,2009,37425.66
13291,10.5,31019,2002,63160.35
13292,10.4,31019,2003,64348.48
13293,10.6,31019,2004,64016.16
13294,11.7,31019,2005,63645.44
13295,12.7,31019,2006,61803.26
13296,10.6,31019,2007,66436.12
13297,11.8,31019,2008,62526.600000000006
13298,15.8,31019,2009,61662.33
13299,11.4,31021,2002,56134.649999999994
13300,9.9,31021,2003,56863.590000000004
13301,9.6,31021,2004,57638.880000000005
13302,10.4,31021,2005,55492.16
13303,10.0,31021,2006,56042.1
13304,11.8,31021,2007,56807.1
13305,10.2,31021,2008,61407.450000000004
13306,10.9,31021,2009,57871.54
13307,9.5,31023,2002,60606.149999999994
13308,9.0,31023,2003,61516.490000000005
13309,8.7,31023,2004,62446.8
13310,8.7,31023,2005,63615.04
13311,9.2,31023,2006,59785.54
13312,9.3,31023,2007,60604.18
13313,9.5,31023,2008,60551.55
13314,9.7,31023,2009,66035.37000000001
13315,6.7,31025,2002,81521.54999999999
13316,6.4,31025,2003,82140.59000000001
13317,6.2,31025,2004,82999.8
13318,6.5,31025,2005,85683.92
13319,6.0,31025,2006,80708.8
13320,6.4,31025,2007,81067.8
13321,6.7,31025,2008,85162.05
13322,7.1,31025,2009,79653.17000000001
13323,8.7,31027,2002,59565.0
13324,8.3,31027,2003,62752.97
13325,8,31027,2004,61757.28
13326,8.9,31027,2005,64671.44
13327,9.7,31027,2006,58297.799999999996
13328,9.2,31027,2007,60210.84
13329,8.6,31027,2008,58318.65
13330,11.0,31027,2009,57289.29
13331,11.2,31029,2002,56162.7
13332,10.2,31029,2003,55838.020000000004
13333,9.5,31029,2004,57798.0
13334,10.3,31029,2005,55882.8
13335,12.4,31029,2006,52777.54
13336,10.4,31029,2007,56579.899999999994
13337,10.6,31029,2008,57808.350000000006
13338,11.7,31029,2009,59896.4
13339,13.4,31031,2002,51405.75
13340,12.3,31031,2003,51927.33
13341,11.8,31031,2004,52302.12
13342,13.1,31031,2005,50866.8
13343,14.3,31031,2006,50026.9
13344,12.6,31031,2007,50979.42
13345,12.3,31031,2008,50554.8
13346,14.6,31031,2009,49178.89000000001
13347,9.8,31033,2002,60817.35
13348,9.5,31033,2003,63427.560000000005
13349,9.4,31033,2004,62871.12
13350,10.2,31033,2005,62859.6
13351,9.6,31033,2006,61995.979999999996
13352,10.6,31033,2007,63909.939999999995
13353,9.7,31033,2008,61533.00000000001
13354,10.1,31033,2009,64606.46000000001
13355,10.7,31035,2002,58830.75
13356,10.4,31035,2003,58344.79
13357,10,31035,2004,57794.880000000005
13358,11.8,31035,2005,57130.72
13359,10.9,31035,2006,56545.799999999996
13360,10.5,31035,2007,59258.02
13361,10.5,31035,2008,56740.50000000001
13362,10.4,31035,2009,60815.670000000006
13363,9.5,31037,2002,59875.2
13364,9.4,31037,2003,59990.21000000001
13365,9.5,31037,2004,58687.200000000004
13366,11.3,31037,2005,60351.6
13367,10.1,31037,2006,63366.92
13368,10.9,31037,2007,59720.939999999995
13369,9.4,31037,2008,61705.8
13370,11.1,31037,2009,58649.700000000004
13371,9.8,31039,2002,57660.899999999994
13372,8.7,31039,2003,59330.11
13373,8.3,31039,2004,60211.32
13374,9.6,31039,2005,58658.32
13375,11.5,31039,2006,55027.4
13376,9.3,31039,2007,59338.96
13377,9.3,31039,2008,60307.200000000004
13378,9.5,31039,2009,58077.04000000001
13379,14.3,31041,2002,52064.1
13380,12.3,31041,2003,53925.340000000004
13381,11.8,31041,2004,53069.64
13382,12.8,31041,2005,51839.6
13383,14.9,31041,2006,52468.02
13384,12.4,31041,2007,54962.52
13385,11.4,31041,2008,53296.65
13386,13.5,31041,2009,53062.840000000004
13387,10.6,31043,2002,63610.799999999996
13388,10.7,31043,2003,62571.04
13389,11.1,31043,2004,61454.64
13390,12,31043,2005,64084.72
13391,13.0,31043,2006,61755.08
13392,11.8,31043,2007,62482.84
13393,13.2,31043,2008,59147.55
13394,14.6,31043,2009,57803.04
13395,17.5,31045,2002,48204.75
13396,16.1,31045,2003,48311.270000000004
13397,15.8,31045,2004,48949.68
13398,17.9,31045,2005,49751.12
13399,18.8,31045,2006,49442.9
13400,18.2,31045,2007,49357.78
13401,19.9,31045,2008,48668.850000000006
13402,20.4,31045,2009,48176.05
13403,11.4,31047,2002,58439.7
13404,10.5,31047,2003,58964.64000000001
13405,10.9,31047,2004,57005.520000000004
13406,11.7,31047,2005,58355.840000000004
13407,13.7,31047,2006,54368.939999999995
13408,11.6,31047,2007,58854.74
13409,12.0,31047,2008,57464.100000000006
13410,14.8,31047,2009,54865.76
13411,11.1,31049,2002,53832.899999999994
13412,10.0,31049,2003,56845.880000000005
13413,9.1,31049,2004,55910.4
13414,10.2,31049,2005,57997.12
13415,12.2,31049,2006,54377.7
13416,11.1,31049,2007,54411.56
13417,11.2,31049,2008,55283.850000000006
13418,12.5,31049,2009,52873.780000000006
13419,9.1,31051,2002,58009.049999999996
13420,8.9,31051,2003,60028.850000000006
13421,8.3,31051,2004,59083.44
13422,9.7,31051,2005,61005.2
13423,9.9,31051,2006,57706.5
13424,10.3,31051,2007,56511.74
13425,10.1,31051,2008,59015.25000000001
13426,10.8,31051,2009,58207.19
13427,9.3,31053,2002,63328.649999999994
13428,9.5,31053,2003,62994.47
13429,9.7,31053,2004,62775.96
13430,10.8,31053,2005,62139.12
13431,11.1,31053,2006,59893.58
13432,12.6,31053,2007,60094.399999999994
13433,10.1,31053,2008,63186.75000000001
13434,11.6,31053,2009,64835.25000000001
13435,10.1,31055,2002,77716.65
13436,10.8,31055,2003,75204.71
13437,11.1,31055,2004,73621.08
13438,12.2,31055,2005,69989.92
13439,12.1,31055,2006,71512.26
13440,12.0,31055,2007,72336.22
13441,12.2,31055,2008,70499.70000000001
13442,12.8,31055,2009,68423.28
13443,14.6,31057,2002,46269.299999999996
13444,11.5,31057,2003,46442.060000000005
13445,12,31057,2004,45723.6
13446,13.7,31057,2005,45463.2
13447,15.2,31057,2006,43703.64
13448,15.4,31057,2007,46141.479999999996
13449,14.3,31057,2008,46377.9
13450,13.4,31057,2009,51853.130000000005
13451,10.3,31059,2002,60094.649999999994
13452,9.4,31059,2003,60292.89000000001
13453,9.3,31059,2004,60701.16
13454,9.1,31059,2005,59863.68
13455,10.1,31059,2006,60620.659999999996
13456,11.7,31059,2007,58450.03999999999
13457,9.5,31059,2008,60471.9
13458,11.0,31059,2009,60791.01
13459,12.4,31061,2002,49856.399999999994
13460,11.5,31061,2003,51631.090000000004
13461,11.2,31061,2004,51617.28
13462,12.7,31061,2005,47922.56
13463,14.1,31061,2006,48502.659999999996
13464,14.5,31061,2007,49151.88
13465,12.6,31061,2008,50801.850000000006
13466,12.0,31061,2009,52758.700000000004
13467,12.7,31063,2002,52187.85
13468,10.6,31063,2003,55414.590000000004
13469,10.5,31063,2004,54283.32
13470,11.9,31063,2005,55215.520000000004
13471,13.6,31063,2006,53694.42
13472,13.6,31063,2007,54802.06
13473,12.7,31063,2008,57430.350000000006
13474,14.2,31063,2009,57775.64000000001
13475,12.2,31065,2002,49330.049999999996
13476,11.0,31065,2003,50863.12
13477,11.5,31065,2004,50244.48
13478,12.4,31065,2005,50176.72
13479,12.6,31065,2006,48953.799999999996
13480,14.5,31065,2007,50688.32
13481,13.4,31065,2008,51972.3
13482,13.2,31065,2009,54895.9
13483,10.4,31067,2002,58261.5
13484,9.7,31067,2003,59289.86
13485,9.3,31067,2004,60718.32
13486,10.3,31067,2005,60427.6
13487,11.2,31067,2006,59877.52
13488,11.6,31067,2007,60881.079999999994
13489,11.3,31067,2008,57670.65
13490,11.7,31067,2009,57720.840000000004
13491,14.1,31069,2002,44302.5
13492,12.7,31069,2003,46124.89
13493,12.3,31069,2004,46230.6
13494,14.7,31069,2005,44344.48
13495,15.9,31069,2006,44884.78
13496,15.6,31069,2007,45491.119999999995
13497,14.2,31069,2008,46376.55
13498,15.8,31069,2009,45993.64000000001
13499,12.5,31071,2002,46561.35
13500,11.4,31071,2003,47694.64
13501,10.6,31071,2004,47686.08
13502,11.3,31071,2005,46136.56
13503,13.1,31071,2006,45007.42
13504,14.2,31071,2007,46813.14
13505,13.4,31071,2008,44242.200000000004
13506,13.7,31071,2009,56708.41
13507,9.6,31073,2002,59936.25
13508,7.9,31073,2003,61658.170000000006
13509,6.9,31073,2004,63423.36
13510,7.5,31073,2005,63365.76
13511,9.6,31073,2006,56614.42
13512,8.8,31073,2007,62394.799999999996
13513,9.3,31073,2008,60635.25000000001
13514,9.4,31073,2009,67590.32
13515,9.9,31075,2002,50574.149999999994
13516,9.0,31075,2003,59301.130000000005
13517,7.9,31075,2004,57896.28
13518,9.1,31075,2005,56743.12
13519,10.3,31075,2006,54033.14
13520,10.9,31075,2007,52297.18
13521,10.0,31075,2008,51212.25
13522,13.4,31075,2009,56891.990000000005
13523,13.8,31077,2002,48320.25
13524,12.4,31077,2003,51924.11
13525,11.1,31077,2004,50295.96
13526,14,31077,2005,48580.72
13527,13.8,31077,2006,46397.34
13528,14.3,31077,2007,49433.04
13529,13.5,31077,2008,48027.600000000006
13530,15.7,31077,2009,49932.39000000001
13531,11.7,31079,2002,62376.6
13532,12.0,31079,2003,62907.530000000006
13533,12.2,31079,2004,62428.08
13534,12.3,31079,2005,66541.04
13535,11.9,31079,2006,59751.96
13536,11.5,31079,2007,62034.119999999995
13537,12.5,31079,2008,62576.55
13538,12.0,31079,2009,60947.19
13539,8.2,31081,2002,70496.25
13540,8.1,31081,2003,70865.76000000001
13541,7.9,31081,2004,71657.04000000001
13542,7.7,31081,2005,70295.44
13543,8.1,31081,2006,71742.94
13544,8.0,31081,2007,70510.09999999999
13545,7.4,31081,2008,73874.70000000001
13546,8.3,31081,2009,69664.5
13547,11.7,31083,2002,50169.899999999994
13548,9.9,31083,2003,52075.450000000004
13549,10.5,31083,2004,51891.840000000004
13550,12,31083,2005,50730.0
13551,12.0,31083,2006,52673.88
13552,13.0,31083,2007,51815.799999999996
13553,12.0,31083,2008,52726.950000000004
13554,13.1,31083,2009,56323.44
13555,13.8,31085,2002,40621.35
13556,9.0,31085,2003,42458.920000000006
13557,9.3,31085,2004,43836.0
13558,13.1,31085,2005,41939.840000000004
13559,15.0,31085,2006,43055.4
13560,14.9,31085,2007,47721.939999999995
13561,15.7,31085,2008,50229.450000000004
13562,16.2,31085,2009,54045.130000000005
13563,14.4,31087,2002,45231.45
13564,13.0,31087,2003,47911.990000000005
13565,12.5,31087,2004,48703.200000000004
13566,14.4,31087,2005,52327.520000000004
13567,15.4,31087,2006,47231.0
13568,14.5,31087,2007,47638.159999999996
13569,13.6,31087,2008,50464.350000000006
13570,15.0,31087,2009,50444.770000000004
13571,13.7,31089,2002,51821.549999999996
13572,12.1,31089,2003,53253.97
13573,11.6,31089,2004,54816.840000000004
13574,14.1,31089,2005,51436.8
13575,11.7,31089,2006,51688.38
13576,13.6,31089,2007,53042.68
13577,12.1,31089,2008,55057.05
13578,13.8,31089,2009,53425.89000000001
13579,11.1,31091,2002,51087.299999999996
13580,8.8,31091,2003,52192.98
13581,6.9,31091,2004,59802.6
13582,7.6,31091,2005,53996.48
13583,8.6,31091,2006,50367.08
13584,9.2,31091,2007,51602.799999999996
13585,9.3,31091,2008,48089.700000000004
13586,10.9,31091,2009,48824.060000000005
13587,11.5,31093,2002,56436.6
13588,10.6,31093,2003,57695.96000000001
13589,10.2,31093,2004,57598.32
13590,12,31093,2005,56917.92
13591,11.4,31093,2006,56541.42
13592,11.5,31093,2007,59324.759999999995
13593,10.8,31093,2008,59231.25000000001
13594,13.4,31093,2009,58879.86000000001
13595,10.8,31095,2002,54431.85
13596,9.5,31095,2003,55923.350000000006
13597,8.8,31095,2004,58592.04
13598,10.7,31095,2005,54084.64
13599,11.9,31095,2006,55120.84
13600,10.8,31095,2007,56677.88
13601,11.2,31095,2008,54295.65
13602,12.4,31095,2009,55419.240000000005
13603,10.0,31097,2002,55895.399999999994
13604,8.8,31097,2003,59903.270000000004
13605,8.9,31097,2004,59398.560000000005
13606,9.5,31097,2005,57791.92
13607,11.1,31097,2006,55766.159999999996
13608,11.1,31097,2007,60023.399999999994
13609,11.3,31097,2008,57184.65
13610,13.3,31097,2009,56296.04
13611,8.2,31099,2002,64356.6
13612,7.8,31099,2003,65048.83
13613,8.2,31099,2004,66722.76000000001
13614,8.2,31099,2005,64531.6
13615,10.1,31099,2006,71377.94
13616,9.8,31099,2007,66234.48
13617,8.7,31099,2008,66529.35
13618,9.2,31099,2009,70096.05
13619,10.8,31101,2002,55042.35
13620,10.5,31101,2003,54411.560000000005
13621,10,31101,2004,54993.12
13622,10.4,31101,2005,59892.56
13623,12.0,31101,2006,52630.08
13624,11.6,31101,2007,52494.56
13625,11.5,31101,2008,55456.65
13626,11.5,31101,2009,54234.19
13627,15.3,31103,2002,45277.649999999994
13628,13.2,31103,2003,50328.600000000006
13629,13.1,31103,2004,50355.240000000005
13630,18.7,31103,2005,47244.64
13631,21.9,31103,2006,37154.08
13632,16.5,31103,2007,44027.1
13633,22.4,31103,2008,42014.700000000004
13634,23.3,31103,2009,44641.450000000004
13635,13.6,31105,2002,50171.549999999996
13636,11.9,31105,2003,50645.770000000004
13637,11.4,31105,2004,51247.560000000005
13638,12.9,31105,2005,50980.8
13639,13.9,31105,2006,50917.5
13640,12.5,31105,2007,53471.52
13641,12.1,31105,2008,53601.75
13642,12.8,31105,2009,53972.520000000004
13643,15.1,31107,2002,45540.0
13644,13.7,31107,2003,49465.64
13645,13.4,31107,2004,49459.8
13646,14.8,31107,2005,49656.88
13647,13.4,31107,2006,47125.88
13648,14.9,31107,2007,48975.799999999996
13649,15.4,31107,2008,46299.600000000006
13650,16.6,31107,2009,48350.04
13651,9.4,31109,2002,70666.2
13652,9.5,31109,2003,72128.0
13653,9.6,31109,2004,72633.6
13654,11,31109,2005,71452.16
13655,12.0,31109,2006,70779.34
13656,10.9,31109,2007,69973.34
13657,10.6,31109,2008,70507.8
13658,15.2,31109,2009,65643.55
13659,11.0,31111,2002,62972.25
13660,10.8,31111,2003,63487.130000000005
13661,10.5,31111,2004,64120.68
13662,10.9,31111,2005,62766.88
13663,10.9,31111,2006,60925.799999999996
13664,12.2,31111,2007,63752.32
13665,9.6,31111,2008,64908.00000000001
13666,11.2,31111,2009,61900.71000000001
13667,10.8,31113,2002,56403.6
13668,10.1,31113,2003,57356.25
13669,7.3,31113,2004,57854.16
13670,8.8,31113,2005,55946.64
13671,11.1,31113,2006,55588.04
13672,10.6,31113,2007,57832.34
13673,10.5,31113,2008,54117.450000000004
13674,13.2,31113,2009,53169.700000000004
13675,14.4,31115,2002,43857.0
13676,11.2,31115,2003,50156.33
13677,8.5,31115,2004,51094.68
13678,11.9,31115,2005,47671.76
13679,12.7,31115,2006,43718.24
13680,15.1,31115,2007,41922.659999999996
13681,17.7,31115,2008,41766.3
13682,20.5,31115,2009,45194.93
13683,13.8,31117,2002,45157.2
13684,12.1,31117,2003,50504.090000000004
13685,11.5,31117,2004,55955.64
13686,14.1,31117,2005,51189.04
13687,14.4,31117,2006,53571.78
13688,12.8,31117,2007,53551.04
13689,12.9,31117,2008,50253.75
13690,16.7,31117,2009,52323.04
13691,10.8,31119,2002,62995.35
13692,11.1,31119,2003,62529.18
13693,11.7,31119,2004,61933.560000000005
13694,11.9,31119,2005,61996.24
13695,13.1,31119,2006,59919.86
13696,11.6,31119,2007,56862.479999999996
13697,12.1,31119,2008,58395.600000000006
13698,11.9,31119,2009,58800.4
13699,10.5,31121,2002,58674.0
13700,9.7,31121,2003,59531.36
13701,9.1,31121,2004,59626.32
13702,9.1,31121,2005,58451.6
13703,10.0,31121,2006,58053.979999999996
13704,9.2,31121,2007,59229.619999999995
13705,10.1,31121,2008,60536.700000000004
13706,11.6,31121,2009,62373.36000000001
13707,14.5,31123,2002,51265.5
13708,13.6,31123,2003,51806.58
13709,13.9,31123,2004,52533.0
13710,15.9,31123,2005,51830.48
13711,16.3,31123,2006,49536.34
13712,16.4,31123,2007,51957.799999999996
13713,13.5,31123,2008,53092.8
13714,16.6,31123,2009,52724.450000000004
13715,12.9,31125,2002,51052.649999999994
13716,11.6,31125,2003,52803.170000000006
13717,10.5,31125,2004,54617.16
13718,13.7,31125,2005,53563.28
13719,14.2,31125,2006,52498.68
13720,12.1,31125,2007,54488.24
13721,13.0,31125,2008,53260.200000000004
13722,12.5,31125,2009,55682.280000000006
13723,11.2,31127,2002,57499.2
13724,11.2,31127,2003,58765.0
13725,11.4,31127,2004,61549.8
13726,11.8,31127,2005,60230.0
13727,14.2,31127,2006,59743.2
13728,13.3,31127,2007,58254.079999999994
13729,11.8,31127,2008,60220.8
13730,15.1,31127,2009,56389.200000000004
13731,11.4,31129,2002,48023.25
13732,11.0,31129,2003,49964.740000000005
13733,10.3,31129,2004,50353.68
13734,11.6,31129,2005,49635.6
13735,12.9,31129,2006,47860.26
13736,11.7,31129,2007,46543.34
13737,13.2,31129,2008,44456.850000000006
13738,19.6,31129,2009,47804.780000000006
13739,8.7,31131,2002,64660.2
13740,8.4,31131,2003,65391.76
13741,8.4,31131,2004,66401.40000000001
13742,8.9,31131,2005,64019.36
13743,9.8,31131,2006,61122.9
13744,9.4,31131,2007,63925.56
13745,9.6,31131,2008,66051.45
13746,11.6,31131,2009,64281.770000000004
13747,13.5,31133,2002,46996.95
13748,10.7,31133,2003,50521.8
13749,11.4,31133,2004,50472.240000000005
13750,13.2,31133,2005,49708.56
13751,13.7,31133,2006,47633.96
13752,13.1,31133,2007,57505.74
13753,12.9,31133,2008,50163.3
13754,14.0,31133,2009,50157.07000000001
13755,11.1,31135,2002,54511.049999999996
13756,10.0,31135,2003,56543.200000000004
13757,10.4,31135,2004,57631.08
13758,12.4,31135,2005,57574.56
13759,12.1,31135,2006,54136.799999999996
13760,11.4,31135,2007,56807.1
13761,10.7,31135,2008,60219.450000000004
13762,12.3,31135,2009,66657.35
13763,9.7,31137,2002,63798.899999999994
13764,9.5,31137,2003,63889.630000000005
13765,9.7,31137,2004,64624.560000000005
13766,10.2,31137,2005,63683.44
13767,9.8,31137,2006,64139.26
13768,10.1,31137,2007,62110.799999999996
13769,10.4,31137,2008,60008.850000000006
13770,11.0,31137,2009,63796.79000000001
13771,10.5,31139,2002,57060.299999999996
13772,9.9,31139,2003,59143.350000000006
13773,9.3,31139,2004,61189.44
13774,10,31139,2005,60853.2
13775,11.1,31139,2006,57538.6
13776,11.2,31139,2007,59204.06
13777,9.8,31139,2008,59832.00000000001
13778,10.4,31139,2009,63003.560000000005
13779,8.1,31141,2002,67782.0
13780,8.6,31141,2003,66900.33
13781,8.6,31141,2004,67473.12
13782,8.9,31141,2005,67895.36
13783,8.9,31141,2006,66009.52
13784,8.9,31141,2007,68777.7
13785,7.7,31141,2008,65098.350000000006
13786,8.9,31141,2009,63568.00000000001
13787,8.3,31143,2002,61394.85
13788,7.4,31143,2003,63045.990000000005
13789,7.4,31143,2004,64588.68
13790,7.6,31143,2005,61046.24
13791,8.0,31143,2006,62210.6
13792,7.8,31143,2007,64321.74
13793,7.8,31143,2008,64266.75000000001
13794,7.7,31143,2009,66990.26000000001
13795,11.4,31145,2002,54829.5
13796,10.7,31145,2003,55847.68
13797,10.4,31145,2004,55607.76
13798,11.4,31145,2005,54326.32
13799,11.2,31145,2006,54912.06
13800,11.3,31145,2007,55323.2
13801,10.6,31145,2008,58156.65
13802,12.3,31145,2009,55583.64000000001
13803,12.6,31147,2002,49381.2
13804,11.5,31147,2003,50523.41
13805,11.7,31147,2004,51924.6
13806,12.8,31147,2005,49634.08
13807,13.9,31147,2006,49178.64
13808,13.4,31147,2007,51250.64
13809,10.9,31147,2008,51214.950000000004
13810,14.0,31147,2009,48645.96000000001
13811,16.4,31149,2002,43041.899999999994
13812,14.7,31149,2003,45152.450000000004
13813,13.9,31149,2004,42918.72
13814,18.9,31149,2005,43014.48
13815,17.9,31149,2006,41967.7
13816,18.0,31149,2007,45804.939999999995
13817,17.6,31149,2008,45156.15
13818,20.1,31149,2009,42844.01
13819,8.8,31151,2002,62836.95
13820,8.3,31151,2003,63981.4
13821,8.4,31151,2004,65326.560000000005
13822,9,31151,2005,64223.04
13823,9.0,31151,2006,62270.46
13824,9.4,31151,2007,64815.899999999994
13825,9.8,31151,2008,63054.450000000004
13826,10.3,31151,2009,62637.770000000004
13827,5.0,31153,2002,94764.45
13828,5.4,31153,2003,94513.44
13829,5.4,31153,2004,94819.92
13830,5.1,31153,2005,91529.84
13831,5.2,31153,2006,90736.08
13832,6.2,31153,2007,90561.92
13833,5.4,31153,2008,87534.0
13834,5.3,31153,2009,92531.17000000001
13835,7.8,31155,2002,71055.59999999999
13836,7.5,31155,2003,71437.31
13837,7.2,31155,2004,74642.88
13838,6.9,31155,2005,74116.72
13839,8.2,31155,2006,76552.18
13840,7.6,31155,2007,79751.45999999999
13841,7.4,31155,2008,73238.85
13842,7.9,31155,2009,75171.90000000001
13843,14.8,31157,2002,52969.95
13844,14.4,31157,2003,52498.880000000005
13845,14.5,31157,2004,53032.200000000004
13846,15.9,31157,2005,51857.840000000004
13847,17.8,31157,2006,52927.92
13848,16.5,31157,2007,52075.659999999996
13849,14.0,31157,2008,56394.9
13850,14.2,31157,2009,51664.07000000001
13851,7.6,31159,2002,72133.05
13852,7.3,31159,2003,72884.70000000001
13853,7,31159,2004,73802.04000000001
13854,7.6,31159,2005,72826.24
13855,7.6,31159,2006,71620.3
13856,8.6,31159,2007,74434.98
13857,7.7,31159,2008,76388.40000000001
13858,8.4,31159,2009,76987.15000000001
13859,15.5,31161,2002,48552.899999999994
13860,13.3,31161,2003,49158.130000000005
13861,13.5,31161,2004,48015.240000000005
13862,14.6,31161,2005,46554.56
13863,16.2,31161,2006,47682.14
13864,15.3,31161,2007,46334.6
13865,15.6,31161,2008,47239.200000000004
13866,16.1,31161,2009,40623.240000000005
13867,12.6,31163,2002,47876.399999999994
13868,11.6,31163,2003,51315.530000000006
13869,11.1,31163,2004,52052.520000000004
13870,12.5,31163,2005,51146.48
13871,14.0,31163,2006,48660.34
13872,13.0,31163,2007,51173.96
13873,12.3,31163,2008,51251.4
13874,14.1,31163,2009,48513.07000000001
13875,14.3,31165,2002,47227.95
13876,9.8,31165,2003,50428.420000000006
13877,9.1,31165,2004,52983.840000000004
13878,11.9,31165,2005,53391.520000000004
13879,14.7,31165,2006,49180.1
13880,14.0,31165,2007,50648.56
13881,13.1,31165,2008,52463.700000000004
13882,16.1,31165,2009,50895.50000000001
13883,9.5,31167,2002,60581.399999999994
13884,7.8,31167,2003,63332.57000000001
13885,7.4,31167,2004,64114.44
13886,8.1,31167,2005,60915.520000000004
13887,8.8,31167,2006,62228.119999999995
13888,8.9,31167,2007,64459.479999999996
13889,8.7,31167,2008,66923.55
13890,9.4,31167,2009,64187.240000000005
13891,11.6,31169,2002,53450.1
13892,10.3,31169,2003,54796.350000000006
13893,9.8,31169,2004,55890.12
13894,11.3,31169,2005,54343.04
13895,13.9,31169,2006,49823.96
13896,12.3,31169,2007,53130.719999999994
13897,10.9,31169,2008,53129.25
13898,11.8,31169,2009,58766.15
13899,10.4,31171,2002,48864.75
13900,11.9,31171,2003,52619.630000000005
13901,9.1,31171,2004,52489.32
13902,11.2,31171,2005,48296.48
13903,12.6,31171,2006,46953.6
13904,11.2,31171,2007,48382.24
13905,13.2,31171,2008,47024.55
13906,15.1,31171,2009,48604.86
13907,22.3,31173,2002,46134.0
13908,20.3,31173,2003,47707.520000000004
13909,20.5,31173,2004,48213.36
13910,23.7,31173,2005,48390.72
13911,24.1,31173,2006,48674.94
13912,25.6,31173,2007,47339.96
13913,28.2,31173,2008,48111.3
13914,26.1,31173,2009,49399.46000000001
13915,13.4,31175,2002,48247.649999999994
13916,11.7,31175,2003,49839.16
13917,11.2,31175,2004,51570.48
13918,14.4,31175,2005,42319.840000000004
13919,14.5,31175,2006,47606.22
13920,13.8,31175,2007,49176.02
13921,12.6,31175,2008,54648.0
13922,13.9,31175,2009,51191.420000000006
13923,6.4,31177,2002,82579.2
13924,6.1,31177,2003,83096.93000000001
13925,6.2,31177,2004,83809.44
13926,6,31177,2005,85758.4
13927,6.6,31177,2006,80624.12
13928,6.6,31177,2007,84712.94
13929,6.7,31177,2008,84308.85
13930,6.7,31177,2009,81077.97
13931,12.4,31179,2002,54590.25
13932,11.3,31179,2003,56731.57000000001
13933,10.7,31179,2004,57582.72
13934,12.9,31179,2005,56837.36
13935,13.6,31179,2006,57556.119999999995
13936,14.2,31179,2007,59032.24
13937,12.1,31179,2008,59557.950000000004
13938,14.1,31179,2009,59215.51
13939,11.1,31181,2002,50268.899999999994
13940,9.7,31181,2003,52260.600000000006
13941,9.9,31181,2004,52487.76
13942,11.3,31181,2005,54051.2
13943,13.2,31181,2006,50607.979999999996
13944,13.6,31181,2007,51722.079999999994
13945,11.5,31181,2008,49851.450000000004
13946,14.0,31181,2009,50948.93000000001
13947,14.4,31183,2002,47713.049999999996
13948,12.4,31183,2003,55090.98
13949,10.3,31183,2004,52781.04
