,poverty_rate,fips,year,per_capita_income_2022
2690,23.1,12037,2009,46519.72
2691,18.2,12039,2002,48836.7
2692,18.0,12039,2003,48000.54
2693,15.8,12039,2004,48469.200000000004
2694,17.7,12039,2005,50533.92
2695,19.7,12039,2006,51298.56
2696,25.4,12039,2007,50157.24
2697,26.6,12039,2008,46326.600000000006
2698,26.0,12039,2009,47360.9
2699,16.6,12041,2002,49744.2
2700,14.2,12041,2003,49761.880000000005
2701,13,12041,2004,50924.64
2702,13.7,12041,2005,53634.72
2703,17.6,12041,2006,53265.18
2704,15.4,12041,2007,55923.86
2705,16.8,12041,2008,50112.0
2706,18.0,12041,2009,50880.43000000001
2707,15.5,12043,2002,51074.1
2708,13.2,12043,2003,50872.780000000006
2709,12.1,12043,2004,49877.880000000005
2710,15.2,12043,2005,52310.8
2711,15.8,12043,2006,52618.4
2712,16.4,12043,2007,52852.399999999994
2713,21.8,12043,2008,52988.850000000006
2714,21.5,12043,2009,47840.4
2715,18.9,12045,2002,48869.7
2716,15.5,12045,2003,50784.23
2717,14.5,12045,2004,51313.08
2718,17.6,12045,2005,52930.96
2719,19.2,12045,2006,52965.88
2720,16.7,12045,2007,54187.2
2721,21.2,12045,2008,52153.200000000004
2722,23.0,12045,2009,48848.72
2723,25.3,12047,2002,39651.15
2724,22.0,12047,2003,40573.61
2725,20.9,12047,2004,41201.16
2726,26.6,12047,2005,43017.520000000004
2727,24.3,12047,2006,44382.54
2728,27.7,12047,2007,43978.82
2729,29.3,12047,2008,43799.4
2730,28.5,12047,2009,42522.060000000005
2731,23.2,12049,2002,46206.6
2732,20.7,12049,2003,44840.11
2733,19.5,12049,2004,44723.64
2734,24.6,12049,2005,48623.28
2735,22.0,12049,2006,48229.64
2736,24.0,12049,2007,51957.799999999996
2737,23.1,12049,2008,46419.75
2738,28.4,12049,2009,46207.36
2739,18.7,12051,2002,52247.25
2740,18.1,12051,2003,50380.12
2741,16.7,12051,2004,50227.32
2742,22.2,12051,2005,55040.72
2743,22.7,12051,2006,51443.1
2744,20.0,12051,2007,54343.399999999994
2745,23.8,12051,2008,52340.850000000006
2746,22.6,12051,2009,49125.46000000001
2747,12.3,12053,2002,53207.549999999996
2748,12.1,12053,2003,54537.14000000001
2749,10.6,12053,2004,55500.12
2750,11.8,12053,2005,57261.44
2751,12.0,12053,2006,58166.4
2752,8.9,12053,2007,61355.35999999999
2753,12.4,12053,2008,53395.200000000004
2754,13.1,12053,2009,55282.240000000005
2755,14.7,12055,2002,47384.7
2756,14.0,12055,2003,47367.810000000005
2757,13.1,12055,2004,47335.08
2758,16.6,12055,2005,47278.08
2759,14.4,12055,2006,48533.32
2760,17.4,12055,2007,48419.159999999996
2761,16.7,12055,2008,45499.05
2762,19.9,12055,2009,45759.37
2763,12.5,12057,2002,69971.55
2764,13.0,12057,2003,69719.44
2765,11.8,12057,2004,69966.0
2766,13,12057,2005,68527.68000000001
2767,12.8,12057,2006,68256.45999999999
2768,11.6,12057,2007,71688.7
2769,13.9,12057,2008,67178.70000000001
2770,15.2,12057,2009,64566.73
2771,20.5,12059,2002,44682.0
2772,18.7,12059,2003,44714.530000000006
2773,17.6,12059,2004,44762.64
2774,21.9,12059,2005,46782.56
2775,20.9,12059,2006,44959.24
2776,19.8,12059,2007,47315.82
2777,21.0,12059,2008,44888.850000000006
2778,24.0,12059,2009,43649.57000000001
2779,10.0,12061,2002,65364.75
2780,10.0,12061,2003,64973.16
2781,9.2,12061,2004,64774.32
2782,11.7,12061,2005,67564.0
2783,10.5,12061,2006,65749.64
2784,9.7,12061,2007,67539.45999999999
2785,12.4,12061,2008,65160.450000000004
2786,13.8,12061,2009,59848.450000000004
2787,17.0,12063,2002,47762.549999999996
2788,16.2,12063,2003,48221.11
2789,15.7,12063,2004,48394.32
2790,16.9,12063,2005,49738.96
2791,19.1,12063,2006,48003.34
2792,27.3,12063,2007,50973.74
2793,19.0,12063,2008,50904.450000000004
2794,22.0,12063,2009,49276.16
2795,16.8,12065,2002,53057.399999999994
2796,16.3,12065,2003,52714.62
2797,14.5,12065,2004,52980.72
2798,18.7,12065,2005,53730.48
2799,18.1,12065,2006,56966.28
2800,17.8,12065,2007,57108.14
2801,18.5,12065,2008,49250.700000000004
2802,19.1,12065,2009,52324.41
2803,23.3,12067,2002,45429.45
2804,19.0,12067,2003,43754.97
2805,18.6,12067,2004,43517.76
2806,23.6,12067,2005,47177.76
2807,22.3,12067,2006,48521.64
2808,22.0,12067,2007,52334.1
2809,25.6,12067,2008,53045.55
2810,24.6,12067,2009,48893.93
2811,10.8,12069,2002,61706.7
2812,10.2,12069,2003,62854.4
2813,9.5,12069,2004,63562.200000000004
2814,11.4,12069,2005,60889.68
2815,10.2,12069,2006,61603.24
2816,9.0,12069,2007,66110.94
2817,10.3,12069,2008,61447.950000000004
2818,12.6,12069,2009,58196.23
2819,10.1,12071,2002,66061.05
2820,10.2,12071,2003,66444.7
2821,8.9,12071,2004,67822.56
2822,9.5,12071,2005,69920.0
2823,9.2,12071,2006,71064.04
2824,10.1,12071,2007,72065.0
2825,10.6,12071,2008,68665.05
2826,12.8,12071,2009,62504.880000000005
2827,12.8,12073,2002,62304.0
2828,14.1,12073,2003,61315.240000000005
2829,12.7,12073,2004,61716.72
2830,17.2,12073,2005,64853.840000000004
2831,18.7,12073,2006,61258.68
2832,17.0,12073,2007,69209.37999999999
2833,18.6,12073,2008,63879.3
2834,22.3,12073,2009,55793.25000000001
2835,17.1,12075,2002,44974.049999999996
2836,16.4,12075,2003,44925.44
2837,15,12075,2004,45729.840000000004
2838,19.4,12075,2005,45473.840000000004
2839,17.8,12075,2006,46670.36
2840,18.5,12075,2007,48988.579999999994
2841,17.8,12075,2008,47610.450000000004
2842,21.8,12075,2009,44563.36
2843,20.3,12077,2002,48067.799999999996
2844,17.4,12077,2003,48016.64
2845,16.9,12077,2004,47503.560000000005
2846,21.6,12077,2005,48481.92
2847,19.4,12077,2006,49621.02
2848,18.4,12077,2007,52196.36
2849,21.5,12077,2008,52120.8
2850,23.1,12077,2009,50428.33
2851,19.8,12079,2002,42457.799999999996
2852,18.5,12079,2003,42813.12
2853,17.7,12079,2004,44038.8
2854,23.8,12079,2005,45644.08
2855,20.9,12079,2006,46884.979999999996
2856,21.0,12079,2007,55939.479999999996
2857,23.6,12079,2008,43877.700000000004
2858,26.2,12079,2009,42708.380000000005
2859,10.7,12081,2002,63767.549999999996
2860,10.8,12081,2003,64007.16
2861,9.7,12081,2004,64613.64
2862,10.3,12081,2005,67130.8
2863,11.4,12081,2006,66285.45999999999
2864,10.6,12081,2007,69494.8
2865,12.2,12081,2008,62873.55
2866,14.4,12081,2009,62424.05
2867,14.8,12083,2002,52554.149999999994
2868,14.0,12083,2003,53527.670000000006
2869,12.2,12083,2004,54518.880000000005
2870,13.6,12083,2005,54680.48
2871,12.2,12083,2006,57743.0
2872,13.0,12083,2007,55882.68
2873,16.0,12083,2008,54359.100000000006
2874,15.9,12083,2009,53413.560000000005
2875,9.0,12085,2002,72091.8
2876,9.2,12085,2003,69448.96
2877,8.1,12085,2004,70731.96
2878,9.8,12085,2005,70122.16
2879,8.7,12085,2006,74624.98
2880,8.5,12085,2007,78425.18
2881,10.4,12085,2008,71203.05
2882,13.5,12085,2009,68980.87000000001
2883,19.2,12086,2002,52026.149999999994
2884,18.9,12086,2003,53216.94
2885,17.1,12086,2004,54103.92
2886,17.9,12086,2005,56455.840000000004
2887,16.4,12086,2006,60119.88
2888,15.3,12086,2007,61762.899999999994
2889,16.5,12086,2008,59293.350000000006
2890,17.7,12086,2009,56672.79
2891,9.6,12087,2002,68763.75
2892,10.3,12087,2003,66502.66
2893,9.2,12087,2004,65824.2
2894,10.6,12087,2005,71847.36
2895,11.5,12087,2006,73873.08
2896,10.5,12087,2007,78176.68
2897,10.4,12087,2008,71425.8
2898,12.6,12087,2009,68143.8
2899,8.3,12089,2002,78010.34999999999
2900,8.9,12089,2003,78212.19
2901,8.3,12089,2004,78469.56
2902,9.2,12089,2005,77530.64
2903,9.4,12089,2006,81024.16
2904,8.9,12089,2007,80230.0
2905,8.9,12089,2008,80343.90000000001
2906,11.5,12089,2009,75596.6
2907,9.4,12091,2002,69278.55
2908,9.9,12091,2003,69508.53
2909,9,12091,2004,70861.44
2910,9.8,12091,2005,75063.68000000001
2911,9.6,12091,2006,76817.9
2912,9.4,12091,2007,77578.86
2913,8.7,12091,2008,73467.0
2914,12.5,12091,2009,67424.55
2915,16.7,12093,2002,47628.899999999994
2916,15.1,12093,2003,47960.29
2917,13.7,12093,2004,48877.92
2918,18.1,12093,2005,50204.08
2919,16.0,12093,2006,53824.36
2920,16.4,12093,2007,52524.38
2921,20.8,12093,2008,48227.4
2922,22.3,12093,2009,48428.130000000005
2923,12.5,12095,2002,67150.05
2924,13.2,12095,2003,65480.310000000005
2925,12.6,12095,2004,65091.0
2926,12.7,12095,2005,67158.16
2927,11.9,12095,2006,71212.95999999999
2928,11.6,12095,2007,72402.95999999999
2929,13.7,12095,2008,68409.90000000001
2930,14.3,12095,2009,64151.62
2931,13.4,12097,2002,61823.85
2932,13.1,12097,2003,62735.26
2933,12.2,12097,2004,62041.200000000004
2934,13.9,12097,2005,62286.56
2935,12.1,12097,2006,64644.42
2936,11.2,12097,2007,66170.58
2937,11.9,12097,2008,61784.100000000006
2938,15.8,12097,2009,58397.62
2939,10.7,12099,2002,68913.9
2940,10.9,12099,2003,69252.54000000001
2941,10.1,12099,2004,68930.16
2942,11,12099,2005,73090.72
2943,10.6,12099,2006,75420.68
2944,10.2,12099,2007,75970.0
2945,11.7,12099,2008,71289.45000000001
2946,14.4,12099,2009,68034.20000000001
2947,12.1,12101,2002,55164.45
2948,11.9,12101,2003,56971.46000000001
2949,10.8,12101,2004,59381.4
2950,11.3,12101,2005,59777.04
2951,10.2,12101,2006,60882.0
2952,11.9,12101,2007,62810.85999999999
2953,13.2,12101,2008,57249.450000000004
2954,13.2,12101,2009,55195.93000000001
2955,11.4,12103,2002,58888.5
2956,12.0,12103,2003,58388.26
2957,11.1,12103,2004,60133.32
2958,11.2,12103,2005,61816.88
2959,12.3,12103,2006,61261.6
2960,11.3,12103,2007,62941.5
2961,10.9,12103,2008,61963.65
2962,13.3,12103,2009,59184.00000000001
2963,13.6,12105,2002,57123.0
2964,14.0,12105,2003,56551.25
2965,13.2,12105,2004,56688.840000000004
2966,13.9,12105,2005,59453.28
2967,13.4,12105,2006,60116.96
2968,12.8,12105,2007,62786.719999999994
2969,15.3,12105,2008,59872.50000000001
2970,16.8,12105,2009,57420.810000000005
2971,19.3,12107,2002,44865.149999999994
2972,18.8,12107,2003,46149.04
2973,17.3,12107,2004,46952.880000000005
2974,20.9,12107,2005,47056.16
2975,22.1,12107,2006,46362.299999999996
2976,20.2,12107,2007,47260.439999999995
2977,23.1,12107,2008,47476.8
2978,25.6,12107,2009,43144.04
2979,7.5,12109,2002,85118.54999999999
2980,8.2,12109,2003,84940.38
2981,7.5,12109,2004,86910.72
2982,7.5,12109,2005,87061.04000000001
2983,7.6,12109,2006,85126.76
2984,6.7,12109,2007,90493.76
2985,7.9,12109,2008,90771.3
2986,8.7,12109,2009,85186.6
2987,12.8,12111,2002,59383.5
2988,12.9,12111,2003,60225.270000000004
2989,11.3,12111,2004,61428.12
2990,12.3,12111,2005,63912.96
2991,12.6,12111,2006,64920.36
2992,10.8,12111,2007,65500.34
2993,12.9,12111,2008,60463.8
2994,15.6,12111,2009,61026.65
2995,9.8,12113,2002,71139.75
2996,10.0,12113,2003,71863.96
2997,9.6,12113,2004,72224.88
2998,9,12113,2005,71447.6
2999,10.8,12113,2006,76581.38
3000,10.7,12113,2007,72327.7
3001,10.6,12113,2008,73134.90000000001
3002,11.4,12113,2009,73184.03
3003,8.4,12115,2002,68244.0
3004,8.4,12115,2003,68191.55
3005,7.6,12115,2004,68675.88
3006,9.1,12115,2005,68079.28
3007,9.0,12115,2006,70993.95999999999
3008,8.1,12115,2007,71044.01999999999
3009,9.9,12115,2008,66151.35
3010,12.7,12115,2009,62955.61000000001
3011,8.2,12117,2002,80779.05
3012,9.1,12117,2003,79319.87000000001
3013,8.5,12117,2004,79313.52
3014,8.2,12117,2005,79632.8
3015,9.6,12117,2006,82716.3
3016,9.1,12117,2007,79967.3
3017,9.3,12117,2008,78536.25
3018,10.4,12117,2009,76995.37000000001
3019,15.0,12119,2002,52260.45
3020,13.1,12119,2003,54810.840000000004
3021,12.5,12119,2004,58535.880000000005
3022,14.4,12119,2005,55014.88
3023,13.1,12119,2006,61990.14
3024,12.9,12119,2007,60815.759999999995
3025,13.2,12119,2008,64943.100000000006
3026,15.6,12119,2009,63822.82000000001
3027,16.9,12121,2002,47447.399999999994
3028,16.5,12121,2003,47532.030000000006
3029,15.3,12121,2004,49520.64
3030,17.5,12121,2005,50333.28
3031,18.1,12121,2006,47956.619999999995
3032,17.8,12121,2007,51196.68
3033,19.9,12121,2008,46476.450000000004
3034,19.7,12121,2009,47089.64000000001
3035,17.3,12123,2002,49806.899999999994
3036,16.9,12123,2003,49702.310000000005
3037,15.9,12123,2004,49583.04
3038,18.4,12123,2005,49673.6
3039,20.6,12123,2006,50954.0
3040,18.5,12123,2007,54039.52
3041,22.9,12123,2008,49071.15
3042,23.8,12123,2009,46908.8
3043,21.3,12125,2002,53507.85
3044,18.1,12125,2003,52883.670000000006
3045,18.2,12125,2004,52760.76
3046,20.3,12125,2005,54099.840000000004
3047,19.4,12125,2006,55100.4
3048,21.5,12125,2007,58396.079999999994
3049,23.6,12125,2008,57690.9
3050,26.5,12125,2009,52165.490000000005
3051,12.2,12127,2002,57766.5
3052,12.2,12127,2003,58121.0
3053,11.2,12127,2004,58105.32
3054,11.6,12127,2005,58454.64
3055,12.9,12127,2006,59651.22
3056,14.1,12127,2007,60020.56
3057,12.9,12127,2008,61871.850000000006
3058,15.2,12127,2009,56704.3
3059,12.2,12129,2002,60607.799999999996
3060,11.1,12129,2003,61302.36
3061,10.4,12129,2004,62164.44
3062,11.8,12129,2005,63631.76
3063,12.2,12129,2006,69601.12
3064,11.3,12129,2007,66735.73999999999
3065,13.0,12129,2008,64816.200000000004
3066,14.1,12129,2009,65790.14
3067,15.0,12131,2002,53950.049999999996
3068,13.5,12131,2003,56163.240000000005
3069,11.5,12131,2004,58266.0
3070,13,12131,2005,58974.48
3071,13.3,12131,2006,61487.9
3072,11.8,12131,2007,64308.96
3073,14.9,12131,2008,59101.65
3074,15.8,12131,2009,58709.98
3075,18.0,12133,2002,45657.149999999994
3076,17.2,12133,2003,46025.07
3077,15.5,12133,2004,47015.28
3078,18.8,12133,2005,47278.08
3079,19.3,12133,2006,48153.72
3080,18.9,12133,2007,49039.7
3081,23.2,12133,2008,46753.200000000004
3082,21.0,12133,2009,50031.030000000006
3083,17.1,13001,2002,48742.649999999994
3084,17.1,13001,2003,49132.37
3085,17,13001,2004,48431.76
3086,20.6,13001,2005,48871.04
3087,18.8,13001,2006,50622.58
3088,20.1,13001,2007,47250.5
3089,20.3,13001,2008,46782.9
3090,22.8,13001,2009,44870.240000000005
3091,21.1,13003,2002,41768.1
3092,19.5,13003,2003,42360.71
3093,19.6,13003,2004,41683.200000000004
3094,25.4,13003,2005,42038.64
3095,22.7,13003,2006,42125.38
3096,21.0,13003,2007,43212.02
3097,24.6,13003,2008,42375.15
3098,26.1,13003,2009,39616.29
3099,18.2,13005,2002,44635.799999999996
3100,18.0,13005,2003,44922.22
3101,18.2,13005,2004,44101.200000000004
3102,21.8,13005,2005,44599.840000000004
3103,20.1,13005,2006,45073.119999999995
3104,21.3,13005,2007,44622.079999999994
3105,19.3,13005,2008,45199.350000000006
3106,22.3,13005,2009,41302.76
3107,22.7,13007,2002,44106.149999999994
3108,19.9,13007,2003,42864.64
3109,21.4,13007,2004,40483.560000000005
3110,25.8,13007,2005,45007.2
3111,27.0,13007,2006,43637.94
3112,26.8,13007,2007,59348.899999999994
3113,26.0,13007,2008,42975.9
3114,29.2,13007,2009,43616.69
3115,17.7,13009,2002,53890.649999999994
3116,17.7,13009,2003,53025.350000000006
3117,18.8,13009,2004,52308.36
3118,19.7,13009,2005,55349.28
3119,22.1,13009,2006,53269.56
3120,19.3,13009,2007,55635.6
3121,23.5,13009,2008,52270.65
3122,21.2,13009,2009,50729.73
3123,12.0,13011,2002,63739.5
3124,12.3,13011,2003,64512.700000000004
3125,12.3,13011,2004,63576.240000000005
3126,13.3,13011,2005,63510.16
3127,14.6,13011,2006,60667.38
3128,13.7,13011,2007,62214.46
3129,15.3,13011,2008,59763.15
3130,16.2,13011,2009,58945.62
3131,10.3,13013,2002,73908.45
3132,10.1,13013,2003,74137.28
3133,10.1,13013,2004,73287.24
3134,10.7,13013,2005,75740.08
3135,11.2,13013,2006,72059.76
3136,11.2,13013,2007,72821.86
3137,11.3,13013,2008,69279.3
3138,12.2,13013,2009,65573.68000000001
3139,10.2,13015,2002,73703.84999999999
3140,10.9,13015,2003,74216.17
3141,11.4,13015,2004,72101.64
3142,13.3,13015,2005,71909.68000000001
3143,12.0,13015,2006,68211.2
3144,11.6,13015,2007,68679.72
3145,12.6,13015,2008,69878.70000000001
3146,14.9,13015,2009,64363.97000000001
3147,19.1,13017,2002,44716.649999999994
3148,19.4,13017,2003,44287.880000000005
3149,20.2,13017,2004,43700.28
3150,24.6,13017,2005,42573.68
3151,27.1,13017,2006,41377.86
3152,21.1,13017,2007,45129.02
3153,23.2,13017,2008,41972.850000000006
3154,26.0,13017,2009,39334.07
3155,16.6,13019,2002,48797.1
3156,16.9,13019,2003,50080.66
3157,17.2,13019,2004,49232.04
3158,17.7,13019,2005,51354.72
3159,20.1,13019,2006,48055.9
3160,18.9,13019,2007,48933.2
3161,21.9,13019,2008,46869.3
3162,23.0,13019,2009,45404.54
3163,18.0,13021,2002,56768.25
3164,19.0,13021,2003,56755.72
3165,20,13021,2004,55442.4
3166,23.5,13021,2005,53005.44
3167,21.1,13021,2006,53655.0
3168,24.2,13021,2007,52474.68
3169,22.1,13021,2008,55156.950000000004
3170,21.8,13021,2009,51192.79
3171,14.8,13023,2002,56312.85
3172,15.3,13023,2003,56800.8
3173,15.4,13023,2004,55955.64
3174,16.8,13023,2005,55697.36
3175,17.2,13023,2006,53887.14
3176,18.0,13023,2007,54969.619999999995
3177,19.5,13023,2008,53948.700000000004
3178,20.2,13023,2009,52895.700000000004
3179,16.2,13025,2002,51277.049999999996
3180,15.9,13025,2003,52624.46000000001
3181,16.3,13025,2004,52551.72
3182,15,13025,2005,51967.28
3183,19.7,13025,2006,52647.6
3184,16.9,13025,2007,54408.719999999994
3185,17.6,13025,2008,51048.9
3186,19.9,13025,2009,47444.47
3187,22.9,13027,2002,41344.049999999996
3188,20.3,13027,2003,42396.130000000005
3189,21.7,13027,2004,40659.840000000004
3190,23,13027,2005,42930.88
3191,25.9,13027,2006,42973.64
3192,23.4,13027,2007,45868.84
3193,22.0,13027,2008,47259.450000000004
3194,22.3,13027,2009,43523.530000000006
3195,9.0,13029,2002,81719.54999999999
3196,10.0,13029,2003,83108.20000000001
3197,9.9,13029,2004,84809.40000000001
3198,10.5,13029,2005,87792.16
3199,10.5,13029,2006,88505.2
3200,9.7,13029,2007,86448.18
3201,10.2,13029,2008,83751.3
3202,12.1,13029,2009,79586.04000000001
3203,19.8,13031,2002,48201.45
3204,19.1,13031,2003,48150.270000000004
3205,19.9,13031,2004,46870.200000000004
3206,24.5,13031,2005,47908.88
3207,22.5,13031,2006,49863.38
3208,23.4,13031,2007,49502.619999999995
3209,23.1,13031,2008,52151.850000000006
3210,26.1,13031,2009,46385.46000000001
3211,20.4,13033,2002,45061.5
3212,21.9,13033,2003,46546.71000000001
3213,21.7,13033,2004,45488.04
3214,28.8,13033,2005,44739.68
3215,23.4,13033,2006,44930.04
3216,23.7,13033,2007,47061.64
3217,28.1,13033,2008,43619.850000000006
3218,26.9,13033,2009,42512.47
3219,13.2,13035,2002,62779.2
3220,12.5,13035,2003,62912.36
3221,12.5,13035,2004,63253.32
3222,12.7,13035,2005,65100.08
3223,13.5,13035,2006,66892.81999999999
3224,13.2,13035,2007,66186.2
3225,15.6,13035,2008,61287.3
3226,16.1,13035,2009,58815.47
3227,26.6,13037,2002,40363.95
3228,24.7,13037,2003,39758.950000000004
3229,26.3,13037,2004,38603.76
3230,31.4,13037,2005,39553.44
3231,32.4,13037,2006,38546.92
3232,31.0,13037,2007,40254.159999999996
3233,33.4,13037,2008,39737.25
3234,33.5,13037,2009,39595.740000000005
3235,10.0,13039,2002,70547.4
3236,10.8,13039,2003,69494.04000000001
3237,11.1,13039,2004,69650.88
3238,10.8,13039,2005,69900.24
3239,11.8,13039,2006,68260.84
3240,12.1,13039,2007,66147.86
3241,12.3,13039,2008,70179.75
3242,15.2,13039,2009,67925.97
3243,21.9,13043,2002,41933.1
3244,21.6,13043,2003,42339.780000000006
3245,21.6,13043,2004,42807.96
3246,23.3,13043,2005,42912.64
3247,25.3,13043,2006,42669.96
3248,22.2,13043,2007,44359.38
3249,23.7,13043,2008,42728.850000000006
3250,25.2,13043,2009,42497.4
3251,13.6,13045,2002,64368.149999999994
3252,12.5,13045,2003,66124.31
3253,14.7,13045,2004,64693.200000000004
3254,14.6,13045,2005,65638.16
3255,14.5,13045,2006,64276.5
3256,17.3,13045,2007,61338.32
3257,15.9,13045,2008,63864.450000000004
3258,17.4,13045,2009,61866.46000000001
3259,10.3,13047,2002,66947.09999999999
3260,10.6,13047,2003,67658.64
3261,11,13047,2004,66817.92
3262,11.4,13047,2005,69676.8
3263,10.4,13047,2006,65837.24
3264,11.8,13047,2007,66771.23999999999
3265,11.4,13047,2008,64786.50000000001
3266,13.1,13047,2009,60025.18000000001
3267,22.1,13049,2002,43584.75
3268,19.1,13049,2003,45430.98
3269,20.1,13049,2004,45406.92
3270,24.4,13049,2005,43213.6
3271,24.0,13049,2006,47432.479999999996
3272,20.6,13049,2007,55763.399999999994
3273,21.5,13049,2008,47682.0
3274,25.8,13049,2009,47708.880000000005
3275,15.7,13051,2002,59827.35
3276,16.9,13051,2003,59207.75
3277,16.9,13051,2004,59666.880000000005
3278,15.8,13051,2005,63978.32
3279,17.6,13051,2006,59089.119999999995
3280,16.3,13051,2007,64076.079999999994
3281,17.0,13051,2008,60928.200000000004
3282,16.3,13051,2009,58130.47
3283,28.2,13053,2002,58380.299999999996
3284,14.5,13053,2003,57473.780000000006
3285,16.8,13053,2004,55336.32
3286,19.5,13053,2005,59029.2
3287,18.8,13053,2006,56802.76
3288,12.9,13053,2007,64337.35999999999
3289,19.7,13053,2008,56721.600000000006
3290,26.5,13053,2009,55793.25000000001
3291,15.0,13055,2002,49572.6
3292,14.6,13055,2003,49488.18
3293,15.6,13055,2004,48803.04
3294,18.5,13055,2005,50258.8
3295,18.5,13055,2006,49550.94
3296,18.0,13055,2007,47365.52
3297,17.9,13055,2008,46236.15
3298,19.9,13055,2009,45678.54
3299,6.0,13057,2002,104177.7
3300,6.4,13057,2003,102568.27
3301,6.5,13057,2004,99939.84
3302,6,13057,2005,97623.52
3303,7.1,13057,2006,95710.3
3304,6.0,13057,2007,90195.56
3305,6.7,13057,2008,92646.45000000001
3306,8.3,13057,2009,91751.64000000001
3307,18.5,13059,2002,47714.7
3308,18.9,13059,2003,47710.740000000005
3309,19.7,13059,2004,46411.560000000005
3310,29,13059,2005,46553.04
3311,32.2,13059,2006,45503.82
3312,28.6,13059,2007,51344.36
3313,30.8,13059,2008,48942.9
3314,36.3,13059,2009,44835.990000000005
3315,25.9,13061,2002,37265.25
3316,24.5,13061,2003,37641.8
3317,26.3,13061,2004,35298.12
3318,33,13061,2005,35653.12
3319,30.0,13061,2006,36099.96
3320,31.7,13061,2007,36992.42
3321,31.1,13061,2008,36040.950000000004
3322,31.5,13061,2009,35503.55
3323,13.8,13063,2002,65331.75
3324,13.9,13063,2003,63651.350000000006
3325,14.8,13063,2004,61637.16
3326,14,13063,2005,63653.04
3327,14.6,13063,2006,61435.34
3328,13.0,13063,2007,62017.079999999994
3329,14.7,13063,2008,62495.55
3330,16.4,13063,2009,58875.75000000001
3331,21.2,13065,2002,42700.35
3332,20.7,13065,2003,42747.11
3333,20.9,13065,2004,42127.8
3334,26.7,13065,2005,42426.24
3335,24.2,13065,2006,44008.78
3336,24.0,13065,2007,42768.979999999996
3337,24.8,13065,2008,42384.600000000006
3338,25.0,13065,2009,40797.23
3339,9.1,13067,2002,89900.25
3340,9.6,13067,2003,85330.0
3341,9.6,13067,2004,82580.16
3342,8.7,13067,2005,93891.92
3343,9.8,13067,2006,89898.04
3344,9.4,13067,2007,91824.29999999999
3345,9.1,13067,2008,94132.8
3346,11.4,13067,2009,86163.41
3347,21.5,13069,2002,47485.35
3348,19.2,13069,2003,47459.58
3349,19.3,13069,2004,47907.6
3350,23.2,13069,2005,47559.28
3351,21.0,13069,2006,49209.299999999996
3352,21.9,13069,2007,47805.72
3353,21.4,13069,2008,46508.850000000006
3354,25.9,13069,2009,43512.57000000001
3355,20.7,13071,2002,44706.75
3356,19.7,13071,2003,44587.340000000004
3357,20.1,13071,2004,43653.48
3358,23.4,13071,2005,44473.68
3359,25.3,13071,2006,42629.08
3360,22.2,13071,2007,46894.079999999994
3361,22.6,13071,2008,45951.3
3362,22.0,13071,2009,42186.41
3363,6.1,13073,2002,95465.7
3364,6.7,13073,2003,95295.90000000001
3365,6.8,13073,2004,95886.96
3366,6.9,13073,2005,98061.28
3367,6.2,13073,2006,92647.22
3368,6.8,13073,2007,96878.08
3369,6.6,13073,2008,89344.35
3370,6.8,13073,2009,94510.82
3371,18.0,13075,2002,44680.35
3372,18.1,13075,2003,44545.48
3373,18.3,13075,2004,43993.560000000005
3374,20.1,13075,2005,45945.04
3375,22.2,13075,2006,43689.04
3376,22.9,13075,2007,43461.939999999995
3377,20.8,13075,2008,46809.9
3378,22.0,13075,2009,42771.4
3379,8.4,13077,2002,88017.59999999999
3380,9.4,13077,2003,87028.55
3381,9.5,13077,2004,87140.04000000001
3382,8.7,13077,2005,85022.72
3383,11.1,13077,2006,90430.94
3384,10.1,13077,2007,83250.34
3385,9.6,13077,2008,82618.65000000001
3386,10.1,13077,2009,81991.76000000001
3387,13.8,13079,2002,61361.85
3388,14.4,13079,2003,61730.62
3389,14.9,13079,2004,60426.6
3390,16.4,13079,2005,60420.0
3391,16.7,13079,2006,60671.76
3392,19.9,13079,2007,60528.92
3393,17.8,13079,2008,55929.15
3394,20.2,13079,2009,56937.200000000004
3395,22.9,13081,2002,42594.75
3396,23.3,13081,2003,42360.71
3397,24.1,13081,2004,41921.880000000005
3398,29.4,13081,2005,42664.88
3399,33.4,13081,2006,41309.24
3400,25.8,13081,2007,43146.7
3401,27.7,13081,2008,41689.350000000006
3402,31.8,13081,2009,39008.01
3403,12.9,13083,2002,57057.0
3404,12.0,13083,2003,57029.420000000006
3405,12.3,13083,2004,56765.28
3406,12.6,13083,2005,58410.56
3407,13.3,13083,2006,58445.26
3408,13.4,13083,2007,57728.68
3409,14.5,13083,2008,56029.05
3410,18.3,13083,2009,53151.89000000001
3411,9.7,13085,2002,78629.09999999999
3412,9.2,13085,2003,80454.92
3413,9.5,13085,2004,79070.16
3414,9.6,13085,2005,72846.0
3415,9.5,13085,2006,79869.3
3416,9.1,13085,2007,80888.87999999999
3417,10.7,13085,2008,77988.15000000001
3418,11.9,13085,2009,72904.55
3419,21.1,13087,2002,45206.7
3420,21.0,13087,2003,44939.93
3421,21.5,13087,2004,43910.880000000005
3422,22.6,13087,2005,45303.6
3423,25.1,13087,2006,45026.4
3424,22.5,13087,2007,46363.0
3425,25.1,13087,2008,43937.100000000006
3426,25.2,13087,2009,41297.280000000006
3427,12.3,13089,2002,75131.09999999999
