,poverty_rate,fips,year,per_capita_income_2022,total_pop,employed_persons,unemployment_rate
3330,16.4,13063,2009,58875.75000000001,260067.0,116941.0,12.3
3331,21.2,13065,2002,42700.35,6870.0,2248.0,6.1
3332,20.7,13065,2003,42747.11,6933.0,2286.0,6.2
3333,20.9,13065,2004,42127.8,6893.0,2276.0,6.3
3334,26.7,13065,2005,42426.24,6948.0,2343.0,6.6
3335,24.2,13065,2006,44008.78,6828.0,2632.0,5.4
3336,24.0,13065,2007,42768.979999999996,6838.0,2602.0,5.8
3337,24.8,13065,2008,42384.600000000006,6941.0,2574.0,7.8
3338,25.0,13065,2009,40797.23,6799.0,2471.0,11.6
3339,9.1,13067,2002,89900.25,631018.0,347245.0,4.9
3340,9.6,13067,2003,85330.0,634638.0,345568.0,4.7
3341,9.6,13067,2004,82580.16,640346.0,345931.0,4.7
3342,8.7,13067,2005,93891.92,646754.0,351000.0,5.2
3343,9.8,13067,2006,89898.04,661913.0,355979.0,4.6
3344,9.4,13067,2007,91824.29999999999,670438.0,363385.0,4.4
3345,9.1,13067,2008,94132.8,679822.0,357151.0,6.1
3346,11.4,13067,2009,86163.41,684776.0,339129.0,9.6
3347,21.5,13069,2002,47485.35,38791.0,16128.0,5.7
3348,19.2,13069,2003,47459.58,39183.0,16131.0,7.4
3349,19.3,13069,2004,47907.6,39383.0,16242.0,6.5
3350,23.2,13069,2005,47559.28,39829.0,16315.0,6.2
3351,21.0,13069,2006,49209.299999999996,40702.0,15886.0,5.8
3352,21.9,13069,2007,47805.72,41299.0,15465.0,6.4
3353,21.4,13069,2008,46508.850000000006,41813.0,15213.0,8.9
3354,25.9,13069,2009,43512.57000000001,42089.0,13794.0,16.1
3355,20.7,13071,2002,44706.75,42570.0,17383.0,5.5
3356,19.7,13071,2003,44587.340000000004,42554.0,17356.0,5.6
3357,20.1,13071,2004,43653.48,42987.0,17320.0,5.2
3358,23.4,13071,2005,44473.68,42993.0,18240.0,5.5
3359,25.3,13071,2006,42629.08,43700.0,19677.0,4.6
3360,22.2,13071,2007,46894.079999999994,44209.0,19458.0,4.9
3361,22.6,13071,2008,45951.3,44872.0,19350.0,6.5
3362,22.0,13071,2009,42186.41,45152.0,18528.0,9.6
3363,6.1,13073,2002,95465.7,95818.0,48403.0,3.9
3364,6.7,13073,2003,95295.90000000001,98761.0,50655.0,3.8
3365,6.8,13073,2004,95886.96,102934.0,52858.0,4.1
3366,6.9,13073,2005,98061.28,106477.0,54136.0,4.9
3367,6.2,13073,2006,92647.22,110845.0,55693.0,4.4
3368,6.8,13073,2007,96878.08,115074.0,57347.0,4.1
3369,6.6,13073,2008,89344.35,117504.0,57530.0,5.2
3370,6.8,13073,2009,94510.82,121050.0,56425.0,7.3
3371,18.0,13075,2002,44680.35,15985.0,6787.0,5.0
3372,18.1,13075,2003,44545.48,16060.0,6669.0,5.6
3373,18.3,13075,2004,43993.560000000005,16268.0,6477.0,5.7
3374,20.1,13075,2005,45945.04,16567.0,6582.0,6.4
3375,22.2,13075,2006,43689.04,16622.0,6718.0,5.8
3376,22.9,13075,2007,43461.939999999995,16848.0,6695.0,6.1
3377,20.8,13075,2008,46809.9,17067.0,6632.0,8.4
3378,22.0,13075,2009,42771.4,17114.0,6051.0,13.4
3379,8.4,13077,2002,88017.59999999999,97191.0,48582.0,4.7
3380,9.4,13077,2003,87028.55,100382.0,49578.0,4.8
3381,9.5,13077,2004,87140.04000000001,104089.0,50832.0,4.4
3382,8.7,13077,2005,85022.72,108371.0,53040.0,5.2
3383,11.1,13077,2006,90430.94,113749.0,55141.0,4.5
3384,10.1,13077,2007,83250.34,118156.0,57012.0,4.3
3385,9.6,13077,2008,82618.65000000001,122281.0,57395.0,6.2
3386,10.1,13077,2009,81991.76000000001,125501.0,55051.0,10.3
3387,13.8,13079,2002,61361.85,12553.0,5641.0,5.1
3388,14.4,13079,2003,61730.62,12592.0,5812.0,5.1
3389,14.9,13079,2004,60426.6,12784.0,5916.0,5.2
3390,16.4,13079,2005,60420.0,12875.0,5892.0,6.3
3391,16.7,13079,2006,60671.76,12943.0,5905.0,5.5
3392,19.9,13079,2007,60528.92,12895.0,5806.0,5.1
3393,17.8,13079,2008,55929.15,12967.0,5848.0,6.5
3394,20.2,13079,2009,56937.200000000004,12711.0,5441.0,10.5
3395,22.9,13081,2002,42594.75,22284.0,8936.0,6.3
3396,23.3,13081,2003,42360.71,22194.0,8991.0,6.1
3397,24.1,13081,2004,41921.880000000005,22320.0,9291.0,5.8
3398,29.4,13081,2005,42664.88,22456.0,9431.0,7.0
3399,33.4,13081,2006,41309.24,22718.0,9720.0,6.3
3400,25.8,13081,2007,43146.7,23146.0,9958.0,6.3
3401,27.7,13081,2008,41689.350000000006,23243.0,9354.0,8.3
3402,31.8,13081,2009,39008.01,23378.0,8536.0,12.8
3403,12.9,13083,2002,57057.0,15658.0,7733.0,4.9
3404,12.0,13083,2003,57029.420000000006,15901.0,7940.0,4.6
3405,12.3,13083,2004,56765.28,16028.0,7977.0,4.4
3406,12.6,13083,2005,58410.56,16188.0,8018.0,5.1
3407,13.3,13083,2006,58445.26,16411.0,8264.0,4.5
3408,13.4,13083,2007,57728.68,16648.0,8037.0,4.6
3409,14.5,13083,2008,56029.05,16651.0,7902.0,6.1
3410,18.3,13083,2009,53151.89000000001,16657.0,7262.0,11.0
3411,9.7,13085,2002,78629.09999999999,17521.0,9036.0,4.8
3412,9.2,13085,2003,80454.92,18406.0,9362.0,4.2
3413,9.5,13085,2004,79070.16,18831.0,9485.0,4.2
3414,9.6,13085,2005,72846.0,19611.0,9835.0,4.6
3415,9.5,13085,2006,79869.3,20660.0,10198.0,4.1
3416,9.1,13085,2007,80888.87999999999,21509.0,10636.0,4.0
3417,10.7,13085,2008,77988.15000000001,21951.0,10612.0,6.4
3418,11.9,13085,2009,72904.55,22325.0,10089.0,10.5
3419,21.1,13087,2002,45206.7,27892.0,11149.0,6.4
3420,21.0,13087,2003,44939.93,27795.0,11483.0,6.1
3421,21.5,13087,2004,43910.880000000005,27763.0,10856.0,7.1
3422,22.6,13087,2005,45303.6,27511.0,11376.0,6.6
3423,25.1,13087,2006,45026.4,27835.0,11294.0,6.2
3424,22.5,13087,2007,46363.0,27883.0,11004.0,6.5
3425,25.1,13087,2008,43937.100000000006,28010.0,11092.0,8.3
3426,25.2,13087,2009,41297.280000000006,28058.0,10358.0,13.2
3427,12.3,13089,2002,75131.09999999999,669789.0,352783.0,6.0
3428,13.2,13089,2003,72648.03,668148.0,347334.0,5.8
3429,14.7,13089,2004,70145.40000000001,666204.0,343292.0,5.9
3430,15.9,13089,2005,72590.64,668998.0,345356.0,6.5
3431,14.6,13089,2006,73623.42,676687.0,365302.0,5.5
3432,14.4,13089,2007,73489.26,680962.0,372948.0,5.2
3433,15.6,13089,2008,73855.8,685646.0,364679.0,6.9
3434,17.0,13089,2009,68626.04000000001,690658.0,341611.0,10.5
3435,19.4,13091,2002,45099.45,19771.0,8082.0,6.0
3436,18.3,13091,2003,44849.770000000004,20180.0,8299.0,5.7
3437,19.5,13091,2004,44163.6,20319.0,8081.0,5.4
3438,23.2,13091,2005,45206.32,20550.0,8566.0,6.2
3439,20.3,13091,2006,44621.979999999996,20954.0,9050.0,5.3
3440,21.8,13091,2007,45998.06,21225.0,9003.0,5.4
3441,22.6,13091,2008,45403.200000000004,21399.0,8710.0,7.3
3442,23.4,13091,2009,44857.91,21659.0,8069.0,11.3
3443,21.9,13093,2002,44840.399999999994,12207.0,4427.0,6.1
3444,21.3,13093,2003,45278.030000000006,12508.0,4468.0,6.4
3445,21.6,13093,2004,43764.24,12848.0,4279.0,6.4
3446,22.5,13093,2005,44934.24,13292.0,4543.0,6.7
3447,25.3,13093,2006,43480.26,13719.0,4577.0,6.0
3448,26.7,13093,2007,42977.72,13867.0,4644.0,5.7
3449,27.2,13093,2008,44020.8,14191.0,4442.0,7.3
3450,30.1,13093,2009,42783.73,14769.0,4337.0,10.4
3451,21.6,13095,2002,48630.45,95429.0,38109.0,6.5
3452,21.8,13095,2003,48599.46000000001,95015.0,39175.0,6.1
3453,22.3,13095,2004,47620.560000000005,94596.0,38641.0,6.4
3454,22.9,13095,2005,53766.96,94610.0,38578.0,6.7
3455,27.9,13095,2006,46439.68,94418.0,38840.0,6.5
3456,25.3,13095,2007,46963.659999999996,94522.0,39452.0,6.1
3457,25.3,13095,2008,48234.15,94363.0,39002.0,7.5
3458,28.0,13095,2009,45145.61,94688.0,37595.0,11.0
3459,9.3,13097,2002,81010.05,98582.0,50368.0,5.0
3460,10.0,13097,2003,79226.49,102034.0,51296.0,5.1
3461,10.6,13097,2004,77943.84,107377.0,53215.0,5.2
3462,9.7,13097,2005,80611.68000000001,113354.0,56070.0,6.0
3463,11.2,13097,2006,80784.72,119918.0,58917.0,5.4
3464,10.5,13097,2007,79035.78,125560.0,61488.0,5.1
3465,9.9,13097,2008,78200.1,129508.0,61546.0,7.0
3466,12.3,13097,2009,69593.26000000001,131292.0,57878.0,11.3
3467,24.7,13099,2002,41776.35,12047.0,5241.0,5.7
3468,23.5,13099,2003,42236.740000000005,11978.0,5536.0,6.1
3469,23.9,13099,2004,41118.48,11800.0,5313.0,5.4
3470,28.1,13099,2005,44253.28,11749.0,5298.0,5.9
3471,25.6,13099,2006,41412.9,11648.0,5387.0,5.4
3472,28.9,13099,2007,40758.259999999995,11429.0,5010.0,6.1
3473,25.9,13099,2008,42877.350000000006,11262.0,5112.0,7.2
3474,35.9,13099,2009,37094.12,11101.0,4916.0,11.0
3475,21.0,13101,2002,43145.85,3751.0,1913.0,3.6
3476,19.6,13101,2003,42731.01,3844.0,2051.0,3.3
3477,19.9,13101,2004,41712.840000000004,3926.0,2117.0,3.3
3478,25.7,13101,2005,46896.56,3946.0,2234.0,3.6
3479,25.0,13101,2006,44373.78,3913.0,2289.0,3.3
3480,27.1,13101,2007,46050.6,3938.0,2170.0,3.3
3481,26.7,13101,2008,48498.75,3954.0,2104.0,4.7
3482,27.2,13101,2009,39032.670000000006,4012.0,2036.0,7.6
3483,9.0,13103,2002,78434.4,40757.0,20183.0,4.1
3484,9.9,13103,2003,79725.59000000001,42168.0,21188.0,4.2
3485,10.1,13103,2004,79848.6,43674.0,22817.0,4.0
3486,9.6,13103,2005,79830.4,45729.0,24565.0,4.2
3487,9.7,13103,2006,78305.64,47823.0,26082.0,3.7
3488,9.9,13103,2007,76867.44,49660.0,27414.0,3.6
3489,10.1,13103,2008,80940.6,50738.0,27439.0,5.2
3490,10.9,13103,2009,74908.86,51908.0,26131.0,8.6
3491,15.3,13105,2002,48211.35,20610.0,9559.0,6.2
3492,16.1,13105,2003,48076.21000000001,20572.0,9615.0,6.1
3493,16.5,13105,2004,47302.32,20693.0,9379.0,6.0
3494,19.8,13105,2005,49076.24,20593.0,9262.0,7.3
3495,22.8,13105,2006,41069.799999999996,20631.0,9313.0,6.9
3496,16.9,13105,2007,47348.479999999996,20551.0,9254.0,6.2
3497,18.6,13105,2008,47231.100000000006,20477.0,9165.0,9.0
3498,20.8,13105,2009,45025.05,20335.0,8777.0,12.8
3499,23.0,13107,2002,40062.0,21511.0,9354.0,5.8
3500,22.0,13107,2003,41048.560000000005,21616.0,9940.0,5.3
3501,22.3,13107,2004,40622.4,21579.0,9769.0,5.6
3502,28.3,13107,2005,40491.28,21777.0,10048.0,5.9
3503,26.2,13107,2006,39929.54,22091.0,10218.0,5.5
3504,27.0,13107,2007,37236.659999999996,22109.0,10216.0,5.6
3505,26.2,13107,2008,40818.600000000006,22421.0,9919.0,8.0
3506,26.5,13107,2009,37042.060000000005,22456.0,9397.0,11.2
3507,21.3,13109,2002,42848.85,10885.0,4492.0,4.9
3508,20.7,13109,2003,44047.990000000005,11020.0,4570.0,4.5
3509,21.2,13109,2004,42801.72,10889.0,4541.0,4.4
3510,24.4,13109,2005,42865.520000000004,10895.0,4604.0,5.5
3511,23.8,13109,2006,43645.24,10889.0,4694.0,4.8
3512,23.1,13109,2007,49026.92,10899.0,4745.0,4.7
3513,24.8,13109,2008,44913.15,11020.0,4665.0,6.8
3514,27.9,13109,2009,41802.810000000005,11016.0,4504.0,9.2
3515,14.1,13111,2002,51239.1,21041.0,9044.0,5.7
3516,13.3,13111,2003,51189.950000000004,21424.0,9042.0,6.8
3517,13.2,13111,2004,50372.4,21873.0,9237.0,5.3
3518,13.7,13111,2005,53286.64,22174.0,9539.0,5.5
3519,14.6,13111,2006,51495.659999999996,22758.0,10305.0,4.3
3520,15.3,13111,2007,50708.2,23185.0,10532.0,4.1
3521,15.2,13111,2008,48780.9,23416.0,10185.0,6.8
3522,18.8,13111,2009,46166.26,23661.0,9634.0,11.0
3523,4.4,13113,2002,123413.4,95707.0,48194.0,3.8
3524,5.2,13113,2003,119812.98000000001,97634.0,48576.0,3.9
3525,5.3,13113,2004,118059.24,99443.0,49147.0,4.0
3526,4.3,13113,2005,117838.0,101961.0,50659.0,4.9
3527,4.5,13113,2006,117584.02,104099.0,51372.0,4.3
3528,5.3,13113,2007,112415.72,104989.0,51233.0,4.2
3529,4.7,13113,2008,111615.3,105192.0,50054.0,5.7
3530,5.5,13113,2009,106162.67000000001,105493.0,46569.0,8.8
3531,15.0,13115,2002,57583.35,92597.0,44385.0,5.3
3532,15.0,13115,2003,56053.76,93539.0,46818.0,5.0
3533,15,13115,2004,58933.68,94014.0,46832.0,5.1
3534,19.3,13115,2005,57919.6,94332.0,47487.0,5.5
3535,17.1,13115,2006,57078.7,95165.0,46954.0,4.8
3536,16.6,13115,2007,60612.7,95308.0,47198.0,5.1
3537,18.4,13115,2008,56517.75000000001,95922.0,46663.0,7.0
3538,19.8,13115,2009,54364.340000000004,96383.0,44106.0,11.1
3539,4.9,13117,2002,122522.4,115797.0,61724.0,4.3
3540,5.7,13117,2003,117731.25,122698.0,64594.0,4.0
3541,5.5,13117,2004,116031.24,129639.0,67744.0,3.7
3542,5.2,13117,2005,124036.56,137643.0,72124.0,4.1
3543,5.2,13117,2006,121896.86,147228.0,76861.0,3.6
3544,5.2,13117,2007,121151.56,157129.0,81089.0,3.6
3545,5.0,13117,2008,119645.1,166338.0,83529.0,5.2
3546,6.6,13117,2009,115856.79000000001,171993.0,80459.0,8.6
3547,14.1,13119,2002,52687.799999999996,20942.0,9591.0,5.7
3548,14.6,13119,2003,53574.36,21193.0,9803.0,5.7
3549,15,13119,2004,52408.200000000004,21430.0,9785.0,5.4
3550,14.8,13119,2005,52146.64,21725.0,9784.0,6.1
3551,15.5,13119,2006,51789.119999999995,21956.0,10150.0,5.4
3552,15.9,13119,2007,51994.719999999994,22195.0,9886.0,5.3
3553,18.8,13119,2008,50098.5,22254.0,9648.0,7.6
3554,20.0,13119,2009,47978.770000000004,22152.0,9002.0,12.4
3555,15.0,13121,2002,76012.2,815224.0,417818.0,6.0
3556,16.3,13121,2003,73892.56,812568.0,421895.0,5.7
3557,15.6,13121,2004,71477.64,809481.0,425258.0,5.5
3558,15.9,13121,2005,78860.64,818737.0,430141.0,6.2
3559,15.7,13121,2006,79499.92,845181.0,446949.0,5.4
3560,14.2,13121,2007,82433.84,869329.0,462945.0,5.2
3561,14.9,13121,2008,84620.70000000001,888694.0,461289.0,7.0
3562,17.6,13121,2009,77148.81000000001,905511.0,435814.0,10.6
3563,14.1,13123,2002,56385.45,24920.0,11628.0,4.6
3564,12.9,13123,2003,56929.600000000006,25575.0,12068.0,4.6
3565,12.7,13123,2004,57049.200000000004,26175.0,12247.0,4.5
3566,13.8,13123,2005,56699.04,26808.0,12761.0,5.1
3567,16.8,13123,2006,55999.76,27665.0,13597.0,3.9
3568,14.7,13123,2007,56660.84,27996.0,13643.0,3.9
3569,17.1,13123,2008,54897.75,28211.0,13172.0,6.3
3570,20.5,13123,2009,52436.75000000001,28174.0,12152.0,10.9
3571,13.0,13125,2002,50260.649999999994,2618.0,1119.0,5.7
3572,13.8,13125,2003,49824.670000000006,2644.0,1143.0,5.3
3573,14,13125,2004,51494.04,2720.0,1135.0,5.2
3574,15.5,13125,2005,50243.6,2763.0,1109.0,7.0
3575,16.8,13125,2006,49898.42,2893.0,1151.0,5.5
3576,16.0,13125,2007,52531.479999999996,2988.0,1056.0,5.5
3577,16.8,13125,2008,49450.5,3010.0,1044.0,7.4
3578,18.5,13125,2009,46756.73,3066.0,999.0,12.0
3579,14.1,13127,2002,62638.95,69408.0,33940.0,4.3
3580,14.9,13127,2003,62374.62,70391.0,34937.0,4.3
3581,15.1,13127,2004,62763.48,71475.0,35909.0,4.4
3582,16,13127,2005,62485.68,72589.0,37126.0,4.8
3583,17.1,13127,2006,69424.45999999999,74870.0,38118.0,4.2
3584,13.2,13127,2007,65689.2,76513.0,39067.0,3.9
3585,17.0,13127,2008,67818.6,78013.0,39055.0,5.5
3586,16.8,13127,2009,63548.82000000001,78946.0,36839.0,8.9
3587,11.9,13129,2002,62680.2,46939.0,23030.0,5.4
3588,12.0,13129,2003,63590.170000000006,48145.0,23757.0,5.0
3589,12.1,13129,2004,62936.64,49426.0,24355.0,4.8
3590,13,13129,2005,58851.36,50602.0,25334.0,5.2
3591,12.5,13129,2006,60335.96,52161.0,25809.0,4.7
3592,14.3,13129,2007,60731.979999999996,53409.0,25463.0,5.1
3593,13.0,13129,2008,59115.15,54567.0,24452.0,8.0
3594,17.7,13129,2009,55693.240000000005,54945.0,22092.0,13.6
3595,19.4,13131,2002,46802.25,23635.0,10576.0,4.5
3596,19.1,13131,2003,47243.840000000004,23716.0,10641.0,4.8
3597,18.8,13131,2004,46328.880000000005,23840.0,10552.0,4.8
3598,21.2,13131,2005,46524.16,24031.0,11057.0,5.0
3599,22.2,13131,2006,47029.52,24384.0,11738.0,4.3
3600,22.2,13131,2007,46945.2,24624.0,11717.0,4.4
3601,22.4,13131,2008,48178.8,24728.0,11178.0,6.5
3602,23.8,13131,2009,43896.170000000006,24893.0,10575.0,10.2
3603,18.0,13133,2002,52171.35,14984.0,5721.0,9.7
3604,18.0,13133,2003,53962.37,15110.0,6060.0,6.8
3605,18.2,13133,2004,52976.04,15330.0,5992.0,6.6
3606,20.9,13133,2005,54878.08,15499.0,6149.0,7.7
3607,21.5,13133,2006,55319.4,15587.0,6533.0,6.2
3608,20.9,13133,2007,55145.7,15823.0,7023.0,5.8
3609,19.0,13133,2008,52934.850000000006,15869.0,7045.0,7.3
3610,19.9,13133,2009,52899.810000000005,15934.0,6697.0,11.9
3611,7.0,13135,2002,95977.2,641986.0,348270.0,4.9
3612,8.2,13135,2003,91314.37000000001,663391.0,355696.0,4.7
3613,8.9,13135,2004,87976.2,687468.0,365309.0,4.5
3614,7.5,13135,2005,93397.92,710978.0,378949.0,5.1
3615,9.0,13135,2006,92346.45999999999,740267.0,391493.0,4.5
3616,8.4,13135,2007,90887.09999999999,764129.0,402362.0,4.3
3617,9.6,13135,2008,89541.45000000001,780721.0,398541.0,6.1
3618,13.7,13135,2009,80462.84000000001,796276.0,378416.0,9.4
3619,12.1,13137,2002,59576.549999999996,37421.0,17943.0,4.5
3620,12.1,13137,2003,59450.86,38051.0,18610.0,4.3
3621,11.7,13137,2004,59914.920000000006,38491.0,18592.0,4.1
3622,11.5,13137,2005,56715.76,39155.0,18833.0,4.7
3623,12.6,13137,2006,60446.92,40616.0,18914.0,4.3
3624,14.4,13137,2007,59208.32,41865.0,19313.0,4.3
3625,13.5,13137,2008,61258.950000000004,42550.0,19491.0,6.2
3626,17.7,13137,2009,50920.16,42947.0,18138.0,10.5
3627,11.2,13139,2002,72161.09999999999,150229.0,72433.0,4.5
3628,12.0,13139,2003,71474.34000000001,153561.0,76245.0,4.3
3629,12,13139,2004,71680.44,156385.0,76834.0,4.3
3630,10.8,13139,2005,73505.68000000001,160979.0,79009.0,4.8
3631,13.4,13139,2006,68346.98,166524.0,82894.0,4.1
3632,12.0,13139,2007,73504.87999999999,172446.0,87050.0,3.9
3633,14.2,13139,2008,71662.05,177277.0,87307.0,5.9
3634,15.1,13139,2009,67587.58,178503.0,80925.0,9.8
3635,25.8,13141,2002,37068.9,9829.0,3092.0,9.0
3636,24.0,13141,2003,37933.21,9764.0,3131.0,7.9
3637,24.6,13141,2004,37903.32,9673.0,3100.0,7.2
3638,27.9,13141,2005,39219.04,9634.0,3027.0,8.7
3639,31.6,13141,2006,37260.659999999996,9650.0,3139.0,9.1
3640,26.8,13141,2007,38944.92,9889.0,3011.0,9.1
3641,31.4,13141,2008,37852.65,9808.0,2898.0,14.0
3642,31.6,13141,2009,34389.740000000005,9508.0,2633.0,20.4
3643,15.1,13143,2002,54012.75,26676.0,11828.0,5.0
3644,14.7,13143,2003,53497.08,27227.0,11894.0,5.2
3645,15.1,13143,2004,53988.48,27621.0,11958.0,5.5
3646,16.3,13143,2005,55106.08,27987.0,12124.0,5.8
3647,16.8,13143,2006,53757.2,28121.0,12134.0,5.1
3648,15.9,13143,2007,54985.24,28558.0,12205.0,5.1
3649,19.2,13143,2008,53604.450000000004,28645.0,11995.0,7.1
3650,19.2,13143,2009,50903.72,28774.0,11093.0,12.6
3651,8.7,13145,2002,81747.59999999999,25327.0,12969.0,3.9
3652,8.4,13145,2003,82045.6,26256.0,13824.0,3.9
3653,8.5,13145,2004,81393.0,27180.0,14027.0,4.4
3654,9.5,13145,2005,81292.64,28170.0,14619.0,4.5
3655,9.4,13145,2006,82422.84,29289.0,15065.0,4.1
3656,9.4,13145,2007,87731.86,30276.0,15408.0,3.9
3657,8.7,13145,2008,83732.40000000001,30807.0,15521.0,5.1
3658,8.8,13145,2009,86790.87000000001,31494.0,15148.0,7.6
3659,13.8,13147,2002,53108.549999999996,23286.0,10249.0,6.3
3660,14.1,13147,2003,52753.26,23402.0,10427.0,5.4
3661,14.3,13147,2004,52729.560000000005,23966.0,10427.0,5.4
3662,16.3,13147,2005,53894.64,24376.0,10163.0,7.4
3663,21.5,13147,2006,53777.64,24764.0,10207.0,6.9
3664,17.8,13147,2007,52067.14,24894.0,10078.0,7.0
3665,16.6,13147,2008,53450.55,25138.0,9678.0,9.5
3666,19.7,13147,2009,48419.91,25108.0,9011.0,14.1
3667,15.1,13149,2002,53902.2,11207.0,4739.0,5.9
3668,14.8,13149,2003,52896.55,11169.0,4641.0,6.6
3669,15.3,13149,2004,53233.44,11273.0,4611.0,5.8
3670,15.9,13149,2005,55089.36,11350.0,4647.0,6.1
3671,16.4,13149,2006,52995.08,11553.0,4656.0,5.3
3672,16.4,13149,2007,59747.92,11618.0,4632.0,5.4
3673,16.7,13149,2008,53816.4,11809.0,4547.0,8.2
3674,20.4,13149,2009,50479.020000000004,11765.0,4236.0,13.6
3675,6.4,13151,2002,98650.2,140747.0,71927.0,4.4
3676,6.6,13151,2003,98367.78,150928.0,75812.0,4.6
3677,7,13151,2004,97401.72,159971.0,79268.0,4.7
3678,6.3,13151,2005,91719.84,169607.0,83764.0,5.7
3679,8.1,13151,2006,89451.28,180304.0,88050.0,4.9
3680,7.4,13151,2007,90020.9,188736.0,92215.0,4.7
3681,8.1,13151,2008,85318.65000000001,194658.0,92461.0,6.6
3682,7.6,13151,2009,87532.04000000001,199622.0,87496.0,10.2
3683,10.0,13153,2002,74683.95,116411.0,54702.0,4.1
3684,11.3,13153,2003,74570.37000000001,119396.0,56901.0,3.9
3685,11.8,13153,2004,73529.04000000001,123723.0,57850.0,4.3
3686,12.4,13153,2005,74361.44,126201.0,59518.0,5.1
3687,13.0,13153,2006,71764.84,128978.0,63047.0,4.6
3688,11.3,13153,2007,75133.62,132373.0,65336.0,4.2
3689,11.4,13153,2008,77969.25,134922.0,65760.0,5.6
3690,13.7,13153,2009,69504.21,137416.0,65411.0,7.6
3691,19.2,13155,2002,47805.45,9775.0,4227.0,6.0
3692,17.4,13155,2003,48101.97,9777.0,4171.0,6.4
3693,17.9,13155,2004,46728.24,9402.0,4182.0,5.1
3694,20.1,13155,2005,46385.840000000004,9779.0,4351.0,6.1
3695,20.4,13155,2006,46100.96,9852.0,4472.0,5.4
3696,36.2,13155,2007,48140.84,9493.0,4026.0,6.5
3697,22.3,13155,2008,46168.65,9803.0,3782.0,10.7
3698,23.3,13155,2009,48839.130000000005,9536.0,3440.0,15.8
3699,11.7,13157,2002,66024.75,44940.0,20860.0,5.5
3700,12.2,13157,2003,66914.82,46230.0,21828.0,4.9
3701,11.8,13157,2004,68477.76000000001,48288.0,22849.0,4.6
3702,12.7,13157,2005,67144.48,50607.0,24168.0,5.0
3703,15.2,13157,2006,60283.4,54037.0,25533.0,4.4
3704,12.2,13157,2007,70744.4,57521.0,25713.0,4.5
3705,12.1,13157,2008,69294.15000000001,59420.0,25747.0,6.7
3706,14.3,13157,2009,69309.67,60052.0,23947.0,11.6
3707,13.2,13159,2002,65043.0,12027.0,5652.0,5.0
3708,13.8,13159,2003,63838.11,12417.0,5733.0,5.5
3709,14,13159,2004,62852.4,12588.0,5737.0,5.3
3710,15.1,13159,2005,64077.12,12985.0,5907.0,5.4
3711,15.4,13159,2006,61801.799999999996,13370.0,6066.0,5.1
3712,16.2,13159,2007,63466.899999999994,13569.0,6096.0,5.2
3713,15.4,13159,2008,57846.15,13769.0,6017.0,8.9
3714,15.5,13159,2009,61592.46000000001,13842.0,5626.0,13.1
3715,17.6,13161,2002,45538.35,13088.0,5251.0,8.8
3716,17.8,13161,2003,46319.700000000004,13234.0,5206.0,8.1
3717,17.5,13161,2004,46174.44,13433.0,4980.0,7.6
3718,19.9,13161,2005,44598.32,13729.0,5068.0,7.5
3719,21.5,13161,2006,42837.86,14028.0,5133.0,7.7
3720,20.8,13161,2007,46192.6,14204.0,4884.0,7.3
3721,19.1,13161,2008,44212.5,14577.0,4752.0,10.5
3722,23.8,13161,2009,43093.350000000006,14892.0,4599.0,14.4
3723,19.4,13163,2002,43231.649999999994,17091.0,6134.0,9.5
3724,20.2,13163,2003,43658.37,17019.0,6358.0,8.7
3725,20.4,13163,2004,43949.880000000005,16988.0,6554.0,8.5
3726,27.5,13163,2005,42868.56,16924.0,6291.0,9.0
3727,21.9,13163,2006,41890.32,16889.0,6570.0,6.9
3728,23.6,13163,2007,43973.14,16830.0,6560.0,7.7
3729,22.9,13163,2008,42107.850000000006,16925.0,6419.0,10.6
3730,26.5,13163,2009,40873.950000000004,17067.0,6052.0,15.1
3731,22.5,13165,2002,38940.0,8543.0,3166.0,7.2
3732,22.1,13165,2003,39058.600000000006,8518.0,3201.0,6.6
3733,22.8,13165,2004,38380.68,8490.0,3084.0,6.6
3734,27.7,13165,2005,39445.520000000004,8510.0,3289.0,6.3
3735,25.5,13165,2006,39624.4,8533.0,3358.0,5.9
3736,25.4,13165,2007,39975.84,8442.0,3019.0,9.6
3737,26.8,13165,2008,38346.75,8340.0,2393.0,16.9
3738,28.7,13165,2009,36085.8,8339.0,2182.0,20.4
3739,24.4,13167,2002,38888.85,9436.0,3415.0,6.9
3740,22.3,13167,2003,39151.98,9456.0,3409.0,7.4
3741,22.9,13167,2004,39446.16,9613.0,3517.0,5.9
3742,27,13167,2005,40539.92,9516.0,3480.0,6.6
3743,27.5,13167,2006,38710.44,9638.0,3567.0,5.8
3744,31.9,13167,2007,40200.2,10107.0,3493.0,6.4
3745,28.2,13167,2008,38750.4,10127.0,3389.0,8.6
3746,31.0,13167,2009,37372.23,9990.0,3086.0,13.1
3747,10.1,13169,2002,70636.5,24909.0,11745.0,4.4
3748,10.7,13169,2003,70376.32,25738.0,12385.0,4.2
3749,10.7,13169,2004,70402.8,26537.0,12791.0,4.6
3750,11.5,13169,2005,69505.04,27189.0,12986.0,5.2
3751,11.8,13169,2006,66573.08,27563.0,13133.0,5.4
3752,12.2,13169,2007,71925.84,28000.0,13389.0,4.6
3753,12.1,13169,2008,69805.8,28552.0,13613.0,6.2
