,poverty_rate,fips,year,per_capita_income_2022,total_pop,employed_persons,unemployment_rate
17417,17.1,40095,2008,47372.850000000006,15482.0,6285.0,3.9
17418,14.5,40095,2009,48029.46000000001,15652.0,6037.0,8.4
17419,15.6,40097,2002,52389.149999999994,38702.0,15671.0,6.8
17420,15.4,40097,2003,51840.39000000001,39030.0,15281.0,7.4
17421,14.8,40097,2004,51904.32,39331.0,15435.0,5.8
17422,15.6,40097,2005,51450.48,39670.0,15832.0,4.8
17423,15.6,40097,2006,53015.52,40107.0,16545.0,4.1
17424,16.8,40097,2007,54016.799999999996,40569.0,17461.0,4.2
17425,17.3,40097,2008,50009.4,40984.0,17729.0,4.1
17426,16.2,40097,2009,54093.08,41093.0,16943.0,8.8
17427,15.2,40099,2002,50292.0,12665.0,5699.0,4.8
17428,14.5,40099,2003,50177.26,12707.0,5749.0,5.1
17429,13.8,40099,2004,51022.92,12681.0,6223.0,4.3
17430,14.8,40099,2005,50930.64,12803.0,6766.0,3.7
17431,15.4,40099,2006,54030.22,12969.0,7519.0,2.9
17432,15.9,40099,2007,53866.28,12966.0,7877.0,2.8
17433,16.8,40099,2008,54361.8,13144.0,8286.0,2.6
17434,15.7,40099,2009,53443.700000000004,13373.0,8867.0,4.3
17435,17.7,40101,2002,48896.1,69334.0,28471.0,5.1
17436,17.8,40101,2003,49388.36,69666.0,26900.0,7.0
17437,17.2,40101,2004,48932.520000000004,69592.0,26751.0,6.7
17438,19.9,40101,2005,47918.0,69806.0,27616.0,5.8
17439,19.1,40101,2006,48124.52,69958.0,27791.0,5.0
17440,16.8,40101,2007,51815.799999999996,70119.0,27943.0,5.3
17441,19.7,40101,2008,46881.450000000004,70050.0,28273.0,4.5
17442,21.4,40101,2009,46101.87,70677.0,28720.0,7.8
17443,13.2,40103,2002,55497.75,11414.0,5137.0,4.4
17444,13.2,40103,2003,56172.9,11462.0,5066.0,4.3
17445,12.5,40103,2004,56858.880000000005,11475.0,5056.0,3.8
17446,14.5,40103,2005,57525.92,11477.0,5216.0,3.8
17447,14.0,40103,2006,53430.159999999996,11462.0,5459.0,3.4
17448,14.6,40103,2007,55967.88,11460.0,5730.0,3.3
17449,13.7,40103,2008,57379.05,11537.0,5562.0,3.1
17450,14.2,40103,2009,57052.280000000006,11536.0,5454.0,8.0
17451,14.5,40105,2002,49914.149999999994,10561.0,4635.0,5.6
17452,14.3,40105,2003,50278.69,10802.0,4640.0,6.0
17453,13.6,40105,2004,49994.880000000005,10629.0,4616.0,5.5
17454,15.5,40105,2005,50690.48,10666.0,4630.0,5.0
17455,16.6,40105,2006,50800.7,10705.0,4569.0,4.4
17456,16.3,40105,2007,50520.759999999995,10771.0,4667.0,4.8
17457,17.1,40105,2008,49276.350000000006,10788.0,4804.0,4.1
17458,15.7,40105,2009,50613.280000000006,10595.0,4774.0,9.0
17459,22.0,40107,2002,40512.45,11817.0,4542.0,5.6
17460,20.6,40107,2003,40580.05,11912.0,4283.0,8.1
17461,19.9,40107,2004,41090.4,11925.0,4188.0,8.4
17462,24.3,40107,2005,41207.2,11867.0,4183.0,6.9
17463,25.4,40107,2006,42347.299999999996,11895.0,4235.0,5.3
17464,21.9,40107,2007,41912.72,11981.0,4432.0,4.8
17465,23.7,40107,2008,41211.450000000004,12008.0,4398.0,4.0
17466,26.8,40107,2009,44094.82000000001,12094.0,4419.0,8.3
17467,14.7,40109,2002,60165.6,671120.0,317680.0,4.6
17468,15.5,40109,2003,60247.810000000005,674571.0,313004.0,5.4
17469,15.2,40109,2004,59228.520000000004,677742.0,316905.0,4.7
17470,17.6,40109,2005,56975.68,683299.0,319359.0,4.5
17471,16.7,40109,2006,57252.439999999995,690153.0,314787.0,4.1
17472,15.9,40109,2007,59069.159999999996,695706.0,308915.0,4.3
17473,16.1,40109,2008,59594.4,701484.0,310909.0,3.8
17474,17.3,40109,2009,56552.23,711595.0,306237.0,6.3
17475,18.8,40111,2002,46383.149999999994,39594.0,16007.0,5.8
17476,18.3,40111,2003,46857.44,39732.0,15599.0,7.6
17477,17.8,40111,2004,47144.76,39731.0,15648.0,6.9
17478,24.4,40111,2005,45566.56,39569.0,15827.0,6.1
17479,22.1,40111,2006,46966.74,39426.0,15646.0,5.3
17480,18.1,40111,2007,49725.56,39552.0,15170.0,5.4
17481,20.3,40111,2008,50571.0,39379.0,15093.0,5.0
17482,20.1,40111,2009,48988.46000000001,39817.0,14449.0,9.3
17483,13.0,40113,2002,59114.549999999996,45414.0,20002.0,5.0
17484,13.2,40113,2003,58909.9,45680.0,19444.0,6.0
17485,12.6,40113,2004,57028.920000000006,45874.0,19483.0,5.1
17486,15.5,40113,2005,57715.92,46335.0,19870.0,4.7
17487,14.8,40113,2006,55150.04,46576.0,19732.0,4.0
17488,13.3,40113,2007,59987.899999999994,47185.0,19302.0,4.1
17489,13.1,40113,2008,57145.50000000001,47336.0,19228.0,4.0
17490,14.7,40113,2009,59389.50000000001,47445.0,18197.0,7.7
17491,17.8,40115,2002,45025.2,32660.0,14044.0,6.9
17492,16.6,40115,2003,45841.530000000006,32495.0,14031.0,7.2
17493,15.1,40115,2004,46718.880000000005,32530.0,14631.0,5.7
17494,18.9,40115,2005,44935.76,32655.0,15251.0,4.9
17495,17.4,40115,2006,45721.36,32971.0,15741.0,4.5
17496,16.1,40115,2007,48054.22,32441.0,16098.0,4.8
17497,19.6,40115,2008,47078.55,31838.0,17053.0,4.0
17498,18.7,40115,2009,45792.25,31883.0,17522.0,6.4
17499,14.0,40117,2002,54187.649999999994,16764.0,7523.0,5.4
17500,14.1,40117,2003,53168.64000000001,16677.0,7334.0,6.6
17501,13.4,40117,2004,52905.840000000004,16547.0,7326.0,5.6
17502,16.1,40117,2005,51436.8,16565.0,7446.0,4.8
17503,16.4,40117,2006,53609.74,16625.0,7366.0,4.0
17504,16.1,40117,2007,57162.1,16611.0,7039.0,4.4
17505,15.8,40117,2008,53310.15,16447.0,6958.0,4.3
17506,15.5,40117,2009,55195.93000000001,16559.0,6694.0,8.8
17507,17.3,40119,2002,49635.299999999996,70708.0,33609.0,3.4
17508,17.1,40119,2003,49959.91,71879.0,33433.0,4.0
17509,16.3,40119,2004,49185.240000000005,72244.0,33215.0,3.7
17510,25.9,40119,2005,47206.64,72578.0,33820.0,3.8
17511,20.9,40119,2006,51768.68,74964.0,34285.0,3.5
17512,21.8,40119,2007,48052.799999999996,74164.0,36271.0,3.6
17513,18.7,40119,2008,53141.4,75000.0,33634.0,3.8
17514,22.0,40119,2009,49544.68,76859.0,33172.0,6.3
17515,17.4,40121,2002,48864.75,43933.0,17424.0,5.9
17516,16.6,40121,2003,50320.55,43983.0,18277.0,6.2
17517,15.6,40121,2004,50562.72,44029.0,18652.0,5.4
17518,18.1,40121,2005,49909.2,44412.0,19295.0,4.8
17519,16.0,40121,2006,50209.4,44831.0,20561.0,4.0
17520,16.5,40121,2007,52700.46,45062.0,21767.0,3.7
17521,17.2,40121,2008,53624.700000000004,45450.0,23053.0,3.1
17522,17.2,40121,2009,51410.62,45887.0,22176.0,6.3
17523,17.7,40123,2002,45122.549999999996,34929.0,16032.0,4.7
17524,17.0,40123,2003,45873.73,35048.0,17024.0,4.9
17525,16.6,40123,2004,45598.8,35097.0,16727.0,5.7
17526,18.3,40123,2005,46992.32,35267.0,17939.0,4.2
17527,22.8,40123,2006,45064.36,35525.0,19372.0,3.5
17528,16.1,40123,2007,50970.899999999994,36157.0,19282.0,3.5
17529,19.4,40123,2008,46527.75,36687.0,19621.0,3.0
17530,17.4,40123,2009,49588.520000000004,37283.0,19710.0,5.6
17531,16.2,40125,2002,53484.75,66469.0,28504.0,4.8
17532,15.0,40125,2003,54316.57,67201.0,28410.0,5.6
17533,15.4,40125,2004,53639.04,67072.0,28800.0,5.3
17534,18.6,40125,2005,52558.56,67264.0,29353.0,5.1
17535,18.1,40125,2006,53657.92,67696.0,30575.0,4.3
17536,18.8,40125,2007,54831.88,68698.0,31396.0,4.0
17537,16.5,40125,2008,56717.55,68752.0,31679.0,3.7
17538,16.8,40125,2009,53105.310000000005,69002.0,31661.0,6.5
17539,22.9,40127,2002,37864.2,11551.0,4422.0,6.9
17540,20.1,40127,2003,38754.310000000005,11464.0,4859.0,7.2
17541,19.1,40127,2004,38981.28,11470.0,4704.0,6.2
17542,24.1,40127,2005,38823.840000000004,11361.0,5058.0,4.9
17543,24.4,40127,2006,38027.159999999996,11389.0,5278.0,4.2
17544,22.4,40127,2007,40254.159999999996,11468.0,4967.0,4.8
17545,25.8,40127,2008,37490.850000000006,11493.0,4992.0,4.6
17546,24.8,40127,2009,38264.100000000006,11574.0,5082.0,8.5
17547,13.0,40129,2002,50562.6,3242.0,1770.0,3.1
17548,12.5,40129,2003,53831.96000000001,3226.0,1899.0,2.6
17549,9.6,40129,2004,55472.04,3308.0,1830.0,2.6
17550,12,40129,2005,58755.6,3385.0,1787.0,2.7
17551,11.7,40129,2006,55842.08,3387.0,1744.0,2.6
17552,12.7,40129,2007,58600.56,3438.0,1817.0,2.6
17553,11.5,40129,2008,60964.65,3557.0,1895.0,2.2
17554,11.3,40129,2009,62921.36000000001,3615.0,1858.0,4.6
17555,8.7,40131,2002,78170.4,75193.0,36233.0,4.4
17556,9.4,40131,2003,77083.58,77288.0,36194.0,5.6
17557,9.1,40131,2004,75745.8,79069.0,37166.0,4.4
17558,8,40131,2005,75887.52,80313.0,38442.0,3.9
17559,10.0,40131,2006,76686.5,82234.0,38853.0,3.6
17560,9.8,40131,2007,75069.72,84030.0,38336.0,3.7
17561,10.0,40131,2008,75411.0,85390.0,38769.0,3.4
17562,9.5,40131,2009,78066.71,86577.0,37640.0,7.1
17563,22.0,40133,2002,41943.0,24540.0,9885.0,6.7
17564,21.0,40133,2003,42768.04,24584.0,9676.0,8.7
17565,20.5,40133,2004,42313.44,24801.0,9233.0,9.6
17566,24.2,40133,2005,41614.56,24878.0,9411.0,6.8
17567,23.9,40133,2006,43811.68,24997.0,9715.0,5.5
17568,22.8,40133,2007,47153.939999999995,25030.0,9987.0,5.3
17569,22.0,40133,2008,42588.450000000004,25198.0,10522.0,4.3
17570,24.5,40133,2009,43363.240000000005,25428.0,10206.0,8.8
17571,19.1,40135,2002,46332.0,39570.0,16607.0,6.0
17572,18.2,40135,2003,47177.83,39905.0,16714.0,6.5
17573,17.6,40135,2004,46628.4,40412.0,16941.0,5.9
17574,20.6,40135,2005,46404.08,40634.0,17147.0,5.3
17575,22.6,40135,2006,47090.84,41248.0,17389.0,5.3
17576,19.2,40135,2007,51645.399999999994,41560.0,16865.0,5.6
17577,20.7,40135,2008,46091.700000000004,41825.0,16620.0,5.7
17578,22.1,40135,2009,43241.310000000005,42208.0,15950.0,9.8
17579,14.4,40137,2002,53092.049999999996,42771.0,18503.0,4.8
17580,14.3,40137,2003,54311.740000000005,42725.0,18667.0,5.0
17581,13.5,40137,2004,54760.68,43061.0,18573.0,4.4
17582,15.9,40137,2005,54563.44,43318.0,19306.0,3.9
17583,15.5,40137,2006,54674.08,43670.0,20142.0,3.4
17584,14.3,40137,2007,58029.719999999994,44196.0,20767.0,3.5
17585,13.0,40137,2008,58834.350000000006,44508.0,21401.0,3.3
17586,13.8,40137,2009,57249.560000000005,44799.0,20569.0,7.6
17587,11.5,40139,2002,56139.6,19734.0,10003.0,3.2
17588,11.8,40139,2003,54493.670000000006,19469.0,10100.0,3.4
17589,11.1,40139,2004,53820.0,19693.0,9732.0,3.3
17590,13.3,40139,2005,56653.44,19408.0,9055.0,3.5
17591,13.9,40139,2006,56087.36,19361.0,8794.0,3.2
17592,12.7,40139,2007,59737.979999999996,19258.0,9077.0,3.1
17593,12.2,40139,2008,60446.25000000001,19539.0,9471.0,2.6
17594,13.2,40139,2009,58434.61000000001,20128.0,7297.0,5.3
17595,19.9,40141,2002,41139.45,8841.0,3648.0,4.1
17596,19.2,40141,2003,41663.58,8802.0,3599.0,4.5
17597,18.7,40141,2004,41397.72,8668.0,3456.0,4.5
17598,23.5,40141,2005,41386.56,8464.0,3329.0,4.7
17599,24.7,40141,2006,42719.6,8394.0,3337.0,4.2
17600,23.7,40141,2007,37090.4,8271.0,3294.0,4.5
17601,21.9,40141,2008,42475.05,8112.0,3372.0,3.9
17602,21.2,40141,2009,41713.76,8016.0,3321.0,7.2
17603,12.5,40143,2002,64069.5,569170.0,285000.0,4.8
17604,13.2,40143,2003,63488.740000000005,568406.0,277182.0,5.7
17605,12.5,40143,2004,62718.240000000005,566140.0,277674.0,4.7
17606,14.2,40143,2005,62253.12,568199.0,282768.0,4.0
17607,15.6,40143,2006,60957.92,575014.0,282784.0,3.7
17608,14.2,40143,2007,64344.46,582094.0,280258.0,3.7
17609,13.6,40143,2008,63256.950000000004,588510.0,282707.0,3.4
17610,14.6,40143,2009,63215.91,597748.0,274690.0,6.7
17611,10.2,40145,2002,70176.15,60561.0,29420.0,4.1
17612,10.1,40145,2003,69682.41,61700.0,29185.0,5.3
17613,10.2,40145,2004,69792.84,62800.0,29809.0,4.6
17614,10.7,40145,2005,69102.24,64165.0,30841.0,4.0
17615,12.0,40145,2006,70407.04,66345.0,31550.0,3.5
17616,11.1,40145,2007,75906.09999999999,68677.0,31311.0,3.7
17617,11.0,40145,2008,74619.90000000001,70646.0,32014.0,3.5
17618,9.1,40145,2009,76648.76000000001,72143.0,31227.0,6.7
17619,11.1,40147,2002,61830.45,49032.0,22193.0,4.3
17620,12.2,40147,2003,60837.07000000001,49004.0,22808.0,5.1
17621,11.8,40147,2004,59701.200000000004,48997.0,22962.0,4.8
17622,13.2,40147,2005,60757.44,48885.0,23963.0,4.0
17623,13.8,40147,2006,60023.52,49216.0,24698.0,3.3
17624,11.4,40147,2007,65743.16,50038.0,25983.0,3.3
17625,13.2,40147,2008,60781.05,50641.0,26547.0,2.9
17626,15.7,40147,2009,62696.68000000001,50754.0,26713.0,5.6
17627,16.0,40149,2002,49267.35,11243.0,5569.0,3.5
17628,15.0,40149,2003,50687.630000000005,11204.0,5667.0,3.6
17629,13.7,40149,2004,51233.520000000004,11202.0,5635.0,3.2
17630,15.7,40149,2005,52198.32,11228.0,5617.0,3.3
17631,16.2,40149,2006,53088.52,11422.0,5609.0,3.2
17632,15.3,40149,2007,55594.42,11555.0,5774.0,2.9
17633,14.9,40149,2008,56660.850000000006,11595.0,5965.0,2.6
17634,15.0,40149,2009,58786.700000000004,11664.0,5957.0,5.8
17635,16.3,40151,2002,47064.6,8896.0,4260.0,8.0
17636,14.3,40151,2003,50304.450000000004,8729.0,4301.0,9.3
17637,13.5,40151,2004,48664.200000000004,8676.0,4297.0,6.9
17638,16.3,40151,2005,48571.6,8679.0,4113.0,6.7
17639,17.7,40151,2006,48742.1,8550.0,4043.0,5.3
17640,15.1,40151,2007,54219.86,8593.0,4161.0,5.7
17641,16.6,40151,2008,52212.600000000006,8533.0,4214.0,2.7
17642,15.1,40151,2009,54809.590000000004,8708.0,4382.0,4.3
17643,12.6,40153,2002,57068.549999999996,18482.0,9101.0,4.0
17644,12.7,40153,2003,58008.3,18594.0,9181.0,4.3
17645,11.6,40153,2004,59195.76,18935.0,9372.0,3.6
17646,12.5,40153,2005,61021.92,19122.0,9898.0,3.3
17647,12.8,40153,2006,61784.28,19341.0,10896.0,2.6
17648,13.3,40153,2007,64894.0,19939.0,11681.0,2.6
17649,12.8,40153,2008,66267.45,20120.0,12302.0,2.1
17650,12.3,40153,2009,67340.98000000001,20467.0,10961.0,6.4
17651,14.5,41001,2002,49877.85,16376.0,6695.0,9.0
17652,14.3,41001,2003,49179.060000000005,16312.0,6636.0,9.3
17653,15.2,41001,2004,49509.72,16272.0,6607.0,8.9
17654,18.9,41001,2005,49400.0,16086.0,6596.0,7.4
17655,16.0,41001,2006,50184.58,16094.0,6741.0,6.4
17656,17.7,41001,2007,52457.64,16139.0,6830.0,5.8
17657,16.9,41001,2008,50330.700000000004,16195.0,6902.0,6.8
17658,19.4,41001,2009,50854.4,16225.0,6842.0,10.0
17659,9.8,41003,2002,71961.45,80203.0,39774.0,5.3
17660,11.5,41003,2003,70315.14,80322.0,39832.0,5.7
17661,12.5,41003,2004,70585.32,80149.0,39959.0,5.5
17662,15.9,41003,2005,69017.12,80943.0,39936.0,4.9
17663,14.7,41003,2006,70519.45999999999,81957.0,39972.0,4.7
17664,17.6,41003,2007,69666.62,83718.0,40344.0,4.1
17665,15.6,41003,2008,72442.35,84150.0,41029.0,4.5
17666,18.0,41003,2009,65665.47,85390.0,40208.0,7.6
17667,7.6,41005,2002,86707.5,348951.0,175830.0,6.9
17668,8.4,41005,2003,84310.87000000001,352032.0,174995.0,7.4
17669,9,41005,2004,82914.0,355758.0,177001.0,6.7
17670,8.9,41005,2005,83209.36,359308.0,180005.0,5.5
17671,8.0,41005,2006,82179.02,363508.0,184756.0,4.8
17672,9.2,41005,2007,87081.5,366808.0,186359.0,4.6
17673,9.2,41005,2008,88913.70000000001,371103.0,188533.0,5.4
17674,9.4,41005,2009,82269.87000000001,374085.0,181400.0,10.0
17675,12.0,41007,2002,58456.2,35519.0,16838.0,6.9
17676,12.2,41007,2003,58100.07000000001,35612.0,17095.0,7.4
17677,13,41007,2004,58816.68,35912.0,17506.0,6.9
17678,13.9,41007,2005,58903.04,36282.0,18053.0,5.8
17679,14.4,41007,2006,56674.28,36603.0,18150.0,5.0
17680,13.6,41007,2007,59769.219999999994,36818.0,18852.0,4.7
17681,13.3,41007,2008,59814.450000000004,36825.0,19281.0,5.0
17682,15.3,41007,2009,53943.75000000001,36972.0,18847.0,8.8
17683,8.0,41009,2002,77366.84999999999,45104.0,20809.0,9.3
17684,8.6,41009,2003,75921.16,45636.0,20809.0,10.2
17685,9.5,41009,2004,76794.12000000001,46192.0,21041.0,9.1
17686,10.5,41009,2005,76743.28,46955.0,21541.0,7.3
17687,8.8,41009,2006,80238.68,48184.0,22266.0,5.8
17688,8.8,41009,2007,76192.94,48898.0,22263.0,5.7
17689,11.3,41009,2008,77716.8,49209.0,22454.0,6.8
17690,11.9,41009,2009,76610.40000000001,49394.0,21372.0,12.8
17691,15.2,41011,2002,51282.0,62286.0,25000.0,8.7
17692,15.0,41011,2003,51544.15,62625.0,25398.0,9.1
17693,16,41011,2004,51757.68,63208.0,25937.0,9.1
17694,19.6,41011,2005,50388.0,63843.0,26419.0,7.6
17695,17.3,41011,2006,52608.18,63844.0,26627.0,6.8
17696,14.7,41011,2007,53282.659999999996,63420.0,26213.0,6.6
17697,17.8,41011,2008,50122.8,63226.0,25742.0,7.9
17698,19.1,41011,2009,48719.94,63079.0,24871.0,12.5
17699,12.4,41013,2002,58109.7,19779.0,7961.0,9.2
17700,11.8,41013,2003,57908.48,20011.0,7999.0,9.5
17701,12.5,41013,2004,59250.36,20643.0,8299.0,8.4
17702,13.7,41013,2005,60166.16,21019.0,8670.0,7.0
17703,13.2,41013,2006,60696.58,21673.0,9084.0,5.9
17704,12.8,41013,2007,64246.479999999996,21818.0,9131.0,6.2
17705,12.6,41013,2008,59493.15,21811.0,8816.0,9.5
17706,16.2,41013,2009,58008.54000000001,21410.0,7819.0,17.5
17707,12.9,41015,2002,50420.7,21653.0,8107.0,8.0
17708,12.3,41015,2003,50552.39000000001,21899.0,8481.0,8.3
17709,13,41015,2004,51116.520000000004,22473.0,8826.0,7.6
17710,13.1,41015,2005,52464.32,22750.0,8932.0,6.9
17711,14.9,41015,2006,50145.159999999996,22626.0,8876.0,6.9
17712,14.1,41015,2007,51783.14,22447.0,8837.0,6.5
17713,14.8,41015,2008,49767.75,22305.0,8736.0,7.7
17714,15.5,41015,2009,48534.990000000005,22341.0,8240.0,12.7
17715,10.0,41017,2002,70719.0,125247.0,60402.0,7.7
17716,10.3,41017,2003,71087.94,129094.0,63046.0,7.7
17717,10.7,41017,2004,71594.64,133756.0,66542.0,6.9
17718,8.7,41017,2005,73911.52,140567.0,70365.0,5.7
17719,9.9,41017,2006,73748.98,148149.0,75467.0,4.7
17720,8.9,41017,2007,77750.68,152633.0,77178.0,5.0
17721,10.4,41017,2008,70060.95000000001,156820.0,74972.0,7.8
17722,11.8,41017,2009,71183.83,157345.0,69626.0,14.3
17723,13.3,41019,2002,55657.799999999996,101529.0,42864.0,8.8
17724,14.0,41019,2003,55545.0,102776.0,43032.0,9.7
17725,15,41019,2004,56223.96,103965.0,43147.0,9.3
17726,13.6,41019,2005,55750.56,105285.0,43019.0,8.2
17727,16.0,41019,2006,55849.38,106658.0,43632.0,7.5
17728,14.9,41019,2007,55698.079999999994,107057.0,43171.0,7.7
17729,14.2,41019,2008,53238.600000000006,107316.0,41886.0,9.5
17730,16.6,41019,2009,53275.19,107378.0,39797.0,15.1
17731,9.6,41021,2002,58796.1,1877.0,991.0,6.5
17732,8.7,41021,2003,61281.43,1823.0,972.0,6.7
17733,9.7,41021,2004,65509.08,1860.0,985.0,6.2
17734,10.9,41021,2005,62394.48,1863.0,935.0,5.7
17735,11.8,41021,2006,62942.06,1834.0,944.0,4.9
17736,11.1,41021,2007,60029.079999999994,1816.0,993.0,4.5
17737,11.6,41021,2008,62249.850000000006,1886.0,1147.0,4.2
17738,13.3,41021,2009,63044.66,1856.0,1143.0,6.6
17739,12.5,41023,2002,55015.95,7438.0,3393.0,9.3
17740,12.7,41023,2003,53023.740000000005,7472.0,3408.0,10.3
17741,13,41023,2004,53781.0,7415.0,3440.0,9.9
17742,15.3,41023,2005,52350.32,7389.0,3278.0,9.7
17743,16.0,41023,2006,53478.34,7373.0,3214.0,8.3
17744,14.2,41023,2007,51135.619999999995,7267.0,3142.0,8.0
17745,15.2,41023,2008,47042.100000000006,7303.0,3018.0,10.1
17746,16.9,41023,2009,49665.240000000005,7343.0,2991.0,13.1
17747,14.3,41025,2002,50313.45,7417.0,3251.0,9.5
17748,13.5,41025,2003,49855.26,7360.0,3141.0,10.8
17749,14.1,41025,2004,50595.48,7312.0,3103.0,9.5
17750,14.5,41025,2005,51368.4,7211.0,3105.0,8.8
17751,16.2,41025,2006,49348.0,7286.0,3060.0,8.1
17752,16.1,41025,2007,53153.439999999995,7327.0,3058.0,7.3
17753,15.9,41025,2008,53334.450000000004,7375.0,3028.0,9.1
17754,18.5,41025,2009,46670.420000000006,7432.0,2962.0,15.7
17755,11.7,41027,2002,63214.799999999996,20615.0,11049.0,8.1
17756,12.5,41027,2003,62171.76,20621.0,11148.0,8.4
17757,13,41027,2004,62435.880000000005,20835.0,11408.0,7.4
17758,15.3,41027,2005,65303.76,21022.0,11497.0,6.3
17759,14.7,41027,2006,64456.08,21200.0,11846.0,5.5
17760,12.7,41027,2007,66965.78,21276.0,12231.0,4.5
17761,13.2,41027,2008,66008.25,21589.0,12622.0,5.1
17762,12.9,41027,2009,65714.79000000001,22015.0,12827.0,7.8
17763,13.1,41029,2002,59050.2,186704.0,86443.0,7.4
17764,13.3,41029,2003,59146.57000000001,189838.0,89347.0,7.6
17765,14,41029,2004,60030.36,192185.0,91138.0,7.2
17766,13.6,41029,2005,62315.44,194701.0,92767.0,6.2
17767,13.0,41029,2006,59751.96,196858.0,94036.0,5.7
17768,13.4,41029,2007,62968.479999999996,199152.0,95200.0,5.6
17769,16.0,41029,2008,56736.450000000004,201162.0,93717.0,7.6
17770,14.9,41029,2009,61940.44,202301.0,89274.0,12.3
17771,14.5,41031,2002,57061.95,19941.0,8184.0,6.7
17772,14.4,41031,2003,57543.01,20212.0,8210.0,6.9
17773,15.2,41031,2004,59063.16,20339.0,8400.0,6.4
17774,15.8,41031,2005,59466.96,20622.0,8534.0,6.0
17775,15.5,41031,2006,57423.26,21113.0,8662.0,5.6
17776,18.8,41031,2007,56009.06,21861.0,8612.0,6.8
17777,16.4,41031,2008,59111.100000000006,21885.0,8402.0,9.6
17778,17.4,41031,2009,52240.840000000004,21730.0,7952.0,14.4
17779,16.0,41033,2002,50387.7,77712.0,29554.0,8.7
17780,15.2,41033,2003,50840.58,78779.0,30510.0,8.9
17781,16.1,41033,2004,51146.16,79729.0,31223.0,8.3
17782,15.9,41033,2005,52183.12,80660.0,31864.0,7.3
17783,15.8,41033,2006,55272.68,81601.0,32664.0,6.6
17784,17.5,41033,2007,52836.78,81746.0,32219.0,7.1
17785,19.4,41033,2008,47173.05,82389.0,31732.0,8.8
17786,20.4,41033,2009,48647.33,82315.0,30234.0,13.9
17787,14.7,41035,2002,52278.6,64150.0,27013.0,8.9
17788,15.3,41035,2003,52186.54,64582.0,27010.0,9.6
17789,16.6,41035,2004,52673.4,64841.0,27051.0,9.4
17790,20.3,41035,2005,54209.28,65553.0,27792.0,7.7
17791,18.4,41035,2006,54085.7,66294.0,28264.0,6.7
17792,15.9,41035,2007,59248.079999999994,66767.0,28294.0,6.9
17793,17.0,41035,2008,55475.55,66732.0,28003.0,8.8
17794,20.2,41035,2009,53508.090000000004,66460.0,26870.0,13.6
17795,14.8,41037,2002,48965.399999999994,7522.0,3205.0,8.8
17796,15.0,41037,2003,49232.19,7578.0,3263.0,9.5
17797,15.9,41037,2004,49356.840000000004,7576.0,3217.0,9.8
17798,18.1,41037,2005,44040.48,7558.0,3252.0,8.5
17799,16.9,41037,2006,52901.64,7796.0,3398.0,7.5
17800,15.6,41037,2007,52723.18,7880.0,3355.0,7.3
17801,17.9,41037,2008,48890.25,7961.0,3271.0,8.3
17802,18.5,41037,2009,48365.11,7901.0,3226.0,12.1
17803,12.9,41039,2002,60157.35,327506.0,159794.0,7.1
17804,13.8,41039,2003,59062.850000000006,330845.0,158875.0,7.9
17805,14.9,41039,2004,59131.8,332327.0,160223.0,7.3
17806,16.2,41039,2005,57144.4,335831.0,163206.0,6.1
17807,15.9,41039,2006,61420.74,339926.0,167384.0,5.5
17808,14.3,41039,2007,61415.0,344844.0,171075.0,5.2
17809,15.7,41039,2008,58878.9,348176.0,171294.0,6.4
17810,17.2,41039,2009,55297.310000000005,350850.0,161388.0,11.8
17811,14.0,41041,2002,53278.5,44270.0,19694.0,8.0
17812,14.1,41041,2003,53667.740000000005,44421.0,19773.0,8.9
17813,15.3,41041,2004,53313.0,44877.0,20343.0,8.2
17814,19.1,41041,2005,50725.44,45347.0,20444.0,6.9
17815,15.9,41041,2006,54585.02,45529.0,20705.0,6.0
17816,15.7,41041,2007,55871.32,45798.0,21150.0,5.5
17817,16.7,41041,2008,53370.9,45915.0,21314.0,6.3
17818,16.5,41041,2009,52181.93000000001,45989.0,20803.0,10.2
17819,10.9,41043,2002,62178.6,104561.0,47720.0,8.9
17820,11.9,41043,2003,61902.89000000001,106035.0,47281.0,9.9
17821,13.7,41043,2004,62259.6,106799.0,47144.0,9.2
17822,15.1,41043,2005,60810.64,108132.0,48126.0,7.5
17823,15.4,41043,2006,60027.9,110764.0,49200.0,6.6
17824,13.8,41043,2007,63303.6,112932.0,49979.0,6.3
17825,14.0,41043,2008,61881.3,114967.0,50878.0,7.4
17826,14.9,41043,2009,64002.29000000001,116001.0,48392.0,13.4
17827,19.7,41045,2002,47670.149999999994,31455.0,11808.0,8.9
17828,18.2,41045,2003,47543.3,31335.0,11973.0,9.7
17829,19.5,41045,2004,47271.12,31250.0,11756.0,9.9
17830,21.3,41045,2005,48694.72,31273.0,11496.0,8.7
17831,20.4,41045,2006,50386.06,31303.0,11689.0,6.4
17832,17.6,41045,2007,51262.0,31434.0,11934.0,5.6
17833,21.3,41045,2008,49144.05,31311.0,11787.0,7.2
17834,23.3,41045,2009,49029.560000000005,31265.0,11731.0,10.5
17835,13.2,41047,2002,65340.0,292533.0,136002.0,7.2
17836,14.1,41047,2003,63546.700000000004,295317.0,136878.0,7.9
17837,15.1,41047,2004,63495.12,297139.0,137411.0,7.6
17838,15.4,41047,2005,65597.12,299461.0,138461.0,6.5
17839,14.7,41047,2006,65970.09999999999,303290.0,141116.0,5.7
