,year,fips,covid_cases,county_name
0,2020,1001,4164.0,Autauga County 
1,2021,1001,10953.0,Autauga County 
2,2022,1001,16536.0,Autauga County 
3,2020,1003,13392.0,Baldwin County 
4,2021,1003,39583.0,Baldwin County 
5,2022,1003,58905.0,Baldwin County 
6,2020,1005,1492.0,Barbour County 
7,2021,1005,3819.0,Barbour County 
8,2022,1005,5891.0,Barbour County 
9,2020,1007,1817.0,Bibb County 
10,2021,1007,4514.0,Bibb County 
11,2022,1007,6704.0,Bibb County 
12,2020,1009,4584.0,Blount County 
13,2021,1009,11193.0,Blount County 
14,2022,1009,15370.0,Blount County 
15,2020,1011,846.0,Bullock County 
16,2021,1011,1652.0,Bullock County 
17,2022,1011,2439.0,Bullock County 
18,2020,1013,1493.0,Butler County 
19,2021,1013,3591.0,Butler County 
20,2022,1013,5251.0,Butler County 
21,2020,1015,9428.0,Calhoun County 
22,2021,1015,23242.0,Calhoun County 
23,2022,1015,33275.0,Calhoun County 
24,2020,1017,2310.0,Chambers County 
25,2021,1017,6121.0,Chambers County 
26,2022,1017,8815.0,Chambers County 
27,2020,1019,1403.0,Cherokee County 
28,2021,1019,3364.0,Cherokee County 
29,2022,1019,5258.0,Cherokee County 
30,2020,1021,2913.0,Chilton County 
31,2021,1021,7370.0,Chilton County 
32,2022,1021,11339.0,Chilton County 
33,2020,1023,488.0,Choctaw County 
34,2021,1023,1017.0,Choctaw County 
35,2022,1023,2101.0,Choctaw County 
36,2020,1025,2357.0,Clarke County 
37,2021,1025,4930.0,Clarke County 
38,2022,1025,7308.0,Clarke County 
39,2020,1027,1131.0,Clay County 
40,2021,1027,2633.0,Clay County 
41,2022,1027,4222.0,Clay County 
42,2020,1029,1011.0,Cleburne County 
43,2021,1029,2634.0,Cleburne County 
44,2022,1029,3609.0,Cleburne County 
45,2020,1031,3536.0,Coffee County 
46,2021,1031,9737.0,Coffee County 
47,2022,1031,14190.0,Coffee County 
48,2020,1033,4573.0,Colbert County 
49,2021,1033,9759.0,Colbert County 
50,2022,1033,17010.0,Colbert County 
51,2020,1035,835.0,Conecuh County 
52,2021,1035,1975.0,Conecuh County 
53,2022,1035,2970.0,Conecuh County 
54,2020,1037,501.0,Coosa County 
55,2021,1037,1926.0,Coosa County 
56,2022,1037,3061.0,Coosa County 
57,2020,1039,2868.0,Covington County 
58,2021,1039,7122.0,Covington County 
59,2022,1039,9677.0,Covington County 
60,2020,1041,939.0,Crenshaw County 
61,2021,1041,2712.0,Crenshaw County 
62,2022,1041,3966.0,Crenshaw County 
63,2020,1043,6989.0,Cullman County 
64,2021,1043,16891.0,Cullman County 
65,2022,1043,25554.0,Cullman County 
66,2020,1045,3283.0,Dale County 
67,2021,1045,9342.0,Dale County 
68,2022,1045,13493.0,Dale County 
69,2020,1047,2744.0,Dallas County 
70,2021,1047,5487.0,Dallas County 
71,2022,1047,8731.0,Dallas County 
72,2020,1049,6812.0,DeKalb County 
73,2021,1049,13460.0,DeKalb County 
74,2022,1049,19136.0,DeKalb County 
75,2020,1051,6321.0,Elmore County 
76,2021,1051,16638.0,Elmore County 
77,2022,1051,24422.0,Elmore County 
78,2020,1053,2637.0,Escambia County 
79,2021,1053,7193.0,Escambia County 
80,2022,1053,10413.0,Escambia County 
81,2020,1055,9937.0,Etowah County 
82,2021,1055,20584.0,Etowah County 
83,2022,1055,29292.0,Etowah County 
84,2020,1057,1416.0,Fayette County 
85,2021,1057,3407.0,Fayette County 
86,2022,1057,5060.0,Fayette County 
87,2020,1059,3233.0,Franklin County 
88,2021,1059,6548.0,Franklin County 
89,2022,1059,10106.0,Franklin County 
90,2020,1061,1648.0,Geneva County 
91,2021,1061,4750.0,Geneva County 
92,2022,1061,6699.0,Geneva County 
93,2020,1063,662.0,Greene County 
94,2021,1063,1357.0,Greene County 
95,2022,1063,1963.0,Greene County 
96,2020,1065,1437.0,Hale County 
97,2021,1065,3295.0,Hale County 
98,2022,1065,4961.0,Hale County 
99,2020,1067,1222.0,Henry County 
100,2021,1067,3306.0,Henry County 
101,2022,1067,4788.0,Henry County 
102,2020,1069,7157.0,Houston County 
103,2021,1069,18379.0,Houston County 
104,2022,1069,26925.0,Houston County 
105,2020,1071,5028.0,Jackson County 
106,2021,1071,10577.0,Jackson County 
107,2022,1071,15391.0,Jackson County 
108,2020,1073,51676.0,Jefferson County 
109,2021,1073,124773.0,Jefferson County 
110,2022,1073,195597.0,Jefferson County 
111,2020,1075,1037.0,Lamar County 
112,2021,1075,2603.0,Lamar County 
113,2022,1075,3861.0,Lamar County 
114,2020,1077,6371.0,Lauderdale County 
115,2021,1077,15768.0,Lauderdale County 
116,2022,1077,25057.0,Lauderdale County 
117,2020,1079,2005.0,Lawrence County 
118,2021,1079,5046.0,Lawrence County 
119,2022,1079,7879.0,Lawrence County 
120,2020,1081,10159.0,Lee County 
121,2021,1081,26789.0,Lee County 
122,2022,1081,39363.0,Lee County 
123,2020,1083,6724.0,Limestone County 
124,2021,1083,16928.0,Limestone County 
125,2022,1083,26175.0,Limestone County 
126,2020,1085,936.0,Lowndes County 
127,2021,1085,1855.0,Lowndes County 
128,2022,1085,2721.0,Lowndes County 
129,2020,1087,989.0,Macon County 
130,2021,1087,2581.0,Macon County 
131,2022,1087,4085.0,Macon County 
132,2020,1089,21884.0,Madison County 
133,2021,1089,56985.0,Madison County 
134,2022,1089,95272.0,Madison County 
135,2020,1091,1776.0,Marengo County 
136,2021,1091,3487.0,Marengo County 
137,2022,1091,5388.0,Marengo County 
138,2020,1093,2049.0,Marion County 
139,2021,1093,5547.0,Marion County 
140,2022,1093,8442.0,Marion County 
141,2020,1095,8996.0,Marshall County 
142,2021,1095,19431.0,Marshall County 
143,2022,1095,28071.0,Marshall County 
144,2020,1097,25635.0,Mobile County 
145,2021,1097,77995.0,Mobile County 
146,2022,1097,116928.0,Mobile County 
147,2020,1099,1195.0,Monroe County 
148,2021,1099,3499.0,Monroe County 
149,2022,1099,5442.0,Monroe County 
150,2020,1101,15986.0,Montgomery County 
151,2021,1101,37329.0,Montgomery County 
152,2022,1101,58329.0,Montgomery County 
153,2020,1103,10482.0,Morgan County 
154,2021,1103,23661.0,Morgan County 
155,2022,1103,37447.0,Morgan County 
156,2020,1105,853.0,Perry County 
157,2021,1105,1443.0,Perry County 
158,2022,1105,2184.0,Perry County 
159,2020,1107,1720.0,Pickens County 
160,2021,1107,3437.0,Pickens County 
161,2022,1107,5412.0,Pickens County 
162,2020,1109,1990.0,Pike County 
163,2021,1109,5386.0,Pike County 
164,2022,1109,7755.0,Pike County 
165,2020,1111,1235.0,Randolph County 
166,2021,1111,3565.0,Randolph County 
167,2022,1111,5196.0,Randolph County 
168,2020,1113,2775.0,Russell County 
169,2021,1113,7411.0,Russell County 
170,2022,1113,10577.0,Russell County 
171,2020,1115,6416.0,St. Clair County 
172,2021,1115,17766.0,St. Clair County 
173,2022,1115,26529.0,St. Clair County 
174,2020,1117,15501.0,Shelby County 
175,2021,1117,40799.0,Shelby County 
176,2022,1117,63927.0,Shelby County 
177,2020,1119,834.0,Sumter County 
178,2021,1119,1460.0,Sumter County 
179,2022,1119,2697.0,Sumter County 
180,2020,1121,5111.0,Talladega County 
181,2021,1121,14844.0,Talladega County 
182,2022,1121,23097.0,Talladega County 
183,2020,1123,2354.0,Tallapoosa County 
184,2021,1123,7679.0,Tallapoosa County 
185,2022,1123,11799.0,Tallapoosa County 
186,2020,1125,18341.0,Tuscaloosa County 
187,2021,1125,37476.0,Tuscaloosa County 
188,2022,1125,59266.0,Tuscaloosa County 
189,2020,1127,5185.0,Walker County 
190,2021,1127,12588.0,Walker County 
191,2022,1127,19320.0,Walker County 
192,2020,1129,1176.0,Washington County 
193,2021,1129,2607.0,Washington County 
194,2022,1129,3866.0,Washington County 
195,2020,1131,870.0,Wilcox County 
196,2021,1131,1838.0,Wilcox County 
197,2022,1131,2974.0,Wilcox County 
198,2020,1133,1952.0,Winston County 
199,2021,1133,4926.0,Winston County 
200,2022,1133,7779.0,Winston County 
201,2020,2013,28.0,Aleutians East Borough 
202,2021,2013,138.0,Aleutians East Borough 
203,2022,2013,653.0,Aleutians East Borough 
204,2020,2016,190.0,Aleutians West Census Area 
205,2021,2016,365.0,Aleutians West Census Area 
206,2022,2016,968.0,Aleutians West Census Area 
207,2020,2020,22628.0,Municipality of Anchorage
208,2021,2020,62889.0,Municipality of Anchorage
209,2022,2020,108968.0,Municipality of Anchorage
210,2020,2050,2411.0,Bethel Census Area 
211,2021,2050,6940.0,Bethel Census Area 
212,2022,2050,10757.0,Bethel Census Area 
213,2020,2060,0.0,Bristol Bay Borough 
214,2021,2060,608.0,Bristol Bay Borough 
215,2022,2060,608.0,Bristol Bay Borough 
216,2020,2068,55.0,Denali Borough 
217,2021,2068,238.0,Denali Borough 
218,2022,2068,424.0,Denali Borough 
219,2020,2070,117.0,Dillingham Census Area 
220,2021,2070,974.0,Dillingham Census Area 
221,2022,2070,1915.0,Dillingham Census Area 
222,2020,2090,4832.0,Fairbanks North Star Borough 
223,2021,2090,17188.0,Fairbanks North Star Borough 
224,2022,2090,28692.0,Fairbanks North Star Borough 
225,2020,2100,20.0,Haines Borough 
226,2021,2100,264.0,Haines Borough 
227,2022,2100,679.0,Haines Borough 
228,2020,2105,0.0,Hoonah-Angoon Census Area 
229,2021,2105,0.0,Hoonah-Angoon Census Area 
230,2022,2105,0.0,Hoonah-Angoon Census Area 
231,2020,2110,1029.0,City and Borough of Juneau
232,2021,2110,4244.0,City and Borough of Juneau
233,2022,2110,9545.0,City and Borough of Juneau
234,2020,2122,3583.0,Kenai Peninsula Borough 
235,2021,2122,11783.0,Kenai Peninsula Borough 
236,2022,2122,18601.0,Kenai Peninsula Borough 
237,2020,2130,237.0,Ketchikan Gateway Borough 
238,2021,2130,2230.0,Ketchikan Gateway Borough 
239,2022,2130,4525.0,Ketchikan Gateway Borough 
240,2020,2150,891.0,Kodiak Island Borough 
241,2021,2150,2639.0,Kodiak Island Borough 
242,2022,2150,5040.0,Kodiak Island Borough 
243,2020,2158,695.0,Kusilvak Census Area 
244,2021,2158,1508.0,Kusilvak Census Area 
245,2022,2158,1508.0,Kusilvak Census Area 
246,2020,2164,0.0,Lake and Peninsula Borough 
247,2021,2164,121.0,Lake and Peninsula Borough 
248,2022,2164,121.0,Lake and Peninsula Borough 
249,2020,2170,6341.0,Matanuska-Susitna Borough 
250,2021,2170,24942.0,Matanuska-Susitna Borough 
251,2022,2170,35971.0,Matanuska-Susitna Borough 
252,2020,2180,273.0,Nome Census Area 
253,2021,2180,2370.0,Nome Census Area 
254,2022,2180,6271.0,Nome Census Area 
255,2020,2185,783.0,North Slope Borough 
256,2021,2185,2685.0,North Slope Borough 
257,2022,2185,4254.0,North Slope Borough 
258,2020,2188,398.0,Northwest Arctic Borough 
259,2021,2188,2364.0,Northwest Arctic Borough 
260,2022,2188,4869.0,Northwest Arctic Borough 
261,2020,2195,20.0,Petersburg Borough 
262,2021,2195,179.0,Petersburg Borough 
263,2022,2195,179.0,Petersburg Borough 
264,2020,2198,63.0,Prince of Wales - Hyder Census Area 
265,2021,2198,251.0,Prince of Wales - Hyder Census Area 
266,2022,2198,251.0,Prince of Wales - Hyder Census Area 
267,2020,2220,265.0,City and Borough of Sitka
268,2021,2220,1258.0,City and Borough of Sitka
269,2022,2220,2729.0,City and Borough of Sitka
270,2020,2230,16.0,Municipality of Skagway
271,2021,2230,30.0,Municipality of Skagway
272,2022,2230,30.0,Municipality of Skagway
273,2020,2240,420.0,Southeast Fairbanks Census Area 
274,2021,2240,1318.0,Southeast Fairbanks Census Area 
275,2022,2240,1983.0,Southeast Fairbanks Census Area 
276,2020,2261,342.0,Valdez-Cordova Census Area 
277,2021,2261,1141.0,Valdez-Cordova Census Area 
278,2022,2261,1974.0,Valdez-Cordova Census Area 
279,2020,2275,18.0,City and Borough of Wrangell
280,2021,2275,71.0,City and Borough of Wrangell
281,2022,2275,71.0,City and Borough of Wrangell
282,2020,2282,0.0,City and Borough of Yakutat
283,2021,2282,63.0,City and Borough of Yakutat
284,2022,2282,63.0,City and Borough of Yakutat
285,2020,2290,216.0,Yukon-Koyukuk Census Area 
286,2021,2290,823.0,Yukon-Koyukuk Census Area 
287,2022,2290,1524.0,Yukon-Koyukuk Census Area 
288,2020,4001,7336.0,Apache County 
289,2021,4001,16196.0,Apache County 
290,2022,4001,23720.0,Apache County 
291,2020,4003,7324.0,Cochise County 
292,2021,4003,19985.0,Cochise County 
293,2022,4003,33235.0,Cochise County 
294,2020,4005,10982.0,Coconino County 
295,2021,4005,27717.0,Coconino County 
296,2022,4005,46312.0,Coconino County 
297,2020,4007,4419.0,Gila County 
298,2021,4007,12172.0,Gila County 
299,2022,4007,17943.0,Gila County 
300,2020,4009,3180.0,Graham County 
301,2021,4009,8955.0,Graham County 
302,2022,4009,12288.0,Graham County 
303,2020,4011,392.0,Greenlee County 
304,2021,4011,1483.0,Greenlee County 
305,2022,4011,2272.0,Greenlee County 
306,2020,4012,1387.0,La Paz County 
307,2021,4012,3638.0,La Paz County 
308,2022,4012,5407.0,La Paz County 
309,2020,4013,314464.0,Maricopa County 
310,2021,4013,866014.0,Maricopa County 
311,2022,4013,1345286.0,Maricopa County 
312,2020,4015,12108.0,Mohave County 
313,2021,4015,38967.0,Mohave County 
314,2022,4015,59750.0,Mohave County 
315,2020,4017,11196.0,Navajo County 
316,2021,4017,26905.0,Navajo County 
317,2022,4017,40066.0,Navajo County 
318,2020,4019,68437.0,Pima County 
319,2021,4019,172153.0,Pima County 
320,2022,4019,269928.0,Pima County 
321,2020,4021,27191.0,Pinal County 
322,2021,4021,88597.0,Pinal County 
323,2022,4021,138135.0,Pinal County 
324,2020,4023,5857.0,Santa Cruz County 
325,2021,4023,10441.0,Santa Cruz County 
326,2022,4023,17086.0,Santa Cruz County 
327,2020,4025,11101.0,Yavapai County 
328,2021,4025,36284.0,Yavapai County 
329,2022,4025,50679.0,Yavapai County 
330,2020,4027,27115.0,Yuma County 
331,2021,4027,44260.0,Yuma County 
332,2022,4027,63460.0,Yuma County 
333,2020,5001,1297.0,Arkansas County 
334,2021,5001,3662.0,Arkansas County 
335,2022,5001,5872.0,Arkansas County 
336,2020,5003,1250.0,Ashley County 
337,2021,5003,3364.0,Ashley County 
338,2022,5003,5289.0,Ashley County 
339,2020,5005,2040.0,Baxter County 
340,2021,5005,6624.0,Baxter County 
341,2022,5005,9249.0,Baxter County 
342,2020,5007,17503.0,Benton County 
343,2021,5007,46426.0,Benton County 
344,2022,5007,69156.0,Benton County 
345,2020,5009,2547.0,Boone County 
346,2021,5009,6959.0,Boone County 
347,2022,5009,9776.0,Boone County 
348,2020,5011,918.0,Bradley County 
349,2021,5011,2078.0,Bradley County 
350,2022,5011,3094.0,Bradley County 
351,2020,5013,227.0,Calhoun County 
352,2021,5013,624.0,Calhoun County 
353,2022,5013,998.0,Calhoun County 
354,2020,5015,2054.0,Carroll County 
355,2021,5015,4590.0,Carroll County 
356,2022,5015,6334.0,Carroll County 
357,2020,5017,1398.0,Chicot County 
358,2021,5017,2080.0,Chicot County 
359,2022,5017,2810.0,Chicot County 
360,2020,5019,1353.0,Clark County 
361,2021,5019,3622.0,Clark County 
362,2022,5019,5587.0,Clark County 
363,2020,5021,1306.0,Clay County 
364,2021,5021,2963.0,Clay County 
365,2022,5021,4275.0,Clay County 
366,2020,5023,1208.0,Cleburne County 
367,2021,5023,4261.0,Cleburne County 
368,2022,5023,6629.0,Cleburne County 
369,2020,5025,555.0,Cleveland County 
370,2021,5025,1513.0,Cleveland County 
371,2022,5025,2337.0,Cleveland County 
372,2020,5027,1552.0,Columbia County 
373,2021,5027,3547.0,Columbia County 
374,2022,5027,5578.0,Columbia County 
375,2020,5029,1289.0,Conway County 
376,2021,5029,3493.0,Conway County 
377,2022,5029,5629.0,Conway County 
378,2020,5031,9960.0,Craighead County 
379,2021,5031,25109.0,Craighead County 
380,2022,5031,39080.0,Craighead County 
381,2020,5033,4402.0,Crawford County 
382,2021,5033,11500.0,Crawford County 
383,2022,5033,16301.0,Crawford County 
384,2020,5035,4293.0,Crittenden County 
385,2021,5035,9690.0,Crittenden County 
386,2022,5035,14829.0,Crittenden County 
387,2020,5037,1377.0,Cross County 
388,2021,5037,3156.0,Cross County 
389,2022,5037,5000.0,Cross County 
390,2020,5039,476.0,Dallas County 
391,2021,5039,1179.0,Dallas County 
392,2022,5039,1825.0,Dallas County 
393,2020,5041,943.0,Desha County 
394,2021,5041,2024.0,Desha County 
395,2022,5041,3131.0,Desha County 
396,2020,5043,1423.0,Drew County 
397,2021,5043,3057.0,Drew County 
398,2022,5043,4768.0,Drew County 
399,2020,5045,7516.0,Faulkner County 
400,2021,5045,22050.0,Faulkner County 
401,2022,5045,36646.0,Faulkner County 
402,2020,5047,1079.0,Franklin County 
403,2021,5047,2899.0,Franklin County 
404,2022,5047,3897.0,Franklin County 
405,2020,5049,864.0,Fulton County 
406,2021,5049,2027.0,Fulton County 
407,2022,5049,2760.0,Fulton County 
408,2020,5051,5739.0,Garland County 
409,2021,5051,16720.0,Garland County 
410,2022,5051,23975.0,Garland County 
411,2020,5053,1056.0,Grant County 
412,2021,5053,3047.0,Grant County 
413,2022,5053,4582.0,Grant County 
414,2020,5055,4398.0,Greene County 
415,2021,5055,11086.0,Greene County 
416,2022,5055,16568.0,Greene County 
417,2020,5057,1215.0,Hempstead County 
418,2021,5057,3205.0,Hempstead County 
419,2022,5057,4749.0,Hempstead County 
420,2020,5059,3615.0,Hot Spring County 
421,2021,5059,8096.0,Hot Spring County 
422,2022,5059,11489.0,Hot Spring County 
423,2020,5061,1097.0,Howard County 
424,2021,5061,2688.0,Howard County 
425,2022,5061,3838.0,Howard County 
426,2020,5063,2724.0,Independence County 
427,2021,5063,7334.0,Independence County 
428,2022,5063,10867.0,Independence County 
429,2020,5065,1271.0,Izard County 
430,2021,5065,2901.0,Izard County 
431,2022,5065,4035.0,Izard County 
432,2020,5067,2816.0,Jackson County 
433,2021,5067,4741.0,Jackson County 
434,2022,5067,6271.0,Jackson County 
435,2020,5069,6648.0,Jefferson County 
436,2021,5069,12938.0,Jefferson County 
437,2022,5069,19253.0,Jefferson County 
438,2020,5071,1817.0,Johnson County 
439,2021,5071,4879.0,Johnson County 
440,2022,5071,6975.0,Johnson County 
441,2020,5073,341.0,Lafayette County 
442,2021,5073,893.0,Lafayette County 
443,2022,5073,1317.0,Lafayette County 
444,2020,5075,1568.0,Lawrence County 
445,2021,5075,3687.0,Lawrence County 
446,2022,5075,5487.0,Lawrence County 
447,2020,5077,1425.0,Lee County 
448,2021,5077,2283.0,Lee County 
449,2022,5077,2980.0,Lee County 
450,2020,5079,2810.0,Lincoln County 
451,2021,5079,3890.0,Lincoln County 
452,2022,5079,4989.0,Lincoln County 
453,2020,5081,806.0,Little River County 
454,2021,5081,2183.0,Little River County 
455,2022,5081,3336.0,Little River County 
456,2020,5083,1408.0,Logan County 
457,2021,5083,3864.0,Logan County 
458,2022,5083,5215.0,Logan County 
459,2020,5085,4093.0,Lonoke County 
460,2021,5085,13266.0,Lonoke County 
461,2022,5085,20616.0,Lonoke County 
462,2020,5087,1014.0,Madison County 
463,2021,5087,2891.0,Madison County 
464,2022,5087,4126.0,Madison County 
465,2020,5089,620.0,Marion County 
466,2021,5089,2551.0,Marion County 
467,2022,5089,3528.0,Marion County 
468,2020,5091,2733.0,Miller County 
469,2021,5091,6915.0,Miller County 
470,2022,5091,9833.0,Miller County 
471,2020,5093,4365.0,Mississippi County 
472,2021,5093,9332.0,Mississippi County 
473,2022,5093,13960.0,Mississippi County 
474,2020,5095,467.0,Monroe County 
475,2021,5095,1250.0,Monroe County 
476,2022,5095,1982.0,Monroe County 
477,2020,5097,489.0,Montgomery County 
478,2021,5097,1189.0,Montgomery County 
479,2022,5097,1557.0,Montgomery County 
480,2020,5099,590.0,Nevada County 
481,2021,5099,1489.0,Nevada County 
482,2022,5099,2247.0,Nevada County 
483,2020,5101,551.0,Newton County 
484,2021,5101,1345.0,Newton County 
485,2022,5101,1758.0,Newton County 
486,2020,5103,1345.0,Ouachita County 
487,2021,5103,3773.0,Ouachita County 
488,2022,5103,5703.0,Ouachita County 
489,2020,5105,428.0,Perry County 
490,2021,5105,1686.0,Perry County 
491,2022,5105,2592.0,Perry County 
492,2020,5107,1256.0,Phillips County 
493,2021,5107,3450.0,Phillips County 
494,2022,5107,4975.0,Phillips County 
495,2020,5109,680.0,Pike County 
496,2021,5109,1835.0,Pike County 
497,2022,5109,2664.0,Pike County 
498,2020,5111,2386.0,Poinsett County 
499,2021,5111,5572.0,Poinsett County 
500,2022,5111,8303.0,Poinsett County 
501,2020,5113,1243.0,Polk County 
502,2021,5113,3083.0,Polk County 
503,2022,5113,4204.0,Polk County 
504,2020,5115,5403.0,Pope County 
505,2021,5115,12871.0,Pope County 
506,2022,5115,18729.0,Pope County 
507,2020,5117,532.0,Prairie County 
508,2021,5117,1350.0,Prairie County 
509,2022,5117,2006.0,Prairie County 
510,2020,5119,24290.0,Pulaski County 
511,2021,5119,64984.0,Pulaski County 
512,2022,5119,109110.0,Pulaski County 
513,2020,5121,1440.0,Randolph County 
514,2021,5121,3719.0,Randolph County 
515,2022,5121,5372.0,Randolph County 
516,2020,5123,2714.0,St. Francis County 
517,2021,5123,5148.0,St. Francis County 
518,2022,5123,7464.0,St. Francis County 
519,2020,5125,7494.0,Saline County 
520,2021,5125,20220.0,Saline County 
521,2022,5125,32009.0,Saline County 
522,2020,5127,573.0,Scott County 
523,2021,5127,1834.0,Scott County 
524,2022,5127,2357.0,Scott County 
525,2020,5129,500.0,Searcy County 
526,2021,5129,1432.0,Searcy County 
527,2022,5129,2191.0,Searcy County 
528,2020,5131,9403.0,Sebastian County 
529,2021,5131,24304.0,Sebastian County 
530,2022,5131,33861.0,Sebastian County 
531,2020,5133,2063.0,Sevier County 
532,2021,5133,4229.0,Sevier County 
533,2022,5133,6123.0,Sevier County 
534,2020,5135,1122.0,Sharp County 
535,2021,5135,3354.0,Sharp County 
536,2022,5135,4856.0,Sharp County 
537,2020,5137,761.0,Stone County 
538,2021,5137,2041.0,Stone County 
539,2022,5137,3055.0,Stone County 
540,2020,5139,2384.0,Union County 
541,2021,5139,6493.0,Union County 
542,2022,5139,9520.0,Union County 
543,2020,5141,739.0,Van Buren County 
544,2021,5141,2483.0,Van Buren County 
545,2022,5141,3610.0,Van Buren County 
546,2020,5143,21108.0,Washington County 
547,2021,5143,47756.0,Washington County 
548,2022,5143,70935.0,Washington County 
549,2020,5145,4641.0,White County 
550,2021,5145,14665.0,White County 
551,2022,5145,22931.0,White County 
552,2020,5147,340.0,Woodruff County 
553,2021,5147,1189.0,Woodruff County 
554,2022,5147,1784.0,Woodruff County 
555,2020,5149,2363.0,Yell County 
556,2021,5149,4962.0,Yell County 
557,2022,5149,6920.0,Yell County 
558,2020,6001,54498.0,Alameda County 
559,2021,6001,133477.0,Alameda County 
560,2022,6001,305277.0,Alameda County 
561,2020,6003,70.0,Alpine County 
562,2021,6003,113.0,Alpine County 
563,2022,6003,129.0,Alpine County 
564,2020,6005,2642.0,Amador County 
565,2021,6005,5911.0,Amador County 
566,2022,6005,9204.0,Amador County 
567,2020,6007,7934.0,Butte County 
568,2021,6007,22469.0,Butte County 
569,2022,6007,35651.0,Butte County 
570,2020,6009,1176.0,Calaveras County 
571,2021,6009,4646.0,Calaveras County 
572,2022,6009,7798.0,Calaveras County 
573,2020,6011,1346.0,Colusa County 
574,2021,6011,2658.0,Colusa County 
575,2022,6011,3546.0,Colusa County 
576,2020,6013,42368.0,Contra Costa County 
577,2021,6013,109592.0,Contra Costa County 
578,2022,6013,219919.0,Contra Costa County 
579,2020,6015,762.0,Del Norte County 
580,2021,6015,3842.0,Del Norte County 
581,2022,6015,6484.0,Del Norte County 
582,2020,6017,6476.0,El Dorado County 
583,2021,6017,17620.0,El Dorado County 
584,2022,6017,29549.0,El Dorado County 
585,2020,6019,70255.0,Fresno County 
586,2021,6019,149925.0,Fresno County 
587,2022,6019,246738.0,Fresno County 
588,2020,6021,1616.0,Glenn County 
589,2021,6021,3663.0,Glenn County 
590,2022,6021,5192.0,Glenn County 
591,2020,6023,1847.0,Humboldt County 
592,2021,6023,10379.0,Humboldt County 
593,2022,6023,19408.0,Humboldt County 
594,2020,6025,23353.0,Imperial County 
595,2021,6025,37456.0,Imperial County 
596,2022,6025,58497.0,Imperial County 
597,2020,6027,706.0,Inyo County 
598,2021,6027,2726.0,Inyo County 
599,2022,6027,4243.0,Inyo County 
600,2020,6029,68187.0,Kern County 
601,2021,6029,136115.0,Kern County 
602,2022,6029,201525.0,Kern County 
603,2020,6031,16671.0,Kings County 
604,2021,6031,34316.0,Kings County 
605,2022,6031,54029.0,Kings County 
606,2020,6033,1993.0,Lake County 
607,2021,6033,7049.0,Lake County 
608,2022,6033,11548.0,Lake County 
609,2020,6035,4553.0,Lassen County 
610,2021,6035,7089.0,Lassen County 
611,2022,6035,9310.0,Lassen County 
612,2020,6037,808206.0,Los Angeles County 
613,2021,6037,1576246.0,Los Angeles County 
614,2022,6037,2955235.0,Los Angeles County 
615,2020,6039,11097.0,Madera County 
616,2021,6039,25001.0,Madera County 
617,2022,6039,39552.0,Madera County 
618,2020,6041,9961.0,Marin County 
619,2021,6041,20470.0,Marin County 
620,2022,6041,40393.0,Marin County 
621,2020,6043,262.0,Mariposa County 
622,2021,6043,1509.0,Mariposa County 
623,2022,6043,2753.0,Mariposa County 
624,2020,6045,2460.0,Mendocino County 
625,2021,6045,8422.0,Mendocino County 
626,2022,6045,14383.0,Mendocino County 
627,2020,6047,19514.0,Merced County 
628,2021,6047,44767.0,Merced County 
629,2022,6047,65730.0,Merced County 
630,2020,6049,263.0,Modoc County 
631,2021,6049,601.0,Modoc County 
632,2022,6049,780.0,Modoc County 
633,2020,6051,898.0,Mono County 
634,2021,6051,2101.0,Mono County 
635,2022,6051,3081.0,Mono County 
636,2020,6053,28808.0,Monterey County 
637,2021,6053,50252.0,Monterey County 
638,2022,6053,85710.0,Monterey County 
639,2020,6055,6145.0,Napa County 
640,2021,6055,14437.0,Napa County 
641,2022,6055,29284.0,Napa County 
642,2020,6057,2825.0,Nevada County 
643,2021,6057,10294.0,Nevada County 
644,2022,6057,17434.0,Nevada County 
645,2020,6059,169543.0,Orange County 
646,2021,6059,339524.0,Orange County 
647,2022,6059,599950.0,Orange County 
648,2020,6061,14966.0,Placer County 
649,2021,6061,40542.0,Placer County 
650,2022,6061,69244.0,Placer County 
651,2020,6063,478.0,Plumas County 
652,2021,6063,1994.0,Plumas County 
653,2022,6063,3267.0,Plumas County 
654,2020,6065,193722.0,Riverside County 
655,2021,6065,397082.0,Riverside County 
656,2022,6065,628979.0,Riverside County 
657,2020,6067,67762.0,Sacramento County 
658,2021,6067,173561.0,Sacramento County 
659,2022,6067,313222.0,Sacramento County 
660,2020,6069,3784.0,San Benito County 
661,2021,6069,8319.0,San Benito County 
662,2022,6069,14300.0,San Benito County 
663,2020,6071,208848.0,San Bernardino County 
664,2021,6071,386236.0,San Bernardino County 
665,2022,6071,600910.0,San Bernardino County 
666,2020,6073,168701.0,San Diego County 
667,2021,6073,426843.0,San Diego County 
668,2022,6073,828907.0,San Diego County 
669,2020,6075,24371.0,City and County of San Francisco
670,2021,6075,64490.0,City and County of San Francisco
671,2022,6075,157413.0,City and County of San Francisco
672,2020,6077,47521.0,San Joaquin County 
673,2021,6077,106635.0,San Joaquin County 
674,2022,6077,179469.0,San Joaquin County 
675,2020,6079,11685.0,San Luis Obispo County 
676,2021,6079,32329.0,San Luis Obispo County 
677,2022,6079,57772.0,San Luis Obispo County 
678,2020,6081,26496.0,San Mateo County 
